	Bengtsson-PalmeJ_2015__TRAVELRES68__bin.21	NielsenHB_2014__O2_UC31_2__bin.25	ZellerG_2014__CCIS51667829ST-4-0__bin.50	Bengtsson-PalmeJ_2015__TRAVELRES6__bin.113	LeChatelierE_2013__MH0140__bin.7	XieH_2016__YSZC12003_35734__bin.94	XieH_2016__YSZC12003_37097__bin.62	ZeeviD_2015__PNP_Main_61__bin.10	BackhedF_2015__SID326_M__bin.29	NielsenHB_2014__O2_UC31_0__bin.33	LiJ_2014__MH0323__bin.34	ZellerG_2014__CCMD86707194ST-21-0__bin.48	QinJ_2012__CON-024__bin.30	XieH_2016__YSZC12003_35992__bin.70	LiJ_2014__O2.UC31-1__bin.14	FengQ_2015__SID531248__bin.18	LiJ_2014__MH0385__bin.12	ZellerG_2014__CCIS51595129ST-4-0__bin.68	ZeeviD_2015__PNP_Main_154__bin.62	SchirmerM_2016__G88820__bin.24	Bengtsson-PalmeJ_2015__TRAVELRES13__bin.33	VatanenT_2016__G80467__bin.9	NielsenHB_2014__MH0140__bin.20	NielsenHB_2014__MH0126__bin.43	LeChatelierE_2013__MH0421__bin.47	ZeeviD_2015__PNP_Main_210__bin.30	LeChatelierE_2013__MH0126__bin.46	ZellerG_2014__CCIS09568613ST-4-0__bin.2	VatanenT_2016__G80479__bin.8	Bengtsson-PalmeJ_2015__TRAVELRES5__bin.93	XieH_2016__YSZC12003_37331__bin.3	ZeeviD_2015__PNP_Main_586__bin.23	SchirmerM_2016__G89108__bin.11	QinJ_2012__CON-100__bin.28	LeChatelierE_2013__MH0430__bin.55	Bengtsson-PalmeJ_2015__TRAVELRES67__bin.40	SchirmerM_2016__G88826__bin.5	QinJ_2012__CON-099__bin.31	ZellerG_2014__CCIS87290971ST-4-0__bin.19	Bengtsson-PalmeJ_2015__TRAVELRES14__bin.49	LeChatelierE_2013__MH0407__bin.66	SchirmerM_2016__G88895__bin.6
Bengtsson-PalmeJ_2015__TRAVELRES68__bin.21	1.0	0.9616080994182293	0.9891292177223447	0.9880970793962199	0.9867726663265185	0.9602847396835947	0.9878311650904308	0.9890654486106154	0.9882069120550004	0.9617363561460395	0.9851875934881655	0.9636403810272022	0.9902652391925807	0.9885156959192721	0.9630883849839256	0.9891782143622322	0.9898405620194693	0.9879162764501319	0.98982981384642	0.9897374302914164	0.9886074091407056	0.9863211554285167	0.9862054465267565	0.964035369625673	0.9888471062154929	0.989671057454972	0.964271145361291	0.9891928509777825	0.9878173972951673	0.9891714840623173	0.9901183081889854	0.988620894510585	0.9912163767808376	0.9636926547398329	0.9905956077463608	0.9999195700625579	0.9894805385299547	0.9628302963132679	0.9887821855823173	0.9883927794588747	0.9894587204894743	0.9898777387970876
NielsenHB_2014__O2_UC31_2__bin.25	0.9616080994182293	1.0	0.9630196375002807	0.962368862784325	0.9602736038086603	0.9806884450110418	0.9605436469447138	0.9604752520460578	0.9618592232059555	0.9993143928878598	0.9606789983235304	0.9851851738238172	0.9609306598960256	0.9621038066437743	0.9986764289692852	0.9607718335201054	0.9599251726603072	0.9629936248174459	0.9610934120138657	0.9615971579920962	0.9612084043845149	0.9599628904621519	0.9602372601968079	0.9819105727692761	0.9609099122174342	0.9610566215931643	0.9818966439028267	0.9626088149515173	0.9597547712920449	0.9619741288217467	0.9606234848550206	0.9619501603355645	0.9610985341544039	0.97895706051044	0.961250634811271	0.9615337398207636	0.9631139273299456	0.9825212105833233	0.9611150279872998	0.961136962916314	0.9615692038285985	0.9611947148667859
ZellerG_2014__CCIS51667829ST-4-0__bin.50	0.9891292177223447	0.9630196375002807	1.0	0.9899314434968932	0.9899434705214327	0.9594591590270642	0.9904046754163661	0.9892494387666997	0.988888371699668	0.9634824205124868	0.9870052006274018	0.9646964393496127	0.9883420414192701	0.9904006694287334	0.9647230704021522	0.9895089771913993	0.9885595463550677	0.989957249754958	0.9872424822652234	0.9885954656844024	0.9906294117047746	0.9903891785422375	0.9899387054538317	0.9638573174201972	0.9892974493298409	0.9883475635630441	0.9643689072238709	0.9906315977299318	0.9905460972244364	0.9892711763933212	0.9881192275003694	0.9885164758320006	0.9882969070909134	0.9647896568228497	0.9897827284530076	0.9889012901737552	0.9888414898639446	0.9644255636760587	0.9899863979056875	0.9906689555361101	0.989880330436238	0.9888881557842336
Bengtsson-PalmeJ_2015__TRAVELRES6__bin.113	0.9880970793962199	0.962368862784325	0.9899314434968932	1.0	0.9884535990225611	0.9603642337748646	0.988662992879437	0.9896470244330223	0.9959411469272754	0.9623324865269681	0.98571198065622	0.9630449767827374	0.9888637213439181	0.9889323262862829	0.9627817668572154	0.989382269133438	0.9924912074893947	0.9889611160519952	0.989090278871908	0.9894872674908441	0.9884189611656188	0.9888475303330715	0.9882566314457794	0.9621735779794925	0.9897078809880144	0.9895689686558079	0.9626375738754623	0.9888977824595746	0.9889807371059911	0.9999805992333568	0.9886458609942559	0.9888325067292375	0.9895931987278939	0.962927250146018	0.9886130339599795	0.9881966901180231	0.988908403296804	0.9623504881019136	0.9884208152007123	0.9889601462708082	0.9891738266469553	0.9895356907444776
LeChatelierE_2013__MH0140__bin.7	0.9867726663265185	0.9602736038086603	0.9899434705214327	0.9884535990225611	1.0	0.9579608857588432	0.9909999558840171	0.9877569848442579	0.9875634502519989	0.9604899516396417	0.9873114076928065	0.9614921664977304	0.9867006384443712	0.9900252865812542	0.9619382053338309	0.9886928970040311	0.9870628153310919	0.9886459468784445	0.9876258904081974	0.9870287644366964	0.9895762889914581	0.9911595946497495	0.999952683949972	0.9619242598501071	0.9879413430989459	0.9872702387295369	0.9619344088926374	0.9890762684735289	0.9908904078092999	0.9886339508077298	0.9857601477000418	0.9872923709687228	0.986440568787542	0.9620878199509381	0.989137856576826	0.986752875319763	0.9870453203340132	0.9618065199851864	0.9879099660099054	0.9895351532293959	0.9883025664493322	0.9869983027800661
XieH_2016__YSZC12003_35734__bin.94	0.9602847396835947	0.9806884450110418	0.9594591590270642	0.9603642337748646	0.9579608857588432	1.0	0.9598193658260803	0.9590623418105078	0.9623777253934117	0.9808988105292105	0.9605488378811868	0.9807663267046806	0.9593877683874352	0.9601829517948326	0.9803458355960883	0.9592799153071827	0.9583173920172514	0.9602504127916962	0.9584980057601279	0.9611660485480069	0.9616440140418496	0.9584387417579169	0.9574652529339372	0.9793167826231645	0.9583742892247907	0.9591715068593023	0.9800944736364804	0.9614014011311637	0.9593194454219157	0.9594870604518638	0.9588832339146879	0.9606513191296172	0.9588350633933955	0.9786848987445298	0.9577529099457216	0.9597111379388417	0.9614336530613427	0.9832587826872687	0.960662988796267	0.9613169501727513	0.9610417704365535	0.9592947144206988
XieH_2016__YSZC12003_37097__bin.62	0.9878311650904308	0.9605436469447138	0.9904046754163661	0.988662992879437	0.9909999558840171	0.9598193658260803	1.0	0.9878667275862822	0.9879652123309339	0.9603818895693402	0.9864943198929418	0.9621526188221744	0.9878556149323179	0.9899797347999766	0.962695549235058	0.9890719970415947	0.987795058851065	0.9900296586104625	0.9878831082779262	0.9879199716661364	0.9906408860543009	0.9929413095037896	0.9905268640745525	0.9621793481283207	0.988914317019077	0.988041350739148	0.9628298099691875	0.9898939048514579	0.9925727516544095	0.988196346209814	0.9873290283717026	0.9880151478259644	0.9874523874514868	0.9624307774484914	0.9895978667412375	0.988260273967406	0.9876223996703761	0.9623984866990783	0.9879040485003935	0.9901657505058412	0.9884787867835214	0.9880178162676737
ZeeviD_2015__PNP_Main_61__bin.10	0.9890654486106154	0.9604752520460578	0.9892494387666997	0.9896470244330223	0.9877569848442579	0.9590623418105078	0.9878667275862822	1.0	0.9885869493287609	0.9603270432766327	0.986460762070635	0.9619284957575805	0.9907187419787996	0.9879456210355372	0.9617420071746422	0.9905050138619951	0.9883307119910767	0.9890756204225877	0.9898110810881909	0.9890230326088132	0.9888706878922613	0.9880550055047677	0.9874168992120814	0.9616872451244722	0.9889586263245992	0.989805209719692	0.96201569499726	0.9894443543967706	0.9884165085248489	0.9886147800234807	0.9896022866598808	0.9937104214720067	0.9891187633240324	0.9622096041039471	0.9887283465791341	0.9889941404039383	0.9891597776588658	0.9622429258302814	0.9895397124834057	0.9888884043162958	0.9904442693477638	0.9898281664235998
BackhedF_2015__SID326_M__bin.29	0.9882069120550004	0.9618592232059555	0.988888371699668	0.9959411469272754	0.9875634502519989	0.9623777253934117	0.9879652123309339	0.9885869493287609	1.0	0.9618999567044962	0.9849418157337949	0.9631222637048923	0.9880631742620967	0.987956540038347	0.963548490659355	0.9885283856552792	0.9905541090987413	0.9874465811965812	0.9895981584306245	0.9885434858186481	0.9879515428055446	0.9863131965108816	0.9874828466509763	0.9644090907448147	0.9891967457148262	0.9888980996652641	0.9645533623952555	0.9886645312782941	0.988178954309278	0.9973077915227678	0.9877686386070675	0.9875651267375808	0.9885881251438138	0.9629533411999465	0.9878818178864527	0.9880293503501256	0.9881168800867939	0.9632969681451519	0.9863036115731122	0.9880494707875033	0.9894886381444021	0.9880645132214246
NielsenHB_2014__O2_UC31_0__bin.33	0.9617363561460395	0.9993143928878598	0.9634824205124868	0.9623324865269681	0.9604899516396417	0.9808988105292105	0.9603818895693402	0.9603270432766327	0.9618999567044962	1.0	0.9605413217313286	0.9854764808518343	0.9608550215428502	0.9625969215033858	0.9995614229607399	0.9611824338693482	0.9601632816978634	0.9622357132910315	0.9609921201544238	0.9618800107613666	0.9623163450639937	0.9598309148008691	0.9603447728870388	0.982517084107084	0.9613493144738153	0.9615923974965128	0.9829583628762133	0.9631910370906897	0.960070875994978	0.9619886949805282	0.9602876859216135	0.9623455723258607	0.9617930768486973	0.9798453038213354	0.9605426311422877	0.961500494753948	0.9633706830458794	0.9838449643328495	0.961995460444036	0.9621876681889151	0.962139918116579	0.9606441412945559
