	FerrettiP_2018__CA_C10007MS2097SA_t0M15__bin.35	HMP_2012__SRS057205__bin.57	BritoIL_2016__WL.28.SA__bin.2	HMP_2012__SRS017120__bin.71	BritoIL_2016__W3.22.SA__bin.20	HMP_2012__SRS024318__bin.50	CM_cf__CF_TNFC017SA_t1M16__bin.25	BritoIL_2016__W3.19.SA__bin.2	FerrettiP_2018__CA_C10043MS2741SA_t0M16__bin.15	HMP_2012__SRS022719__bin.3	BritoIL_2016__W1.44.SA__bin.1	CM_cf__CF_TNFC039SA_t1M16__bin.3	HMP_2012__SRS064329__bin.23	HMP_2012__SRS015762__bin.29	HMP_2012__SRS017076__bin.31	BritoIL_2016__M1.52.SA__bin.4	BritoIL_2016__WL.10.SA__bin.8	FerrettiP_2018__CA_C10029MS2491SA_t0M15__bin.10	HMP_2012__SRS022721__bin.1	BritoIL_2016__WL.2.SA__bin.2	HMP_2012__SRS024138__bin.20	FerrettiP_2018__CA_C10032MS2543SA_t0M15__bin.27	HMP_2012__SRS020220__bin.43	BritoIL_2016__M1.38.SA__bin.2	HMP_2012__SRS023352__bin.53	CM_cf__CF_TNFC039IS_t1M15__bin.16	CM_cf__CF_TNFC039IS_t2M15__bin.3	HMP_2012__SRS020856__bin.51	BritoIL_2016__W2.61.SA__bin.13	BritoIL_2016__W1.9.SA__bin.2	BritoIL_2016__WL.25.SA__bin.7	BackhedF_2015__SID589_12M__bin.44	HMP_2012__SRS016342__bin.54
FerrettiP_2018__CA_C10007MS2097SA_t0M15__bin.35	1.0	0.8419085144856959	0.6541042255665326	0.5390301952903284	0.8560870370448066	0.8443215484653619	0.8293111105650252	0.576507142304873	0.8619404125652781	0.8676739155581953	0.7167639931696633	0.8688618523062575	0.860160904893736	0.4636669365796412	0.8705089008348523	0.611245601427442	0.7826896877860083	0.6610808066701869	0.7606906815292618	0.670188721313755	0.8990529470960581	0.8668755645246844	0.8629767105659842	0.8215529605817175	0.8783713399171321	0.8690824177569573	0.431551288359958	0.854224817329252	0.860438409795024	0.6993806785863912	0.45541251433225904	0.6096243254922715	0.8203800078995995
HMP_2012__SRS057205__bin.57	0.6660020899791003	1.0	0.6174195585630351	0.5300718975568864	0.8440291459154373	0.8431216549903466	0.8305917371860764	0.555026475597313	0.8506489935100648	0.8684043331980473	0.6921211391334363	0.8708968513763138	0.8723045528165408	0.5206897499990517	0.8220369520442727	0.5861300869749924	0.7649778674627047	0.6564042118199508	0.7307539855635926	0.6320617397274303	0.8600292445351408	0.8676405046294365	0.8568852673542229	0.8146983185340559	0.8313982377417606	0.8713060283190271	0.4050135791745531	0.8499240438630097	0.8392726417563411	0.6786012312290669	0.42987807190893607	0.6099647624213413	0.8211389437829759
BritoIL_2016__WL.28.SA__bin.2	0.7139507635502946	0.851904672497339	1.0	0.6059284971767971	0.8549624063593538	0.8562694992682764	0.8450512664343383	0.5952885777219817	0.8876449626876657	0.9363135662244053	0.7244905903048772	0.8797906296223365	0.877334760363029	0.5319423282870476	0.8481469439343496	0.631874749359374	0.7879101102131845	0.6709632385025871	0.8102046143389008	0.6810994234529627	0.8685187523346786	0.8795106317419465	0.8751287957539761	0.8355607775305626	0.845583785767603	0.8814365984706096	0.45568084951880267	0.8560961360946707	0.884559098197481	0.7153481361496236	0.4595537173970926	0.6351850046742636	0.8355764783462855
HMP_2012__SRS017120__bin.71	0.7158581208922327	0.8898933303828914	0.7372485590726485	1.0	0.8809966337899354	0.9497408678915776	0.8470710629311737	0.6579941718160103	0.9022246915368751	0.9073030599955901	0.7421024604615584	0.9199981851598612	0.9185160657131326	0.7252546945058899	0.8589041390294904	0.6691506627748428	0.7972107180637884	0.671185194088397	0.7672690397028119	0.7115128523317114	0.8852455884658949	0.890304057361684	0.8980330476021425	0.8538974089973088	0.8501483313420504	0.9201263383451046	0.4854585933874549	0.8609116069374653	0.8909217397949072	0.7751564304641613	0.4983694298138436	0.6861233979856867	0.841542168367814
BritoIL_2016__W3.22.SA__bin.20	0.6815639339130701	0.8494453309309127	0.6236118958000901	0.528140007176723	1.0	0.8527626566090747	0.8512003832675467	0.5598559692775178	0.856417822704403	0.8683424442086136	0.7076616289634216	0.8630930339978163	0.8708919941364647	0.4449110162697837	0.8338216431641713	0.5970995350399683	0.7976235694271601	0.6568238038158789	0.7403968384244802	0.6536930538483268	0.8584653837638095	0.8660100092381222	0.8665616243825346	0.8465574634101649	0.8339552523687003	0.863909958848365	0.41130066651906033	0.8530470533444292	0.8549452584002016	0.6923624206933936	0.43081572236770777	0.6091682636147779	0.8219600088563815
HMP_2012__SRS024318__bin.50	0.6908953494132021	0.8721354699263886	0.6419387065970817	0.5851883349591726	0.8764837928597456	1.0	0.8559879192543994	0.5727667271390575	0.8722345406722195	0.8797815735279043	0.7167915595648146	0.8768737000029917	0.8829596845822868	0.47543854744630437	0.8436393883705657	0.6166761568593986	0.7936709487789531	0.6670712872870164	0.7541922374637496	0.6543014605087822	0.8888534130607613	0.8890437073646348	0.8754925949521984	0.8449071996476614	0.8620945027016396	0.8776079025104625	0.42302619930777996	0.8761640199573603	0.8722850569436086	0.7009990941402596	0.4361844618815497	0.6287490552721575	0.8435202092060264
CM_cf__CF_TNFC017SA_t1M16__bin.25	0.6721424636665965	0.8509827676828717	0.627488251576091	0.5169515402409629	0.866536738538425	0.8478266994531166	1.0	0.565039197036395	0.8698331952118311	0.8715236858135778	0.7014501300414753	0.8702242426067753	0.9718445875640127	0.4420919529732718	0.845776736711918	0.5976535213210699	0.7830114438441368	0.6550583073525654	0.7398971326753374	0.6405953830175646	0.8773141018977215	0.875986969620718	0.8692080051530817	0.8283875148525144	0.8459336414430572	0.8703281980633195	0.41744382276274744	0.8705254219668567	0.8592525699829104	0.706807236465631	0.4292651126459384	0.6063231149329584	0.8222206245682692
BritoIL_2016__W3.19.SA__bin.2	0.7253789535602782	0.8828019185230992	0.6862249438168354	0.623402361955325	0.8848056590398334	0.880711452315953	0.8771926516945446	1.0	0.8971991372679144	0.907139409661996	0.7573513220011764	0.9034901434367506	0.9087645736866714	0.5520075111989261	0.8736625390265608	0.6629636053754846	0.8136212123497384	0.6917459766821014	0.7889375725856322	0.7104576099907994	0.8972443854542164	0.905076092366631	0.9019909201972821	0.8572193481244627	0.8709951584440657	0.9036206090405876	0.47526507895808506	0.8884933862234355	0.8971063784859956	0.7515271262876879	0.494478967134734	0.6639341789716595	0.848170465000528
FerrettiP_2018__CA_C10043MS2741SA_t0M16__bin.15	0.667340924182921	0.8325497931983055	0.6296344763227953	0.525982580675399	0.8328514225070222	0.8252763504524208	0.8309265634723195	0.552076300149933	1.0	0.8832267653783383	0.6953307318965569	0.8553506487118341	0.8688274462252947	0.4539442208520517	0.812260349713661	0.5892968928004796	0.7604047030041815	0.6424217028320207	0.7439413112893354	0.6321760512825509	0.8382153197061852	0.858846300377315	0.8410056228343595	0.8069679154584093	0.8148056370341393	0.8584397968781831	0.40602878100459266	0.8223872057200055	0.8720906113005188	0.6868911438386645	0.4216698848193681	0.5953373677413487	0.8010917124795182
HMP_2012__SRS022719__bin.3	0.6533193733344465	0.8265712332260008	0.6459055308221883	0.5144077568252434	0.8212423646854149	0.8095421406184069	0.8096630871604865	0.5428536614534796	0.8589555724539738	1.0	0.6724365989651849	0.8414178725593507	0.8468731031588258	0.44535540457295264	0.797952483352927	0.5749933998388884	0.7438225876693195	0.6361815190975944	0.8182078700998034	0.6228940973123241	0.829134126556115	0.8401700472278195	0.827555954699202	0.7889230116591563	0.8024988097145346	0.8448937317649394	0.3952384068452133	0.8182119317374106	0.8448129503058639	0.6718553334942945	0.4240403817036764	0.589567006866424	0.7935067953453634
