	LiJ_2014__O2.UC20-1__bin.46	ZellerG_2014__CCIS22275061ST-4-0__bin.88	FengQ_2015__SID530168__bin.25	HMP_2012__SRS018313__bin.11	HeQ_2017__SZAXPI029499-101__bin.12	FengQ_2015__SID531155__bin.32	ZellerG_2014__CCIS81735969ST-20-0__bin.63	LiJ_2014__O2.UC18-1__bin.41	LiJ_2014__O2.UC8-1__bin.4	KarlssonFH_2013__S312__bin.44	XieH_2016__YSZC12003_37399__bin.8	NielsenHB_2014__V1_CD20_4__bin.46	BackhedF_2015__SID10_4M__bin.10	LiJ_2014__V1.FI29__bin.10	HMP_2012__SRS014923__bin.60	ZeeviD_2015__PNP_Main_454__bin.8	YuJ_2015__SZAXPI015211-166__bin.60	CosteaPI_2017__SID713A068-11-0-0__bin.28	IjazUZ_2017__S58_a_WGS__bin.15	YuJ_2015__SZAXPI017590-136__bin.13	ZellerG_2014__CCMD25963797ST-21-0__bin.46	NielsenHB_2014__V1_UC4_0__bin.35	FengQ_2015__SID530315__bin.10	ZellerG_2014__CCIS78100604ST-4-0__bin.51	SchirmerM_2016__G89021__bin.21	LiJ_2014__V1.FI20__bin.59	FengQ_2015__SID31256__bin.39	FengQ_2015__SID530403__bin.30	ZellerG_2014__CCIS27927933ST-4-0__bin.36	ZeeviD_2015__PNP_Main_433__bin.17	NielsenHB_2014__O2_UC11_2__bin.52	FengQ_2015__SID531281__bin.22	XieH_2016__YSZC12003_37353__bin.57	HMP_2012__SRS011134__bin.53	FengQ_2015__SID31233__bin.14	GeversD_2014__SKBSTL064__bin.11	LiJ_2014__V1.FI37__bin.84	SchirmerM_2016__G88908__bin.27	ZellerG_2014__CCIS82146115ST-4-0__bin.67	XieH_2016__YSZC12003_37097__bin.8	XieH_2016__YSZC12003_35577__bin.17	FengQ_2015__SID31237__bin.67	QinJ_2012__T2D-102__bin.42	IjazUZ_2017__S56_a_WGS__bin.5	YuJ_2015__SZAXPI015257-56__bin.4	QinJ_2012__T2D-107__bin.61	CosteaPI_2017__alien3-11-0-0__bin.38
LiJ_2014__O2.UC20-1__bin.46	1.0	0.7870464565832831	0.5687659534970065	0.8597698055413747	0.7696834826193901	0.7369253260314661	0.746644544484151	0.7133707708729754	0.7589413839513621	0.5859186893767113	0.7948308349190143	0.7555358054485544	0.5278994755650439	0.6090982503364738	0.8306270014387154	0.8293303012020234	0.48637490137838213	0.4924843365665754	0.5739457929178076	0.640480809393419	0.8236524806237527	0.5131739917389891	0.7031716712303336	0.7874562584118439	0.3993228755743259	0.6862565554369517	0.44765721446140994	0.783075138070265	0.791021952011881	0.45661623427855386	0.6588991506938321	0.5530556457975588	0.7406446373044971	0.8295734905091195	0.7905021580730496	0.5474469763772218	0.8638529725715877	0.4883055645797559	0.5865545087483176	0.7480711932055507	0.6520620039912749	0.745865781779366	0.7997122569267183	0.42260639532185457	0.7733048684271593	0.46773889636608346	0.6652178957627511
ZellerG_2014__CCIS22275061ST-4-0__bin.88	0.764096951630519	1.0	0.5524038756141255	0.8063846525392265	0.7408399326669719	0.6995560994423758	0.7353826411993065	0.6775908617402056	0.7290471907925328	0.5610358761043446	0.7693839280243091	0.7271917477390448	0.47323124641797665	0.5936043535776979	0.7936772556384202	0.7881361583407527	0.47122441218771066	0.4797514301059378	0.5581441244002927	0.6127219953357099	0.7887146889091545	0.5038474085074632	0.6873060300547531	0.7671563149945752	0.3873933503227876	0.6690061709927296	0.41088151117230837	0.7535513846885847	0.7505041866869483	0.44428849751466154	0.6503075583847282	0.5334493398263327	0.7178816409361742	0.7846465016022233	0.763199418225335	0.5201972050305125	0.807788174907273	0.4660870246947846	0.5536172578732423	0.7300447505109452	0.6286982701755777	0.7203084054544078	0.7596011743629856	0.39613709191967617	0.7331032127370444	0.44395597760852407	0.652262577182466
FengQ_2015__SID530168__bin.25	0.4318045364986033	0.43197859440139585	1.0	0.5496445554406131	0.4478263198099034	0.4419347769099155	0.4926529243137045	0.4437831731812711	0.4781261363091832	0.4068723274712699	0.504299653011695	0.5063386673506837	0.32409863375116627	0.40180597406184904	0.5161306575865287	0.46666297880017027	0.2739202772523938	0.2926818869849789	0.34647353051439395	0.44665160513802016	0.5415980770477524	0.3051559192371331	0.42957631346771263	0.5155802963635288	0.22998263649099268	0.4172766914622837	0.2950418866467287	0.4896477829110374	0.4407258848765528	0.25908166486736367	0.41659173485696244	0.3972755357741842	0.4593684023598587	0.5277428565791068	0.4924260148209952	0.3236863913498155	0.48859216048843324	0.3054282810971708	0.39910948594429585	0.45904283656597145	0.41211097706381933	0.4807542697037774	0.4808962643086871	0.24497804192610925	0.47199817063030103	0.2621403625478131	0.41458584084765493
HMP_2012__SRS018313__bin.11	0.556087999303594	0.5372241016512627	0.4682627972107739	1.0	0.5584632840946272	0.5498413575114292	0.607337477749528	0.5661834849717385	0.6158165210317615	0.4743017179015366	0.6275086375356833	0.5938106916332222	0.3812222525732502	0.4869706038620516	0.665637766818055	0.5995599434470296	0.3493796883583129	0.3667784318257544	0.44461170862612903	0.5198178538087705	0.6839547456166946	0.38576179912889214	0.5301913015287912	0.6288158996695073	0.28953019610432884	0.5216258078459742	0.34933106000798464	0.6011604765578332	0.5591437808242206	0.3248613941928144	0.49740138500745934	0.4475095980956898	0.5680989016596676	0.6761555987140503	0.614836149475144	0.4290083118458061	0.6154358991291923	0.3665968259495286	0.4648429034126896	0.5746535230039113	0.5032929197722272	0.5909635317390038	0.6144747387727045	0.3141622565955952	0.5898384758314097	0.33575384449133844	0.5061854060917514
HeQ_2017__SZAXPI029499-101__bin.12	0.44042731969412974	0.4366549303442448	0.33753443749306206	0.49407784002094796	1.0	0.40924303110488386	0.4236649512762919	0.4118750726991612	0.4370498295320856	0.331591828800181	0.46194839594446235	0.4336601232552865	0.29150013358055915	0.3632182876300153	0.4763578344334033	0.48411905081850626	0.26654526681322466	0.27356820495878653	0.34433004967709624	0.3620689105721975	0.47389177265916665	0.2902501063598687	0.3976446268481521	0.461404513270153	0.2127439040259534	0.3835636956190357	0.22945926695875574	0.44806956174422746	0.44615588081108626	0.2458655090747143	0.3862193727396868	0.30623993830330914	0.41873601454036335	0.47313995046631036	0.44716158573667686	0.3182568772742555	0.5074629838444538	0.27929092358607766	0.32655294703145754	0.41555929356864046	0.38279142471235034	0.43108624098995146	0.4665063345866359	0.2325021418035978	0.4381017432395755	0.2616189857544168	0.3749784226233947
FengQ_2015__SID531155__bin.32	0.7561654860408358	0.7393802012024525	0.5973074587773082	0.8723071611405441	0.7338589201738198	1.0	0.7915728317161735	0.7696620036906959	0.7980960771474492	0.6567252812667421	0.8279954759211858	0.7964326448002857	0.5182618012976963	0.6462865646764688	0.8439126138460623	0.7704015715221144	0.5118571343532353	0.5101613191261385	0.5846428954104411	0.7128981486993273	0.8561309601762009	0.5332855527114709	0.7266118221322698	0.8203412107863564	0.4010152985296744	0.6963785939639264	0.4845140782189416	0.8206721828680279	0.7394154413953211	0.46578629680338113	0.6865294362759689	0.6206155128281445	0.7585308649324365	0.8614117506994464	0.8414767545687243	0.550944222870409	0.817975355675933	0.4992740044050241	0.6382132269777963	0.7733807964759807	0.6591211381629859	0.7729960116673612	0.805870349425561	0.4321685814631823	0.792578605869397	0.46617441514375857	0.6752230489910114
ZellerG_2014__CCIS81735969ST-20-0__bin.63	0.6841147367055826	0.6940333256082445	0.5945693333815265	0.8603671047288175	0.6783838547059612	0.7068260728128608	1.0	0.6980968641100166	0.7414303604498128	0.6155023398514656	0.7766899340674294	0.7503602797190903	0.4864105764262888	0.6111126466792395	0.8152659096079553	0.7298516570315673	0.44378169324026373	0.470774287785784	0.5355553240391301	0.676440108945015	0.8421092469314033	0.4932517450550572	0.6764643472973174	0.778884993270668	0.37636930744223723	0.6588707053998372	0.45100472222635646	0.7603167144700838	0.6801796189475877	0.4090443072827744	0.6265205845270013	0.589942359497288	0.7227655534742702	0.8137631317652112	0.7710283652507075	0.5111647378749768	0.7644601970110284	0.45190239173004426	0.5986065073597417	0.7453897165601101	0.6138498795523984	0.70412966242779	0.7512201033744464	0.3948525393926379	0.7398557180186636	0.4259677800008079	0.6519806348322132
LiJ_2014__O2.UC18-1__bin.41	0.6287190998735281	0.6151213263023906	0.5151794902839155	0.7715022668409677	0.6343731133518651	0.6610708717071088	0.6714937590293242	1.0	0.7206828173291034	0.5411557207670774	0.7216010883454433	0.6897671477397853	0.40266122712094016	0.6263221875547077	0.7684472262079866	0.6863214840241295	0.4194535203524852	0.43987063217948863	0.5171522391087741	0.5848866906739659	0.7516459343295108	0.47239787762821844	0.6056514774960201	0.7301346688416124	0.34233020780329937	0.5870496381725875	0.355518133909683	0.6867530100473983	0.6226585111656847	0.38615075515008923	0.5922087260697346	0.47691519838744245	0.6731098342122012	0.7514532814793121	0.6998857171839797	0.4912201838014539	0.7047445774971655	0.4077241931076909	0.5205459560898752	0.6432474153431839	0.5784493858832499	0.6872184855113603	0.6951593823983194	0.3616748445279228	0.6679707887559453	0.3900974798880241	0.588966349968832
LiJ_2014__O2.UC8-1__bin.4	0.6737824939195255	0.666682460998644	0.5591139956597175	0.8452817454742029	0.678079101585435	0.6905152839003704	0.7184007950454692	0.7259627091701754	1.0	0.5415027661368973	0.7574954749238885	0.7313853840350618	0.4301436611234055	0.6343581931998397	0.7789727448887138	0.7115545701723629	0.4509138943837141	0.4629932621379785	0.5446798990206553	0.6034146246998905	0.8024619380634199	0.5024793667654018	0.6548342398593179	0.7683053904132251	0.3620040287907324	0.6380998017742666	0.38144836221704626	0.7398821852708103	0.6715946355856188	0.4037332032429746	0.618959543574021	0.5089333428374009	0.7096864440544847	0.80268319605312	0.7463122638318176	0.4997328011055483	0.7429505432769503	0.4500733612384844	0.5727903763899184	0.7041409854262265	0.6039770402603015	0.6938778285073408	0.7375476456625399	0.372420459400807	0.6970965760223088	0.4078303902999179	0.6061368808227007
KarlssonFH_2013__S312__bin.44	0.655899688539878	0.6469081283558594	0.5999355778897083	0.8209060138559491	0.6486968809827489	0.7164575112803635	0.7519946176365918	0.6873548229560916	0.6827933219209219	1.0	0.7786373165073864	0.7258584635846228	0.6142539114351844	0.5120425185927925	0.832955546146233	0.7058003278254161	0.39670096451328835	0.4323809424850829	0.4777413815944992	0.7558822841794364	0.8036611500905286	0.41454381093149695	0.6389109546161819	0.79391107151114	0.33909720724956555	0.5987146749930512	0.5739287875914703	0.7419400926327602	0.663054699047436	0.37937817077574093	0.5993630523611483	0.7290972332262229	0.6691238852766903	0.7903034333348053	0.7585386571626737	0.4565018274578464	0.7535672444741156	0.43619899158616066	0.7191367437220914	0.6842454170682225	0.5783094910913054	0.7089009016497775	0.7240603593610782	0.3894384106441951	0.7387948389577126	0.4000472775164237	0.6316525570122687
