	LiJ_2014__MH0385__bin.62	LiJ_2014__MH0402__bin.66	ZeeviD_2015__PNP_Main_215__bin.47	NielsenHB_2014__MH0174__bin.35	VogtmannE_2016__MMRS33294861ST-27-0-0__bin.30	LiJ_2014__O2.UC28-0__bin.25	Bengtsson-PalmeJ_2015__TRAVELRES39__bin.39	ZeeviD_2015__PNP_Main_133__bin.23	ZeeviD_2015__PNP_Main_643__bin.33	ZeeviD_2015__PNP_Validation_33__bin.10	BritoIL_2016__M1.3.ST__bin.28	NielsenHB_2014__MH0079__bin.2	ZeeviD_2015__PNP_Main_694__bin.34	KarlssonFH_2013__S643__bin.3	LeChatelierE_2013__MH0079__bin.18	LeChatelierE_2013__MH0124__bin.52	XieH_2016__YSZC12003_35740__bin.87	ZeeviD_2015__PNP_Main_131__bin.53	CosteaPI_2017__SID713B072-11-0-0__bin.99	ZeeviD_2015__PNP_Main_666__bin.31	CosteaPI_2017__SID713B072-11-90-0__bin.36	NielsenHB_2014__MH0124__bin.40	XieH_2016__YSZC12003_37101__bin.85	ZeeviD_2015__PNP_Main_473__bin.19	ZeeviD_2015__PNP_Main_132__bin.25	Obregon-TitoAJ_2015__SM20__bin.28	LeChatelierE_2013__MH0447__bin.108	BritoIL_2016__M1.1.ST__bin.12	Bengtsson-PalmeJ_2015__TRAVELRES40__bin.82	ZeeviD_2015__PNP_Main_553__bin.1	ZeeviD_2015__PNP_Main_519__bin.3
LiJ_2014__MH0385__bin.62	1.0	0.8120911185782876	0.581080299099262	0.9494903374577197	0.6587857039240727	0.8278974349218126	0.9505248029957488	0.9589780907333291	0.9333899316777129	0.6593516873678679	0.8510758045248553	0.9082948282271956	0.9571223943160676	0.9250309745140984	0.9332187097955563	0.9574093495074596	0.8842769957852465	0.6566129299472621	0.9302841569819289	0.9455704661277934	0.9637271198814764	0.9124905570339297	0.9563558593158576	0.9556329224800856	0.9076051845351762	0.8550725671629723	0.8287931790275389	0.956684034589991	0.7048079263048337	0.9225942334689632	0.9285592550579816
LiJ_2014__MH0402__bin.66	0.8905840472557993	1.0	0.5938174531766833	0.9642043404747311	0.6912377698670388	0.8202210660372848	0.9549339974876884	0.965711727453307	0.95722028800306	0.6709714996066363	0.8502557950510069	0.931393028987208	0.9747125837256103	0.9234031825511698	0.9531779872819656	0.9732973438172359	0.8964136534140055	0.6675316320897825	0.9417613130088192	0.9616633415483316	0.9697879313417397	0.9532031973294737	0.9555007889006246	0.9571542202923496	0.9242064268234905	0.870401230945768	0.8667562058009188	0.9611600099101566	0.6665501788609405	0.912900155172189	0.9268221865804309
ZeeviD_2015__PNP_Main_215__bin.47	0.8645305934231304	0.8056140326048371	1.0	0.9196259984833315	0.663132097590431	0.843383326787835	0.9593212023431704	0.9404218131384072	0.9432275321348585	0.640864430347053	0.8696396201959875	0.9302344231882828	0.9522237593332319	0.9237809156857264	0.9392282916485338	0.9601432225787849	0.8958345864129608	0.6354640994160944	0.9015828312169556	0.964880748097383	0.9332276618654552	0.91186339132291	0.9235096608016644	0.9637190695721602	0.925314095465208	0.8641166348826704	0.8162578383816226	0.9306271530856423	0.7055398502908914	0.9351983875666197	0.9055160270358564
NielsenHB_2014__MH0174__bin.35	0.7630109132418927	0.7065438682766861	0.4967149434718022	1.0	0.5887385688696144	0.780463054739476	0.8987359189112749	0.9091433754863566	0.8790204836683577	0.6149629642841672	0.7682413959165161	0.8377320943079405	0.8734307277957698	0.8447780532488744	0.868518749729271	0.9218013856224472	0.8049955536756705	0.6579107626529141	0.8284056423728339	0.8893317518517857	0.8974548933773975	0.8642864604965104	0.8975721030731874	0.9090325358827291	0.8687480730471208	0.7712219620393468	0.7254598569532104	0.9228887603545849	0.6664269388649514	0.857729724633656	0.8762953582412429
VogtmannE_2016__MMRS33294861ST-27-0-0__bin.30	0.8025067714695416	0.7678242942463029	0.5429506708703692	0.8924560276942242	1.0	0.7887842254935569	0.9046181180867038	0.9153607346501287	0.8791979490051612	0.6126700109598829	0.7916115856102047	0.8618272587256601	0.8892665569068989	0.8760828316088818	0.8866477725365611	0.9113881391856855	0.8372230456887104	0.6728933608215567	0.8772715202371583	0.8955817670035101	0.8950593620092797	0.8600601586527552	0.8897831681303985	0.9182914170114764	0.9012113808969723	0.8265026385797537	0.7854740511493392	0.9286458509359354	0.6350474847792815	0.8447095631014054	0.8653846339543935
LiJ_2014__O2.UC28-0__bin.25	0.7226625611928938	0.6528595893373004	0.49481153453614485	0.8477565776955145	0.5652137210468958	1.0	0.8677714542718261	0.8656001660641076	0.8616685983151412	0.613051254994897	0.7616800152225432	0.8286169973533533	0.8515490667543116	0.8307287792558252	0.860198239028525	0.8908024702036015	0.783342386133647	0.639658876645505	0.7839063121659258	0.8716172222318325	0.8477794115103184	0.8436783199847774	0.8394547561798336	0.8968693456036257	0.857723191890536	0.7426815893718972	0.7047580826514902	0.8700250825995952	0.6367402999532944	0.8454676607448668	0.8308498676676642
Bengtsson-PalmeJ_2015__TRAVELRES39__bin.39	0.72035657772849	0.6599139013409812	0.48865674797939684	0.847570770670707	0.5627879817517941	0.7534083222295781	1.0	0.8824980385701807	0.8441735622088643	0.6074629250715786	0.7444626403188269	0.8329048024692989	0.8595550167547558	0.8274368287434474	0.8677455632036968	0.8835625572959783	0.7828465903561332	0.6319546654395465	0.7858040540621722	0.8613314173598253	0.84475808631733	0.8256994765115024	0.8712845472971917	0.8806615635449194	0.8679648348373966	0.7577871467173535	0.6906888253168025	0.8744102193797676	0.7612702616000702	0.8212864096042176	0.8106652521143192
ZeeviD_2015__PNP_Main_133__bin.23	0.7551139002212092	0.6933956846746528	0.4977167524705013	0.8908323055182436	0.59168630750563	0.7808400703075455	0.916924244618327	1.0	0.8665579762612164	0.6336380160089482	0.7734185795678682	0.8273757508875829	0.8974692029980575	0.8392426459206144	0.8591664461233478	0.9065678632598133	0.7978683031813165	0.6529445029785832	0.8187414799538607	0.8972232763915452	0.8956260018076229	0.8496945266973929	0.9094628064095714	0.9151790395629746	0.8753301907990992	0.7730490654788953	0.7203620988400253	0.9133689198703705	0.6799065478895253	0.8507662423912554	0.8685341276221769
ZeeviD_2015__PNP_Main_643__bin.33	0.7317763003344756	0.6843164380275512	0.4970355841763585	0.8575787745341144	0.5658448336509049	0.7739207226959902	0.8732988789909302	0.8627978865020266	1.0	0.5981246496458238	0.7675326241108306	0.8384095070120553	0.8732131160174161	0.8273156313584235	0.8680275634739225	0.9049721394630243	0.7986583687882438	0.6212029686418252	0.8058916676920934	0.8967718319592612	0.8680524223068251	0.8668940006935615	0.8408189493911451	0.9036552427900063	0.8674701041460804	0.7471850479091857	0.7328495804450477	0.8760445370850284	0.6460537224237859	0.8636561377079908	0.8490733248564714
ZeeviD_2015__PNP_Validation_33__bin.10	0.7311202466056129	0.6784308865267864	0.47763224858858366	0.848555885757682	0.5576911751650498	0.7787704351020975	0.8888068510934906	0.8922963873191836	0.8459567526041873	1.0	0.7668005347692292	0.807905865145686	0.9265764661106263	0.8055291130161459	0.8335825231368557	0.8812634758066147	0.7747886721040146	0.6864462721293291	0.791292332601146	0.8602436346728055	0.8569263778174488	0.8224344657186027	0.8775172784781754	0.873159313589766	0.8440484948847969	0.7536633538046933	0.7063893671985353	0.8655614417673755	0.613494748555622	0.8237590831221593	0.8050852299446156
BritoIL_2016__M1.3.ST__bin.28	0.8073825134927217	0.7355133250262635	0.554505933639196	0.906919207604804	0.6164795821298235	0.8277985036746377	0.9319013288554366	0.9317983051471999	0.9287369218170375	0.6560271501311108	1.0	0.8887922989402094	0.9320404484614498	0.8902850147128384	0.9179081524841122	0.9506997716182468	0.8604058833305384	0.6702053179785394	0.8661090351792123	0.9417224210421036	0.9230082020407718	0.9046963019000731	0.9056069713210572	0.9522872391225388	0.9112469553486224	0.8206725718552766	0.7802857742306873	0.9240632550528617	0.6828306102237118	0.9274126535673651	0.9054475477725448
NielsenHB_2014__MH0079__bin.2	0.7940432532521711	0.7424721212776396	0.546594818147295	0.9113438611372136	0.6184904603904545	0.8298739601784018	0.960790305993752	0.9185786078794985	0.9348852003692216	0.6369515382845612	0.8190426295671072	1.0	0.9215002259125898	0.895791234591514	0.9975967335534249	0.9493817202065644	0.8648820958035697	0.6587264628186684	0.8670448970088065	0.941709700936082	0.9219451212582361	0.912857336892496	0.8910311315864607	0.950385160176184	0.9286989375178444	0.826205306035331	0.7901902655235212	0.934292699558431	0.7074217136648012	0.9015423038649071	0.886526046474239
ZeeviD_2015__PNP_Main_694__bin.34	0.769392523811132	0.7144747850833062	0.514488039155588	0.873712905324505	0.5868240502788135	0.7842077728761784	0.9117380740431101	0.9162125978682609	0.8953348851642964	0.6717227553941845	0.7897763948795951	0.8473417619887226	1.0	0.8519399055265021	0.8805642411501986	0.9151102158948187	0.8244166774462206	0.6235021464587731	0.8314942246017246	0.9097423166206704	0.8959345044920471	0.8733445950466727	0.8952329307621283	0.9123536237461998	0.8734592937491119	0.7773723674258234	0.7414844178626662	0.8848902938771921	0.6778980060905011	0.8643675099357752	0.8599286701513832
KarlssonFH_2013__S643__bin.3	0.801521243699834	0.7295918577608292	0.5380015577843197	0.9108800382440171	0.6231597470729727	0.8246297514825738	0.9460400820378128	0.9235119656792915	0.9143548313980084	0.6294602565810893	0.8131613543107629	0.8878676899871834	0.9183056142052346	1.0	0.9234927337741102	0.9556814482174085	0.8555017672747155	0.6599689267360571	0.854559403920836	0.9235524900509233	0.9112111017546366	0.8972205775890609	0.9157031253219627	0.947218036230162	0.9166839524862046	0.8068168861622321	0.7651550847096739	0.9263782064050486	0.7099505877407594	0.8992564121232436	0.8846992336085785
LeChatelierE_2013__MH0079__bin.18	0.7498060640491788	0.6983439334669124	0.5072154364100258	0.8683693967158905	0.5848063761300192	0.7917809370832288	0.919970371427152	0.8766758422679742	0.8895775189700568	0.6040076275104992	0.7774163018293032	0.9168603903175964	0.8801284754022978	0.856328171473773	1.0	0.9084845227010152	0.8217897390367275	0.6354004124562291	0.8212178031292154	0.903637716179672	0.8796775504329007	0.8720583196293753	0.8513781872051951	0.9078858370071831	0.8860350829816586	0.778841046400689	0.7401634029804357	0.8918257748202988	0.6786809298225726	0.8627563998863771	0.8463918996551826
