	ZeeviD_2015__PNP_Main_484__bin.5	Bengtsson-PalmeJ_2015__TRAVELRES29__bin.5	VogtmannE_2016__MMRS90191266ST-27-0-0__bin.5	ZeeviD_2015__PNP_Validation_26__bin.30	Bengtsson-PalmeJ_2015__TRAVELRES6__bin.59	XieH_2016__YSZC12003_37265R1__bin.8	NielsenHB_2014__MH0132__bin.1	ZeeviD_2015__PNP_Main_612__bin.5	XieH_2016__YSZC12003_35992__bin.77	LeChatelierE_2013__MH0132__bin.16	CosteaPI_2017__SID713B072-11-0-0__bin.7	ZeeviD_2015__PNP_Main_380__bin.12	ZeeviD_2015__PNP_Validation_67__bin.1	NielsenHB_2014__O2_UC29_2__bin.1	XieH_2016__YSZC12003_37652__bin.82	Bengtsson-PalmeJ_2015__TRAVELRES7__bin.101	Bengtsson-PalmeJ_2015__TRAVELRES5__bin.48	XieH_2016__YSZC12003_36058__bin.26	ZeeviD_2015__PNP_Main_707__bin.38	ZeeviD_2015__PNP_Validation_73__bin.14	NielsenHB_2014__O2_UC29_0__bin.6	LiJ_2014__MH0356__bin.42	LeChatelierE_2013__MH0439__bin.16	ZeeviD_2015__PNP_Validation_38__bin.8	LiJ_2014__O2.UC29-1__bin.19	CosteaPI_2017__SID713B072-11-90-0__bin.68
ZeeviD_2015__PNP_Main_484__bin.5	1.0	0.8871321656444389	0.7656313791192565	0.8415866513087379	0.9146158380405228	0.6246145320675199	0.930289867179016	0.47789023002773134	0.9085760070404887	0.9336877500908887	0.9427854404011573	0.6205007171085993	0.752864610602383	0.5840793655089	0.9480046262034659	0.95160369955091	0.9031815149522143	0.9019443702562884	0.9057811071592028	0.9252424580059087	0.7117782293123875	0.7846403456239903	0.8978693815217762	0.4787420538602091	0.9326500310021519	0.6239903710963467
Bengtsson-PalmeJ_2015__TRAVELRES29__bin.5	0.6360664284120525	1.0	0.7313161128083436	0.8604599272919915	0.9221415245905166	0.5816366514499212	0.9130722149369868	0.4412023858079771	0.9198052346560499	0.9126997751442203	0.9248354916985574	0.5980227369642909	0.7200779635009004	0.5457668611255105	0.9434140370575484	0.9583428411630751	0.922614350193791	0.8810348005549058	0.889983900309298	0.9105638350416496	0.6814437672854453	0.7504008051110719	0.8735581666176688	0.46215138602013706	0.9178131246433245	0.5884430624758262
VogtmannE_2016__MMRS90191266ST-27-0-0__bin.5	0.6426299040363018	0.8561151860639084	1.0	0.8334813812649827	0.8918140768153976	0.5966092991218347	0.8973650101592647	0.46579796518445915	0.891914805369227	0.9033144138116623	0.9077000560426023	0.5923475925134983	0.7493681011433184	0.5898511044342784	0.9252268244088987	0.9177348913341349	0.8787894797913339	0.9083617043863829	0.9175141772970677	0.9398151828544201	0.7330115615641565	0.7440161560700064	0.8672797612140754	0.4757878676407052	0.9494224155595989	0.6233043409562794
ZeeviD_2015__PNP_Validation_26__bin.30	0.6492521971177083	0.9258296629611225	0.7660714650401301	1.0	0.9417115393779315	0.5737185465552961	0.9278673719227304	0.46118845177233025	0.9337317984710375	0.9400623112339485	0.9433017692669013	0.5985931185343019	0.766337864853151	0.5748268060840815	0.9574872189357169	0.958288687538434	0.9420791438899365	0.9289506706513181	0.9579342441756242	0.9845442725174782	0.7106716497500516	0.7607806830636432	0.8896310566814389	0.47944024270974445	0.9731244795105868	0.5959300280695544
Bengtsson-PalmeJ_2015__TRAVELRES6__bin.59	0.6253203545176221	0.8793206634093604	0.726435341076005	0.8345784190856482	1.0	0.537324820577338	0.9110673335725099	0.43832180083883415	0.90301000519646	0.9224191049540121	0.9095848141099172	0.5831964503191077	0.7128549640672033	0.5400891603132033	0.9304989566859778	0.9266832588721912	0.9743684209679573	0.8705305215604825	0.8888283350252664	0.9046799511564939	0.6779558284814271	0.7428110274350563	0.8578374038936447	0.4443158289318942	0.90965962382778	0.5864514774517076
XieH_2016__YSZC12003_37265R1__bin.8	0.7208196849297864	0.9361645072487873	0.8202823479893143	0.8582204405280363	0.9069589037375976	1.0	0.920943920760622	0.5102705014579041	0.9537489689444367	0.9274958333474768	0.9531678439652276	0.6463487903978602	0.7683809627258563	0.5998458932590182	0.9692207426315593	0.9557958051737774	0.9107077029609539	0.9185528901802777	0.8947281238013449	0.9459289004450087	0.7331536552829081	0.7798670065614169	0.9110831259907468	0.5125868547628827	0.9506776962739434	0.6677458664430874
NielsenHB_2014__MH0132__bin.1	0.6517219053694896	0.8921440991003801	0.7489829872131067	0.8425881393910246	0.9335351080108586	0.5590654568428445	1.0	0.4549029886637744	0.9298495055984642	0.9885681622143122	0.9450992367922277	0.6038280315965298	0.7356706391056305	0.5558632729286878	0.9660304747350986	0.9706499444254182	0.9202000932218792	0.8994485402451051	0.905261925868412	0.9258651151117117	0.7021227141166856	0.790283741519055	0.9005418985365155	0.45959128264156685	0.9387793538676983	0.6090471380429752
ZeeviD_2015__PNP_Main_612__bin.5	0.6675555277986183	0.8595733630916919	0.7752033218479875	0.8350703789013676	0.8955471755170665	0.6176538503574208	0.9070558043179751	1.0	0.892541208779921	0.9163637827848006	0.914297077934084	0.6145122946340453	0.7776094100399946	0.5803233263183153	0.9280285443577314	0.9356527541410109	0.8817721562675392	0.9131137558724411	0.922837540563705	0.9518519401140426	0.750822778620986	0.7658189204980143	0.8781695979909822	0.5247318419640516	0.9576050218873494	0.6096204083611565
XieH_2016__YSZC12003_35992__bin.77	0.6303748645455157	0.8900601407706263	0.737258503276417	0.8397406620586633	0.9163604528006172	0.5733992902287064	0.9208868263754114	0.44330910968394976	1.0	0.9269115153147748	0.9236785662538238	0.586040484309728	0.7189824026513366	0.548445462096213	0.9561843772767067	0.9370989169763498	0.9139295167310522	0.8753218765879551	0.8833191501519335	0.9139682908960302	0.6902519708499909	0.7554068532316226	0.8703147033674342	0.45458626945595765	0.9272568094576311	0.6000110200258358
LeChatelierE_2013__MH0132__bin.16	0.6417775984233343	0.8749771033295903	0.7397425949236313	0.8375773887242036	0.9273578111713108	0.5524338806833782	0.969941372393065	0.4509117626008515	0.9182978059227671	1.0	0.9308320397304238	0.5940975315266428	0.730128217310732	0.5473393967894926	0.9525338375385706	0.9615307632183034	0.9143128754700135	0.8897522792548685	0.8962167219893356	0.9173047070702087	0.6965973829257356	0.7746227659824825	0.8899346439057252	0.45752622148934907	0.9370186897483974	0.6002267629627503
CosteaPI_2017__SID713B072-11-0-0__bin.7	0.6630270916110498	0.9071283653519957	0.7605356265193626	0.8599129050461456	0.9356162592692496	0.5808623608474837	0.9487500062057016	0.46030585007355823	0.9362711676482708	0.952372481105707	1.0	0.6127249153128583	0.7488887656942195	0.5708666303702074	0.9755884246288576	0.9742848135724487	0.927339921857805	0.9126257895721045	0.917235384745227	0.9405009738814429	0.7083394700827261	0.7886573840402593	0.9156930610326619	0.4665446487821104	0.9518710604137466	0.6293177203396422
ZeeviD_2015__PNP_Main_380__bin.12	0.680700875804348	0.9149925752494116	0.7741933610274486	0.851199092379902	0.9357612257001562	0.6144215051237555	0.9455473115691231	0.4825978172975715	0.9266250071795177	0.9481758217078927	0.9557870784171116	1.0	0.7695674929511658	0.5926622425779922	0.962338670592115	0.9659539207265091	0.9248599752056569	0.9146376328049424	0.9099265785419868	0.9374933448291662	0.7403434681232645	0.8032128099373559	0.899885579462901	0.49516019843218695	0.9405697277978661	0.6235060956524713
ZeeviD_2015__PNP_Validation_67__bin.1	0.6516830302743292	0.869330469511037	0.7728114088488239	0.8598550062658843	0.9025200515936123	0.5763437279287345	0.9089896216994626	0.48186101601530495	0.8970159521623539	0.9194662006335647	0.9217612303436842	0.6072286052258646	1.0	0.5801159888767187	0.9307977506977512	0.933147775572879	0.8931953158377418	0.9275784966867959	0.9331431926424617	0.9508424699143349	0.7248484959586192	0.7547516077174511	0.8775104910915471	0.4876553677063299	0.9573649983272304	0.6047456753686331
NielsenHB_2014__O2_UC29_2__bin.1	0.6833500924677498	0.8905625081300729	0.8221907457918054	0.8717537350157164	0.9242149876904674	0.6081301417334107	0.9283149533462864	0.4860513758664335	0.9248413044181483	0.931633743742855	0.9497026372063796	0.6320692059336284	0.7840914174648763	1.0	0.9564000966317237	0.9486833239385825	0.9170997543599559	0.9478291931044593	0.94571279317301	0.9669112054945184	0.8540916032951142	0.8032498267305097	0.9089528190791217	0.489503688730222	0.9965015737068108	0.6432341619297163
XieH_2016__YSZC12003_37652__bin.82	0.6432632428132169	0.8928252519071416	0.7479719095046322	0.842164004392483	0.9234860124325949	0.5698839488757136	0.9356751127360051	0.4507963271433812	0.9351521980976286	0.9403202712450038	0.9412966446842933	0.5952401196077421	0.7296491402445084	0.5546850956155404	1.0	0.9573888437159831	0.9146343848707622	0.8900573968670628	0.8988854733115944	0.9267137130172614	0.6961366986682442	0.7702600482438651	0.8872320611339105	0.4591521837274553	0.934683570780488	0.6040362623338997
Bengtsson-PalmeJ_2015__TRAVELRES7__bin.101	0.6400283293964968	0.8989795877993677	0.7353923581848612	0.8354584337325562	0.9116130742538805	0.5570493113503547	0.9318836279036642	0.4505038755089202	0.9084287867817251	0.9408564498834775	0.9317740295401221	0.5922232641320562	0.7250600417027708	0.5453721398585905	0.9489714767291417	1.0	0.9017978879564456	0.8864477864691522	0.8979259399939068	0.9154086594577057	0.6980620477089194	0.763906528818039	0.8893555062296976	0.45706672047669356	0.932827677345583	0.5944504453175385
Bengtsson-PalmeJ_2015__TRAVELRES5__bin.48	0.625516713696814	0.891189242088057	0.7251160543240982	0.8457396227429808	0.9870138124405672	0.546548030641438	0.9097082283880651	0.4371807334747361	0.9123026954263556	0.9212464360709144	0.913238952532824	0.5838830143078665	0.7146457012435352	0.5428865238460366	0.9335404126538936	0.9286028583139061	1.0	0.8715726593368627	0.8887956343854886	0.9043860671253159	0.6754752788196479	0.7462482491014295	0.8592962019251532	0.4442324036221498	0.9085381107162733	0.5882958083549336
XieH_2016__YSZC12003_36058__bin.26	0.6504002857487075	0.8860941850816776	0.7804023728681263	0.8683184604864176	0.9181658292736316	0.5739718391594508	0.9258342962929026	0.4713750723280205	0.9097689915140779	0.9334416768901581	0.9357833230674207	0.6012235949698725	0.7727377237502312	0.5841974516780949	0.9458901564321457	0.9504101274500322	0.9074875833363029	1.0	0.936960933536276	0.9542314225161158	0.7338714877428397	0.7660029457230172	0.8896032606574595	0.4810169701474049	0.9716643844100664	0.6064503019535777
ZeeviD_2015__PNP_Main_707__bin.38	0.6356959220974501	0.8711524654401568	0.7671808341759206	0.8714596365224765	0.9123893575128721	0.5441300390610969	0.9068937200441104	0.46365204122202897	0.8935239335403986	0.9150742144326645	0.9153528978742853	0.5821280102456419	0.7565801289210244	0.5673016382870588	0.9297201646668205	0.9369655212846026	0.9006668997974074	0.9118988746556195	1.0	0.9697969078936776	0.7168828080391296	0.7445938508808254	0.8665337518676951	0.4684354876733153	0.963346315164962	0.5886801676064147
ZeeviD_2015__PNP_Validation_73__bin.14	0.6313138793658133	0.8665348488369806	0.7639959105966844	0.8707840070131581	0.9028610168838409	0.5592857111319033	0.9017652109306041	0.46494324086416944	0.8988418575396065	0.910585043974733	0.9124952786016393	0.5831012271822494	0.7495124064902219	0.5639037505062583	0.9318737840266814	0.9286706589326047	0.8910042359121702	0.9029059730255122	0.9428539202357629	1.0	0.712445666288152	0.7422511868220704	0.8625550261167085	0.4674708196508112	0.9621842583661573	0.5897214204374635
NielsenHB_2014__O2_UC29_0__bin.6	0.6226948193810925	0.8314697007671884	0.7640119831050776	0.8059070470477374	0.8674972427638957	0.5557903502140171	0.8767979932776448	0.4702282831952957	0.8703633272930607	0.8866036152087239	0.881157591418524	0.5904046639620106	0.7325854099880138	0.6386510206276771	0.8975255124753676	0.9079909154023866	0.8532496787298856	0.8903271062427531	0.8936193207755361	0.9134662742290676	1.0	0.7425567491427222	0.8648473111351167	0.4603063504178184	0.9689367696154897	0.5886337541281345
LiJ_2014__MH0356__bin.42	0.659554846120715	0.8797503000345651	0.7451117977992026	0.8289439525047879	0.9132607118644571	0.5680496195606218	0.9482422449656747	0.46083677377913007	0.9152159432953215	0.9473002328574812	0.9426495116619121	0.615455822599093	0.7329338806398957	0.5771112320974431	0.954199915243635	0.9547230904722275	0.9057320324170844	0.892914239316569	0.8918125054703459	0.9144109061760886	0.7134760147893429	1.0	0.9023383163548632	0.45235421435448436	0.9262822367175056	0.6175574244152726
LeChatelierE_2013__MH0439__bin.16	0.6404261809582275	0.8690276530045783	0.737010917614162	0.8225290815382427	0.8949464441491382	0.5631179420387519	0.9168869924761236	0.4484097728570631	0.8947353845417929	0.9234877453253234	0.9287256321612881	0.5850987721198231	0.7230839207406136	0.554148118527383	0.9326417739413136	0.9431662213994301	0.884983004036987	0.8799364555329297	0.8806741151546252	0.9016810499103521	0.7051228740360178	0.7656760012638401	1.0	0.45354275929176285	0.9208753057322195	0.606798049523899
