	BackhedF_2015__SID39_M__bin.6	LeChatelierE_2013__MH0193__bin.54	SchirmerM_2016__G88846__bin.13	ZeeviD_2015__PNP_Main_47__bin.42	BackhedF_2015__SID640_M__bin.38	BritoIL_2016__WL.37.ST__bin.73	VogtmannE_2016__MMRS86178473ST-27-0-0__bin.45	VogtmannE_2016__MMRS38954404ST-27-0-0__bin.26	CosteaPI_2017__mickey3-11-7-0__bin.38	ZeeviD_2015__PNP_Main_38__bin.52	BritoIL_2016__WL.43.ST__bin.5	ZeeviD_2015__PNP_Validation_23__bin.3	LiSS_2016__FAT_DON_11-22-0-6__bin.56	ZeeviD_2015__PNP_Main_410__bin.16	VogtmannE_2016__MMRS84159866ST-27-0-0__bin.3	SchirmerM_2016__G89150__bin.3	FengQ_2015__SID31160__bin.56	ZeeviD_2015__PNP_Main_313__bin.32	SchirmerM_2016__G89113__bin.3	LeChatelierE_2013__MH0415__bin.73	ZellerG_2014__CCIS63468405ST-4-0__bin.18	LiSS_2016__FAT_008-22-0-0__bin.12	LeChatelierE_2013__MH0098__bin.1	NielsenHB_2014__V1_UC37_0__bin.20	XieH_2016__YSZC12003_36533__bin.98	XieH_2016__YSZC12003_36055__bin.38	XieH_2016__YSZC12003_37546__bin.46	Bengtsson-PalmeJ_2015__TRAVELRES11__bin.129	XieH_2016__YSZC12003_37194__bin.23	ZeeviD_2015__PNP_Main_287__bin.47	RaymondF_2016__P7C7__bin.65	ZellerG_2014__CCIS35100175ST-4-0__bin.18	LeChatelierE_2013__MH0322__bin.16	LiJ_2014__MH0339__bin.62	HMP_2012__SRS014613__bin.25	LeChatelierE_2013__MH0408__bin.18	ZeeviD_2015__PNP_Main_463__bin.42	LiJ_2014__V1.UC64-0__bin.18	LeChatelierE_2013__MH0275__bin.19	NielsenHB_2014__V1_CD6_4__bin.23	NielsenHB_2014__MH0098__bin.13	XieH_2016__YSZC12003_35387__bin.3	LoombaR_2017__SID5443_cul__bin.35
BackhedF_2015__SID39_M__bin.6	1.0	0.8188094382706037	0.8373845215555552	0.5766577785592979	0.9281003148481922	0.8481912272005393	0.8420226078283054	0.9161031384265877	0.8789368024743197	0.8616603227105544	0.8125882684056838	0.9125069667299799	0.6208461740967505	0.924655225818057	0.8738363729245714	0.6258223015195682	0.5722657700744145	0.8695358225086898	0.8779484489772613	0.8978933821244446	0.9155220512478468	0.655293022052511	0.8783319665152303	0.8692371942281368	0.881358672776672	0.9190368707394309	0.8533866518716818	0.6335234751640814	0.8924346996966724	0.8966594561327182	0.6004394029657679	0.9061084389522442	0.8064858424425064	0.7411691170860347	0.7285529564957715	0.5371751785832488	0.8775649314392923	0.8322229515287393	0.8711315384308321	0.7356629370975656	0.8253267099500821	0.9193925971514602	0.930306930247811
LeChatelierE_2013__MH0193__bin.54	0.9611777580720262	1.0	0.9066667062099809	0.5997265579818674	0.964116221754952	0.9053594042404273	0.9150265582784423	0.9600792448017842	0.9415332326955985	0.9246515986867665	0.8779677504500524	0.9367530391508468	0.6770975998196825	0.9532064190662044	0.9329284097952744	0.6986289344361963	0.6043875284341144	0.9242073295510154	0.9461989483455572	0.9426489473075451	0.9365252696606887	0.7129647698727397	0.8895656068069862	0.9300694281740183	0.9221716397327268	0.9648155452677033	0.9083121035164881	0.6858109691176602	0.9373159382293887	0.9449729078868152	0.6668058591328744	0.9623397383616612	0.8879546121838883	0.8123487838947989	0.7668802994219756	0.5981588632878881	0.9366474585017631	0.8926072785401399	0.9287621262044646	0.7395111853207309	0.8383524673545226	0.9611540320834681	0.9619791033355775
SchirmerM_2016__G88846__bin.13	0.9724100701483648	0.8969150562272443	1.0	0.6019369280825233	0.9690731086199461	0.8955901293534674	0.9048341054249829	0.958620972923494	0.9321506004124994	0.9145457372619548	0.8639655683308445	0.9467453329773595	0.6723370172715777	0.9568248696636927	0.9317985383556942	0.6935135499884113	0.6057626690998067	0.9316747298657176	0.9440884379886695	0.9364704018494994	0.9378704352953947	0.7034956828390284	0.8976121390997186	0.926315171820953	0.9252366883869396	0.9724523175951815	0.899570777675745	0.6841616082194755	0.9398314209517997	0.9329433268104058	0.6516627597557862	0.9572502779823323	0.8799456650892331	0.8000340326654912	0.77024078110835	0.5986545361729094	0.9306742868542962	0.8914639620477103	0.927553256720718	0.7547500506089206	0.8442236884954921	0.9679253863147611	0.9629489891418194
ZeeviD_2015__PNP_Main_47__bin.42	0.9198870890777544	0.8149834276944505	0.826880666503308	1.0	0.9247854305575259	0.8470995241104476	0.8420391673867345	0.9208358052077019	0.8782822192703027	0.8702185351887437	0.8219275138962329	0.9050784121538838	0.5822626355769355	0.910212925108655	0.8764895729890765	0.6011861772785309	0.4085379615419337	0.8722280078412153	0.8999793652226622	0.9156593778614632	0.9161196301216162	0.5969923199938095	0.840518964650047	0.8811509369478585	0.880568165697262	0.9147316189272495	0.8655063903326068	0.5783307432388862	0.8896780974735294	0.897222687937683	0.5604760185197126	0.9296958627271438	0.7863583164601039	0.7186689923780292	0.6993569365093695	0.5101473129650885	0.8900787023304402	0.7995178232889256	0.860807142212306	0.934191987258025	0.781038412927688	0.9093456196236732	0.9379489676162963
BackhedF_2015__SID640_M__bin.38	0.9101218298207808	0.8054027886031861	0.8183453798863609	0.5684983670631863	1.0	0.8295576676182015	0.8302161937979617	0.898385297771268	0.8595218475598607	0.8484393821448728	0.7986520281268473	0.872613090350882	0.6085376507016599	0.8890717852996541	0.8532784842303048	0.6128639050850212	0.5536515499644971	0.8537477274900738	0.8754121982436329	0.870972473209282	0.8700126799736193	0.6400988433426175	0.8297231662969373	0.8515105222969829	0.8561801616634699	0.9083568409176158	0.8364679807129624	0.6174190827904663	0.8642246857631001	0.8699656069961346	0.5920140445944614	0.9001715933905575	0.7877870894183415	0.7247008760033358	0.703583442798652	0.5274135678195252	0.8653658338383355	0.8064582143088969	0.8559096159191891	0.717791058413601	0.7761357842333274	0.906971904369512	0.9051231751169267
BritoIL_2016__WL.37.ST__bin.73	0.9215228899576902	0.837939176410588	0.8379095315396723	0.5769396940978709	0.9190821289189559	1.0	0.8640294077119485	0.9132113465194451	0.8983049172606163	0.914838520545268	0.8981171664114829	0.8909469505034961	0.62402453277762	0.9097033701277419	0.8795924159636532	0.6357413935175451	0.5491443337397609	0.8814688264968052	0.9067070422488819	0.9064127894560879	0.9119113640318781	0.6623959753244878	0.8422272520906496	0.8963807455465443	0.8872385967435659	0.9300342617850714	0.8971921366430917	0.6519269440584816	0.9268397524543482	0.9313573013944618	0.6241096245367302	0.9191106758316896	0.8183850901670708	0.7476370567474196	0.7310002453936537	0.5541790209836278	0.9136664501859117	0.8395174912973089	0.9136104543186264	0.7098288667479522	0.7883537379711819	0.9181834501469343	0.9155055301408735
VogtmannE_2016__MMRS86178473ST-27-0-0__bin.45	0.95087518081364	0.8802632817782647	0.8799220539858887	0.5960952812989481	0.9560626421188078	0.8980818775517191	1.0	0.9420511898750068	0.9237156168776516	0.9075985951457779	0.8666832145027518	0.9288768298910981	0.6655471199632524	0.9450725964981355	0.9123957557653517	0.6736344468885789	0.5949278029323907	0.9090171441287992	0.9212066225581242	0.9286930918490495	0.9284762581348306	0.6965195335792684	0.8802056496594854	0.914134990399402	0.9170679516917309	0.9598560908875632	0.9026085666435567	0.6752584172850707	0.9234137615228574	0.9316300474466404	0.645185863583063	0.9422628880538889	0.8586712087623645	0.7881158006156936	0.7585762013586343	0.5740273153418411	0.9207969209612581	0.8668412748681166	0.9107198594004547	0.7413664518301051	0.8263367370520315	0.9447604700726678	0.9485436477707497
VogtmannE_2016__MMRS38954404ST-27-0-0__bin.26	0.9205363951992315	0.8218315344160347	0.829504985483758	0.5800459807932702	0.920565336290402	0.8446086809056835	0.8382457027556997	1.0	0.87959389048488	0.8579099048599708	0.8141580833483116	0.9180159815751874	0.6191921069012825	0.9126948827073426	0.8863402111582631	0.6275108935282643	0.5474638972581108	0.8825199871237531	0.8902462429894015	0.9043090746060711	0.896250757799624	0.6499275457243854	0.8376404785333265	0.8666744858386671	0.8758640438929728	0.9666654480944069	0.8559383564912837	0.6341998397577479	0.889915197525486	0.9032753191389975	0.6019366159639059	0.9531352341029633	0.803029979924022	0.7364390678328403	0.7184534490164599	0.5401565256067729	0.8743469214295071	0.8274044715509073	0.8659514662978455	0.750012439591819	0.7883355216860166	0.9089548813466036	0.9546752047963004
CosteaPI_2017__mickey3-11-7-0__bin.38	0.9169153387026462	0.8367319829400705	0.8374003796366726	0.5743667758346129	0.9143740607260539	0.8625474875294993	0.8533164441928293	0.9131817000575095	1.0	0.8596862436263789	0.8336324777539341	0.9042052589325579	0.6224939736236326	0.8959847175417761	0.875764663216095	0.6345182615149517	0.5547692581798208	0.8674993160530647	0.8857384281186267	0.8927370897438534	0.8792389555089224	0.6490406029908117	0.8498779965178008	0.8685931040226622	0.8824343977603439	0.9101138224753134	0.8629871112242676	0.6446037772847386	0.8701797554869939	0.8869613621376465	0.6044925957143542	0.916744022514637	0.8138747135725118	0.7451284265214327	0.7135572251416258	0.5451602649760658	0.8755153322717001	0.8351495484895974	0.8737410236906568	0.7210740523447388	0.7932218881995828	0.9046770373579986	0.9077686356431499
ZeeviD_2015__PNP_Main_38__bin.52	0.9479172167520955	0.866545893384133	0.8663935834144448	0.6001312978643808	0.9518105708677722	0.9263314476173218	0.8841549270329628	0.9392461101201081	0.9065728422430034	1.0	0.8939266677524774	0.9154529581764606	0.6477242722612973	0.9273870557649045	0.9032542637063686	0.6613387823985263	0.5622255710651081	0.9156797555035874	0.9246615967087706	0.9310185923779422	0.9313182094351024	0.6826749632983002	0.8675142290308361	0.9624144576625534	0.9106651998957177	0.9531090967407334	0.8953786153467304	0.6612253837349629	0.944226757304069	0.9436603198620539	0.6373899852303799	0.9417008576607746	0.8680339729055017	0.7709107969424608	0.7393570629301437	0.5712407648183981	1.0031518157961004	0.8529436125145431	0.9367835803182166	0.729570313563981	0.8132674212865968	0.9520229154240526	0.9515009480461799
