	BackhedF_2015__SID39_M__bin.6	LeChatelierE_2013__MH0193__bin.54	SchirmerM_2016__G88846__bin.13	ZeeviD_2015__PNP_Main_47__bin.42	BackhedF_2015__SID640_M__bin.38	BritoIL_2016__WL.37.ST__bin.73	VogtmannE_2016__MMRS86178473ST-27-0-0__bin.45	VogtmannE_2016__MMRS38954404ST-27-0-0__bin.26	CosteaPI_2017__mickey3-11-7-0__bin.38	ZeeviD_2015__PNP_Main_38__bin.52	BritoIL_2016__WL.43.ST__bin.5	ZeeviD_2015__PNP_Validation_23__bin.3	LiSS_2016__FAT_DON_11-22-0-6__bin.56	ZeeviD_2015__PNP_Main_410__bin.16	VogtmannE_2016__MMRS84159866ST-27-0-0__bin.3	SchirmerM_2016__G89150__bin.3	FengQ_2015__SID31160__bin.56	ZeeviD_2015__PNP_Main_313__bin.32	SchirmerM_2016__G89113__bin.3	LeChatelierE_2013__MH0415__bin.73	ZellerG_2014__CCIS63468405ST-4-0__bin.18	LiSS_2016__FAT_008-22-0-0__bin.12	LeChatelierE_2013__MH0098__bin.1	NielsenHB_2014__V1_UC37_0__bin.20	XieH_2016__YSZC12003_36533__bin.98	XieH_2016__YSZC12003_36055__bin.38	XieH_2016__YSZC12003_37546__bin.46	Bengtsson-PalmeJ_2015__TRAVELRES11__bin.129	XieH_2016__YSZC12003_37194__bin.23	ZeeviD_2015__PNP_Main_287__bin.47	RaymondF_2016__P7C7__bin.65	ZellerG_2014__CCIS35100175ST-4-0__bin.18	LeChatelierE_2013__MH0322__bin.16	LiJ_2014__MH0339__bin.62	HMP_2012__SRS014613__bin.25	LeChatelierE_2013__MH0408__bin.18	ZeeviD_2015__PNP_Main_463__bin.42	LiJ_2014__V1.UC64-0__bin.18	LeChatelierE_2013__MH0275__bin.19	NielsenHB_2014__V1_CD6_4__bin.23	NielsenHB_2014__MH0098__bin.13	XieH_2016__YSZC12003_35387__bin.3	LoombaR_2017__SID5443_cul__bin.35
BackhedF_2015__SID39_M__bin.6	1.0	0.8088971015876818	0.8278663135677793	0.569338606573157	0.9154765748599453	0.8350556252018014	0.8314498529344144	0.9046026652195069	0.8654778128282826	0.8513210132745576	0.7979408291558219	0.9008862337415596	0.6130580900220257	0.9134154839016113	0.8626835414383374	0.6186718974618617	0.5650532149532427	0.858978226410766	0.8671361851070893	0.8866839577999331	0.9034101732700908	0.647224500252394	0.87680446517494	0.8590282504374576	0.8703154899146004	0.9077839911998136	0.8423055720196924	0.6221265870627761	0.8817805925977578	0.8851488770616595	0.5934370498153406	0.8947792601395923	0.797001994392256	0.731543281646892	0.7200953589324974	0.5306740762861354	0.8671270898295089	0.822062010591956	0.8607770701988682	0.7265060137470069	0.823718361697967	0.9079168833111257	0.9181985893224472
LeChatelierE_2013__MH0193__bin.54	0.9495419401333994	1.0	0.8958933279554426	0.5924984355676294	0.951512976632867	0.8923290913242957	0.9040764214091458	0.9486581470596085	0.9280883081294133	0.9141036173235305	0.8628649724333671	0.9255371712096991	0.6686286082038537	0.9417853213240288	0.9215043463045289	0.6907566514326048	0.5970348445799462	0.913179490069191	0.9349813009552675	0.9313215672201742	0.925335500306955	0.7042169978913527	0.8784268483286525	0.9192800348772032	0.911187100180021	0.9529365359463556	0.8973103626220776	0.673514975547403	0.9261795523499108	0.9334533472921234	0.6589329829795689	0.9508160257189716	0.8776877837850663	0.8026970517493467	0.7579901715092398	0.5908571903091199	0.9259577143568922	0.8814127639886945	0.91789028509741	0.730392101618409	0.8276989053422029	0.9495905784099437	0.9504702194357367
SchirmerM_2016__G88846__bin.13	0.9613570818749652	0.8862575509976559	1.0	0.595210195717165	0.9570302391968291	0.8825984526872603	0.8941056010139388	0.9480145166921423	0.9190081238319608	0.9045553896300121	0.8492980762742447	0.9362139833181262	0.6642841844922531	0.9465117984796787	0.9212173132384135	0.6857763995200221	0.598807096397525	0.9222828877303438	0.9335694105014244	0.9263415764752134	0.9276178014311321	0.6957421028079883	0.8873348608914798	0.916045521623945	0.9150034179358014	0.9614538989405866	0.8887260927859552	0.6721868041273409	0.9299085518807448	0.9224730012410188	0.6444824541072439	0.9466743337959037	0.8700556551434799	0.7899374796464124	0.7621586098242917	0.5914583877318109	0.9206211548222234	0.8811978324712703	0.9186789458088479	0.7461309846882344	0.834443991327538	0.9569381162919651	0.9530501776446462
ZeeviD_2015__PNP_Main_47__bin.42	0.9082115129160809	0.8051609512632353	0.8176401552766995	1.0	0.9128623982769961	0.8343285314486903	0.8316879247862367	0.9096527231457718	0.8654314280555592	0.8596141941474612	0.8077274016946311	0.894055733243916	0.5749542165877817	0.8996335714930551	0.8657530404054734	0.59470717961284	0.40360576613059235	0.86173409510053	0.889259759604844	0.9047390667921948	0.9047116612285431	0.5897540270057647	0.8299839435638839	0.8706941023227021	0.8697026657552973	0.9034622899444151	0.8544377668012226	0.5679666039025523	0.8790898773520421	0.886297540592476	0.5540276506016326	0.9182427552586441	0.777313674409007	0.7097734688350379	0.6913666026128787	0.5038545119230323	0.8792825223435948	0.7897396793871472	0.850339022943293	0.9224567636931092	0.7713191103831621	0.8981448045499684	0.9261266910844865
BackhedF_2015__SID640_M__bin.38	0.8977426277523446	0.7948742978074398	0.8081756347295509	0.5611688567162981	1.0	0.8163935855883354	0.8190752587898875	0.8863138043240743	0.8464028564873748	0.8367167242360923	0.7838968794579968	0.8613339094405105	0.6002607347447628	0.8774001644085676	0.841647494751363	0.6052722725792968	0.5457482447973211	0.8424809342053561	0.8637559380083573	0.8595842811931562	0.8585154768517395	0.631561787246989	0.8184682651328473	0.8404131917312103	0.8447141753582378	0.8960103421809059	0.8251149695536937	0.6058534999749771	0.8529489733879116	0.8583123197910157	0.5844615569858034	0.888206138018961	0.7777843294553459	0.7149478505735224	0.6944225458750941	0.5205770849736615	0.8533592515495682	0.7954803004544277	0.8445655238503912	0.7079865004610675	0.7654705340503623	0.8944742765998248	0.8930690243456485
BritoIL_2016__WL.37.ST__bin.73	0.9072516295071869	0.8258792037387672	0.8257545854851026	0.5682416693795383	0.9044974014074726	1.0	0.850939001286258	0.8992255551962792	0.886633072806156	0.9010843983985183	0.8836427836972973	0.8772263160812993	0.6146122862618532	0.8956934237245706	0.8660798446169581	0.6266684160800368	0.5404968150978035	0.868151691706518	0.8925631449474984	0.892507698059304	0.8978146789323235	0.6523370314394835	0.8295310126523211	0.8830685515680764	0.8735585867741056	0.915329856831743	0.883126743351726	0.6405378238359035	0.9125899021883953	0.9169850287912085	0.6147616085746141	0.9049179193912041	0.8067247742735223	0.7361622957866404	0.7198060127483925	0.5459130428099385	0.899878840314609	0.8264078706034322	0.8995725099818124	0.698734548297259	0.7765484915976005	0.9039390896718917	0.9017503100359417
VogtmannE_2016__MMRS86178473ST-27-0-0__bin.45	0.938935631770704	0.8697291575724896	0.8694889286417365	0.5887674429884251	0.9432329336174997	0.884475561984485	1.0	0.9304043663462663	0.9104750655494025	0.8967380791385996	0.851600717833717	0.9174622466825868	0.6567967383644462	0.9333687114656531	0.9013138411236552	0.6656384183692393	0.5877591662173073	0.897758338825503	0.9099478172548281	0.917304186317222	0.9171889220796635	0.6878627328465987	0.8690358603020265	0.9032231190388561	0.9057092887568867	0.9475992798838228	0.8914918444845776	0.6633787828210637	0.9119809186331487	0.9200984881554584	0.6374220753839526	0.9305122125883384	0.8485273852421832	0.777751719691069	0.7493191136066009	0.5669573950282312	0.9098148639511097	0.8557901734384407	0.8998621964684634	0.7318149267187638	0.8157535399530383	0.9332363287769723	0.9367730007788895
VogtmannE_2016__MMRS38954404ST-27-0-0__bin.26	0.9089802682686831	0.812055030723253	0.8203271054136088	0.5730016176546748	0.9081958123764292	0.8316735363677813	0.827882253424442	1.0	0.866595786380221	0.848325834036551	0.7996403180879789	0.9063359664648913	0.6119436329091686	0.9015525626066885	0.8792420277448595	0.6205731554624024	0.5403606364602913	0.8757833134807602	0.8800335919752955	0.8976901962815268	0.8852551741085889	0.6424500816951153	0.8271759892521927	0.8568720874853645	0.8651401002681874	0.9583684942204134	0.8453748582140402	0.6228046659131828	0.87927096883603	0.8919918477515819	0.5949034230710255	0.945987292322284	0.7941800988871389	0.7272297079793127	0.7099752325188193	0.5337529283814619	0.8644851176785386	0.8172974301326518	0.8557631867289357	0.7439393800919819	0.778312257110623	0.8975145187807373	0.9467834261986943
CosteaPI_2017__mickey3-11-7-0__bin.38	0.9028747910601415	0.8247836012982077	0.8255937950858083	0.5659627943409783	0.9004178533607229	0.851340246073301	0.841084995495702	0.899687255709705	1.0	0.8474721901114187	0.8204659062336427	0.8904351273037415	0.6133667742532327	0.8829905164629586	0.8626808505927803	0.6258744373581041	0.5463573697852011	0.8547692054671475	0.8731780523405217	0.8794376822870132	0.8661409104638347	0.6396603827888905	0.8374573093237649	0.8563484771572266	0.8691017813193667	0.8965439990047848	0.8502042879651168	0.6337934622579896	0.8576151626950302	0.8742728945635839	0.5958703837535324	0.9032089894084426	0.8025304191659063	0.733921712191967	0.7035122981302289	0.5373340143810715	0.8630935908241996	0.822547529699638	0.8609914094156431	0.7102632101912574	0.7815481395852673	0.8910787490439238	0.8943616943329131
ZeeviD_2015__PNP_Main_38__bin.52	0.9365428860960453	0.8566607540010551	0.8569292420133154	0.5928181958161453	0.9386596611492288	0.9124045352794916	0.8735749428976582	0.9287533984856831	0.8936926440399274	1.0	0.8778507395649605	0.9047367844697195	0.6468949055650395	0.9171361501042544	0.8927960163716542	0.6611558992597402	0.5555945286256582	0.904982481574107	0.9139759961711275	0.9202379370781945	0.9204341612362233	0.6749571836663678	0.8573772779095512	0.9618658082461953	0.8999051120006359	0.9419170933476676	0.8840315226049675	0.6494947366899708	0.9342537895443097	0.9320886532963714	0.6303559328346385	0.9308807351791005	0.8673480221661035	0.7614642435669884	0.7316337245401935	0.5646597512011087	1.0030823313208777	0.84325970017171	0.926012930782901	0.7210454022678621	0.8035812854405566	0.940690275453136	0.9402172251458201
