	BackhedF_2015__SID39_M__bin.6	LeChatelierE_2013__MH0193__bin.54	SchirmerM_2016__G88846__bin.13	ZeeviD_2015__PNP_Main_47__bin.42	BackhedF_2015__SID640_M__bin.38	BritoIL_2016__WL.37.ST__bin.73	VogtmannE_2016__MMRS86178473ST-27-0-0__bin.45	VogtmannE_2016__MMRS38954404ST-27-0-0__bin.26	CosteaPI_2017__mickey3-11-7-0__bin.38	ZeeviD_2015__PNP_Main_38__bin.52	BritoIL_2016__WL.43.ST__bin.5	ZeeviD_2015__PNP_Validation_23__bin.3	LiSS_2016__FAT_DON_11-22-0-6__bin.56	ZeeviD_2015__PNP_Main_410__bin.16	VogtmannE_2016__MMRS84159866ST-27-0-0__bin.3	SchirmerM_2016__G89150__bin.3	FengQ_2015__SID31160__bin.56	ZeeviD_2015__PNP_Main_313__bin.32	SchirmerM_2016__G89113__bin.3	LeChatelierE_2013__MH0415__bin.73	ZellerG_2014__CCIS63468405ST-4-0__bin.18	LiSS_2016__FAT_008-22-0-0__bin.12	LeChatelierE_2013__MH0098__bin.1	NielsenHB_2014__V1_UC37_0__bin.20	XieH_2016__YSZC12003_36533__bin.98	XieH_2016__YSZC12003_36055__bin.38	XieH_2016__YSZC12003_37546__bin.46	Bengtsson-PalmeJ_2015__TRAVELRES11__bin.129	XieH_2016__YSZC12003_37194__bin.23	ZeeviD_2015__PNP_Main_287__bin.47	RaymondF_2016__P7C7__bin.65	ZellerG_2014__CCIS35100175ST-4-0__bin.18	LeChatelierE_2013__MH0322__bin.16	LiJ_2014__MH0339__bin.62	HMP_2012__SRS014613__bin.25	LeChatelierE_2013__MH0408__bin.18	ZeeviD_2015__PNP_Main_463__bin.42	LiJ_2014__V1.UC64-0__bin.18	LeChatelierE_2013__MH0275__bin.19	NielsenHB_2014__V1_CD6_4__bin.23	NielsenHB_2014__MH0098__bin.13	XieH_2016__YSZC12003_35387__bin.3	LoombaR_2017__SID5443_cul__bin.35
BackhedF_2015__SID39_M__bin.6	1.0	0.9878942080786738	0.9886334082577803	0.9873075986169357	0.9863983022241386	0.9845133955911193	0.9874436211146876	0.987446311747351	0.9846871929720677	0.988000713084395	0.9819743407339605	0.9872650473781436	0.9874556945026594	0.9878443969139938	0.9872369337878354	0.9885743859872931	0.9873964939048618	0.9878583540497916	0.9876846255805026	0.9875158626317196	0.9867705229368887	0.9876871544048419	0.9982609065837026	0.9882552842210754	0.9874702737907137	0.98775579098305	0.9870151708751408	0.9820103144585867	0.988061751630079	0.9871628197390525	0.9883379519800993	0.9874968841193531	0.9882405275441317	0.9870126328563344	0.9883912384297309	0.9878976122570304	0.9881059039213609	0.9877906023642844	0.9881137718298945	0.9875528276758295	0.9980512586921944	0.9875181572313183	0.9869845740887491
LeChatelierE_2013__MH0193__bin.54	0.9878942080786738	1.0	0.9881175980316154	0.9879476366053203	0.9869276702977327	0.9856075798681699	0.9880329846492124	0.9881040051599765	0.9857201805530619	0.9885924802615205	0.9827980264549085	0.9880268678377444	0.9874922143896475	0.9880182324481573	0.9877546193568568	0.9887318108146429	0.9878344877942501	0.9880677861674374	0.9881445150516138	0.987983458614445	0.9880518233557244	0.987730428835988	0.9874784294794003	0.9883993678643995	0.9880884001638899	0.9876877923665174	0.9878877085840674	0.9820708706568565	0.9881188557398108	0.9878096393044195	0.9881931509067069	0.9880253176884204	0.9884376653288943	0.9881187338039985	0.9884074112746974	0.9877930873771004	0.9885872277260327	0.9874586340257565	0.9882942673906352	0.9876687683927771	0.9872922637826334	0.9879691981851664	0.9880362433446478
SchirmerM_2016__G88846__bin.13	0.9886334082577803	0.9881175980316154	1.0	0.9888248551442319	0.9875727957818712	0.9854937250418494	0.9881431255224347	0.9889357143950175	0.985900908528383	0.9890761640179391	0.9830230594895848	0.988876259230015	0.9880226247068711	0.9892215686370706	0.988644299511402	0.9888435482356206	0.9885176603691707	0.9899193980105832	0.9888580062375774	0.9891840411034007	0.9890681767135209	0.988978496641586	0.9885504242193665	0.9889134384177041	0.9889398349853821	0.9886900175406098	0.9879446007374654	0.9824971118690817	0.9894418628172639	0.9887771043872692	0.9889815621024084	0.9889517460274649	0.9887606583700254	0.987379845598018	0.9895069548610133	0.9879794639374117	0.9891980124796907	0.9884839656862197	0.9904325591575793	0.9885802380354496	0.9884157512976416	0.9886486394735151	0.9897203158123723
ZeeviD_2015__PNP_Main_47__bin.42	0.9873075986169357	0.9879476366053203	0.9888248551442319	1.0	0.9871072446790801	0.9849238580612256	0.9877069345448349	0.9878555090943627	0.9853682666769455	0.9878141632101843	0.98272340083338	0.98782129950074	0.9874482432108798	0.9883770562647888	0.9877505301666185	0.9892229763248713	0.9879272041385678	0.9879688422679088	0.988089054002737	0.9880738281796743	0.9875475117899627	0.987875400159051	0.9874660518926549	0.9881327543481064	0.9876608076861817	0.9876801799023297	0.9872113901699436	0.9820792177184104	0.9880988189418676	0.9878233715084501	0.9884948370581298	0.9876808019399984	0.9884980652435743	0.9876222243656895	0.9885747413382755	0.9876647374549891	0.9878705332926422	0.9877699488154564	0.9878391816753407	0.9874381029542331	0.9875559224954205	0.9876825545403295	0.9873956079275241
BackhedF_2015__SID640_M__bin.38	0.9863983022241386	0.9869276702977327	0.9875727957818712	0.9871072446790801	1.0	0.9841312032379107	0.9865806821267745	0.9865631222181163	0.9847368730536284	0.9861832699477653	0.9815249343278359	0.9870742474126349	0.986398678952151	0.9868721276683494	0.9863690580579523	0.9876128575320957	0.9857251277131207	0.9868031352565461	0.986684832289678	0.9869247394534025	0.9867850166020241	0.9866629096671262	0.9864353538369662	0.9869674768835068	0.9866079747947502	0.9864078760894919	0.9864274408333097	0.9812678565696126	0.9869527999362433	0.986604887467499	0.9872427222333355	0.9867075839101656	0.9873027114846714	0.9865419985641517	0.9869796581808143	0.9870377190444158	0.9861254260114336	0.9863874982488996	0.9867461565359151	0.9863406518685218	0.9862585253771021	0.9862204907236073	0.9866823089910154
BritoIL_2016__WL.37.ST__bin.73	0.9845133955911193	0.9856075798681699	0.9854937250418494	0.9849238580612256	0.9841312032379107	1.0	0.9848495823072094	0.9846850442929006	0.9870068122413783	0.9849655192278611	0.9838836365058922	0.9845999423260353	0.984916864608076	0.9845994344275057	0.9846376900238605	0.985728509217706	0.9842527399252825	0.9848921091818832	0.9844008079320717	0.984659206535327	0.9845416060644006	0.9848143040421151	0.9849253994016308	0.9851489514421116	0.9845813628716445	0.9841893943508001	0.9843228749819494	0.9825300667101183	0.9846253354711878	0.9845684652047773	0.9850218365578723	0.9845581638711327	0.9857520426097106	0.9846519633327165	0.9846864173906905	0.9850842816838902	0.9849095806587871	0.9843843388258435	0.9846346500628831	0.9843704321275052	0.9850254450445532	0.9844863676504264	0.9849752736034099
VogtmannE_2016__MMRS86178473ST-27-0-0__bin.45	0.9874436211146876	0.9880329846492124	0.9881431255224347	0.9877069345448349	0.9865806821267745	0.9848495823072094	1.0	0.9876367402812943	0.9856659873598274	0.9880337893147202	0.982597451506329	0.9877114135683096	0.9868523484869269	0.987615887842003	0.9878540484524716	0.988130018355991	0.987950408974418	0.9876143091733582	0.9877781976077948	0.987736631582828	0.9878431613557447	0.9875713453602885	0.9873100231045097	0.98806317286271	0.9876141534398942	0.9872305743328599	0.9876837839016777	0.982407276740407	0.9876189381552489	0.9876221689899471	0.9879665866266909	0.9875293024754271	0.988186603420881	0.986849545566111	0.9877967595932303	0.9876836517624605	0.9880733126271928	0.9872512976134445	0.9880779332745208	0.9871163240692066	0.9871926339173194	0.9878020496615304	0.9875908219726911
VogtmannE_2016__MMRS38954404ST-27-0-0__bin.26	0.987446311747351	0.9881040051599765	0.9889357143950175	0.9878555090943627	0.9865631222181163	0.9846850442929006	0.9876367402812943	1.0	0.9852226075632542	0.9888285812191618	0.9821683705446651	0.9872768934912716	0.9882936589285861	0.9877918455425077	0.9919915814220729	0.988944035653543	0.9870251520997181	0.9923665483600563	0.9885282851856668	0.9926807343745526	0.9877315766872764	0.9884949267368934	0.9875071829152089	0.9886896424049947	0.9877561549654209	0.9914169334485375	0.9876585758809244	0.9820322032107139	0.988039052800701	0.9875082700165316	0.9883157251006938	0.9925006006231565	0.9889793889915287	0.9874947429383011	0.9881993516639846	0.988144922958919	0.9887209487341192	0.9877846424985948	0.9882345836164848	0.9919027216360009	0.9872855347759076	0.9874137178856253	0.9917335460710012
CosteaPI_2017__mickey3-11-7-0__bin.38	0.9846871929720677	0.9857201805530619	0.985900908528383	0.9853682666769455	0.9847368730536284	0.9870068122413783	0.9856659873598274	0.9852226075632542	1.0	0.985792428801189	0.9842057838776072	0.9847710113463923	0.9853376903919744	0.9854972960761335	0.9850601272546592	0.9863773437564902	0.9848371403595454	0.9853255093688875	0.985819317103827	0.985102660559722	0.9851029746088692	0.985547560262491	0.9853853291355618	0.9859029195503305	0.9848910961825422	0.9850899710174474	0.9851877008440872	0.9832295195782357	0.9855609226568	0.9856944528637838	0.9857364473577503	0.9852357552667017	0.9860613750280929	0.9849600230905384	0.9859227450056255	0.9856441287126128	0.9858120800520194	0.9849104644638188	0.9854080168730551	0.9850073066444044	0.9852831234387491	0.9849689029868748	0.9852308828661633
ZeeviD_2015__PNP_Main_38__bin.52	0.988000713084395	0.9885924802615205	0.9890761640179391	0.9878141632101843	0.9861832699477653	0.9849655192278611	0.9880337893147202	0.9888285812191618	0.985792428801189	1.0	0.9820165022843146	0.9882941295770269	0.9987195682919796	0.9889464645889464	0.988421590957345	0.9997234652742989	0.9882057259919934	0.9883176690702337	0.9884437716720611	0.9884205800098873	0.9883132874579132	0.9886947961374701	0.9883149454129304	0.9994299239667589	0.9881843646860405	0.988257374280302	0.9873270451770073	0.9822592306140292	0.9894379526076619	0.9877374662024847	0.9889642878634202	0.9885100216340975	0.9992097651004348	0.9877462432580543	0.9895539803740538	0.9884794398043675	0.9999307338389578	0.9886464800242959	0.9885025210074061	0.9883151614894055	0.9880898513914198	0.9880962529500996	0.9881411333078228
