	VincentC_2016__MM081__bin.1	LiJ_2014__O2.UC36-0__bin.56	XieH_2016__YSZC12003_37127__bin.43	BackhedF_2015__SID521_12M__bin.15	LiJ_2014__MH0301__bin.14	BackhedF_2015__SID521_4M__bin.14	XieH_2016__YSZC12003_37176__bin.70	XieH_2016__YSZC12003_36389__bin.16	LiJ_2014__V1.FI04__bin.68	VogtmannE_2016__MMRS14379078ST-27-0-0__bin.24	CosteaPI_2017__SID713B041-11-0-0__bin.68	LiuW_2016__SRR3993027__bin.4	LeChatelierE_2013__MH0199__bin.45	NielsenHB_2014__V1_CD41_0__bin.62	LeChatelierE_2013__MH0251__bin.15	XieH_2016__YSZC12003_36212__bin.11	LiJ_2014__O2.UC36-1__bin.41	KarlssonFH_2013__S356__bin.18	VogtmannE_2016__MMRS48639115ST-27-0-0__bin.33	LiJ_2014__V1.FI21__bin.37	CosteaPI_2017__SID713B003-11-90-0__bin.6	XieH_2016__YSZC12003_35506__bin.40	LeChatelierE_2013__MH0191__bin.37	RaymondF_2016__P12E90__bin.8	VatanenT_2016__G80376__bin.4	RaymondF_2016__P12E0__bin.13	NielsenHB_2014__O2_UC51_2__bin.35	QinN_2014__LD-62__bin.3	ZeeviD_2015__PNP_Main_240__bin.26	VatanenT_2016__G80540__bin.10	BackhedF_2015__SID507_M__bin.62
VincentC_2016__MM081__bin.1	1.0	0.5878130331351398	0.9745694405396014	0.41678359929036535	0.6143698887612401	0.5308389502817654	0.535983843945031	0.3326223092559172	0.5189039539035222	0.9648274891123995	0.6464540173002153	0.852627889696134	0.9996512224864519	0.5181596116489988	0.9505301630875147	1.0121936021443863	0.7897416026496883	0.45782578052792156	0.9057926415600733	0.9883546590933742	0.9794497736986877	0.9304997003490753	0.876308606850756	0.8384288168488462	0.3992792214945627	0.9853071092341399	0.6755671568975645	0.9760657811404089	0.6947996847391549	0.9478837073688607	0.9342796829867605
LiJ_2014__O2.UC36-0__bin.56	0.9789218457144557	1.0	0.980589284474686	0.43217901803865566	0.6458605159851701	0.5444293803559563	0.5398719033027187	0.35261442214109334	0.5533233315341428	0.9855668087602161	0.7882742363002977	0.9067976817359497	0.9869622439163985	0.36844375687977865	0.9751513374218875	0.9873907912613176	0.8124280146711944	0.4595515057241175	0.9567556770127205	0.9962280750219941	0.9957223183207178	0.9526210805626508	0.9068160986466404	0.7828695813552863	0.4092336723461586	0.9772529902687878	0.6724311597128662	0.9978749718433769	0.7538948224397306	0.9350485143928157	0.9756677192639469
XieH_2016__YSZC12003_37127__bin.43	0.9592926133865883	0.579584343377252	1.0	0.4175578080058279	0.6060774290247896	0.524588551021348	0.5196687474618067	0.3283591025367279	0.5074242938065991	0.9617945916073201	0.628525733616355	0.8364227070433031	0.9796664029039024	0.49527362246756346	0.9385487186572382	0.9854197805326333	0.7870890220262842	0.4548295799473312	0.8881453290963822	1.0001833779218006	0.9828420228510661	0.9169528283323076	0.8755006259132262	0.8285186162084311	0.3958731594173774	0.9603778087594358	0.6721952179392173	0.9796370959300987	0.6823488283490544	0.9408610388903542	0.9212617908235678
BackhedF_2015__SID521_12M__bin.15	0.9565407108698007	0.5955904245090087	0.9735788607457778	1.0	0.718394153886102	0.6293855860024384	0.5832154602614	0.35400382855642337	0.5832867210005398	0.9810212152005989	0.5395804597196232	0.9244929017470596	0.9660086274303085	0.6017100625044538	0.9703223425845392	0.9690074355212333	0.8655417231627663	0.558750574722742	0.9334883498453251	0.9872130901096927	0.9716284640772662	0.9322583699642818	0.9172897100468856	0.8195853796391473	0.45078957875141423	0.9677159566461377	0.7791512553116096	0.9753720933183784	0.7313274899527239	0.9363700169951982	0.9205032765297386
LiJ_2014__MH0301__bin.14	0.9600130268046445	0.6060062874271396	0.9621371935211586	0.48912195348899035	1.0	0.586161013963937	0.5692946251138183	0.3558657175708997	0.5694003017433321	0.9776078533022285	0.5653267667603799	0.9005543038302793	0.9667344592214491	0.5532783017300394	0.9488777673651958	0.972406436304907	0.8337633508131783	0.5221960799952147	0.93782093460677	0.9750616447005497	0.9719750895592819	0.943179869599027	0.922206049488565	0.8156208668142152	0.4312836055005018	0.96733528735403	0.7613243474966602	0.9754571012701134	0.7349676656099003	0.9240650276819599	0.9410689955403133
BackhedF_2015__SID521_4M__bin.14	0.9593798356652146	0.5908272931959188	0.9631818744374006	0.49562335063699137	0.6779497894119447	1.0	0.5528453409650844	0.3485107400292571	0.5561815415860483	0.970184052192322	0.5822477228893342	0.8755704787755375	0.9688080616136295	0.5239633755893122	0.9512999267419541	0.9690363684303176	0.8296938766881828	0.5239103346116978	0.9092076831009139	0.9794078013284843	0.9628128937235612	0.9376830009816425	0.9060667347743567	0.8409439449111794	0.42915147503883905	0.9647884779622425	0.7655780966898587	0.9672729481020939	0.7308454808702718	0.9414781213654438	0.9377652529324357
XieH_2016__YSZC12003_37176__bin.70	0.9846273936188916	0.5955279264327724	0.9698587836153676	0.46682747191182433	0.669283463391803	0.5619479156655407	1.0	0.3742511577899515	0.5797857336524435	0.9825989659394487	0.5572456514995597	0.9153318971815325	0.9855869117969948	0.573909075494859	0.9718817417286486	0.9886772166784262	0.8455621112212838	0.5158160319235136	0.9470803846511472	0.9837131947032721	0.9794766250276409	0.9602151571054743	0.9208084956427092	0.8203419416491055	0.4470768685014717	0.9798680896915086	0.724347930042686	0.984323442013613	0.7643484301173066	0.934700412327152	0.9504066622441317
XieH_2016__YSZC12003_36389__bin.16	0.9801935273620617	0.6239527713017974	0.9830400340929032	0.45454363139555287	0.6711187987265298	0.5682622646712291	0.6003484495249555	1.0	0.6152590809957134	0.9847459326665162	0.5382981123561705	0.9532262916447319	0.9819445488957409	0.6118685919129628	0.9787320448221404	0.9871575041989421	0.8294540121831993	0.5618886465618811	0.9539758341480534	0.9874470431927002	0.9886365345566669	0.9643089920032087	0.9300431174951743	0.7752738712992906	0.49476949687899524	0.9831189992730189	0.7343937228948886	0.9891429144418541	0.7943044797072021	0.9183048808001805	0.973585520543481
LiJ_2014__V1.FI04__bin.68	0.9922481313694074	0.6353360281738254	0.9857487942351018	0.48598466055583117	0.6967930313702206	0.588466950248473	0.6035046481931826	0.39923709445226147	1.0	0.9918390253027629	0.575390196094379	0.940224154337907	0.9940390887426699	0.5696627111613569	0.9759985685354328	0.9946035412481395	0.8440622687086725	0.5316239802848289	0.956934063163374	0.9980935494627942	0.9960821790794707	0.9618514692845117	0.9454278533724817	0.8057754715293084	0.45913249993900007	0.9906084537742678	0.7510211385023302	0.9980772828199852	0.7867223528072159	0.939990728013599	0.9750022366633863
VogtmannE_2016__MMRS14379078ST-27-0-0__bin.24	0.9331962020108937	0.5724012243084468	0.9450772597870625	0.4134365383666014	0.6051189751353486	0.5192178577893334	0.5173439582681959	0.3232116704240649	0.501685069690138	1.0	0.6116934621270713	0.8333899685695009	0.947184831081637	0.4823174644967006	0.9298951768171272	0.9592065855946288	0.7736136023301354	0.4495947769421909	0.8895341374714081	0.9654725271108624	0.9589782619427669	0.9013863976698646	0.8579859796935938	0.812774194079218	0.3896345175994339	0.942903865457717	0.6679203212164097	0.9656058187562737	0.6753579127515674	0.9127820105645971	0.9113812141058764
