	ZeeviD_2015__PNP_DietIntervention_8__bin.59	ZeeviD_2015__PNP_Main_740__bin.7	LiuW_2016__SRR3992977__bin.5	BritoIL_2016__W3.23.ST__bin.37	CM_madagascar__V31_01_2FE__bin.4	BritoIL_2016__M2.11.ST__bin.54	CM_madagascar__A09_02_1FE__bin.52	BritoIL_2016__WL.33.ST__bin.20	BackhedF_2015__SID377_M__bin.20	CM_madagascar__A93_01_1FE__bin.13	CosteaPI_2017__SID713B033-11-90-0__bin.37	CM_madagascar__A83_02_1FE__bin.23	SchirmerM_2016__G89002__bin.6	CM_madagascar__A92_01_1FE__bin.11	FengQ_2015__SID530026__bin.77	LiSS_2016__FAT_012-22-84-0__bin.14	LiuW_2016__SRR3993030__bin.34	CM_madagascar__V30_01_1FE__bin.15	CM_madagascar__A95_01_1FE__bin.37	FengQ_2015__SID31449__bin.44	LiuW_2016__SRR3993011__bin.58	CM_madagascar__V18_02_1FE__bin.4	CM_madagascar__A39_04_1FE__bin.29	CM_madagascar__A36_01_1FE__bin.6	LiSS_2016__FAT_023-22-42-0__bin.7	CosteaPI_2017__SID713A078-11-0-0__bin.40	CM_madagascar__V40_01_1FE__bin.60	BritoIL_2016__M1.15.ST__bin.56	XieH_2016__YSZC12003_37210__bin.7	LiSS_2016__FAT_006-22-0-0__bin.79	ZellerG_2014__CCIS11362406ST-4-0__bin.21	LiuW_2016__SRR3993002__bin.18	CosteaPI_2017__SID713B074-11-0-0__bin.52	FengQ_2015__SID530450__bin.62	XieH_2016__YSZC12003_35515__bin.28	CM_madagascar__A13_01_1FE__bin.33	ZeeviD_2015__PNP_DietIntervention_28__bin.20	CM_madagascar__A90_03_1FE__bin.26	CM_madagascar__A28_02_1FE__bin.38	LiuW_2016__SRR3993015__bin.93	BackhedF_2015__SID503_M__bin.48	YuJ_2015__SZAXPI003411-6__bin.52	FengQ_2015__SID31477__bin.4	CosteaPI_2017__SID713B058-11-90-0__bin.16
ZeeviD_2015__PNP_DietIntervention_8__bin.59	1.0	0.9821371637549908	0.9800425018921729	0.9595849674712644	0.9599209046530309	0.9612160591532279	0.9598246368942888	0.960701481835564	0.9530356990713129	0.9604659135698144	0.9798984110226006	0.959207624714956	0.9812128380538329	0.9586305278174037	0.9802514163174774	0.9811041076466066	0.9804128955840369	0.9601670900871078	0.9589658134264258	0.9819796513114167	0.9774998216051459	0.9595625172788144	0.9595357636428896	0.9609417164352348	0.980604064035575	0.9790310625665608	0.9594534792170065	0.9620910726503307	0.9801835041419081	0.9620330558952309	0.9633985814611445	0.9795066859134052	0.9803316865627582	0.9638052406467067	0.9809483181995792	0.9597770448699273	0.9939225130485088	0.96023017865226	0.9605149143718922	0.9788311613274705	0.9551261783882533	0.9569992420279849	0.979538659491543	0.9812190475915499
ZeeviD_2015__PNP_Main_740__bin.7	0.9821371637549908	1.0	0.9796264225958604	0.959162382312668	0.9591276765153417	0.9599542343983457	0.9592327118120155	0.9605668917612709	0.9520342299182651	0.9602899669043153	0.9793213548086113	0.9587550985663489	0.9814794234813383	0.9582823163166202	0.9793306024978866	0.9816593396459428	0.9795541852326429	0.9599929848630278	0.958734062805985	0.9818291721230346	0.9769901726523059	0.9591985730975674	0.9585390736278928	0.9596034725283547	0.9797568514860199	0.9784261770952384	0.9594628106137759	0.961104757139283	0.9795892183811161	0.9620389398076598	0.9631982946537782	0.9798440641630909	0.9801398107680077	0.9633905347820473	0.9811800184977468	0.9591215680370772	0.9821592514397174	0.9593383288742434	0.9598851163368047	0.9789462405914339	0.9543461808766691	0.9567563113374893	0.9790634323711431	0.9802114524416842
LiuW_2016__SRR3992977__bin.5	0.9800425018921729	0.9796264225958604	1.0	0.9612825472468381	0.9619494247194184	0.9609827766229536	0.9616978588842495	0.9629290203599047	0.9550386915589857	0.9621708257330738	0.9802918239716654	0.9609173598608189	0.9811696935855818	0.9607534785460006	0.9806580646097162	0.9801555564909523	0.9986453180744903	0.9620863592375247	0.9614626806609395	0.981659823350365	0.9797901214552233	0.9619237598874617	0.9614353250055043	0.9613042738645987	0.9798655159389502	0.9797947592976455	0.9604120825123802	0.9624392718086932	0.9816787313475154	0.963149671852869	0.963496140160341	0.9810303525793118	0.9811538708577696	0.9645444518745604	0.9809605901850057	0.9610601594127234	0.9806869067300218	0.9613943487529409	0.9624534699537217	0.9852511224211786	0.9560410162083643	0.9602099853708703	0.9788450621163962	0.9813091174169689
BritoIL_2016__W3.23.ST__bin.37	0.9595849674712644	0.959162382312668	0.9612825472468381	1.0	0.9726669383110699	0.9787937480028778	0.9741339299619295	0.9791318240666774	0.9634622290760066	0.9742581709094249	0.959497482638603	0.9723440692341059	0.957968409596438	0.9726360104921409	0.9583162933247191	0.9593013700416969	0.9592264223204725	0.9734505496222567	0.9730520733847315	0.959005276986495	0.9558906980303512	0.9738027663568712	0.9725066505376632	0.9730011020908682	0.9585491221238394	0.9582579070701365	0.9733126087435897	0.979779327089908	0.9584182924681526	0.9767215976383322	0.9748310328856669	0.9563227007730721	0.9588538653394196	0.9752671427211799	0.9579285744497864	0.9726941146052098	0.9614154309842335	0.9732593850461675	0.9732671176792707	0.959421366557459	0.9662829575256531	0.9699512655487443	0.9581885118112629	0.9591536620329468
CM_madagascar__V31_01_2FE__bin.4	0.9599209046530309	0.9591276765153417	0.9619494247194184	0.9726669383110699	1.0	0.9722450569786695	0.981444603169844	0.9726432671842604	0.9658011668413338	0.9819036879622972	0.9584065003807833	0.9802028489597611	0.9570657607844555	0.9806690328425339	0.9572244382810309	0.9583284479959594	0.9588079189991746	0.9808294266137757	0.979117419495133	0.9591667273654308	0.9569602030181881	0.9806566597801988	0.9823106902370967	0.9802729928950596	0.9588811220941524	0.958206177307263	0.9811563093246697	0.9739528783890857	0.9585131160052064	0.9730864560050537	0.9722332391923523	0.9568160747049472	0.9578811583293229	0.9735222958817241	0.9561444937294572	0.9807098116957272	0.9600559413428543	0.980213701615905	0.9802665251856938	0.9601893934526181	0.9669836787241995	0.9690135823958234	0.9585450307005956	0.9576945630335844
BritoIL_2016__M2.11.ST__bin.54	0.9612160591532279	0.9599542343983457	0.9609827766229536	0.9787937480028778	0.9722450569786695	1.0	0.9733104283231562	0.9772593446715403	0.9624355643232599	0.9739946371498321	0.9611591470357091	0.971800017095339	0.9592102774895295	0.9708043375938358	0.959395205475063	0.9598377253399341	0.9596245913702433	0.9730849804171601	0.9724811954972356	0.9595734495645426	0.9564657440717174	0.9725531353938509	0.9716634326912887	0.972487864809332	0.9603481535182888	0.9585024502151573	0.9721682221991527	0.9794225094475106	0.9591115393842937	0.9752817785975556	0.9752073242832894	0.9586948920705172	0.9592274239411229	0.9736554471914785	0.9591282775902513	0.9721082698958651	0.9617613061621794	0.9723677206344714	0.9722978882471933	0.9593867468274516	0.9652158071748879	0.9679421820788944	0.9589831658650412	0.9602988331529136
CM_madagascar__A09_02_1FE__bin.52	0.9598246368942888	0.9592327118120155	0.9616978588842495	0.9741339299619295	0.981444603169844	0.9733104283231562	1.0	0.9738853452306853	0.9635449480115519	0.9824504415434884	0.9595006121005822	0.979672267897665	0.9584086188427589	0.9789818526239729	0.958139676367365	0.9581343039590622	0.9595493839811583	0.9794152698216125	0.9782575803949787	0.9598391690966064	0.956145284179197	0.9792022872091142	0.9804452521703699	0.9793021747702064	0.958393944538302	0.9579507679161913	0.9796752038139606	0.9752007953434456	0.9589508152188593	0.9736717987930154	0.9732628110555528	0.9577544430062686	0.9581949737342412	0.9733136003171222	0.9568021904549652	0.9789029603228137	0.9610092685792665	0.9802253522749862	0.9798120639798599	0.9599608936238275	0.9661517281641142	0.9696123667301788	0.9574765717757711	0.9590732218368015
BritoIL_2016__WL.33.ST__bin.20	0.960701481835564	0.9605668917612709	0.9629290203599047	0.9791318240666774	0.9726432671842604	0.9772593446715403	0.9738853452306853	1.0	0.9622488469416013	0.974092628047501	0.9601835632928791	0.9723058548050074	0.959015509608524	0.9728496017984714	0.9585532518656741	0.9591498853831422	0.960297917700719	0.9730627288171899	0.9726640004059923	0.9606786198972339	0.9573125765749027	0.9726131370153811	0.9717534970080551	0.9722976696704546	0.9585702087243204	0.9591088632428414	0.9730247791641252	0.9791536299338044	0.9599836138763583	0.9758714708377151	0.9748786070758205	0.9587369030772728	0.9592112465219278	0.973497088304231	0.9583747800137731	0.972400194212996	0.9615286641061014	0.9726394365535397	0.9734103301494071	0.9604076760459032	0.9656912231365207	0.9697835392020977	0.9582231315331997	0.959817541392991
BackhedF_2015__SID377_M__bin.20	0.9530356990713129	0.9520342299182651	0.9550386915589857	0.9634622290760066	0.9658011668413338	0.9624355643232599	0.9635449480115519	0.9622488469416013	1.0	0.9649184753491576	0.9528452975587476	0.9637076289452915	0.9527303540893638	0.9638035183992605	0.953075355173766	0.9521315607819935	0.9532311598204211	0.9640379022919926	0.9625903487478666	0.9536578980999377	0.9509361974854076	0.9638778586251909	0.9634586205669865	0.962803823632259	0.9526488115387551	0.9517059950700111	0.9648717327724088	0.9644060076811048	0.9526280906225533	0.9624442447688276	0.9614602121851943	0.9513641452731236	0.952700997020222	0.9621689575649597	0.9517962057218176	0.9637643501677139	0.9541682095609706	0.962763028029001	0.9637448224991962	0.9536140704909438	0.9702616719962094	0.9630205833235126	0.9513705460209121	0.9528084255698339
CM_madagascar__A93_01_1FE__bin.13	0.9604659135698144	0.9602899669043153	0.9621708257330738	0.9742581709094249	0.9819036879622972	0.9739946371498321	0.9824504415434884	0.974092628047501	0.9649184753491576	1.0	0.9604609508277195	0.9809143960443831	0.9598473831527263	0.9798890608542932	0.9593306343065799	0.9595830137577726	0.9598685253490313	0.9806480101473277	0.9790641709743932	0.9605018800049472	0.9566796159260162	0.9801601710006188	0.9815357403830358	0.9807311682450951	0.9593952091922482	0.9591480951270892	0.9808278778052542	0.9755265097826631	0.9593905010889058	0.9741630415622484	0.9735241658106292	0.9586614283552561	0.9591094300052431	0.9739409149527883	0.958631798113246	0.9810019824091804	0.962149766017043	0.9806312146565549	0.980395091701042	0.9604580540803299	0.9674363245796018	0.969382717446504	0.9586983719553417	0.960297516516582
