	LiJ_2014__V1.FI09__bin.34	HMP_2012__SRS011134__bin.88	RampelliS_2015__H10__bin.7	LiJ_2014__MH0303__bin.72	QinN_2014__HD-40__bin.75	CosteaPI_2017__SID713A005-11-0-0__bin.72	ZeeviD_2015__PNP_Main_25__bin.24	ZeeviD_2015__PNP_Main_531__bin.11	Bengtsson-PalmeJ_2015__TRAVELRES50__bin.84	VogtmannE_2016__MMRS34569532ST-27-0-0__bin.51	CosteaPI_2017__SID713B014-11-0-0__bin.12	LiuW_2016__SRR3993055__bin.4	ZellerG_2014__CCIS74726977ST-3-0__bin.72	LiuW_2016__SRR3993034__bin.118	BritoIL_2016__M1.16.ST__bin.117	NielsenHB_2014__MH0126__bin.28	BritoIL_2016__M1.20.ST__bin.55	LiJ_2014__V1.FI14__bin.47	LeChatelierE_2013__MH0126__bin.27	CosteaPI_2017__SID713B066-11-0-0__bin.77	BritoIL_2016__WL.37.ST__bin.22	CosteaPI_2017__SID713A051-11-90-0__bin.31	CosteaPI_2017__SID713B066-11-90-0__bin.4	ZeeviD_2015__PNP_Main_683__bin.4	XieH_2016__YSZC12003_35980__bin.54	LiuW_2016__SRR3993041__bin.58	CosteaPI_2017__SID713B072-11-0-0__bin.26	CosteaPI_2017__SID713A051-11-0-0__bin.2	NielsenHB_2014__MH0117__bin.3	Bengtsson-PalmeJ_2015__TRAVELRES2__bin.63	Bengtsson-PalmeJ_2015__TRAVELRES49__bin.8	BackhedF_2015__SID566_M__bin.39	CosteaPI_2017__SID713B063-11-0-0__bin.36	LeChatelierE_2013__MH0437__bin.18	LeChatelierE_2013__MH0117__bin.21	LeChatelierE_2013__MH0409__bin.6	FerrettiP_2018__CA_C10002MS2016FE_t0M15__bin.35
LiJ_2014__V1.FI09__bin.34	1.0	0.8427989276885149	0.7216602979338417	0.8395647240582794	0.7076369161656867	0.8935836320668885	0.8739373372322263	0.8794101591429853	0.8317988106290036	0.7120527254583575	0.8118343689043577	0.8781671262121745	0.8034483877660061	0.8373631939397943	0.9141779930436517	0.728121171661399	0.5376311559105201	0.8403285083952532	0.778949338729661	0.9184952869059085	0.6287196818762901	0.6341525181123516	0.917122445407964	0.8694815422648582	0.4997931175961308	0.7725522102806067	0.8146930548939568	0.29085405924138485	0.6064685231609777	0.8368265745953044	0.5665019720471158	0.8758514340949155	0.7269725976432792	0.8243023658770365	0.7168342008486235	0.7355898002918375	0.877129816680169
HMP_2012__SRS011134__bin.88	0.7342004310246907	1.0	0.6614502481496682	0.8064851597360946	0.6661820289258055	0.8446544204767523	0.8369310113127574	0.829020309855159	0.8009830068843801	0.6912736431279125	0.7759019941328543	0.8519674020539553	0.7468520002160677	0.8051938020890916	0.8771630114379556	0.6737272327538378	0.5508503625443683	0.8343119481881869	0.7244112534902751	0.8858137951123274	0.5788528321775228	0.6351995420173349	0.8868098266359932	0.813239293418367	0.47408222989901866	0.7203670525089848	0.7695083097703473	0.3143607754405786	0.5614603952523676	0.8028089805392706	0.5629658012349176	0.8190923038012258	0.6864111111279387	0.7916461579081017	0.6649411543768089	0.6979783033741388	0.8782494077070526
RampelliS_2015__H10__bin.7	0.7987682147580751	0.8404163336621685	1.0	0.8280433190210886	0.6870300788050067	0.8636428361592213	0.8604864025123184	0.8556706122621771	0.8224834801974038	0.7225314585019736	0.8115818857526245	0.8720307009835553	0.7931217840745383	0.8614947166137067	0.9023987869442567	0.7062849013301793	0.5556798487272279	0.8357961768731744	0.76113539246638	0.8972109724073435	0.6301584695177411	0.6481843290541989	0.895904397455354	0.8550625449796605	0.49551710734440085	0.7873201294644517	0.8147472992961043	0.2874529036495583	0.5793854928487953	0.8309855179925056	0.5694267875446269	0.8456618761056498	0.7617582124361305	0.8088988209395794	0.6868562536641185	0.7634509229409419	0.88012222922084
LiJ_2014__MH0303__bin.72	0.7377404214603285	0.8134954279757877	0.657376981562702	1.0	0.6784673114399647	0.8610636264246043	0.8529115369201713	0.8388219520305369	0.8260777241570003	0.6732824419706578	0.7892418286874723	0.8506898137327241	0.7867079541560177	0.8133492820773697	0.913828915602526	0.6997557275697872	0.5980610971330452	0.8162920595928996	0.7508008744311386	0.8876738919773031	0.5983080684247967	0.6243220383431842	0.9027477974998358	0.8375570516414426	0.48697901151395445	0.7411959826682167	0.7876790350908015	0.33622620737135467	0.6130917190271266	0.8484283714509333	0.5625389870918036	0.8304514075072144	0.6743105554511656	0.8404906632121238	0.6959849597029419	0.7050424408707443	0.8461872979354728
QinN_2014__HD-40__bin.75	0.756192973308381	0.8171925683081765	0.6632999218485844	0.8250906915595233	1.0	0.8916766884607144	0.870569613590172	0.8550155002371791	0.8131753873820762	0.6735425875673607	0.8419495991488803	0.8710421138285894	0.7844575288547164	0.8201972487233823	0.9000522660814186	0.7207635058898424	0.5824918535509352	0.8036838917671014	0.7676209148545902	0.8957879978746779	0.627892128752909	0.6342767650020374	0.9209778959062777	0.8316834013081382	0.49459875874249287	0.7610133427131545	0.7792303014464824	0.3009888445356555	0.6213093272661743	0.828300349142378	0.5700229252409256	0.8457494175799813	0.6806641507938375	0.8636722247887372	0.6912777570667581	0.7086469401429514	0.840575447079354
CosteaPI_2017__SID713A005-11-0-0__bin.72	0.7284387911380864	0.7903987747740258	0.6360687706263223	0.7988103932571	0.6802101629131051	1.0	0.8815584972652556	0.8814824402858231	0.8037677966245819	0.6774763632859261	0.7882493383987597	0.8432276692456753	0.7712843803529233	0.7867230023705212	0.8756114083579534	0.6851311912034671	0.5652653916178595	0.8069574657247569	0.7402880906107895	0.8794468531779062	0.5876138610774392	0.6196163704853569	0.8958874432288975	0.8298728195030881	0.47465129528342803	0.7298569467421631	0.7846987529489794	0.32454741373201673	0.5733104249081411	0.8129333712515955	0.5385807295234298	0.8591774319573476	0.6706917027976685	0.8163937276139744	0.655482668929165	0.6968737274628053	0.847567641109317
ZeeviD_2015__PNP_Main_25__bin.24	0.7076961051613018	0.777974766468291	0.6295388869127451	0.7859973889873832	0.6597020892793624	0.8757089481148057	1.0	0.8644713637989014	0.8000857823699397	0.6728378666281241	0.7731619437872072	0.8379801912177248	0.7442826613557932	0.7851982239107563	0.8577903812998188	0.6702259154733938	0.5471887503085443	0.8019778749060289	0.724301188095209	0.8667876754948676	0.5707479302891542	0.6199390513445964	0.8735470259139717	0.8268805719825769	0.4733089188324212	0.7250534262736195	0.7630961241197687	0.31976598494397396	0.5519274284904462	0.7971401809688903	0.5364096417882152	0.8614004675796139	0.6601577494610446	0.7996310607262219	0.6407778790355959	0.6890191996711362	0.8291264933312186
ZeeviD_2015__PNP_Main_531__bin.11	0.7402984754259265	0.8011058186707151	0.6507797514395937	0.8035923008326324	0.6735459177202222	0.9102719958787912	0.8986684124565099	1.0	0.8212220789078797	0.6916518202981242	0.7878099443675837	0.8599667103114127	0.7635885737924683	0.8017634168567587	0.872153253549957	0.7015153052562974	0.5634313941666943	0.8166466980570607	0.7544802535167844	0.8931037073317319	0.590653910172478	0.6352593610175015	0.8961331470463695	0.848448009741039	0.4877773571577709	0.741583914016598	0.78975542030671	0.32879519036199123	0.5728753431901512	0.8155412696523316	0.5519248894083763	0.873313807025178	0.681826874106047	0.8121235152818403	0.6645312612811262	0.7118685740266278	0.8504437324258348
Bengtsson-PalmeJ_2015__TRAVELRES50__bin.84	0.712036693006115	0.7870760930441136	0.6360969332706967	0.8047400093558037	0.6513975914013913	0.8440279364499834	0.8457735925244845	0.8350823791918193	1.0	0.6713900412776476	0.7997758774042456	0.8385736913408216	0.7358552995469431	0.7977841726190447	0.8579455627148896	0.6798405247187181	0.5718449833594678	0.7879848858626662	0.7357243381364091	0.876708761169545	0.575280736122183	0.6200854126350973	0.8763595307414549	0.8093901315616503	0.4940891261847916	0.7346950012922517	0.764350815854863	0.31938660453275297	0.5433211912924552	0.7757791831877298	0.6704088228305424	0.8255212040909566	0.6527543317718831	0.7899944490220308	0.6436128284638674	0.6894508103485311	0.8459085224626103
VogtmannE_2016__MMRS34569532ST-27-0-0__bin.51	0.7440500808703355	0.8291810205709185	0.6821169074408581	0.8006411494669098	0.6586169749589593	0.8684129734063457	0.8682282826362215	0.8585432197596113	0.8195601453062203	1.0	0.7935260132408144	0.8485965620872843	0.8017698825669474	0.8055908621062378	0.8602829462598303	0.7145716173279909	0.5510349041333794	0.8332490618617192	0.7567192621573456	0.8819529262587281	0.5765288913891108	0.6276833903654395	0.882202410184273	0.8433489220417232	0.4955156475470341	0.7434209211648961	0.8131274566143215	0.2960956371195748	0.5902583793596862	0.7836156881790035	0.5513219317564577	0.8524956567391845	0.721574122461486	0.8338285669994532	0.6889789264803571	0.7684789170944327	0.8701181839265743
