	LiJ_2014__V1.FI09__bin.34	HMP_2012__SRS011134__bin.88	RampelliS_2015__H10__bin.7	LiJ_2014__MH0303__bin.72	QinN_2014__HD-40__bin.75	CosteaPI_2017__SID713A005-11-0-0__bin.72	ZeeviD_2015__PNP_Main_25__bin.24	ZeeviD_2015__PNP_Main_531__bin.11	Bengtsson-PalmeJ_2015__TRAVELRES50__bin.84	VogtmannE_2016__MMRS34569532ST-27-0-0__bin.51	CosteaPI_2017__SID713B014-11-0-0__bin.12	LiuW_2016__SRR3993055__bin.4	ZellerG_2014__CCIS74726977ST-3-0__bin.72	LiuW_2016__SRR3993034__bin.118	BritoIL_2016__M1.16.ST__bin.117	NielsenHB_2014__MH0126__bin.28	BritoIL_2016__M1.20.ST__bin.55	LiJ_2014__V1.FI14__bin.47	LeChatelierE_2013__MH0126__bin.27	CosteaPI_2017__SID713B066-11-0-0__bin.77	BritoIL_2016__WL.37.ST__bin.22	CosteaPI_2017__SID713A051-11-90-0__bin.31	CosteaPI_2017__SID713B066-11-90-0__bin.4	ZeeviD_2015__PNP_Main_683__bin.4	XieH_2016__YSZC12003_35980__bin.54	LiuW_2016__SRR3993041__bin.58	CosteaPI_2017__SID713B072-11-0-0__bin.26	CosteaPI_2017__SID713A051-11-0-0__bin.2	NielsenHB_2014__MH0117__bin.3	Bengtsson-PalmeJ_2015__TRAVELRES2__bin.63	Bengtsson-PalmeJ_2015__TRAVELRES49__bin.8	BackhedF_2015__SID566_M__bin.39	CosteaPI_2017__SID713B063-11-0-0__bin.36	LeChatelierE_2013__MH0437__bin.18	LeChatelierE_2013__MH0117__bin.21	LeChatelierE_2013__MH0409__bin.6	FerrettiP_2018__CA_C10002MS2016FE_t0M15__bin.35
LiJ_2014__V1.FI09__bin.34	1.0	0.9792613401079622	0.9766677646542123	0.9797559077110143	0.9780507242604214	0.9794379416091405	0.9790597771786304	0.9804906698300275	0.9791858531201096	0.9776250683254127	0.9786992649185486	0.9780778470399769	0.9805564180016507	0.9785201748778347	0.9785491373690143	0.9790744736475046	0.9786556678410937	0.9800659646656483	0.9790749051094146	0.9793038849084443	0.9780479427665307	0.9789924198438522	0.9793226313073246	0.9802108077173343	0.9781295081521	0.9789577649922712	0.9795614772203107	0.9791662602276319	0.9812347697757342	0.9766609335761837	0.9792179406659034	0.9784878153945357	0.9803611577617191	0.9786119066899023	0.9815447851202945	0.9788702036711865	0.9786602180920021
HMP_2012__SRS011134__bin.88	0.9792613401079622	1.0	0.9767239547807807	0.9791463256921754	0.9781352474813062	0.978978625802337	0.9789557845905654	0.9798226840120263	0.9791915712193577	0.9790549337878796	0.9790139499331167	0.9785075291485983	0.9797988227128468	0.9795098327009928	0.9786630769057463	0.9789927648021526	0.9792766248836661	0.9792809053212153	0.979383209399624	0.9788828843303337	0.9786295753226603	0.9794487651433121	0.9786977639755705	0.9789802747125194	0.9782340575800064	0.9793095165380432	0.9793904386181904	0.978851199149898	0.9788575396696172	0.9767100916180284	0.979833214569079	0.978840853026187	0.9811453773738755	0.9782044700174227	0.9792173285327382	0.9789142999152494	0.979195149531169
RampelliS_2015__H10__bin.7	0.9766677646542123	0.9767239547807807	1.0	0.9775843738073169	0.976221203868771	0.9766920260209027	0.9769719594043486	0.9766243787304542	0.97595138064359	0.9748687356825182	0.9768074365663086	0.9768977063692803	0.9774024875602227	0.9771255215362175	0.9774336421522141	0.9774085370183636	0.9772750603234623	0.9769395019928085	0.9772568364964526	0.9774215322780131	0.9771584812503605	0.9764606413149033	0.9774379106921672	0.9770870225516295	0.9737924497145544	0.9770009638980003	0.9771524753023643	0.9763318765876422	0.9765295774891513	0.9773625188130165	0.9756139911291635	0.9763882450000074	0.9776233481753681	0.9773325593849125	0.9766872340716621	0.9765464562471541	0.976424526462455
LiJ_2014__MH0303__bin.72	0.9797559077110143	0.9791463256921754	0.9775843738073169	1.0	0.9788028697743645	0.9787249682527004	0.978878836758071	0.9786305110201095	0.9788256703374147	0.9778621556238764	0.9790279494689873	0.9785542198315477	0.9799186852637655	0.9792399041143761	0.9781479947238181	0.9790234800518945	0.9784167447672603	0.97751568846618	0.9794389146042696	0.9791135884681575	0.9794882610830499	0.97957967267393	0.9790143521486805	0.9786076625680801	0.9778454220484422	0.9793730361119896	0.9794143029817982	0.9795348575005971	0.9782506955097371	0.9778573876788288	0.9789223700592382	0.9774802880595539	0.9807734467812799	0.9789413624949141	0.9789599067144936	0.9788749720736746	0.9784673415360265
QinN_2014__HD-40__bin.75	0.9780507242604214	0.9781352474813062	0.976221203868771	0.9788028697743645	1.0	0.9782738964718352	0.9788133852560545	0.978315645074662	0.9785915606317825	0.976612046587345	0.9806848099713641	0.9803022509921008	0.9787514660955269	0.9810742983786859	0.9784888468791256	0.9796164855818071	0.9788845110760054	0.9767802078950756	0.9798011096189371	0.9798858438827712	0.9817796437846286	0.9790789819572231	0.9795605437875434	0.97892883123093	0.9773529354178699	0.9808388844458704	0.9778210875678884	0.9799075416274368	0.9775827092504574	0.9758231255790879	0.9793580470739944	0.9783754586600607	0.9795829972684048	0.9803269654407454	0.9780288812839397	0.9768942947706118	0.9780471812312659
CosteaPI_2017__SID713A005-11-0-0__bin.72	0.9794379416091405	0.978978625802337	0.9766920260209027	0.9787249682527004	0.9782738964718352	1.0	0.9786796072512306	0.9791600416862136	0.9790759032227436	0.9787582691852263	0.979124136162552	0.9787495723046419	0.9789587671703524	0.9793533673905641	0.9781671279938994	0.9794249771741304	0.9783612610564839	0.9779908475544719	0.979162292803871	0.9790963343113902	0.9791123701902603	0.9790774334268401	0.9787638470844223	0.9788173085495231	0.9780303856217294	0.9795658803650739	0.9798731238157712	0.9791377764729189	0.9783396965026215	0.9753919490324555	0.9787162443481254	0.9786010914142865	0.9815796059972925	0.9778893135926258	0.9791641085786628	0.9793178076371555	0.9784727914473617
ZeeviD_2015__PNP_Main_25__bin.24	0.9790597771786304	0.9789557845905654	0.9769719594043486	0.978878836758071	0.9788133852560545	0.9786796072512306	1.0	0.978735929282341	0.9788860201052167	0.978108862192934	0.9795392754947524	0.9782933114779964	0.978735050203424	0.9791888923155971	0.9782941911258634	0.9792002040351796	0.9789648224330451	0.9782046761667521	0.9788566253553068	0.978693529534566	0.9794841687846897	0.9789221196589303	0.9783934216854172	0.9792715072423013	0.9783315938340246	0.9789109681212603	0.9794973544973545	0.9784765121294884	0.9785502244734277	0.9755140200870258	0.9786743471437512	0.9786455656520636	0.9810393258426966	0.9777497891288007	0.9790324257470111	0.978910138241167	0.9784387041182159
ZeeviD_2015__PNP_Main_531__bin.11	0.9804906698300275	0.9798226840120263	0.9766243787304542	0.9786305110201095	0.978315645074662	0.9791600416862136	0.978735929282341	1.0	0.9795838800811175	0.9785091911701272	0.9786373654609128	0.9778354661385963	0.9791063821801873	0.9789966773529857	0.9782914770846273	0.9792662032371063	0.978695224432278	0.979397348304457	0.9792077810004451	0.9786392290878534	0.9788651434133658	0.9795176608461621	0.97831220455751	0.9795061863281838	0.9784329017630418	0.9791943243662804	0.9799471560832549	0.9790247983824111	0.9786531526914195	0.975666195884351	0.9797500099587275	0.9785341381596676	0.9808554148718618	0.9781485814204773	0.9789367325848962	0.9796615471993759	0.978997703163345
Bengtsson-PalmeJ_2015__TRAVELRES50__bin.84	0.9791858531201096	0.9791915712193577	0.97595138064359	0.9788256703374147	0.9785915606317825	0.9790759032227436	0.9788860201052167	0.9795838800811175	1.0	0.9785255337346932	0.9790690980285467	0.9776501321791251	0.9788935478293693	0.9795510401724942	0.9782383554499984	0.9793981527801202	0.9788206364422949	0.9779839886912359	0.9795292689515247	0.9789142628937444	0.9788957092500303	0.979113647917122	0.9787330346824332	0.9787580180068853	0.9784171884485642	0.9795853980533207	0.9795566637126172	0.9783850482400621	0.9781770928690402	0.9761764612251089	0.9996671353893517	0.978648505124841	0.9805406356000406	0.9779516747184239	0.9785079314081955	0.9791342451856523	0.9785595743362202
VogtmannE_2016__MMRS34569532ST-27-0-0__bin.51	0.9776250683254127	0.9790549337878796	0.9748687356825182	0.9778621556238764	0.976612046587345	0.9787582691852263	0.978108862192934	0.9785091911701272	0.9785255337346932	1.0	0.9776345385570887	0.9771461403083068	0.9784476228832817	0.977811881682969	0.9774038663302885	0.9774063054944473	0.9784185038320273	0.977989401593741	0.9774827133068427	0.9782739380619837	0.9768611288100082	0.9788749419226164	0.9781446446926977	0.9777308195881174	0.9782601938590577	0.9780465867728235	0.9787543897244368	0.9790092880496697	0.9770854174644003	0.975249300631843	0.9785756740983093	0.9775950569550109	0.9798635311840619	0.976391330275327	0.9778943984818299	0.9780668222440757	0.9773583211638618
CosteaPI_2017__SID713B014-11-0-0__bin.12	0.9786992649185486	0.9790139499331167	0.9768074365663086	0.9790279494689873	0.9806848099713641	0.979124136162552	0.9795392754947524	0.9786373654609128	0.9790690980285467	0.9776345385570887	1.0	0.9801756022951907	0.9790883141365456	0.9804991946256728	0.9782098884940006	0.9800381677193709	0.978653866168085	0.9780617389884201	0.980032047746029	0.9815193367777704	0.9810893825891294	0.9785343660348873	0.9816422121287622	0.9788288682785188	0.9778363655893623	0.9805899846514397	0.9789960483834326	0.9782701019252548	0.97869040112697	0.9766971843475569	0.979631950422368	0.978777569402902	0.9809268308939592	0.9795717008906738	0.9787565002244709	0.9784114962902198	0.9783884385773999
