	ZeeviD_2015__PNP_Main_25__bin.48	BritoIL_2016__W1.31.ST__bin.11	BritoIL_2016__W2.4.ST__bin.23	BritoIL_2016__W1.15.ST__bin.6	BritoIL_2016__M1.63.ST__bin.48	BritoIL_2016__W1.2.ST__bin.4	LiSS_2016__FAT_DON_19-22-0-0__bin.12	Obregon-TitoAJ_2015__SM40__bin.4	Obregon-TitoAJ_2015__SM24__bin.27	BritoIL_2016__M1.15.ST__bin.93	BritoIL_2016__M2.3.ST__bin.58	BritoIL_2016__W2.65.ST__bin.32	BritoIL_2016__W2.46.ST__bin.68	SchirmerM_2016__G89062__bin.1	BritoIL_2016__W2.40.ST__bin.21	ZeeviD_2015__PNP_Main_37__bin.8	CosteaPI_2017__SID713A049-11-0-0__bin.49	BritoIL_2016__W3.19.ST__bin.44	BritoIL_2016__M1.20.ST__bin.14	Bengtsson-PalmeJ_2015__TRAVELRES20__bin.89	Obregon-TitoAJ_2015__SM29__bin.35	BritoIL_2016__W1.1.ST__bin.12	CM_madagascar__A56_01_1FE__bin.9	ZeeviD_2015__PNP_Main_455__bin.55	CM_madagascar__A32_01_1FE__bin.54	SmitsSA_2017__TZ_12739__bin.2	Obregon-TitoAJ_2015__SM42__bin.6	Obregon-TitoAJ_2015__HCO64__bin.33	BritoIL_2016__M1.59.ST__bin.3	ZeeviD_2015__PNP_Validation_30__bin.18	BritoIL_2016__M1.52.ST__bin.60	BritoIL_2016__W1.26.ST__bin.71	RampelliS_2015__H10__bin.28	Obregon-TitoAJ_2015__SM01__bin.19
ZeeviD_2015__PNP_Main_25__bin.48	1.0	0.5117489542620014	0.6682590917919736	0.48963946041634737	0.5924557453197034	0.8089316732859386	0.6325310705512764	0.7236147257175459	0.5462307778719128	0.7826021514063717	0.825426637308346	0.8255024495087978	0.830109839150859	0.5320821184474325	0.7867790162896624	0.8424799554202126	0.7328820755056313	0.6925931480158509	0.461407993040772	0.48228733709369226	0.7960037563008516	0.7431798071713914	0.8183766560400465	0.8121379206539548	0.5974831456197426	0.707222689208161	0.6913840264247022	0.8122176064704884	0.43206922483961846	0.8132861711352517	0.6945271891879629	0.8327101422889861	0.4352843261872495	0.8942115448146946
BritoIL_2016__W1.31.ST__bin.11	0.8458851389731163	1.0	0.8112340146844006	0.567362652741457	0.6732240647086857	0.9210935277594079	0.713280080199841	0.84156506770063	0.5257452648890621	0.8694877472973257	0.912933596397593	0.8984284746023165	0.9027037261643749	0.6171225928842764	0.9026781149012733	0.9087790836473	0.8200159338644011	0.8886449720974435	0.555027170806087	0.5930050152341281	0.8444033444650859	0.8649938853109345	0.8959085092506968	0.8806606608254693	0.7127440730506398	0.7673097837769112	0.7670179983151448	0.8771610646602072	0.5442521465439887	0.8695984245414441	0.8174584663060966	0.9030814922951259	0.5643633908946472	0.9213935454128857
BritoIL_2016__W2.4.ST__bin.23	0.7854653567869789	0.5768645882386609	1.0	0.5625141468567311	0.6566177369712328	0.8182893165539689	0.6507287419899521	0.7835934186871196	0.49164587458144815	0.8181058952391111	0.8353969315305143	0.9583334417383658	0.9711865928124862	0.5832088843561132	0.8529858648510125	0.8547582871311086	0.7530388098688472	0.8556077489651654	0.48665642455920344	0.5908507887116539	0.7890336168341742	0.7732093006314377	0.8394256961554372	0.8224032875343753	0.6305081681023829	0.6955050070116375	0.7019592258319652	0.8109817333184167	0.5201275623697514	0.8178086486402107	0.7445877703513104	0.9797371481497862	0.5041796644300541	0.8541917624316723
BritoIL_2016__W1.15.ST__bin.6	0.8296563422119331	0.5816050115471493	0.8109108605087496	1.0	0.6750858183379794	0.8627094122158805	0.6930361735663578	0.7808601430665065	0.5385040933073417	0.8395091594256712	0.8785425556752622	0.9399004404138033	0.9533369526590323	0.5825529748325593	0.8445921554397247	0.8945285359452488	0.7888770432546927	0.766897609651035	0.5251997895915319	0.5567910645787095	0.8424824448638862	0.7945488829316913	0.8665631502010789	0.8656039351259309	0.6496633370745534	0.7545853387304419	0.7421483604735879	0.8578055071884871	0.5209531766146553	0.8661477716299248	0.7591554406622804	0.9713857610476166	0.4990056230819214	0.8959631391368189
BritoIL_2016__M1.63.ST__bin.48	0.8806835708556975	0.6054373084911675	0.8304135562547557	0.5922446377526888	1.0	0.9221263906883007	0.7168930840890864	0.822960906492278	0.5793324696156456	0.8931770415612724	0.9235428876961358	0.9805564809673638	0.9914319205379727	0.6295399675077631	0.8951767536553766	0.9385567688732598	0.8238057046496803	0.7947173381043452	0.5370103029181319	0.5740802434861291	0.8798198531679932	0.8497526065765932	0.9165648713677587	0.9132185822691097	0.6960289551072449	0.7912229831163757	0.7746124580994098	0.905549591790569	0.5403417854278487	0.9044720011516236	0.8056330845003805	0.9893787402060584	0.5227161864807617	0.9463063730026527
BritoIL_2016__W1.2.ST__bin.4	0.8386388722517102	0.5777134091070769	0.7217517916520374	0.5278443264925844	0.6431164533665619	1.0	0.6708305509086194	0.7752569583565679	0.5804189585814568	0.8410145466311434	0.8862584935665752	0.8856819292701901	0.8921509233060484	0.5712897370407852	0.8482264767504033	0.8969751314337118	0.7756964093526187	0.7824987206583275	0.5139815407633825	0.5078940544460279	0.8380026435903261	0.8434997969116808	0.8732556778675038	0.8734054124758186	0.6431743966441089	0.7562773796328807	0.7403131461249143	0.8572627595686725	0.47528002092842336	0.8700177386746709	0.7496534877263517	0.8934446073740565	0.4679900681780109	0.9105126316345052
LiSS_2016__FAT_DON_19-22-0-0__bin.12	0.8557179999895191	0.5837870656166878	0.7489738151617078	0.5533282975475623	0.6524379516579538	0.8753837665531494	1.0	0.7877633400285826	0.5615729618730129	0.8876261161140403	0.8910406184284306	0.8986833840779833	0.9035592125308716	0.6151995885528454	0.8623995244701008	0.9194264294906395	0.8079748580035679	0.7703591852807326	0.5214478807402155	0.5372529613938894	0.8401075631862599	0.8129981666046552	0.9014113925045648	0.9089680656818188	0.6606863591343739	0.7580202624248282	0.7563380903791288	0.866814945353739	0.4909748886974059	0.869208316083646	0.7826771464912078	0.9052825592372357	0.4898624242292665	0.9182361074823342
Obregon-TitoAJ_2015__SM40__bin.4	0.7212857404469666	0.5074966959599146	0.6645207873213116	0.45935810057961357	0.5518425401504303	0.7453881336972373	0.5804260722409886	1.0	0.5017535130937067	0.7390437148221776	0.7582931957734763	0.7610445400048098	0.7721481004251677	0.5116777683884448	0.7836923833877939	0.7843526398121937	0.6762073811924552	0.6829031645974587	0.4454298341029889	0.4693507533652669	0.7470478760372701	0.6914931172266803	0.7807060606796062	0.7453070495749426	0.5703319264042997	0.6429799904243513	0.8473682410592344	0.7566654458082266	0.4179323879770449	0.7463247380486417	0.6685032863891199	0.7734515139012385	0.43770367559290696	0.8027300527543229
Obregon-TitoAJ_2015__SM24__bin.27	0.80402316218006	0.4681805112198428	0.6156907560615823	0.46779930780628026	0.5736622651791045	0.8240827700129756	0.6110120543361481	0.74093969899592	1.0	0.8110542473635467	0.8435168132697886	0.8684783060232583	0.8829705520363023	0.5180986095035315	0.7987987205249529	0.8921373537803894	0.7363986540587167	0.6382330733059052	0.4512454681186064	0.35268972404293913	0.895055026061118	0.7629932939151627	0.8694305000199561	0.8516890650823375	0.5938082139561176	0.7348265972463756	0.697042659757219	0.8493774084847083	0.37088404166846545	0.8621102541274637	0.701986086075405	0.8869169848113246	0.3435498020267315	0.9059828572499107
BritoIL_2016__M1.15.ST__bin.93	0.7500141863529936	0.5041241186562474	0.6670460300750684	0.4748233335012715	0.5758402431037088	0.7774434335747223	0.6287959100876902	0.7105565027855634	0.5280632578760776	1.0	0.7924364199478685	0.8081018659694583	0.8154501316546591	0.5472246455400493	0.7675702622221398	0.8276631231720155	0.706189227387351	0.6708914598154978	0.4568064000339412	0.4757010312285382	0.7567981799041692	0.7202663322046123	0.8015257621518709	0.8122485236912096	0.5787941865120928	0.674866290308467	0.6709683578036875	0.7790211681599902	0.4252114031761521	0.7853968068773318	0.6936638709386592	0.8146604688655955	0.42356843788366133	0.8279998833271904
