	VatanenT_2016__G78518__bin.7	XieH_2016__YSZC12003_37222__bin.70	XieH_2016__YSZC12003_37198R1__bin.35	FengQ_2015__SID31875__bin.81	BackhedF_2015__SID244_12M__bin.30	ZeeviD_2015__PNP_Main_120__bin.33	KarlssonFH_2013__S195__bin.50	KarlssonFH_2013__S347__bin.23	NielsenHB_2014__V1_UC12_0__bin.18	LiSS_2016__FAT_024-22-42-0__bin.42	XieH_2016__YSZC12003_35551__bin.38	VogtmannE_2016__MMRS61683006ST-27-0-0__bin.32	KarlssonFH_2013__S131__bin.18	HMP_2012__SRS062427__bin.9	CosteaPI_2017__daisy-11-7-0__bin.15	BackhedF_2015__SID637_12M__bin.11	LeChatelierE_2013__MH0067__bin.22	XieH_2016__YSZC12003_36697__bin.29	NielsenHB_2014__O2_UC56_2__bin.28	CosteaPI_2017__daisy-11-60-0__bin.48	CosteaPI_2017__daisy-11-2-0__bin.19	ZeeviD_2015__PNP_Main_318__bin.41	HMP_2012__SRS019397__bin.17	HMP_2012__SRS015960__bin.17	HMP_2012__SRS056259__bin.14	VogtmannE_2016__MMRS91297590ST-27-0-0__bin.21	VogtmannE_2016__MMRS64281211ST-27-0-0__bin.35	CosteaPI_2017__daisy-11-0-0__bin.59	HMP_2012__SRS043001__bin.11	Obregon-TitoAJ_2015__NO16__bin.20	NielsenHB_2014__MH0067__bin.16	LoombaR_2017__SID1015_aao__bin.28	NielsenHB_2014__O2_UC59_2__bin.8	HMP_2012__SRS053335__bin.28
VatanenT_2016__G78518__bin.7	1.0	0.7403893743760882	0.6803756321099259	0.7729323113317262	0.7352478450494668	0.7398273294170671	0.7452540755885648	0.7812112259519876	0.7268057314858807	0.7091909221731694	0.7833221356488265	0.7881563323859151	0.7833564531836377	0.746664144963368	0.6815622562025131	0.7423614887099124	0.7890722292594352	0.7857190248024263	0.8085287462736876	0.7881052373896406	0.7869506429962106	0.5396195939396758	0.751349632382941	0.7418734171037068	0.7429753912770927	0.5974873463623032	0.7465207739290451	0.6593877904312037	0.6732383474810548	0.5481631348839267	0.7337310100108062	0.6640610760606215	0.7831032660379186	0.7501744474686243
XieH_2016__YSZC12003_37222__bin.70	0.6125206936929661	1.0	0.8462900246305419	0.8387462902769927	0.8690013526609062	0.8094912127513527	0.7529374949527579	0.8575346493176128	0.8673969605507551	0.8365097310829362	0.855209132480013	0.8199604548574659	0.8450137032625373	0.9212157039893402	0.6939894916417669	0.9003794264313979	0.8431563181377695	0.850598476742308	0.8478937858354195	0.8460799331745135	0.8429619993135751	0.6423334914802552	0.9066600884276832	0.906858823588791	0.9080960288298474	0.603629345675523	0.9023396491157231	0.6178064180731648	0.8327381793587983	0.6800458541952676	0.7690445065816037	0.7756235867721877	0.812026821044981	0.899964290761528
XieH_2016__YSZC12003_37198R1__bin.35	0.625872516790906	0.9410133050480051	1.0	0.8565501720831106	0.867087018072585	0.8212783958178121	0.7711392841959938	0.8635843235302784	0.865243420784946	0.8379339082999759	0.875389519556302	0.8375705204023363	0.8538633465078984	0.9509938448544134	0.7110413799199424	0.8876170312471501	0.8524006751438469	0.8703904806401239	0.8627242587377952	0.8574200581701245	0.8574432083643757	0.6428661624133447	0.8940289335336878	0.973920253894494	0.9868654216071285	0.6291963234685446	0.9075605728340188	0.6305649910135155	0.8218080442014375	0.6814827909874188	0.7823741436181929	0.7706110388544442	0.8369433605944409	0.8918352772481295
FengQ_2015__SID31875__bin.81	0.6409524616579354	0.8407258115515667	0.77214707972974	1.0	0.8269004080207829	0.8704976689947208	0.7989839953658148	0.9002783799576549	0.8214959665893459	0.797184833667659	0.906334819881464	0.8998521462196736	0.8854816188281481	0.8479686231258995	0.737649972301131	0.8400782398190846	0.9073434887421171	0.9080612562385695	0.9106806333049178	0.9017815811374497	0.9001152222359944	0.6001630312428066	0.8688749452978956	0.8479781090399496	0.8484530371367212	0.5654117013176567	0.8532529096460363	0.6632083132021157	0.7754949749951305	0.6310852138630942	0.8302748638455137	0.7156945080352016	0.9083749237964904	0.8527811435206147
BackhedF_2015__SID244_12M__bin.30	0.6008972466817579	0.8584723621097139	0.7703569540980664	0.8149581417844214	1.0	0.7909289332761595	0.7405357801733164	0.834025568663429	0.886874993767389	0.8328806380199244	0.8371830094037634	0.8022797644571645	0.8252961736754455	0.8561145653626382	0.683771652090667	0.8807626721447163	0.8208211589664836	0.8265670030614586	0.8285520896698211	0.8250325342294997	0.8249209704923264	0.6217390979168121	0.8579226458181674	0.8454898333649118	0.8501057050828189	0.573769183976705	0.8786142911277536	0.6076789507274704	0.8051498818296952	0.6420605261320915	0.7460609898383509	0.7169173007309606	0.7962472202554872	0.887541259884921
ZeeviD_2015__PNP_Main_120__bin.33	0.6027293342859805	0.797156348047591	0.7273529868596813	0.8552148115933026	0.7884296853157714	1.0	0.7533782734304619	0.8417781367462955	0.7771911403808517	0.7518461681836538	0.8535901338883539	0.835360815134665	0.8403441955826163	0.7992196576682924	0.6946165077195489	0.792327047932652	0.8492081637724831	0.8512105868099779	0.8499133298126805	0.8515050790593643	0.8506557733528005	0.565965642570905	0.8045994221987511	0.799437731042838	0.8005635115404927	0.530271193811935	0.8017893199962723	0.6242794569910846	0.7335714951383928	0.6143537013450965	0.7741486750955235	0.6745338759280545	0.8414413966636638	0.7991121742101829
KarlssonFH_2013__S195__bin.50	0.6439914542080514	0.786455367874992	0.7243883247928133	0.8325866968220831	0.78298841757871	0.7990921743531346	1.0	0.8410336401594231	0.7732959817380485	0.7728775226165623	0.8845408679698868	0.8337972628160518	0.8349412707450287	0.8110133168849244	0.6999101136627233	0.7935520391809536	0.8351653275974779	0.8567301406549841	0.8373703106218764	0.8401084171569558	0.8390929124227663	0.5771388203538517	0.7967534162080091	0.7916508508888467	0.7911572668227157	0.579739197823749	0.7938162944686953	0.6536581894097552	0.729562720102908	0.5960531726450307	0.7698718658400286	0.6830511534973956	0.828364543134898	0.7981076421838426
KarlssonFH_2013__S347__bin.23	0.6277824285218765	0.8329746200110556	0.7544114997444474	0.8724351282481839	0.8200750356364117	0.8303216530882642	0.7821288450860974	1.0	0.8080444526700651	0.7821711307681655	0.8764302059496567	0.8710795350781182	0.8669208301721212	0.8391250418260551	0.719873290034429	0.8475772755518894	0.8758375935647321	0.891296380958451	0.8793240174094443	0.8861767492483567	0.885634389413136	0.5984337138227606	0.8234370537788079	0.8251609613680461	0.8266470886001478	0.5629253847690651	0.8232764907541438	0.6505541875694804	0.7697170781451662	0.6319570671631455	0.7939510638219638	0.6907739995759176	0.8597052994377843	0.8412092969668297
NielsenHB_2014__V1_UC12_0__bin.18	0.596078588346844	0.8598891837512033	0.7714119346060294	0.8124679850618846	0.8899818183296504	0.7823859830391973	0.7339309246633389	0.8246691555186404	1.0	0.8344729973737588	0.8325422503366455	0.7987069561307004	0.8219947550227881	0.8623215372424029	0.6777904048064155	0.8801648421409464	0.8200396156518726	0.8242832562890003	0.8361823370732827	0.819543012753438	0.8180851017254137	0.6381641203780437	0.8727464454427928	0.844823477683829	0.8453970102504093	0.5750949268323803	0.8825190150750878	0.6028734169219001	0.8198776255376476	0.6451490840678656	0.7478558200421174	0.7251428046055228	0.7926069963467789	0.8954832277687332
LiSS_2016__FAT_024-22-42-0__bin.42	0.616991942846224	0.8796840831404853	0.792481184051294	0.836355650623129	0.8866100242033078	0.8028850236725334	0.7781283836861212	0.8467933271055816	0.8852041357932953	1.0	0.8510335502430947	0.8218701566845714	0.8400067142948132	0.8906863707776904	0.7006326829578989	0.898338809154795	0.8413363039001295	0.8466427198997898	0.8439981369822297	0.8435244209252457	0.841926790301692	0.6545137045922592	0.8797862571919917	0.8656915458270525	0.8668619031443069	0.6090761077259507	0.8996909566675867	0.6276843909895755	0.8328923483577844	0.6457824674635357	0.7713868866903039	0.7473733307148469	0.8179789176450607	0.9081700760068788
XieH_2016__YSZC12003_35551__bin.38	0.6382953469975187	0.8423508546692526	0.7754351645114804	0.8906059399000384	0.834709259584929	0.8537657087071431	0.8341102112266883	0.8887056391951623	0.8271844913588517	0.7970978468437174	1.0	0.8722057097262709	0.8776133018563664	0.8531175682116605	0.7186908680546277	0.8468816239430432	0.8817904834581247	0.9168994400389257	0.8842742970347728	0.8788362553511984	0.8767569858422004	0.6054067221428532	0.8529429493437499	0.8386167451415872	0.8388584773110435	0.5693612864377068	0.8512110533121968	0.6485276398053964	0.7801629237536967	0.6368617323061684	0.8047462775420872	0.7100295236384855	0.8658218676264697	0.8576197521903483
VogtmannE_2016__MMRS61683006ST-27-0-0__bin.32	0.6501356892219855	0.8175681371260054	0.7510621754813287	0.8951141815052508	0.8097501229821182	0.845811876990203	0.795932720288967	0.8941466802376857	0.8033298902533998	0.7792530739238908	0.882936121011888	1.0	0.871753869690538	0.8248155897291374	0.73322567942116	0.8360670381502483	0.8883190263087374	0.8964056510126053	0.9009147856588382	0.8889361386256953	0.8871338687091974	0.5985901405456002	0.8246501457542547	0.8225100681780152	0.8228805871940073	0.5613111466462682	0.8232806722435335	0.6622332294538085	0.7609416341335453	0.6155975295377256	0.8132684809726848	0.7027015805875714	0.8894733597456567	0.845495457524933
KarlssonFH_2013__S131__bin.18	0.6536122633507616	0.8522439562299524	0.7744832101767842	0.8909553906680996	0.8425664157721829	0.8606488896185169	0.806196578341373	0.9001181615663757	0.8362663744760835	0.8056143606072117	0.8986336654201481	0.8817856204309429	1.0	0.8541643202973828	0.735666149351893	0.8521548737351081	0.8924004359951819	0.9005661192547358	0.9117383367152866	0.9056438214608639	0.9040568804455652	0.6086326027932453	0.8601239392024698	0.8524316657726602	0.8533473065589532	0.5653690528685518	0.8589009638089639	0.6662715221716785	0.7870482960745798	0.641369147041475	0.8128924004359952	0.7165884967774407	0.8805976417318402	0.8590937637799484
HMP_2012__SRS062427__bin.9	0.5931594686156575	0.884599959288321	0.8212714887388588	0.8123470282897702	0.8321691327927727	0.779328160365242	0.745587144802718	0.8295301436056006	0.8352764274532422	0.8133072665500245	0.8317135497191379	0.7943490735669732	0.8132551652942631	1.0	0.687832296962618	0.8693979033485356	0.8125929946832486	0.8295368077197098	0.8194527914156517	0.8274921363453513	0.8269050884752023	0.6119268256037688	0.8594211186987771	0.8834022362343635	0.8843933717509413	0.6433505469420199	0.8718890703681984	0.6109072161450887	0.7867525893112457	0.6783001904724978	0.741068269608247	0.7284585540568703	0.8023132957558075	0.8574188553232944
CosteaPI_2017__daisy-11-7-0__bin.15	0.6783188228481131	0.8348734358314239	0.7692829055074065	0.8853078396087292	0.8326701089064349	0.8485578948247243	0.8061110255147231	0.8915459188359026	0.8225050529276621	0.8014979283565823	0.8777870795330435	0.8846558734259646	0.8775024610015687	0.8617171377546102	1.0	0.8596117196044486	0.8894063464619639	0.9018369659512748	0.8977559157013038	0.9506387978320417	0.9496946232902965	0.6074875166312096	0.8473913383370536	0.8414439495033597	0.8420124275835583	0.6296991468274902	0.8414758267788848	0.7565570417281126	0.7748303104315348	0.6410535287764515	0.8204292351047738	0.7268018819736284	0.8977027869087619	0.8454073574269878
BackhedF_2015__SID637_12M__bin.11	0.561851864891805	0.823704364679692	0.7302892182524543	0.7667287902863209	0.815640607260787	0.7360696584893975	0.6950340160005356	0.7982611927850409	0.8122416045093782	0.7815022449348279	0.7865889169076867	0.7671068420442038	0.7729727046630808	0.8282831197869981	0.6537028582444431	1.0	0.7731233481879777	0.7928299453931652	0.7845514776629129	0.7884982225795597	0.7879597152664226	0.6030248758056687	0.820278811728493	0.8020307439770006	0.8013006134827686	0.5579992000309367	0.8295540663073925	0.5842758173276993	0.7729444229285217	0.6272496244012498	0.7025604204628162	0.6822535578710665	0.7602199510899146	0.8843155849095591
