	NielsenHB_2014__O2_UC40_2__bin.23	XieH_2016__YSZC12003_36525__bin.8	HMP_2012__SRS011134__bin.15	BritoIL_2016__W1.27.ST__bin.1	ZeeviD_2015__PNP_Main_396__bin.77	LiJ_2014__MH0378__bin.31	ZeeviD_2015__PNP_Main_100__bin.9	ZellerG_2014__CCIS25399172ST-4-0__bin.32	LiJ_2014__O2.UC40-1__bin.93	ZellerG_2014__CCIS38765456ST-20-0__bin.8	NielsenHB_2014__V1_UC37_0__bin.17	ZeeviD_2015__PNP_Validation_3__bin.20	NielsenHB_2014__O2_UC40_0__bin.26	XieH_2016__YSZC12003_35391__bin.11	HMP_2012__SRS022609__bin.67	ZeeviD_2015__PNP_Main_473__bin.12	NielsenHB_2014__V1_CD29_0__bin.45	ZeeviD_2015__PNP_Validation_29__bin.13	XieH_2016__YSZC12003_35740__bin.120	ZeeviD_2015__PNP_Main_619__bin.16	HMP_2012__SRS011061__bin.29	XieH_2016__YSZC12003_35520__bin.90	LeChatelierE_2013__MH0198__bin.6	QinJ_2012__T2D-033__bin.32	XieH_2016__YSZC12003_37331__bin.7	ZellerG_2014__CCIS09568613ST-4-0__bin.28	ZeeviD_2015__PNP_Main_575__bin.29	ZellerG_2014__CCIS90443472ST-4-0__bin.80	ZeeviD_2015__PNP_Main_215__bin.8
NielsenHB_2014__O2_UC40_2__bin.23	1.0	0.9904755630019292	0.9915257465845135	0.9909814080660454	0.9916664389484326	0.9887056304605346	0.9905051587195735	0.9939981520672109	0.9999256342353262	0.9915104231106503	0.991687074441484	0.9905579751605934	0.9998693168751798	0.9900421152362319	0.9912979265540477	0.9917955709762605	0.9914364957410109	0.9910874407760188	0.988796452364537	0.9916889010227623	0.9922512143316219	0.9920370792492972	0.9899829665618748	0.9899008430439361	0.9901962894106265	0.9912515157932927	0.9893380226150419	0.9907134729109589	0.9901432019871025
XieH_2016__YSZC12003_36525__bin.8	0.9904755630019292	1.0	0.9906303116147309	0.9922742906103581	0.9910488671420277	0.9880665271596705	0.9921411335300268	0.9907148012473956	0.9902270110449332	0.9896733603952963	0.9911636794322004	0.9900332886611948	0.990277721803662	0.9933120097811788	0.9907627346645121	0.9900715346584791	0.9913691293017833	0.9914674175650232	0.9907878135274962	0.9914613669023987	0.9914543022817848	0.9913876793832963	0.9930563698067969	0.992355310347337	0.9922513499054101	0.9906425098795992	0.9912688875251843	0.9911994175232051	0.9903118395571819
HMP_2012__SRS011134__bin.15	0.9915257465845135	0.9906303116147309	1.0	0.9918117309336892	0.9917214869654428	0.989384031144286	0.9926962319650129	0.9916113619010434	0.9910772347948636	0.991352789361359	0.9925444863831911	0.9912156325653819	0.9913243030648549	0.9922339956337222	0.9998618026937316	0.9915457007706875	0.9921558383206158	0.9924116775665545	0.9916325354361232	0.9934483169105516	0.9936518891421521	0.9924646410719853	0.991198606793682	0.9902421696653244	0.9900263794177936	0.9926143279247703	0.9911759205991238	0.9923881760081754	0.9908555084309663
BritoIL_2016__W1.27.ST__bin.1	0.9909814080660454	0.9922742906103581	0.9918117309336892	1.0	0.993487675131395	0.9888347344733285	0.9928370302053238	0.9915303072170927	0.9906568736141906	0.9906254421961228	0.9919539019427008	0.9906738080077906	0.9911046230474717	0.9921058262393387	0.9916688625197627	0.9908483164545	0.9922470199587986	0.9922397998311433	0.9914299258417204	0.992939746512138	0.9928377558874731	0.9923489944036619	0.9918007755951689	0.9919998412535677	0.9918955352357441	0.9923366362510605	0.9915704875438901	0.9927360396413029	0.9909460154360737
ZeeviD_2015__PNP_Main_396__bin.77	0.9916664389484326	0.9910488671420277	0.9917214869654428	0.993487675131395	1.0	0.9895108113015598	0.9925743177253007	0.9916729275647617	0.9911575153968869	0.9913194640100076	0.9926191732795506	0.9915016024550821	0.9919267852799144	0.991673105689243	0.991871437508689	0.9917905507296718	0.9930407818147321	0.9930124912284612	0.9909509432193467	0.9936537840694502	0.994186103064625	0.993883742881741	0.991373677558587	0.9902434974768688	0.9908799828003886	0.9932105462697318	0.9928669638422658	0.9931262781520891	0.990935001266507
LiJ_2014__MH0378__bin.31	0.9887056304605346	0.9880665271596705	0.989384031144286	0.9888347344733285	0.9895108113015598	1.0	0.9893304897601576	0.9896352249088293	0.9884079424083915	0.9899783376982701	0.9893589493697641	0.9891828604416107	0.9887170748137832	0.9875057747355506	0.9895282903113554	0.9892062848633654	0.9891001943461631	0.9888703790083146	0.9902218101569414	0.9887082266339914	0.9891520788770426	0.9892993366455348	0.9871862204528318	0.9866218442318799	0.9869465872685836	0.9889048861128148	0.9900324431032111	0.9892700233318855	0.9912705680309507
ZeeviD_2015__PNP_Main_100__bin.9	0.9905051587195735	0.9921411335300268	0.9926962319650129	0.9928370302053238	0.9925743177253007	0.9893304897601576	1.0	0.9903178397882283	0.9904946751898454	0.9907451639073829	0.9927828990981751	0.9909632386461299	0.9906967765685067	0.9916338528436891	0.9926319373815488	0.9915336999587825	0.9928326889698318	0.9946269820042424	0.9915855325446655	0.9943857164106448	0.9940075790649121	0.9939390124881682	0.9919034850569286	0.9918762755941177	0.9917703874486204	0.9920867651363746	0.9946990156909136	0.9933020064798582	0.991082719051296
ZellerG_2014__CCIS25399172ST-4-0__bin.32	0.9939981520672109	0.9907148012473956	0.9916113619010434	0.9915303072170927	0.9916729275647617	0.9896352249088293	0.9903178397882283	1.0	0.9939003426623281	0.9915690192630485	0.9917566090460553	0.9902356558870251	0.9944729227852913	0.9909680550840515	0.9911345387888757	0.9915106553739097	0.9914829266723163	0.990574240587206	0.9888459187259105	0.9920204600203147	0.9924373176163416	0.9924447599090354	0.9898522996862325	0.9898788913782568	0.9905373352035789	0.9913045495335485	0.9901420560463223	0.9918839796796313	0.9895886852559667
LiJ_2014__O2.UC40-1__bin.93	0.9999256342353262	0.9902270110449332	0.9910772347948636	0.9906568736141906	0.9911575153968869	0.9884079424083915	0.9904946751898454	0.9939003426623281	1.0	0.991369973893316	0.9914384406743323	0.9903669793327077	0.9998682486933872	0.9893374871532024	0.9908251665507816	0.9916210999740209	0.9912011315561445	0.9903878517269988	0.9881601637886568	0.9911979090712515	0.9918235720990057	0.9918238924382028	0.9895974175625515	0.9895444493782812	0.9897611593308524	0.9906585096448486	0.9892212811274298	0.9900555141818002	0.9893800193903028
ZellerG_2014__CCIS38765456ST-20-0__bin.8	0.9915104231106503	0.9896733603952963	0.991352789361359	0.9906254421961228	0.9913194640100076	0.9899783376982701	0.9907451639073829	0.9915690192630485	0.991369973893316	1.0	0.9918671676056953	0.99496513003093	0.9915169807789047	0.9899723242571441	0.9914886561995959	0.9951172741557276	0.9909811549643388	0.9910319276860201	0.9906926831861954	0.9915152849321085	0.9919538082032917	0.9918055499149453	0.9900957097504308	0.9891396454735676	0.989517715356878	0.9913115199298767	0.9899675671924496	0.9920522283450454	0.991029879943621
NielsenHB_2014__V1_UC37_0__bin.17	0.991687074441484	0.9911636794322004	0.9925444863831911	0.9919539019427008	0.9926191732795506	0.9893589493697641	0.9927828990981751	0.9917566090460553	0.9914384406743323	0.9918671676056953	1.0	0.9917792487195763	0.9916581650538642	0.9924302356540872	0.9923210476185439	0.9920365754958171	0.9942834995128446	0.9931252549789156	0.9917123456313426	0.9942273517550181	0.9944802158986413	0.9937903917442672	0.9919661701448866	0.991054549850344	0.991127875138627	0.9934224289268475	0.9923010847980738	0.9941193853977128	0.9915210422913866
ZeeviD_2015__PNP_Validation_3__bin.20	0.9905579751605934	0.9900332886611948	0.9912156325653819	0.9906738080077906	0.9915016024550821	0.9891828604416107	0.9909632386461299	0.9902356558870251	0.9903669793327077	0.99496513003093	0.9917792487195763	1.0	0.9917521666256808	0.9900133209851129	0.9908752147064813	0.9995431614561717	0.9916205317694493	0.9910954974943937	0.989483070615207	0.9921038157752371	0.9925938749344052	0.9922274391932467	0.9899929909984462	0.9893914576161257	0.9898758546794422	0.9910587313735117	0.9897125352843635	0.9921416082655676	0.9892609648007245
NielsenHB_2014__O2_UC40_0__bin.26	0.9998693168751798	0.990277721803662	0.9913243030648549	0.9911046230474717	0.9919267852799144	0.9887170748137832	0.9906967765685067	0.9944729227852913	0.9998682486933872	0.9915169807789047	0.9916581650538642	0.9917521666256808	1.0	0.9911858306081689	0.9912224915257645	0.9915546623002021	0.9914118176569848	0.9915937006103712	0.9904956030818622	0.9922113187866006	0.9923890419434866	0.9920567713918789	0.9909957108725064	0.9898641423206095	0.9899879175371913	0.9918210779896515	0.9906446051132967	0.9918087417131078	0.9914174511997191
XieH_2016__YSZC12003_35391__bin.11	0.9900421152362319	0.9933120097811788	0.9922339956337222	0.9921058262393387	0.991673105689243	0.9875057747355506	0.9916338528436891	0.9909680550840515	0.9893374871532024	0.9899723242571441	0.9924302356540872	0.9900133209851129	0.9911858306081689	1.0	0.9919100558223017	0.9906472930212408	0.9916375434868324	0.9912005324110899	0.9896610281518993	0.9930099942092326	0.9928899081460053	0.9923286041923074	0.9926084132018652	0.9923914698788078	0.9924425650425939	0.991164648854851	0.9898976122615245	0.9913528417740386	0.9895674148278433
HMP_2012__SRS022609__bin.67	0.9912979265540477	0.9907627346645121	0.9998618026937316	0.9916688625197627	0.991871437508689	0.9895282903113554	0.9926319373815488	0.9911345387888757	0.9908251665507816	0.9914886561995959	0.9923210476185439	0.9908752147064813	0.9912224915257645	0.9919100558223017	1.0	0.9916706371056784	0.9922153112951875	0.9921066084242284	0.9911005069901303	0.9933453623991765	0.9936413895625471	0.9924775776916023	0.9907197584377306	0.9901420267574995	0.9899677543486751	0.9921335057798752	0.9905260496376413	0.992346458857063	0.990363871185547
ZeeviD_2015__PNP_Main_473__bin.12	0.9917955709762605	0.9900715346584791	0.9915457007706875	0.9908483164545	0.9917905507296718	0.9892062848633654	0.9915336999587825	0.9915106553739097	0.9916210999740209	0.9951172741557276	0.9920365754958171	0.9995431614561717	0.9915546623002021	0.9906472930212408	0.9916706371056784	1.0	0.992103837244224	0.992014172850251	0.9909659880506781	0.9925458501536464	0.9926159881513836	0.9922529525736875	0.9901607222868393	0.9898325939997977	0.9899941593293042	0.9919851862363839	0.991264271391742	0.9922592917628803	0.991154485008003
NielsenHB_2014__V1_CD29_0__bin.45	0.9914364957410109	0.9913691293017833	0.9921558383206158	0.9922470199587986	0.9930407818147321	0.9891001943461631	0.9928326889698318	0.9914829266723163	0.9912011315561445	0.9909811549643388	0.9942834995128446	0.9916205317694493	0.9914118176569848	0.9916375434868324	0.9922153112951875	0.992103837244224	1.0	0.9927030827085063	0.9916297490850614	0.99433848921639	0.9946367760216284	0.9941621136142504	0.9912119873006322	0.9905234526065845	0.9908392548084078	0.9926214972361622	0.9924242973971221	0.994143893206729	0.9911940405074137
ZeeviD_2015__PNP_Validation_29__bin.13	0.9910874407760188	0.9914674175650232	0.9924116775665545	0.9922397998311433	0.9930124912284612	0.9888703790083146	0.9946269820042424	0.990574240587206	0.9903878517269988	0.9910319276860201	0.9931252549789156	0.9910954974943937	0.9915937006103712	0.9912005324110899	0.9921066084242284	0.992014172850251	0.9927030827085063	1.0	0.9911813911284606	0.9950805565627757	0.994521908021754	0.9935277350137018	0.9920704583310082	0.9910157983326598	0.9912270172581765	0.992275680851817	0.9921294450747703	0.992831153574517	0.9904566401722433
XieH_2016__YSZC12003_35740__bin.120	0.988796452364537	0.9907878135274962	0.9916325354361232	0.9914299258417204	0.9909509432193467	0.9902218101569414	0.9915855325446655	0.9888459187259105	0.9881601637886568	0.9906926831861954	0.9917123456313426	0.989483070615207	0.9904956030818622	0.9896610281518993	0.9911005069901303	0.9909659880506781	0.9916297490850614	0.9911813911284606	1.0	0.9919678690963183	0.9927693144001166	0.9919061754896034	0.9892806215768178	0.9896192264274639	0.9901051785390412	0.9914584078349709	0.9899942004246337	0.9906053876750428	0.9903249578054056
ZeeviD_2015__PNP_Main_619__bin.16	0.9916889010227623	0.9914613669023987	0.9934483169105516	0.992939746512138	0.9936537840694502	0.9887082266339914	0.9943857164106448	0.9920204600203147	0.9911979090712515	0.9915152849321085	0.9942273517550181	0.9921038157752371	0.9922113187866006	0.9930099942092326	0.9933453623991765	0.9925458501536464	0.99433848921639	0.9950805565627757	0.9919678690963183	1.0	0.9959046327650679	0.9947256748159039	0.9925828238245288	0.9918045499017295	0.9915083856513807	0.9945730811089487	0.9935392662668192	0.9936048134888708	0.991464487407537
HMP_2012__SRS011061__bin.29	0.9922512143316219	0.9914543022817848	0.9936518891421521	0.9928377558874731	0.994186103064625	0.9891520788770426	0.9940075790649121	0.9924373176163416	0.9918235720990057	0.9919538082032917	0.9944802158986413	0.9925938749344052	0.9923890419434866	0.9928899081460053	0.9936413895625471	0.9926159881513836	0.9946367760216284	0.994521908021754	0.9927693144001166	0.9959046327650679	1.0	0.9944112284136045	0.9923597985534851	0.9913523197596372	0.9918214943245456	0.9946270098976133	0.9928537643475823	0.9940404434047989	0.9922295397960004
