	ZellerG_2014__CCIS32452666ST-4-0__bin.6	XieH_2016__YSZC12003_35697__bin.54	XieH_2016__YSZC12003_36703__bin.13	QinJ_2012__T2D-012__bin.17	RaymondF_2016__P25C7__bin.100	XieH_2016__YSZC12003_35698__bin.37	BritoIL_2016__W2.44.ST__bin.2	YuJ_2015__SZAXPI017454-20__bin.20	BritoIL_2016__WL.35.ST__bin.27	HMP_2012__SRS011586__bin.30	HMP_2012__SRS055982__bin.27	LeChatelierE_2013__MH0117__bin.29	ZeeviD_2015__PNP_Main_517__bin.12	FengQ_2015__SID31009__bin.69	BritoIL_2016__W2.4.ST__bin.34	Bengtsson-PalmeJ_2015__TRAVELRES35__bin.52	BritoIL_2016__W1.11.ST__bin.39	ZeeviD_2015__PNP_Main_536__bin.21	NielsenHB_2014__V1_UC10_0__bin.17	LoombaR_2017__SID1009_aai__bin.30	LeChatelierE_2013__MH0137__bin.2	XieH_2016__YSZC12003_35666__bin.97	LiJ_2014__MH0346__bin.54	QinJ_2012__T2D-042__bin.53	YuJ_2015__SZAXPI015255-46__bin.60	LiJ_2014__V1.CD4-0-PN__bin.30	XieH_2016__YSZC12003_35658__bin.68	BritoIL_2016__WL.5.ST__bin.18	QinJ_2012__NLM004__bin.41	XieH_2016__YSZC12003_37316__bin.112	HMP_2012__SRS022609__bin.55	HMP_2012__SRS011134__bin.62
ZellerG_2014__CCIS32452666ST-4-0__bin.6	1.0	0.7483886556525416	0.7802567277779455	0.735334803225709	0.7656008940167326	0.7207997825364705	0.7484466459270893	0.7516675224259265	0.7401286659216527	0.7283590564499078	0.6762064695400042	0.6570225618411912	0.7422163158053702	0.7618774351384819	0.4810824851248905	0.7634467969434293	0.7475224259264852	0.7402820985230602	0.6507149113534084	0.62495273188559	0.43130025068712435	0.7432649732701079	0.6825551964722583	0.5672004590896735	0.7212153795040623	0.7544075628983056	0.7574798393186143	0.5882400555740132	0.5880479627895738	0.7241052281856897	0.7481204506327584	0.40901990395360777
XieH_2016__YSZC12003_35697__bin.54	0.45484316259398494	1.0	0.8644369713345864	0.8459909539473685	0.8639956825657895	0.8513796698778195	0.8762093221334587	0.8310627643327068	0.8616607436560151	0.818012071193609	0.732074571193609	0.7228214579417294	0.8409267798402256	0.8486585115131579	0.4696700246710526	0.8512900904605263	0.8442390155075188	0.847117304981203	0.697019648731203	0.5819681038533835	0.4247944078947368	0.9466084645206767	0.737351679981203	0.5095982142857143	0.7554261630639098	0.870811795112782	0.8679246945488722	0.6017497356672933	0.5812176926691729	0.8254948895676691	0.7264890742481203	0.43238369360902257
XieH_2016__YSZC12003_36703__bin.13	0.463919421549937	0.8456757754641435	1.0	0.8018085902650176	0.8464235483078497	0.7820288851504238	0.824760403811702	0.8285409306862701	0.8142269350507926	0.8984716988450825	0.7131490215740726	0.7110464940874944	0.8376873203297959	0.9221224393628774	0.4625625119420975	0.9246020857187598	0.8519603716308919	0.8256475310566368	0.6619621387021651	0.5766240893477208	0.42510060094789726	0.8373662305496453	0.7397305144476035	0.49736735113142844	0.7388196825880268	0.8365775133715576	0.8921619614203805	0.5831284919411494	0.579026156964775	0.8140092835890798	0.7534691344367712	0.40945699192750123
QinJ_2012__T2D-012__bin.17	0.4394824020748973	0.8319315838421414	0.8059758718092388	1.0	0.8213224293396951	0.7794143556092122	0.8183692242818441	0.7885216356568101	0.8198118902245303	0.763636009172987	0.7391684525494319	0.6811181166494337	0.7934099481853313	0.801574946423517	0.45926598774239386	0.7921160255780773	0.8176666647411865	0.8074777462640873	0.6842525575189033	0.571834366353391	0.4083293379621874	0.8344992115159112	0.7074882882674723	0.4997443925206652	0.7451449020026918	0.8165128208090482	0.8068683318218315	0.5848133054523819	0.561843290953517	0.7680174390729969	0.694926696973723	0.4095510550668045
RaymondF_2016__P25C7__bin.100	0.4125001057764348	0.7659470180483889	0.7670158482391316	0.74042137426046	1.0	0.7227511767221543	0.7578533307209266	0.7296816487324077	0.7477528203252186	0.703124277872416	0.644798826239586	0.6479239503234806	0.7549833719444443	0.7235785111755244	0.41919624230028923	0.7313076766352549	0.7534243900279836	0.7485267783622424	0.6160022496206694	0.5180337430081776	0.36701038041111556	0.7456424990838133	0.6608709859470311	0.45092071063538114	0.6785379288258034	0.866202248448992	0.7362059392329028	0.527614158810461	0.5125118876439455	0.7500343366580765	0.6311012661276516	0.38089475798026246
XieH_2016__YSZC12003_35698__bin.37	0.45969685575684355	0.893399462501464	0.8388313413423902	0.8317042463617144	0.8555079731004173	1.0	0.8559764351272553	0.835280121800127	0.8467736218895046	0.7889239550523013	0.7290532752276048	0.7069885596641867	0.8131745699087115	0.8364027355716778	0.49368423810198914	0.8221431521330432	0.8353548599853298	0.8365167690913686	0.6989229996363255	0.5862232098278402	0.4266725943550326	0.8798703099862544	0.7389441420672737	0.5151733925896704	0.7660224800133142	0.8575890848347747	0.8475140692707402	0.5941870642840852	0.5853201876313697	0.8099592869514833	0.7359284177695044	0.4410631622419606
BritoIL_2016__W2.44.ST__bin.2	0.4186922911600634	0.8065058332308299	0.7759913653855771	0.765996947877369	0.7868603282180767	0.7508255464556584	1.0	0.7652819023185589	0.9178724893993482	0.7354635563311269	0.6724584455801669	0.6477413887022802	0.7554787493596354	0.7699797110891536	0.44162916845202776	0.7581591564354776	0.8021297273770533	0.7857607260213054	0.6393379137701014	0.5378670015260613	0.38751752131957673	0.816227208767621	0.6757788792573258	0.47403330301035534	0.709372503592124	0.7944926623349414	0.7791996085497281	0.5523186264637144	0.5351081962604064	0.7497482471921959	0.6626133901404815	0.39284386730160187
YuJ_2015__SZAXPI017454-20__bin.20	0.4429176837754509	0.8057430784990856	0.8211191293335242	0.777417800169002	0.7980112720213395	0.7717426357052701	0.8060919032089737	1.0	0.7957908959598268	0.7839386865824219	0.7106007829335019	0.6707415087878911	0.7809879142916332	0.8216245692192805	0.4535981268824966	0.8069817621627702	0.8152303987208811	0.8462352203326364	0.6690023684485914	0.5606688037519301	0.40742654926223576	0.7942097945707214	0.7263690835947739	0.49993628609890817	0.7449721189392596	0.7988441800020929	0.8064891362459484	0.5695474604493289	0.5756554523081874	0.7757697813865712	0.6969297018545373	0.4089143934329833
BritoIL_2016__WL.35.ST__bin.27	0.43742069994680605	0.8379033726397412	0.8093428582648774	0.8106809183633398	0.8202165601002475	0.7846979904108073	0.9697065764154412	0.7981671289899931	1.0	0.7669569128940013	0.7110832646095956	0.6809047970953956	0.7931040638041891	0.8066424616307339	0.469092168349952	0.7907735258312002	0.8489805681400322	0.8196010810154691	0.6729499798291367	0.5637924079012663	0.4070937177578568	0.8487770744751113	0.7097937573855705	0.4967073296990079	0.749175136644211	0.8259779298625168	0.8156940026489877	0.5813207095859796	0.5615118508284335	0.7815106370065725	0.6943339509544567	0.41927977522875187
HMP_2012__SRS011586__bin.30	0.4710681292716068	0.8704892965166113	0.977321757720049	0.8263579871184709	0.8440120736011477	0.8000487569707232	0.8502864081349131	0.8604448917306146	0.8392996811262861	1.0	0.731715549957533	0.7455104909530035	0.861234848419735	0.9544286409697637	0.4772877684856507	0.9540707773064431	0.8755853375912337	0.8547190731174847	0.6835703854535453	0.5959469205362954	0.4355747735809104	0.8609902822044089	0.7602813527246474	0.5085891186005499	0.7620980187011112	0.856353681815447	0.9427894769330303	0.6052107449736954	0.5896132025125467	0.8307742435051261	0.7844191786794519	0.40225047799802627
