	HMP_2012__SRS015947__bin.2	HMP_2012__SRS019906__bin.36	HMP_2012__SRS058808__bin.31	HMP_2012__SRS043803__bin.1	HMP_2012__SRS052876__bin.53	HMP_2012__SRS015921__bin.6	ChngKR_2016__WBU008__bin.3	HMP_2012__SRS018337__bin.16	HMP_2012__SRS019591__bin.34	OhJ_2014__MET0313__bin.5	HMP_2012__SRS015060__bin.5	OhJ_2014__MET0223__bin.33	HMP_2012__SRS015803__bin.15	HMP_2012__SRS018569__bin.1	HMP_2012__SRS021960__bin.24	BritoIL_2016__W3.22.SA__bin.45	HMP_2012__SRS044366__bin.1	HMP_2012__SRS018975__bin.26	HMP_2012__SRS043239__bin.8	HMP_2012__SRS055401__bin.42	HMP_2012__SRS018573__bin.10	HMP_2012__SRS019333__bin.8	HMP_2012__SRS013945__bin.12	HMP_2012__SRS058186__bin.5	HMP_2012__SRS015899__bin.22	HMP_2012__SRS019980__bin.58	HMP_2012__SRS056157__bin.2	HMP_2012__SRS056892__bin.11	OhJ_2014__MET0103__bin.1	HMP_2012__SRS053630__bin.6	HMP_2012__SRS051930__bin.3	HMP_2012__SRS043755__bin.13	CM_periimplantitis__SP_384SPT_T016__bin.8	HMP_2012__SRS024381__bin.12	HMP_2012__SRS016092__bin.14	HMP_2012__SRS043676__bin.3	HMP_2012__SRS015985__bin.6	HMP_2012__SRS015989__bin.15	HMP_2012__SRS012285__bin.52	HMP_2012__SRS018778__bin.2	HMP_2012__SRS022083__bin.22
HMP_2012__SRS015947__bin.2	1.0	0.9770989970766296	0.9766281785843001	0.9775400088954961	0.9627024741640626	0.9628478175599388	0.9611041661781162	0.9747698096209643	0.9627696285572029	0.9649806847326242	0.9651990373523027	0.974163252191567	0.97355179060062	0.9505804232151421	0.9723815474344095	0.9752484973610163	0.9734677018884805	0.9614778669562695	0.9641964172087766	0.9672469050544785	0.9522977223355734	0.969649398774942	0.9691774012358422	0.9766691588565911	0.9627321982712893	0.9665617045069966	0.9774052797385401	0.9680896112399566	0.9732343528746321	0.9766972053783285	0.9668505564420908	0.9553841322476414	0.9655220108450471	0.9692002205038897	0.9764239346602779	0.966311843458871	0.9759785255568554	0.9759161164528574	0.962276355110089	0.9756335459272663	0.9631044913589757
HMP_2012__SRS019906__bin.36	0.9770989970766296	1.0	0.9804236063342018	0.9817352276044992	0.959477032594378	0.9584851171901704	0.9565010350900388	0.9740637506560819	0.9608405991932621	0.9613210235236561	0.961325922678496	0.9736176412870203	0.9775991210024313	0.9475187965986733	0.9682974913091242	0.9747443361403502	0.9786391987588784	0.9570687658545873	0.9607851193349771	0.9636730236941408	0.9493625264892186	0.9731144861309657	0.9643476132131165	0.982056868686017	0.9582841962554396	0.9591216035770695	0.9821733430467277	0.9639920235162708	0.9716323803286482	0.9818839154487361	0.9614606101112523	0.9503487655921556	0.961953664186139	0.9697748954432387	0.9808559049143787	0.9645555439993632	0.978764967403284	0.9777134874950473	0.9573919479045521	0.9836983952670076	0.9580980075484182
HMP_2012__SRS058808__bin.31	0.9766281785843001	0.9804236063342018	1.0	0.9790870662678722	0.9603722060977309	0.9594595352799108	0.9570774395266649	0.9747301914620634	0.9616448628436509	0.9635536791098788	0.962714672744514	0.9733132274124617	0.9753952645211189	0.9479932061927145	0.9691102355388911	0.9733851728789621	0.9771707668973755	0.9582566743111522	0.9621498878658974	0.9635457219413581	0.9503631954971756	0.9719050422442781	0.9672890097639262	0.9801625232893961	0.9597883076637783	0.9629274984980011	0.9814462779704551	0.9655938617096733	0.9730577593731286	0.9801807078036168	0.9639073754017721	0.9509450655571691	0.9636997286275069	0.969195121763917	0.9803604185860368	0.9657088542809096	0.9788146837250957	0.9780502628253117	0.9598454728105796	0.9808930090189557	0.9604097545512887
HMP_2012__SRS043803__bin.1	0.9775400088954961	0.9817352276044992	0.9790870662678722	1.0	0.9625817995270329	0.9620608024863987	0.9599358342899523	0.9750018534672457	0.9646229628858701	0.9654952950272493	0.9645082969047645	0.9731156289554335	0.9785332574342502	0.9550616990852714	0.9707005766283856	0.974942494662997	0.9793243971440119	0.9613760190171163	0.9646017392028537	0.966608581196488	0.9573273550963952	0.9748097275965456	0.9673467298183301	0.9817118466714254	0.962482680265812	0.9617541068075356	0.9820267177089409	0.9677924952662809	0.9739752096830522	0.9810295512892064	0.9655984467973054	0.9557636459501532	0.9665594860162863	0.9714693575260015	0.9815626341375765	0.968433823034885	0.9794105715137089	0.9789094708371308	0.9615364965964847	0.9803640943439432	0.9623721009143119
HMP_2012__SRS052876__bin.53	0.9627024741640626	0.959477032594378	0.9603722060977309	0.9625817995270329	1.0	0.9640973614390775	0.9632391516150791	0.9648650055577841	0.9535954037507512	0.9708570181023456	0.9732564167738331	0.9616353272727646	0.9572881223948588	0.9495790540704592	0.9698225883262359	0.9624349785459165	0.9601109689851653	0.9644026970588625	0.9730505678268809	0.9702146489562271	0.9519715522335711	0.9558335043276064	0.9688719629254374	0.9587610654352556	0.965245747920693	0.9660876905951874	0.9601939006747857	0.9713514942973607	0.9685300749719932	0.9600126928796734	0.9719309727321436	0.9545919636912488	0.966253491314206	0.9598799724578261	0.961240821748773	0.9697321789734942	0.9609356607375344	0.9620017234178965	0.9669071708103496	0.9573471698237762	0.9677687308771841
HMP_2012__SRS015921__bin.6	0.9628478175599388	0.9584851171901704	0.9594595352799108	0.9620608024863987	0.9640973614390775	1.0	0.972976627275003	0.9659051185132387	0.9501531465030841	0.9702777336981268	0.9656052634081465	0.9620937686262492	0.9562455301694843	0.9500077050728732	0.9689801194697949	0.9602572444698714	0.9575197405030115	0.9949863178546258	0.9645611664822624	0.9659366404064734	0.9526048056555841	0.9543202952910796	0.973978525435728	0.9577603989643717	0.9937939107103496	0.9675245625533754	0.9598267925910875	0.9755817566682943	0.9685489181439675	0.9584362235656575	0.9721526668501769	0.9547580226370423	0.9647369842656565	0.9601894962974596	0.9601859304552153	0.9659975459124366	0.9602733846666557	0.9625971757200316	0.9651125337107335	0.9560275179659583	0.9659776815342406
ChngKR_2016__WBU008__bin.3	0.9611041661781162	0.9565010350900388	0.9570774395266649	0.9599358342899523	0.9632391516150791	0.972976627275003	1.0	0.9639961017346015	0.9509029373879221	0.9672927140731672	0.9640608912458611	0.9608907393039238	0.9539116976904298	0.9482068268080297	0.9678518910695092	0.9591614537195662	0.9564033813106395	0.9707657417487983	0.9640970232948323	0.9654887985835128	0.950403808422046	0.9522931325837382	0.9714754109944777	0.955702674172902	0.9715404058061624	0.9655533457794816	0.9584629264932721	0.975353018235592	0.9679089019040135	0.957893451169368	0.9712116999554555	0.9546201288455277	0.9630429371073348	0.9583236428433989	0.9586074752429531	0.9638062425750936	0.9590335018180259	0.9604155655651707	0.9641000252736155	0.9543426694113047	0.9647202886325952
HMP_2012__SRS018337__bin.16	0.9747698096209643	0.9740637506560819	0.9747301914620634	0.9750018534672457	0.9648650055577841	0.9659051185132387	0.9639961017346015	1.0	0.9621916074690715	0.9701669669836648	0.9672089526388714	0.9733325231068392	0.9725065129119809	0.9531819161531494	0.9741683607528024	0.9708826059296288	0.973973736691966	0.9664979558383852	0.967067117769097	0.9692589191295152	0.9554787951698555	0.9713843534268595	0.9769827114203619	0.9766078966695761	0.9665321984943183	0.9717090210094095	0.9767818366606821	0.9725681761409809	0.9750204925090408	0.9755864449057513	0.9714085813952335	0.9582809584717948	0.9682986991045784	0.9708170188990988	0.9774339986535907	0.9696748869215132	0.9756528407016074	0.9769809573785052	0.9660361216639779	0.9725229124077021	0.9668441179324078
HMP_2012__SRS019591__bin.34	0.9627696285572029	0.9608405991932621	0.9616448628436509	0.9646229628858701	0.9535954037507512	0.9501531465030841	0.9509029373879221	0.9621916074690715	1.0	0.9555608727852789	0.952757985392854	0.9608963282715489	0.9599224565980354	0.9622534340089461	0.962711973530008	0.9592973401104278	0.9587270748097572	0.9512508644530534	0.9499253461519452	0.9634732350761486	0.9623662921237492	0.9585990911572587	0.9564150188263336	0.9620979973497107	0.9532504848402352	0.9524148521112655	0.9635111590857306	0.9576211555836192	0.9607023188717205	0.9620828437392026	0.9556551505679356	0.9655273221528172	0.9577112834896552	0.9666545526723823	0.9646996928309782	0.964864616566723	0.9618398531016976	0.9613385139132375	0.9515251142985678	0.9598643382506582	0.9517477241202073
OhJ_2014__MET0313__bin.5	0.9649806847326242	0.9613210235236561	0.9635536791098788	0.9654952950272493	0.9708570181023456	0.9702777336981268	0.9672927140731672	0.9701669669836648	0.9555608727852789	1.0	0.9721006672725901	0.966253473758142	0.9598274282944578	0.9517299977045283	0.9723133187794073	0.9633714278684693	0.9618458899697949	0.9686065927771838	0.9713405987575359	0.9716279783423853	0.9533047935435197	0.9570170282832072	0.9736043607593232	0.9611965967228645	0.9691443480885545	0.9697306564948821	0.9638698214862347	0.975052474330125	0.9718320188539749	0.9630509941153274	0.9752437674714054	0.9551553864013076	0.9698226182558065	0.9622385641225486	0.9646018239075737	0.9684757926870531	0.9643740566498504	0.9659636140677564	0.9691041604996377	0.960148189887536	0.9696284058374409
