	HMP_2012__SRS015947__bin.2	HMP_2012__SRS019906__bin.36	HMP_2012__SRS058808__bin.31	HMP_2012__SRS043803__bin.1	HMP_2012__SRS052876__bin.53	HMP_2012__SRS015921__bin.6	ChngKR_2016__WBU008__bin.3	HMP_2012__SRS018337__bin.16	HMP_2012__SRS019591__bin.34	OhJ_2014__MET0313__bin.5	HMP_2012__SRS015060__bin.5	OhJ_2014__MET0223__bin.33	HMP_2012__SRS015803__bin.15	HMP_2012__SRS018569__bin.1	HMP_2012__SRS021960__bin.24	BritoIL_2016__W3.22.SA__bin.45	HMP_2012__SRS044366__bin.1	HMP_2012__SRS018975__bin.26	HMP_2012__SRS043239__bin.8	HMP_2012__SRS055401__bin.42	HMP_2012__SRS018573__bin.10	HMP_2012__SRS019333__bin.8	HMP_2012__SRS013945__bin.12	HMP_2012__SRS058186__bin.5	HMP_2012__SRS015899__bin.22	HMP_2012__SRS019980__bin.58	HMP_2012__SRS056157__bin.2	HMP_2012__SRS056892__bin.11	OhJ_2014__MET0103__bin.1	HMP_2012__SRS053630__bin.6	HMP_2012__SRS051930__bin.3	HMP_2012__SRS043755__bin.13	CM_periimplantitis__SP_384SPT_T016__bin.8	HMP_2012__SRS024381__bin.12	HMP_2012__SRS016092__bin.14	HMP_2012__SRS043676__bin.3	HMP_2012__SRS015985__bin.6	HMP_2012__SRS015989__bin.15	HMP_2012__SRS012285__bin.52	HMP_2012__SRS018778__bin.2	HMP_2012__SRS022083__bin.22
HMP_2012__SRS015947__bin.2	1.0	0.7886267412121938	0.7456663504315227	0.4951256036867491	0.5050931512064525	0.7131509301304546	0.613433239076839	0.7059316348742889	0.5150211693331737	0.4632311402579619	0.8011487318356683	0.525936654723417	0.7519446158664075	0.6534527197757494	0.5907049894537114	0.6743914008602824	0.6372299336520246	0.7441016772743602	0.7908964191742885	0.5627926326422213	0.7197258579029618	0.7028567853930066	0.5873730070277887	0.7033729701848594	0.7766531729437808	0.7058790569438176	0.44532202255401326	0.6071496007147528	0.573178117142094	0.7961845308820504	0.7152536635687904	0.4927081702266148	0.7474490109208584	0.5256269438483054	0.7847966116785946	0.6196831047536591	0.753084443994142	0.760866745264916	0.813034030585772	0.826491678103326	0.8090269782350394
HMP_2012__SRS019906__bin.36	0.7881445967973919	1.0	0.7844648576085914	0.5326470419023875	0.5252292645507719	0.7474948700738326	0.6409780419982741	0.72888100489021	0.5389452488253907	0.4800801610892703	0.8301022149774667	0.5556459871512129	0.8019518649918497	0.6938555949755489	0.6169565634289002	0.6990560935851952	0.6757506951769106	0.7769247291207211	0.8251571579250168	0.5734003260139995	0.7567241346246044	0.7516736024546937	0.6058640329849458	0.7594519129350848	0.8165680314507623	0.723173458624988	0.4772818103365615	0.6335548950043149	0.5895100201361588	0.8424968836897114	0.7349279892607153	0.5131023108639371	0.778901141048998	0.5442865087736121	0.8290225333205485	0.6367080256975741	0.8038542525649631	0.777977562565922	0.8509157157925017	0.8887973918880047	0.8441515006232619
HMP_2012__SRS058808__bin.31	0.7596078399176177	0.7996206163576747	1.0	0.5313689361267917	0.5337502487457156	0.735409231173419	0.6336711583594394	0.7229350000566886	0.5194131125839725	0.46271941913330544	0.8104923190841623	0.5354767101683339	0.7829533828048977	0.6703490806475638	0.6084071946839376	0.6725274871346174	0.6460769721870036	0.743441811877476	0.8042507075325089	0.5897695432031723	0.7154372470759428	0.7144891789260674	0.6173733781681603	0.7492674463109985	0.7770143711493284	0.7249785267451003	0.48280947192408574	0.6418628581303001	0.5831674702765974	0.8139679173738082	0.7228138037158798	0.5143353768600217	0.7399986629306917	0.5427555278237477	0.7958451548635114	0.6299770157003995	0.7845003954519313	0.7600199074763677	0.8223609594527868	0.854439285129248	0.8196919032634266
HMP_2012__SRS043803__bin.1	0.7699759242084054	0.8288327001053988	0.8111721460876541	1.0	0.5509655979975435	0.7596604561389687	0.6542885824407864	0.7377905179338984	0.5365696592505589	0.48890926040648336	0.8364457590439393	0.577225757396711	0.8094676230139263	0.7298808385585083	0.6362729194493483	0.7105706690730521	0.6941777645681219	0.758867279960753	0.8295136737843635	0.6346418054575773	0.7352695426315783	0.7492023476582503	0.6540808884528111	0.8068648831243861	0.7968191785105954	0.7330075879924227	0.5456503030064301	0.6659140743711586	0.6225042404189212	0.8392788721500267	0.7331621648397951	0.5452581910808562	0.7637289903804261	0.5613085198699884	0.821596832547319	0.6703174256449556	0.8140828460283299	0.775026230318309	0.842458738724544	0.8789693126164548	0.8429726022982413
HMP_2012__SRS052876__bin.53	0.7384621168253455	0.7683715105239769	0.7660373377862167	0.5179877186603644	1.0	0.8008849656831719	0.6634605457475413	0.7071982296197543	0.5252539535050746	0.476576913236106	0.8679761600165188	0.5257522096087118	0.7449618901412624	0.7022325015598558	0.6307501447635977	0.6758423221427706	0.6485835611396149	0.7766196689963506	0.8521486733370142	0.6372639455599097	0.7249244760455523	0.7083181836545066	0.6272348581765622	0.7369617375222756	0.8040080439183579	0.7256000395013847	0.4904708520179372	0.7069137523173398	0.6054024876894831	0.7961397496150859	0.7582896798143435	0.5575014476359768	0.7735353066070555	0.5506695035843018	0.7762734707801973	0.6537411851313196	0.7603584526230266	0.7341461416573524	0.8557778630648586	0.8137189880463424	0.8589834228847681
HMP_2012__SRS015921__bin.6	0.7079201602798421	0.7424661197778666	0.7166168427172142	0.4849093816204676	0.5437712316884128	1.0	0.6826236642870287	0.6747502484848046	0.5119537477299213	0.4635474982180334	0.8123515900932184	0.49871062196822824	0.7177201190593655	0.690483746293681	0.5973986145805436	0.6471081473681564	0.6103106812464736	0.8750432872149092	0.8186725711253228	0.5863578508816877	0.7117042914630564	0.6819878327210581	0.6163653673327342	0.6988642272932128	0.8965876531338801	0.6979064798055856	0.45709889371402973	0.6614313105711473	0.5693065931047514	0.7690426601455517	0.72385404598788	0.5211144462531844	0.7429423267625659	0.5077661739892697	0.7494183607888883	0.615130657862806	0.7321850014610031	0.7019637633152235	0.8115988020918058	0.7832759154698316	0.8067959689269228
ChngKR_2016__WBU008__bin.3	0.7119201492969415	0.7443423496452416	0.7219099497147234	0.4882829515542115	0.5266503057647682	0.7980727688970644	1.0	0.6784713097777916	0.503063437838223	0.46591602492439393	0.8190741095408406	0.49423523176212264	0.7417643941047305	0.6886486221656074	0.5927502794863687	0.6568388421469898	0.6138772219723052	0.8125646381820693	0.8159224831751434	0.5760844293801415	0.7186523189574157	0.6814554670206086	0.612330359568678	0.6947915321197762	0.8416281027440885	0.6986655917761971	0.44004026385294787	0.6486413176613116	0.5667021499294046	0.761494127445784	0.7234741825858836	0.5106351800961165	0.7512780655534721	0.5102075993568473	0.7536079351858863	0.6150143195007995	0.7275313002463043	0.7049456838842147	0.8257296709855291	0.8024309746613872	0.8175860394888628
HMP_2012__SRS018337__bin.16	0.7054242904204362	0.7288027366895108	0.7091565581220541	0.47408812170905035	0.48336164876338916	0.6792474103845402	0.5841915529255656	1.0	0.48054672429463896	0.42824742188968107	0.7538705211445313	0.4852787887387681	0.7191031359178993	0.6122545090564634	0.5590455335125578	0.6250647164174525	0.5987854406277205	0.6910275241320329	0.7402656920533992	0.5342887713660054	0.6743638615854851	0.67254451530759	0.5631893017529999	0.6711059891928376	0.7376555590923211	0.6723232330979892	0.4183368935352613	0.5778495357675655	0.5428455281434921	0.7625653396125835	0.6756980744229213	0.46603413958803924	0.7143511292295774	0.4984502575234034	0.7416777563441264	0.5797056984962781	0.7182701637181547	0.7154475691554844	0.7803503698902793	0.7751968337852297	0.772010676770737
HMP_2012__SRS019591__bin.34	0.6606315729363016	0.6917425483953703	0.6540369145308443	0.44258694133579735	0.46083646221880026	0.661549193365368	0.5560233363083795	0.6168535957281422	1.0	0.41285436566287986	0.7049333420631987	0.46047069398983237	0.6557234851263278	0.6279935274284327	0.5447234117757679	0.577161097029007	0.560180196234901	0.6615693770765224	0.7191116607206767	0.5408038335267196	0.6724626736722196	0.6257841494854877	0.5305677382576338	0.6279787588592954	0.6963961245305441	0.6250201221754496	0.41217599605383837	0.5614404474679534	0.5150415415235551	0.6977169268970596	0.6297194808749491	0.5007726423087014	0.6626164686283593	0.4962711824356422	0.6986734378915209	0.5687233211952105	0.6689029562244841	0.6551721252118675	0.7163711065744255	0.7236549648729583	0.71101799254778
OhJ_2014__MET0313__bin.5	0.7892275904457391	0.8184343880159805	0.7738866330580567	0.5356375501023297	0.5553678965848682	0.7956021106730222	0.6839875242747013	0.7301490156077339	0.5483617437245402	1.0	0.8678835075880919	0.5613193667980934	0.7976075115897395	0.7265475326441607	0.6564114635438122	0.7168709991695927	0.6981456416694456	0.8226838502128327	0.8783119846734276	0.6045227773527662	0.7865598252875367	0.750582265900338	0.6617201854358331	0.740389179858373	0.8733648495785846	0.7551841607982371	0.4703662292316444	0.6743129523921614	0.6411764321256466	0.8223529950240949	0.8141404630664915	0.5406938804867364	0.8065817951182513	0.5618522659657245	0.8269607746980783	0.6737643604883057	0.8004524738944794	0.7787762281200755	0.8926407605746157	0.8645847636608538	0.8837822109757613
