	HMP_2012__SRS024561__bin.10	HMP_2012__SRS055450__bin.3	HMP_2012__SRS022725__bin.69	HMP_2012__SRS011126__bin.17	HMP_2012__SRS018665__bin.22	HMP_2012__SRS013170__bin.26	HMP_2012__SRS015989__bin.4	HMP_2012__SRS065310__bin.4	HMP_2012__SRS013949__bin.36	HMP_2012__SRS015574__bin.2	HMP_2012__SRS017227__bin.77	HMP_2012__SRS017511__bin.29	HMP_2012__SRS011343__bin.4	HMP_2012__SRS014690__bin.45	HMP_2012__SRS047113__bin.20	HMP_2012__SRS063603__bin.83	HMP_2012__SRS018975__bin.44	HMP_2012__SRS015803__bin.9	HMP_2012__SRS014691__bin.4	HMP_2012__SRS019129__bin.15	HMP_2012__SRS054430__bin.1	HMP_2012__SRS014578__bin.23	HMP_2012__SRS016746__bin.27	HMP_2012__SRS055378__bin.12	HMP_2012__SRS015044__bin.36	HMP_2012__SRS064449__bin.5	HMP_2012__SRS049318__bin.21	HMP_2012__SRS063999__bin.42	HMP_2012__SRS021477__bin.5	HMP_2012__SRS018573__bin.17	HMP_2012__SRS015899__bin.12	HMP_2012__SRS022602__bin.26	HMP_2012__SRS023964__bin.27	HMP_2012__SRS024649__bin.51	HMP_2012__SRS016043__bin.36	HMP_2012__SRS047634__bin.69	HMP_2012__SRS017445__bin.35	HMP_2012__SRS020226__bin.29	HMP_2012__SRS045197__bin.68	HMP_2012__SRS024289__bin.20	HMP_2012__SRS018157__bin.38	HMP_2012__SRS011255__bin.52	HMP_2012__SRS024381__bin.23	HMP_2012__SRS075410__bin.10	HMP_2012__SRS012285__bin.18
HMP_2012__SRS024561__bin.10	1.0	0.9645476813920094	0.9643993294580019	0.9659156048221288	0.9653423600077109	0.9657988664943218	0.9655490555206254	0.9672678394296486	0.9657788014732454	0.9677447160201498	0.9922550845278876	0.9657619448480721	0.9652669223479513	0.9656098816527131	0.9925687547680444	0.9664632894093222	0.9654702169091375	0.965011956161979	0.9666182730021523	0.9658512748527639	0.9658476153716857	0.963892332138133	0.9644300337638673	0.9659064096830199	0.9650171515194137	0.96550514204359	0.9652837057112811	0.9654786105667243	0.9658125966003465	0.9653047943608634	0.965645969670621	0.9645656770555775	0.965277589878976	0.967625662521218	0.9725118609556637	0.9651839451213073	0.9663221167727354	0.9658504457419987	0.9646713110920011	0.9652875225491789	0.9651828573753153	0.9708156036268852	0.9654871297490609	0.9663998290942691	0.9671715374841169
HMP_2012__SRS055450__bin.3	0.9645476813920094	1.0	0.9640714233234866	0.9653003371832233	0.9649867553375057	0.9647535991959086	0.9656627036798081	0.9648839711561901	0.9647462638598746	0.9644467955100933	0.9638831614642496	0.9640260324513936	0.9640774064787044	0.9650735239174657	0.964168139626853	0.965241554277105	0.9649209167947149	0.9644682027985255	0.9656134205607846	0.9645919764490614	0.9638818787077083	0.9646665047549815	0.9644999829646997	0.9642510468807247	0.9635983862837841	0.9649427975767656	0.9790615629407973	0.9662421075861752	0.965205620957302	0.9652154256330517	0.9651996671698126	0.9633341698258627	0.9655075383713219	0.9644760259291495	0.9647985483229294	0.9637241512747996	0.9656710763588974	0.9651458749924299	0.9639511880264225	0.9645320853028245	0.9633784221485309	0.9645990035697621	0.9651216133659456	0.9656259790658969	0.9642076220631425
HMP_2012__SRS022725__bin.69	0.9643993294580019	0.9640714233234866	1.0	0.9652001260636621	0.964716606501417	0.9644025433286393	0.9655283872028969	0.9649386379275555	0.9645604094998412	0.9648085267480124	0.9636919389527522	0.9646220494589801	0.9641351994224666	0.9644798926242506	0.9636549371592755	0.9645021454343908	0.9654722710451655	0.9649311438449523	0.9658867059567594	0.9644541650594824	0.9636114031449634	0.9640724179712779	0.9647753917049958	0.9644157082318342	0.9637168578866951	0.965170151068733	0.9640242195383965	0.9652393873072365	0.964820562156598	0.9653999946385786	0.9660430362549939	0.963505428597709	0.9647243653369545	0.9644721277292504	0.9643074120820877	0.963654571083315	0.9646829455382255	0.9654673803500308	0.9641278730463881	0.9646241099558548	0.9634869298983296	0.9644338252442429	0.9661542452334925	0.9647178364765147	0.9644389131521606
HMP_2012__SRS011126__bin.17	0.9659156048221288	0.9653003371832233	0.9652001260636621	1.0	0.9656820092681305	0.9662484866041253	0.9664362284684118	0.9668753147611326	0.9662231000578684	0.9670749745742877	0.9648127456133059	0.9655147413879188	0.9661819367215719	0.9657996909727594	0.9651402099268307	0.9656259313585124	0.9657530635875433	0.9648768607203363	0.966289065048607	0.9659731472978516	0.9665694119004945	0.964423377657104	0.9654352500294678	0.9681882098721577	0.9657806672818072	0.96603180440614	0.9655224969598702	0.9666434544012759	0.9999178927343744	0.9669218018537671	0.9658459838188831	0.9664541528964374	0.9658357083862987	0.9667249242739442	0.9653150654503537	0.9646779876494824	0.9660999676597851	0.9660345924332838	0.9656922167001971	0.9665546734579701	0.9644670699388447	0.9667875806059497	0.9658836495578978	0.9654218815320698	0.9664437767150535
HMP_2012__SRS018665__bin.22	0.9653423600077109	0.9649867553375057	0.964716606501417	0.9656820092681305	1.0	0.9658870610637633	0.9655544728392236	0.9673004365819099	0.9666085459550195	0.9653439191052899	0.9644201073868848	0.9652902903735752	0.9657171110455606	0.9950232568585705	0.9644073866134629	0.9659357096086268	0.9660824836736349	0.9653513922390081	0.9951264402085883	0.9649497630528049	0.964990320722787	0.9643004666922336	0.9656823899879632	0.9657149330053725	0.965448046342303	0.966381327842799	0.9658114960652803	0.96542940397351	0.9653660547316956	0.9658626499308963	0.9661384390846106	0.9652488987487752	0.9654989821150883	0.9666824608607555	0.9646784063584397	0.9649123467692483	0.9661173335217723	0.966863424949088	0.9652286801093782	0.966452862769189	0.9648407832095289	0.9649939807932585	0.9670315206875605	0.9643910690082035	0.9655633195227505
HMP_2012__SRS013170__bin.26	0.9657988664943218	0.9647535991959086	0.9644025433286393	0.9662484866041253	0.9658870610637633	1.0	0.9658206994720304	0.9663760537584735	0.9664202331255517	0.9661838502322962	0.9641057652492105	0.9652989133675272	0.9667960943641939	0.9659391984841958	0.9646366204685264	0.9675924844298791	0.9649930938016946	0.9651210773403978	0.9665891694332522	0.965862042489354	0.9659942097366333	0.9640303679873836	0.9652525300878001	0.967813979887301	0.9960051783168788	0.9655648743734349	0.9647656509182206	0.9660068930287296	0.9660694954652473	0.9661274458144519	0.9650519767653513	0.9657673051976806	0.9695457721872817	0.9660716493411495	0.964846849326544	0.9650096626376965	0.9662264818408424	0.965614591875705	0.964891252996448	0.9671710571932988	0.9649241287362217	0.9653507450311938	0.9652158132114437	0.9645231807004355	0.9660223000443732
HMP_2012__SRS015989__bin.4	0.9655490555206254	0.9656627036798081	0.9655283872028969	0.9664362284684118	0.9655544728392236	0.9658206994720304	1.0	0.9662394443937399	0.9663270249654689	0.9657006826127914	0.9650054625047189	0.9655242213427572	0.9661116906212099	0.9655154693068184	0.9653100833098417	0.9658044994382168	0.9663995723738357	0.9654824368429002	0.9658502214008797	0.9663230876834866	0.965308500282571	0.9653971566129887	0.9653458157606093	0.9665022917777527	0.9651079718129467	0.9699091999314716	0.9658736208930203	0.9669386704485732	0.9665055821247355	0.9656877478809975	0.9665295350900491	0.9640778752892758	0.9655858301791126	0.9658643689971913	0.9667457330425538	0.9649585298249801	0.9658799563610284	0.9703784766595093	0.9646492481731258	0.9665287971070093	0.9647723317271076	0.9659387796309461	0.9709312983150326	0.9661317251013664	0.9654389061184228
HMP_2012__SRS065310__bin.4	0.9672678394296486	0.9648839711561901	0.9649386379275555	0.9668753147611326	0.9673004365819099	0.9663760537584735	0.9662394443937399	1.0	0.9688999511040268	0.9781224229236084	0.9646308988186172	0.965353423762822	0.9696874787765536	0.9678854095984308	0.9649439011014121	0.9665231886748593	0.9661656678512518	0.9654463526907046	0.967945434132056	0.9744465759525108	0.9738210086322088	0.9641985043495955	0.965125302491014	0.9669643237513602	0.9654392242241525	0.9659726810243147	0.9651849614471377	0.96593629735943	0.9666459701079024	0.9664176904101637	0.9664036694744232	0.9658586709775057	0.9660828120006408	0.9770102748116005	0.9656769072468029	0.9651109739959021	0.965623471669112	0.9663913942675764	0.9647523194553606	0.9702174525617484	0.9648504625735912	0.9662097495736861	0.9657077167077922	0.9649708058156193	0.9780069664399651
HMP_2012__SRS013949__bin.36	0.9657788014732454	0.9647462638598746	0.9645604094998412	0.9662231000578684	0.9666085459550195	0.9664202331255517	0.9663270249654689	0.9688999511040268	1.0	0.9686291488455142	0.9644557599699193	0.9659302300816585	0.9913725913171212	0.966645880565742	0.9644596068177144	0.9652403916801368	0.9652518597527445	0.9657065205447339	0.9674230473907917	0.9699797483175309	0.9673117629681025	0.9650137819379306	0.9647890006899967	0.9668627602313103	0.9659387282621987	0.9657339633511478	0.9654741486981896	0.9664478839353143	0.9659856740142749	0.9659921699594114	0.9653151865047775	0.9648402426314133	0.9662188454579062	0.9685863432757666	0.9655940891201448	0.9638724167682384	0.9656031957732768	0.9659921835806122	0.9650645949625224	0.9915983162339881	0.9639226044201225	0.9661920768505917	0.9662968578953919	0.964408545119608	0.9686093360853637
HMP_2012__SRS015574__bin.2	0.9677447160201498	0.9644467955100933	0.9648085267480124	0.9670749745742877	0.9653439191052899	0.9661838502322962	0.9657006826127914	0.9781224229236084	0.9686291488455142	1.0	0.9636708339431649	0.9646594243183837	0.9694870512716152	0.966101347573168	0.9639372530852283	0.9651392229260527	0.9654919022784987	0.965188167574963	0.9670781573699769	0.9755344028676342	0.9752977442343977	0.9637235243955842	0.9648556312384869	0.9673234677611999	0.9653421421294713	0.9654058270692865	0.9648548760471297	0.9656569599667191	0.9667037653307474	0.9671872933838762	0.9657488560119031	0.9649464001043678	0.9656857299886668	0.9906456861541034	0.964719366032063	0.9647278367356928	0.9653571646674796	0.9654223096375386	0.9657909031984466	0.9699137543698151	0.9646574583448767	0.9659526143827342	0.9650844625858507	0.9643906968187398	0.9923100755745139
