	HMP_2012__SRS024561__bin.10	HMP_2012__SRS055450__bin.3	HMP_2012__SRS022725__bin.69	HMP_2012__SRS011126__bin.17	HMP_2012__SRS018665__bin.22	HMP_2012__SRS013170__bin.26	HMP_2012__SRS015989__bin.4	HMP_2012__SRS065310__bin.4	HMP_2012__SRS013949__bin.36	HMP_2012__SRS015574__bin.2	HMP_2012__SRS017227__bin.77	HMP_2012__SRS017511__bin.29	HMP_2012__SRS011343__bin.4	HMP_2012__SRS014690__bin.45	HMP_2012__SRS047113__bin.20	HMP_2012__SRS063603__bin.83	HMP_2012__SRS018975__bin.44	HMP_2012__SRS015803__bin.9	HMP_2012__SRS014691__bin.4	HMP_2012__SRS019129__bin.15	HMP_2012__SRS054430__bin.1	HMP_2012__SRS014578__bin.23	HMP_2012__SRS016746__bin.27	HMP_2012__SRS055378__bin.12	HMP_2012__SRS015044__bin.36	HMP_2012__SRS064449__bin.5	HMP_2012__SRS049318__bin.21	HMP_2012__SRS063999__bin.42	HMP_2012__SRS021477__bin.5	HMP_2012__SRS018573__bin.17	HMP_2012__SRS015899__bin.12	HMP_2012__SRS022602__bin.26	HMP_2012__SRS023964__bin.27	HMP_2012__SRS024649__bin.51	HMP_2012__SRS016043__bin.36	HMP_2012__SRS047634__bin.69	HMP_2012__SRS017445__bin.35	HMP_2012__SRS020226__bin.29	HMP_2012__SRS045197__bin.68	HMP_2012__SRS024289__bin.20	HMP_2012__SRS018157__bin.38	HMP_2012__SRS011255__bin.52	HMP_2012__SRS024381__bin.23	HMP_2012__SRS075410__bin.10	HMP_2012__SRS012285__bin.18
HMP_2012__SRS024561__bin.10	1.0	0.9300122388636552	0.8978486937094755	0.8921338199551608	0.925021641893049	0.9179831169667728	0.9195581440289585	0.8497439893667998	0.8608147406822028	0.92957311660542	0.9044315998347203	0.8790442060213952	0.9342078595814277	0.9201795138076063	0.9102603782892928	0.8415153567102437	0.9112933760881826	0.8449340688172922	0.6346903441807267	0.9211402410380567	0.883296386314468	0.7554034033153337	0.7328785524519361	0.8922618645492437	0.9047905960279468	0.9335770632068965	0.9046099196068481	0.8168978015607301	0.9260263599042886	0.7749714452699699	0.9269313131090956	0.9139241818893098	0.8129150647999912	0.9070584778875627	0.9444380727638936	0.9225275217322313	0.5849540532005649	0.9219689959261395	0.8212222524222423	0.9332007849212173	0.9268983200235037	0.9520461211914589	0.9427632808952753	0.9045698565743436	0.9273413700300237
HMP_2012__SRS055450__bin.3	0.6172150821736981	1.0	0.8940771542313042	0.854255598676212	0.8943117574807156	0.8817693464266275	0.9171396963295539	0.8319380522299821	0.8110755672706571	0.921479856443665	0.749947344604021	0.7775914274929984	0.8588871881601475	0.8721281955569272	0.800200924649607	0.7225149259800681	0.9065736873166185	0.8020579397038369	0.5274720405060757	0.9134496478865897	0.833553165267041	0.6289551501147992	0.6732779600152649	0.7954212744482653	0.8408821707786533	0.9027376635184649	0.8371452016858069	0.7276058164922956	0.9447827365374228	0.7403171418859599	0.9266739723856335	0.8164521524066123	0.7058982384945353	0.8026454905084739	0.9107532745400212	0.8299001320034284	0.5160567677302709	0.921115439396246	0.7212814342287184	0.9161110914160235	0.84502787086603	0.9139402293481367	0.9318795578197955	0.8952449570728188	0.9088842686530437
HMP_2012__SRS022725__bin.69	0.5961938106127627	0.8945640471381595	1.0	0.8275572117711864	0.8766676334106729	0.8556571216344789	0.9069515849037707	0.8065524378640939	0.7818128327964079	0.8956031230699895	0.7312470789030029	0.7584487514396835	0.8331057311923084	0.8565511859653808	0.776658661469896	0.710554236425245	0.8891464554574438	0.7810789071758835	0.517950141047255	0.8898297835049825	0.8112225416882272	0.6061443188836402	0.6556177911499107	0.7747343888230482	0.8128614857533927	0.8956464179004824	0.8011890951276102	0.7038054591129881	0.9141473943814786	0.7199622552538016	0.9061347209935068	0.7769215601996361	0.6852935285182526	0.78050146889449	0.9083850089302108	0.8089425211570882	0.5059381728955583	0.9047451134220234	0.6989527867265353	0.8914061326344956	0.8286860071107847	0.9036058855931496	0.9290241240882005	0.873223868700863	0.8847835884424711
HMP_2012__SRS011126__bin.17	0.6490429071573651	0.9364473664659174	0.9066864482237176	1.0	0.9353049358261448	0.9233011273430115	0.9377115268336897	0.8465542485961076	0.841425597990145	0.9547228276958563	0.8111920483627065	0.8355768560354514	0.9151469500702375	0.9124717535595944	0.854174643869108	0.7823666773727868	0.9214923264551275	0.8217522451419551	0.5606014020064259	0.9447015564260152	0.8714596937440063	0.6706056425443685	0.7030348992843664	0.8526761680624628	0.8894179718798614	0.9355146767189895	0.8811832129561579	0.7689849798088672	0.9883796687351195	0.7609256717137831	0.9339053297046825	0.8561651820973861	0.7521588452935173	0.8626168576813744	0.9365319486243397	0.8792881154066402	0.5495845758719106	0.9433482418912571	0.7604570408360375	0.9510286447766517	0.8945111894194577	0.9497136208136118	0.9582712778421034	0.9268638650160191	0.9452799155092817
HMP_2012__SRS018665__bin.22	0.6142671211974993	0.8948421879034635	0.8767101635632852	0.8537194932694139	1.0	0.8788223234802386	0.9068495222992236	0.8165602935844903	0.8023901992441295	0.9172350475614177	0.759253414849804	0.7837135725445293	0.8683032558770367	0.9058328268983488	0.8055592215942139	0.7257614130448958	0.893759764631624	0.7889347650880675	0.545887182804337	0.9068161367139717	0.8224142472985062	0.6352228357403124	0.6773710938213193	0.80589672899512	0.8381101672148337	0.8973909686775395	0.8257501975748502	0.7384604550350939	0.9124442160777676	0.7375178339014968	0.9042642260412781	0.8001778825714204	0.7161964428702213	0.8047809201380285	0.9057274536448974	0.8311273633994872	0.516743653478491	0.9085735747876234	0.7180550809991679	0.9068928192300971	0.844806585306691	0.9151740093218814	0.9274306923074916	0.8878859882263647	0.9045073148338937
HMP_2012__SRS013170__bin.26	0.6311364471040636	0.9134729633390223	0.8859394240532308	0.8725463933115859	0.9098803171379809	1.0	0.9090934131219081	0.8242157964095141	0.8095060381516127	0.9285985871373329	0.7838811596707641	0.8152228391194453	0.899949231998963	0.8802102011276978	0.827384475793385	0.7628599667307567	0.8942507939251226	0.7918344531098102	0.5482350018362894	0.9144343148480201	0.8433898982479638	0.6520577242973493	0.6769507874441012	0.8335689904728986	0.8994609950528203	0.9129420596686038	0.8514296053057961	0.7517126099073214	0.9384416384022122	0.7379809457970576	0.9109178206485342	0.8293590269826525	0.7342187128691482	0.8387565080256648	0.9026064507766424	0.8621675776102313	0.5282432111300741	0.9121416535245955	0.7407937090885524	0.9113304456782388	0.8677023698934953	0.9087185940504223	0.9255336040960055	0.8901699107779386	0.9140740780747045
HMP_2012__SRS015989__bin.4	0.6149162061942751	0.9241114883374718	0.9133485426239231	0.8619113382056994	0.9132014576124635	0.8842125777646335	1.0	0.8460734342931856	0.8153888743846724	0.9373869612289163	0.7611486498909207	0.7811343511265924	0.8666779431842119	0.8893038203755815	0.8087332776161302	0.7312205271841993	0.9159083471269307	0.7999270878586051	0.5375205984678995	0.930549609410499	0.8439927066846461	0.6348971796974356	0.6800685626274846	0.8098069981997845	0.8514572710162156	0.9198591555954553	0.8310313653533902	0.7326467264917441	0.9439632371519929	0.7515130057294865	0.9295720193879057	0.8194368640214829	0.7127907752483241	0.8148788045770754	0.9398805774767671	0.8409002443187101	0.5185749983846913	0.9499490718147822	0.7215155429459342	0.9256122807579711	0.8587038343486577	0.9391740441181492	0.9542628650794442	0.9096110074220147	0.9244807767769576
HMP_2012__SRS065310__bin.4	0.6380031330434639	0.9411911463211511	0.9119751621373585	0.8736673358985914	0.9232463331831297	0.9000923634424787	0.949961544722544	1.0	0.8540209357136285	0.9719648051638596	0.7740864512384723	0.8018904425659815	0.8944986540652891	0.9057196916971989	0.8259533016096955	0.7561074294180513	0.9328984898636136	0.8133668657061498	0.5526448029933777	0.9641728930400666	0.8814745829489772	0.6492524813090838	0.7060807702379744	0.8168366877502247	0.8639184512195985	0.9230835470392975	0.843564874996756	0.742993707961658	0.9537239099816217	0.7701359382261972	0.9510237832915358	0.8231033644828945	0.7252836371614815	0.8450293604863767	0.9469364355496628	0.8583937490120769	0.5402801337205599	0.9391114943532082	0.7481727845159707	0.9607372796783912	0.8765974864875704	0.9459673861499661	0.9527578096062699	0.9246830978439093	0.94857255425615
HMP_2012__SRS013949__bin.36	0.6332676263241812	0.8990649031529541	0.8661559203633361	0.8508439334284553	0.8889100784843352	0.8661819257759292	0.8970272346017618	0.8367802062980486	1.0	0.9249986563870161	0.7653878360549442	0.7868931564734117	0.9001305471712179	0.877620839928595	0.8203817710148295	0.7354151532961283	0.8880149143930712	0.7888713015246684	0.5396348493333079	0.9219918527931836	0.8528920041446849	0.6503583834804373	0.6825929592368047	0.8086712447750792	0.8364617844682962	0.8847399661005	0.8282192244723646	0.733083334633604	0.9056945496700491	0.7392333257628688	0.8972838213393481	0.8006638892886017	0.7128534352283189	0.8222085067749879	0.8954033410598303	0.8439507653970825	0.5390240110863963	0.8950433105699288	0.7399192907572718	0.9437109954929731	0.8581156246875739	0.9082667739245461	0.9101131582186639	0.8749301465722844	0.9105153752667722
HMP_2012__SRS015574__bin.2	0.6244253565005953	0.9326849201725724	0.9060001435289549	0.8815173754464173	0.9278381795462797	0.9072697415634524	0.9416275128120699	0.8695865310740187	0.8446182974088802	1.0	0.7751539770184814	0.8001522884425419	0.9075356922739208	0.9012167245003926	0.8201096730072693	0.7477267546414731	0.9249053342113929	0.8095618778653023	0.5440633891407681	0.9656965797894346	0.8781544709269438	0.6410741875839011	0.6897874927180163	0.8239496002296464	0.8670869110036051	0.9199651942284475	0.842948717948718	0.7407608512111311	0.9577286120750066	0.7661744467803079	0.9398244303166924	0.8291778534822657	0.7268037157113548	0.858452483473063	0.9350895578463903	0.8624427994900501	0.5357249900796164	0.9390065263460061	0.7440931502917015	0.9630265190851296	0.8799707454218485	0.9451233926867776	0.9494012942934577	0.9178491975042847	0.9759087704634297
