	HMP_2012__SRS024561__bin.10	HMP_2012__SRS055450__bin.3	HMP_2012__SRS022725__bin.69	HMP_2012__SRS011126__bin.17	HMP_2012__SRS018665__bin.22	HMP_2012__SRS013170__bin.26	HMP_2012__SRS015989__bin.4	HMP_2012__SRS065310__bin.4	HMP_2012__SRS013949__bin.36	HMP_2012__SRS015574__bin.2	HMP_2012__SRS017227__bin.77	HMP_2012__SRS017511__bin.29	HMP_2012__SRS011343__bin.4	HMP_2012__SRS014690__bin.45	HMP_2012__SRS047113__bin.20	HMP_2012__SRS063603__bin.83	HMP_2012__SRS018975__bin.44	HMP_2012__SRS015803__bin.9	HMP_2012__SRS014691__bin.4	HMP_2012__SRS019129__bin.15	HMP_2012__SRS054430__bin.1	HMP_2012__SRS014578__bin.23	HMP_2012__SRS016746__bin.27	HMP_2012__SRS055378__bin.12	HMP_2012__SRS015044__bin.36	HMP_2012__SRS064449__bin.5	HMP_2012__SRS049318__bin.21	HMP_2012__SRS063999__bin.42	HMP_2012__SRS021477__bin.5	HMP_2012__SRS018573__bin.17	HMP_2012__SRS015899__bin.12	HMP_2012__SRS022602__bin.26	HMP_2012__SRS023964__bin.27	HMP_2012__SRS024649__bin.51	HMP_2012__SRS016043__bin.36	HMP_2012__SRS047634__bin.69	HMP_2012__SRS017445__bin.35	HMP_2012__SRS020226__bin.29	HMP_2012__SRS045197__bin.68	HMP_2012__SRS024289__bin.20	HMP_2012__SRS018157__bin.38	HMP_2012__SRS011255__bin.52	HMP_2012__SRS024381__bin.23	HMP_2012__SRS075410__bin.10	HMP_2012__SRS012285__bin.18
HMP_2012__SRS024561__bin.10	1.0	0.8970411486621302	0.8658846781681611	0.8617259782842653	0.8929625748432436	0.8865870538274336	0.8878784974634601	0.8219300326631548	0.8313566285465602	0.8995894717492777	0.897426853543693	0.848947442014652	0.9017599454514318	0.8885344314270138	0.9034960101932924	0.8132936997346413	0.8798266134797179	0.8153714785772753	0.6135032843831156	0.8896844761247893	0.8531297083882563	0.7281275481266997	0.7068100870860349	0.861841454083837	0.8731384437004417	0.9013734550202122	0.8732052154212824	0.7886973544258654	0.894367923179528	0.7480836516118693	0.8950874866652946	0.8815398972815268	0.7846886945264472	0.8776930606114404	0.9184772277009946	0.8904087529084976	0.5652540389035612	0.8904841656755648	0.7922095469420908	0.900807073717551	0.8946263690166647	0.9242612298251209	0.910225814104387	0.8741761547972733	0.8968981786245653
HMP_2012__SRS055450__bin.3	0.5953333764308191	1.0	0.8619542346407859	0.8246132174428037	0.862999001111498	0.850690150625713	0.8856475988096753	0.8027236915916109	0.7824821232323949	0.8887182946741935	0.7228616174486429	0.7496183787142907	0.8280337328192221	0.8416678309939044	0.7715282368470991	0.6974014301414083	0.8747719135075167	0.7735593796464477	0.5093340812832484	0.8811062012416246	0.8034467909403523	0.606731966308888	0.6493765809652308	0.7669857965979401	0.8102727028171157	0.8710902065134204	0.8196166895708951	0.7030433776194756	0.9119096078893423	0.7145655252089012	0.8944254097215416	0.7865162564411626	0.681550070589511	0.7741323329155658	0.8786934371565669	0.7997948003578482	0.4983410943563842	0.8890107667251264	0.6952800954261751	0.8836185413725437	0.8140816169064485	0.8815858345515325	0.899377102305785	0.8644717881772475	0.8763531394085496
HMP_2012__SRS022725__bin.69	0.5749689111819593	0.862423634178504	1.0	0.7987583251264418	0.8457358243335726	0.8251979043215544	0.875687501043249	0.7782736108097281	0.7541057061543341	0.8640855297200754	0.704696915321571	0.7316163890233521	0.803226560283096	0.826126395867065	0.7484309536129797	0.6853310854796442	0.8584462476422573	0.7536873633343906	0.5002811555859721	0.858200040895358	0.7817032916590162	0.5843670191457043	0.6325239112654193	0.7471660142883373	0.7833683169473702	0.8644511884691782	0.7723656921330685	0.6793407501377089	0.8819882029411275	0.6950515573619991	0.875365137124639	0.7485681408469512	0.6611193643692934	0.7527719124004741	0.8759623971356557	0.7795411582566892	0.4880699268891152	0.8735018945400523	0.6738798636265002	0.859871847301741	0.7984281368408752	0.871468080755813	0.8975806014121418	0.8424146413727487	0.8533197224123253
HMP_2012__SRS011126__bin.17	0.6269206722224191	0.9039529586038916	0.8751338741257463	1.0	0.9032071497069915	0.8921383169750676	0.906238391384507	0.8185124055737357	0.8130048497580836	0.9232885543194622	0.7826484274005044	0.8067617720647992	0.8841984526037018	0.8812649376092282	0.8243982950980068	0.7554735515019619	0.8899340373464519	0.7928897265824578	0.5417030046097276	0.9125563357180168	0.8423262836771293	0.6467477588585524	0.6787346737700439	0.825551012757047	0.8589826823745642	0.9037369311992721	0.8508022160525507	0.7433342972651387	0.9882985155831197	0.7357556215702792	0.9020087119623175	0.8274443958033534	0.7264618711630847	0.8339132164194544	0.9040483992826518	0.8482298897345836	0.5309536409761695	0.9113070343780754	0.7343674454702254	0.9192211812012724	0.8627265858868953	0.918171333734908	0.9255785591086412	0.8948146564878515	0.9135598915976769
HMP_2012__SRS018665__bin.22	0.5929780724519366	0.8635108594440778	0.8457768538780748	0.8244215556117779	1.0	0.8488431112235556	0.8756126124481285	0.78985912847973	0.7755972237799265	0.885447275553666	0.732239259883307	0.7565111020112207	0.8385353117770261	0.9013247295898007	0.7768872636600513	0.7010388655160812	0.8634456532228827	0.7615992738635208	0.5432267689795748	0.8750320162546069	0.793621788267575	0.6125456769579473	0.6541253367901325	0.7782665056507712	0.8091518235571821	0.8672218759047362	0.7975190336959669	0.7129314369625377	0.8808426730377492	0.7123409294233943	0.8736444278675739	0.7723708199551903	0.6914869365856458	0.7779676003328125	0.8737357165772471	0.8019650546819371	0.49923500061293846	0.8784665583373978	0.6930873580786595	0.876469161369748	0.8151038474278754	0.883137410374049	0.8968547127144306	0.856269317343029	0.8733590854436241
HMP_2012__SRS013170__bin.26	0.609550865216358	0.8812763291494741	0.8544022337920456	0.8430966320292078	0.8788416254401693	1.0	0.8780212361468167	0.7965024087796236	0.7823230141070233	0.8971969582406187	0.7557443453088206	0.7869337207543909	0.8700674026226533	0.8502295361749012	0.7981253645574542	0.7381375704811078	0.8629458402644258	0.7642161204605846	0.5299180150791765	0.8832173950614617	0.8147097582579014	0.6286034479033896	0.6534284603253473	0.8067397221802156	0.8958678087666615	0.8815047851541402	0.8214300373738901	0.7261595627470889	0.9065998401348052	0.7129836462226448	0.8790830434876536	0.8009678325304068	0.7118586489230703	0.8102988831039771	0.8708769902136577	0.8320000432068093	0.5104025794465208	0.880777290500983	0.7147853701743394	0.8814124305990624	0.8372669532718356	0.8772321717902741	0.8933396703320443	0.8585895137073603	0.883015943312666
HMP_2012__SRS015989__bin.4	0.5937317621152085	0.8923799983295345	0.8818639453137928	0.8329823429696779	0.8817457520010128	0.8539908103386054	1.0	0.817509525067751	0.787932305174083	0.9052352283310947	0.7345126049228302	0.7542041361355829	0.8373076929138119	0.8586365954862761	0.780678387591068	0.7062160752360845	0.8851334349970925	0.7723155540823708	0.5191643890377541	0.8992115718082159	0.8147133339391835	0.6129279320215102	0.6565013413627742	0.7826803196577542	0.8217481999158464	0.892179857653227	0.8026712739295494	0.7084244516224265	0.9123457380279366	0.7257269020061871	0.8984588117317106	0.7900009507995384	0.6882606724621663	0.7870624023920225	0.908625537845236	0.8114338634872491	0.5008811968097261	0.9218101332117431	0.6960094260480201	0.8946309243084772	0.8284537005275625	0.9071846300365454	0.9265236825254075	0.8788040517718229	0.8925297098590558
HMP_2012__SRS065310__bin.4	0.617119912048298	0.908140250879399	0.8800000707765844	0.8447273803934707	0.8930565811606888	0.8698277062016802	0.9178903151681298	1.0	0.8274608428547499	0.9507005702233473	0.7467077092214812	0.7741076842137548	0.8673841446295907	0.8766328747797079	0.7969986009828508	0.7307953636618861	0.9013344924965024	0.7852620738954724	0.5349300137542495	0.9395349742491194	0.8583984674510285	0.6260082714234823	0.6814564169590133	0.789851935385697	0.8340607593383805	0.8916734887429842	0.8141961313519035	0.7176845912298375	0.9219133741792865	0.744272994722426	0.9190728739303888	0.7950015216965619	0.7006840556870165	0.8256023677126659	0.9144346484409098	0.8284452271810394	0.5217071783970991	0.907549266400704	0.7218014292151584	0.9321240760706727	0.8457854903283797	0.9140029112768332	0.9200855688903883	0.8922921940505204	0.9277105662362665
HMP_2012__SRS013949__bin.36	0.6115964491631747	0.8673695062843524	0.8354597092363714	0.8221050630226727	0.8592280784485056	0.8370957386375129	0.8668216589257222	0.8107563009669968	1.0	0.8959806612193997	0.7381827070941032	0.760083887682045	0.8923647530728285	0.8483485696156228	0.7912250803133826	0.7098524106150627	0.8571580476060863	0.7618181597529833	0.5220551904202994	0.8943134253231462	0.8250124681505934	0.6276048032574958	0.6585581790201045	0.7818741118429227	0.8079708323292354	0.854423433997396	0.7996242506829311	0.7084868375048905	0.8748879600140776	0.7140936044599862	0.8661616993439123	0.7725127412074255	0.6887724231670086	0.796379930987414	0.8645961735058012	0.8134608638766905	0.5204833077035544	0.8646048419766655	0.7140699106396233	0.9357822341423329	0.8271570478424465	0.877560160632544	0.8794394851159466	0.8437901097370623	0.881933693132664
HMP_2012__SRS015574__bin.2	0.6042843393024494	0.8995249824810246	0.8741166637116587	0.8524933934466368	0.8956829445387233	0.8765893721030368	0.9093303318896009	0.8505620847158549	0.818121902518511	1.0	0.7469932794677608	0.7718744459360198	0.8798441022263874	0.8706666919953058	0.790534265427252	0.7216604189356906	0.8929886105552883	0.7813795454353571	0.5261518198627188	0.9420702363162027	0.8564620745843993	0.617818275457393	0.6655453467068548	0.7970257845545959	0.8370355360806464	0.8881397592090711	0.8133231807704971	0.7153208716428999	0.9258398554578996	0.7410341894413347	0.9076343684303841	0.8001121847639793	0.7018639767651951	0.8504222495208666	0.9020990054287716	0.832022576260311	0.5171659574647721	0.9065378494296835	0.7186383956839999	0.9340526666835525	0.8488703426964869	0.9129444120800723	0.9162524378815127	0.8851652271556782	0.9684041057723969
