	HMP_2012__SRS012279__bin.39	HMP_2012__SRS019071__bin.34	HMP_2012__SRS023958__bin.21	Castro-NallarE_2015__ES_104__bin.5	HMP_2012__SRS011115__bin.80	HMP_2012__SRS044662__bin.37	HMP_2012__SRS016037__bin.33	HMP_2012__SRS015644__bin.37	HMP_2012__SRS019126__bin.9	HMP_2012__SRS018145__bin.56	HMP_2012__SRS016225__bin.34	HMP_2012__SRS023617__bin.29	HMP_2012__SRS013164__bin.11	HMP_2012__SRS015434__bin.74	HMP_2012__SRS014888__bin.46	HMP_2012__SRS022077__bin.60	HMP_2012__SRS015797__bin.22	HMP_2012__SRS064329__bin.49	HMP_2012__SRS042131__bin.18	HMP_2012__SRS024441__bin.39	HMP_2012__SRS024081__bin.14	HMP_2012__SRS050669__bin.28	HMP_2012__SRS019122__bin.55	HMP_2012__SRS018739__bin.39	HMP_2012__SRS014573__bin.16	HMP_2012__SRS016002__bin.5
HMP_2012__SRS012279__bin.39	1.0	0.9511313165895027	0.7203960769170544	0.43393166850453363	0.8927189947862966	0.9316114444041927	0.6395790289427554	0.9361351183864989	0.4796633717759368	0.6411090365994285	0.8946630201263018	0.9232461640332753	0.5326881557768073	0.9402739682400665	0.5101467506910248	0.9745817028069603	0.872965574164235	0.9568320216138462	0.9345002793292383	0.8474344836920824	0.9575552255799233	0.6458317575448751	0.9431336096105182	0.9498746667622092	0.8848115224306022	0.638298493479885
HMP_2012__SRS019071__bin.34	0.4047186420465517	1.0	0.5955535178072725	0.4098789509762182	0.40672539748325537	0.7189486498725592	0.2735748592052706	0.7374007491736391	0.5382006281133224	0.5701568250576787	0.49616265899047884	0.710891701834764	0.41847570154566466	0.7571995315688491	0.5397703467723084	0.43079178190170847	0.6716758384160973	0.7240112748712888	0.44753525938189226	0.6803471223894957	0.7389422354826434	0.55631563315562	0.7357514152877046	0.7068956950183453	0.7067104908024651	0.31862296148316954
HMP_2012__SRS023958__bin.21	0.3233411674455116	0.6281997067270525	1.0	0.4009500995245929	0.3314097470967527	0.633183679157966	0.22068729742189017	0.6489336991105324	0.48506714187525535	0.534422048598496	0.41734753559001825	0.6191948454480155	0.4426604930845	0.6148314871749667	0.48098609752814503	0.3491454941148863	0.5883064857157492	0.63559585510744	0.36577461819126117	0.6552643208801524	0.6493970751324314	0.5560339539077845	0.6418651301800733	0.6399562353854895	0.6302950240085956	0.27324890916043176
Castro-NallarE_2015__ES_104__bin.5	0.22787515496224112	0.5058462314646345	0.46911173099878956	1.0	0.23552727579341712	0.49468964695437784	0.13781622227316978	0.5263657060111064	0.41923322697064236	0.43010828367689247	0.31010775407013247	0.49860734327646805	0.32576390548749257	0.49507221815338665	0.42319621860773354	0.24302121144758948	0.47569279184294094	0.5136795335558146	0.2581177915119367	0.5104308141937399	0.5233838805820379	0.44473379246522887	0.5136251791778134	0.4991181350594798	0.5086447850806988	0.20016348124460376
HMP_2012__SRS011115__bin.80	0.7765736772176812	0.8314888970205437	0.6423082561563618	0.3901516681884661	1.0	0.8306508491871745	0.5680059656077173	0.8273078925405662	0.4316858267180269	0.5747345893277033	0.8512280402032094	0.8064894453300765	0.4834543269702493	0.8311818436821466	0.5107232029587936	0.8017393532717919	0.7772859024424593	0.8509717776425922	0.8298936048639095	0.7542695997571277	0.8528510364204508	0.6154156936577325	0.8401256379148538	0.8465899187232122	0.9065091844732592	0.6077474405488175
HMP_2012__SRS044662__bin.37	0.49062503057435053	0.8898156314249814	0.7429420422128701	0.4961032553471918	0.5028813267940331	1.0	0.3307578665183257	0.9034912763515959	0.6651133731859802	0.6692603033814183	0.612155103854954	0.8725612150910801	0.5232994022102985	0.8729288061397489	0.6645948322009759	0.5219108025644716	0.8220377123257612	0.8914774784092672	0.5427600636785102	0.8302749664905118	0.9099926062484888	0.6761816374993186	0.9045080918949668	0.862697056056936	0.8775523467823205	0.3942190367437304
HMP_2012__SRS016037__bin.33	0.94145004648837	0.9463821109626608	0.7237536038253287	0.38630272914078556	0.9611431451140332	0.9244817914039487	1.0	0.9302791646157091	0.2474294665947855	0.6151251279406824	0.949540585519068	0.9160123135581963	0.5023419981404652	0.9315839642469275	0.317812468258991	0.9278219221964388	0.8629706459148834	0.937605966137715	0.9461066966692451	0.8025826438209533	0.9376528451663815	0.6166643227152333	0.934597895131613	0.9293240044066287	0.9319003976904265	0.4980349873817281
HMP_2012__SRS015644__bin.37	0.4158762834332255	0.7698683451146564	0.6422975731712421	0.44528449375091744	0.42249823000137354	0.762139891495105	0.28076039494697075	1.0	0.5796475801569153	0.5801557362987958	0.5157637463015724	0.7553151540768329	0.45214106461659265	0.752323989037504	0.5744693393793303	0.4445151854386738	0.7108002044414734	0.7887219990933363	0.4925312247800987	0.7185876088895492	0.8034732649150017	0.5976788700776795	0.7811079100811222	0.7621841046164983	0.7655460703672461	0.3387179020107538
HMP_2012__SRS019126__bin.9	0.3199775510258278	0.8437512448292558	0.7209334028519757	0.5325532255794375	0.33104181475524336	0.8424880474261135	0.11213244894761583	0.8704049755991335	1.0	0.6822974435965098	0.47561728039884105	0.8281237136764354	0.5226760310284481	0.8227124132381671	0.8227141836619978	0.3720758130892745	0.7727032512948437	0.8534000547060964	0.3946920923134394	0.8320177608918687	0.8780346170971599	0.6897110933872014	0.9960563809173096	0.8212491579421656	0.8188086286916656	0.39511079754937933
HMP_2012__SRS018145__bin.56	0.26546101305453185	0.5548178799668787	0.493018883164165	0.3391337601876063	0.27356988891642275	0.526197800966054	0.1730331250710859	0.5407391615626757	0.4235060695688581	1.0	0.34619647128184305	0.5275917715624504	0.34032937706492544	0.5226098514215258	0.4234033212434635	0.2892947783520817	0.5043893315369776	0.5295060772612461	0.29931631154391175	0.5620591643539136	0.5505172856200147	0.48884741104440105	0.5395726658684898	0.5435831472965927	0.5196576227993589	0.2281298541028725
