	XieH_2016__YSZC12003_37171__bin.41	XieH_2016__YSZC12003_37101__bin.13	XieH_2016__YSZC12003_35999__bin.100	ZeeviD_2015__PNP_Main_393__bin.2	XieH_2016__YSZC12003_37232__bin.77	XieH_2016__YSZC12003_36694__bin.107	XieH_2016__YSZC12003_36699__bin.8	FengQ_2015__SID31276__bin.38	XieH_2016__YSZC12003_35697__bin.38	ZellerG_2014__CCIS74726977ST-3-0__bin.97	ZeeviD_2015__PNP_Main_127__bin.16	XieH_2016__YSZC12003_37393__bin.13	XieH_2016__YSZC12003_35550__bin.7	ZellerG_2014__CCIS11362406ST-4-0__bin.32	CosteaPI_2017__SID713B072-11-90-0__bin.89	BritoIL_2016__W3.22.ST__bin.92	XieH_2016__YSZC12003_35992__bin.87	CosteaPI_2017__SID713A004-11-0-0__bin.11	FengQ_2015__SID530041__bin.48	FengQ_2015__SID31223__bin.13	XieH_2016__YSZC12003_37182R1__bin.100	CM_madagascar__A28_02_1FE__bin.95	BritoIL_2016__M1.16.ST__bin.54	XieH_2016__YSZC12003_37405__bin.101	LiJ_2014__V1.FI14__bin.82	XieH_2016__YSZC12003_37349__bin.112
XieH_2016__YSZC12003_37171__bin.41	1.0	0.7936691292398786	0.9023507810380552	0.8354948671272032	0.9059113552278242	0.7001262085153397	0.8380662181873941	0.7890595696328944	0.5787843878887007	0.8401869930526341	0.7092006400855544	0.6327277159404107	0.5874514922879126	0.6908984394965814	0.729375130238538	0.47555683118333264	0.7850971726933527	0.8200313752010097	0.7730188998234654	0.8948545456690034	0.8846808025446152	0.5760935122532348	0.7580468740785009	0.902684191695401	0.8982602097184489	0.8981666345575429
XieH_2016__YSZC12003_37101__bin.13	0.44233716500282894	1.0	0.7890259022260321	0.714980412161946	0.8091427148975818	0.588676875394704	0.7057397909432709	0.6690310561129437	0.49338036693395887	0.7293459954167221	0.6167063945449438	0.5305628561649209	0.478078231270157	0.5930681974061399	0.6101947915064294	0.4084411551894075	0.6682527140079227	0.69883156650552	0.6678311120343697	0.7963986776949329	0.7721784770001222	0.5451922693449349	0.6464841156416523	0.8025745768750879	0.7957014128925183	0.7839408214576998
XieH_2016__YSZC12003_35999__bin.100	0.49096178578854727	0.7702817526904999	1.0	0.8182165902679076	0.8889452692810245	0.6553387715216459	0.7817103338983732	0.7534619034457737	0.5489830565037064	0.8212692604879651	0.6912469013365006	0.5830600120309862	0.5247259870157763	0.6621196783636489	0.6681989202917215	0.45031870133804075	0.7404682672042675	0.7706432812589581	0.7334353599754931	0.8804769438899105	0.8500405168703349	0.5455936726938542	0.7227105829038488	0.8817232548010566	0.8810887614673012	0.8643613266258732
ZeeviD_2015__PNP_Main_393__bin.2	0.4917347148455795	0.755035349262562	0.8850811117014482	1.0	0.890833350302954	0.6637326192516952	0.7899986300888034	0.7581699467400742	0.5645626188259121	0.8390386740740604	0.7039950498073794	0.5921788252456122	0.5311372484408005	0.6546171561013808	0.6831506476532866	0.44651376112821445	0.7518951980910102	0.785377031032191	0.7430745435326308	0.8700768816378214	0.8578397796294205	0.5460692804819126	0.7261487353313056	0.878068647360792	0.8768264711272703	0.865565893654164
XieH_2016__YSZC12003_37232__bin.77	0.446496824667216	0.71555637891917	0.8052586580430524	0.746005545302267	1.0	0.5997886987142866	0.7139049578288832	0.6822640242895711	0.4932489781807781	0.7607950850359778	0.635796732193836	0.540149957251409	0.4789772273643692	0.604332916570098	0.6062916779383939	0.40852615415382204	0.676594700724982	0.7050723160434725	0.6664338683560435	0.7930158181413703	0.7996544456596809	0.492926522807129	0.6603657388064966	0.8295331140740143	0.8018523355923295	0.7877177833363435
XieH_2016__YSZC12003_36694__bin.107	0.5029066614852102	0.7587069931586701	0.8651763201417068	0.8100598955273789	0.8741312776206269	1.0	0.7858938238244572	0.7615153726581776	0.548381284398695	0.8125694751967899	0.6950699722551084	0.5962937524288078	0.5320280657201472	0.6772340512060443	0.6815200495250835	0.44330089651245813	0.7464844420746312	0.7886976846119782	0.7392386874045422	0.878063121887737	0.848190481785072	0.547707996312731	0.7083549854949346	0.8589314601765912	0.8593838962142231	0.8605740119836242
XieH_2016__YSZC12003_36699__bin.8	0.5290535073393265	0.7993775099404812	0.9069739735615466	0.8473454819830329	0.9143847822525801	0.6906755555996803	1.0	0.7837388123048513	0.5713103564673937	0.8538151095314448	0.7170311096108692	0.6333742038927966	0.5591693182889962	0.6835134450903206	0.714922883707539	0.4652671395737879	0.7754270311592513	0.8166459004512309	0.7798216918426003	0.9020878733575248	0.8796444757730245	0.5801984621417828	0.7520116754116426	0.929155766471911	0.9028007088642783	0.8971312838485175
FengQ_2015__SID31276__bin.38	0.5218693978211993	0.7939339536436687	0.9158852112101045	0.8519841626876623	0.9155284400205742	0.7011640830226321	0.8211114930770268	1.0	0.5868823658818567	0.8595876536365438	0.7180899115405078	0.6349107369925437	0.5680743873130917	0.7015707813757118	0.7186209077278408	0.46992434474498407	0.7776930634007367	0.8135184036205515	0.7790140529363153	0.9038917703912158	0.8947712217749003	0.5836324195795612	0.7586411698350479	0.8990249120943873	0.8987991997091742	0.8955388519144727
XieH_2016__YSZC12003_35697__bin.38	0.5109749053779744	0.7815390553625627	0.8907778583071613	0.8468525506988006	0.883519800509279	0.6739913694715883	0.7989757495480635	0.7833967849337855	1.0	0.8407198216135312	0.7242215724334036	0.6165628115306969	0.56115720724098	0.6936502581105586	0.7007666952684821	0.466096435325186	0.7787496841304354	0.7892330825814943	0.7484352307722213	0.8707364550965381	0.8606702821582985	0.5754699167215099	0.7302814085422237	0.877107995457032	0.8957915066492279	0.8792545200587587
ZellerG_2014__CCIS74726977ST-3-0__bin.97	0.46879785184957684	0.7301789686596437	0.8422149291189336	0.7954347415945279	0.8612806416370872	0.6311885467077928	0.75466156539442	0.7251832904083504	0.5313469377010052	1.0	0.6906961744845712	0.5725908993186116	0.5069845601688333	0.6337131499624863	0.6506759039474896	0.4377597985231466	0.7171852033854429	0.7444613609340243	0.7165735772232874	0.833105033850042	0.8143034525726471	0.529617360705871	0.6981423061904114	0.8446631887924113	0.8426444714523269	0.8282975820145052
