	FengQ_2015__SID532915__bin.39	LiJ_2014__O2.UC4-1__bin.77	XieH_2016__YSZC12003_37405__bin.120	BritoIL_2016__W3.19.ST__bin.19	XieH_2016__YSZC12003_36034__bin.36	LeChatelierE_2013__MH0035__bin.33	CosteaPI_2017__mickey1-11-7-0__bin.18	QinN_2014__LD-14__bin.48	VogtmannE_2016__MMRS32573774ST-27-0-0__bin.48	KarlssonFH_2013__S54__bin.2	BritoIL_2016__W2.39.ST__bin.88	LiJ_2014__V1.UC40-1__bin.3	BritoIL_2016__W1.33.ST__bin.18	RampelliS_2015__H3__bin.17	ZeeviD_2015__PNP_Main_85__bin.49	LiJ_2014__MH0374__bin.29	QinN_2014__HD-62__bin.20	VogtmannE_2016__MMRS21365932ST-27-0-0__bin.54	BritoIL_2016__W1.27.ST__bin.61	BritoIL_2016__W2.54.ST__bin.69	BritoIL_2016__W1.1.ST__bin.26	ZeeviD_2015__PNP_Main_357__bin.31	CosteaPI_2017__mickey1-11-0-0__bin.22	LiJ_2014__MH0355__bin.90	NielsenHB_2014__MH0035__bin.16	NielsenHB_2014__V1_CD30_0__bin.6	QinJ_2012__CON-110__bin.2	Obregon-TitoAJ_2015__SM25__bin.30	XieH_2016__YSZC12003_36702__bin.37	NielsenHB_2014__V1_UC40_0__bin.55	ZeeviD_2015__PNP_Main_772__bin.19	BritoIL_2016__W1.3.ST__bin.35	Bengtsson-PalmeJ_2015__TRAVELRES18__bin.133	KarlssonFH_2013__S297__bin.5	RaymondF_2016__P13E0__bin.45	CM_madagascar__A10_01_1FE__bin.2	Bengtsson-PalmeJ_2015__TRAVELRES16__bin.48	ZeeviD_2015__PNP_Main_378__bin.15	BritoIL_2016__W2.35.ST__bin.39	LeChatelierE_2013__MH0257__bin.30	CosteaPI_2017__SID713A063-11-90-0__bin.82	LeChatelierE_2013__MH0421__bin.62	VogtmannE_2016__MMRS57276462ST-27-0-0__bin.52	LiJ_2014__O2.UC48-1__bin.1	ZeeviD_2015__PNP_Main_499__bin.37	QinJ_2012__CON-041__bin.36	KarlssonFH_2013__S77__bin.33
FengQ_2015__SID532915__bin.39	1.0	0.9919647483358442	0.9855102049495813	0.9864127023085237	0.9924427759610682	0.9923734027082691	0.9858774549396361	0.9845543394699963	0.9917116970995564	0.9922183131778899	0.9852902929650497	0.9926278711255415	0.9866871849089476	0.9864554906713711	0.9924854320562277	0.992660423451235	0.984233867387075	0.9926888516222424	0.9857931896582528	0.9875932166916375	0.9867504385877126	0.9925209399944508	0.9852734933173856	0.9926424814729068	0.9923438048337149	0.9925174350247311	0.9836983320293752	0.9837188257096491	0.9924841361504905	0.9924658022487667	0.9923928981359862	0.9866396772494741	0.9866674274504904	0.9929576759328825	0.9929337728165515	0.9875728405847299	0.991659978800545	0.9927122106294424	0.9865559483555819	0.9924882806401564	0.9926831474126814	0.9922669963388286	0.9931279114311172	0.9925518059018944	0.9926002608560822	0.984149924630124	0.992140185807225
LiJ_2014__O2.UC4-1__bin.77	0.9919647483358442	1.0	0.9847256664634192	0.986859044835829	0.9936671735229826	0.9946241898882973	0.9856348886057205	0.9828383578283165	0.9916758281718823	0.9945719935482381	0.9855029054094531	0.9939326470773449	0.9870369424437975	0.9861952319797367	0.9925739973392311	0.9923754598873603	0.982690330451274	0.9925197470109433	0.9861920352232374	0.9874875864678984	0.9870008698885341	0.9942463746887359	0.9840704173419267	0.995399006866547	0.9941873116961525	0.9936890189095863	0.9825596550051022	0.9844606098795217	0.995259759117266	0.9936145233019467	0.994266303968398	0.9867738376868809	0.9864530980206504	0.9930091296467021	0.9942510314885209	0.9870644382987616	0.992470596880964	0.9937409480409247	0.9860092326991867	0.9955563775453172	0.9943904518115229	0.9944477973300864	0.994319514174909	0.9937397314964951	0.993517516636826	0.98307111912145	0.993430550588734
XieH_2016__YSZC12003_37405__bin.120	0.9855102049495813	0.9847256664634192	1.0	0.9845146827136338	0.9851721176715273	0.985447778217358	0.9889210798142607	0.9864431486229452	0.9846220906448931	0.9850857715767483	0.9835642801176315	0.9852241475862162	0.9843814377994187	0.9850876594465696	0.9850537063790967	0.9853085880398148	0.9863751063927473	0.9855619791481239	0.9839471847064403	0.9856424544153957	0.9844830323639119	0.9852404618023082	0.9878159647788304	0.9854437303038452	0.9850101545949542	0.9851899886594961	0.9859637951858845	0.981088475310583	0.9853265453139824	0.9850055621335788	0.9854616056538643	0.9847003504121786	0.98594724158769	0.9861263061774764	0.9854998952621762	0.9859882748755968	0.9851974145860453	0.9853773780374239	0.9845682101570448	0.9851410443357356	0.9849943045823194	0.9854883211907354	0.9859457056688523	0.9853604785391962	0.9851539217437525	0.9867712050855365	0.9858099203486762
BritoIL_2016__W3.19.ST__bin.19	0.9864127023085237	0.986859044835829	0.9845146827136338	1.0	0.9862112556613585	0.9872150627445279	0.9858259012335314	0.9840730210580795	0.9865140489024694	0.9865628235749819	0.9969808047866433	0.9867662621594386	0.9949003576946435	0.9876151672373973	0.9869025469270326	0.9869246271294592	0.9842053113843078	0.986477060765343	0.9942514007845443	0.993482025910499	0.9949145533517316	0.9869670769432582	0.9847503820133768	0.9864620566416455	0.9869037027622437	0.986412106348715	0.9838698039201712	0.9848877601758678	0.9867130217253292	0.9864510612390122	0.9870036320656659	0.9973473764713706	0.9888920829070227	0.9870634372198297	0.9871867817852721	0.9884676874457999	0.9870059571002175	0.9865252658736782	0.9933282438819362	0.9868024748306661	0.986909262843301	0.9868697646015048	0.987694347784905	0.9867925881114024	0.9865550722178057	0.9840706101321365	0.9865529210947375
XieH_2016__YSZC12003_36034__bin.36	0.9924427759610682	0.9936671735229826	0.9851721176715273	0.9862112556613585	1.0	0.9945232508705487	0.9854121332109661	0.9832096368601067	0.9921495345207391	0.9940896487965643	0.9850468806619157	0.9940940924316273	0.9869614179893527	0.9865301016391506	0.9933992771460456	0.9925838555560805	0.9832662289450061	0.992279796434999	0.9861602481093525	0.9872845416508448	0.9869893010488713	0.994249324488868	0.9847753521208668	0.9945248609362668	0.9936279513806459	0.9933912689361033	0.9827507251464631	0.9836046432681218	0.9977536398226151	0.9938667275216796	0.9941805608536697	0.9864123150731935	0.9863484200545676	0.9926645384058633	0.9939412183884798	0.9869085320702816	0.9924350917316935	0.9936289466906125	0.9862613876198872	0.9947542776588515	0.9935404307850083	0.9939659852678995	0.9944780373418414	0.9936912579975847	0.9938999400091472	0.9837804861348248	0.9941003532762032
LeChatelierE_2013__MH0035__bin.33	0.9923734027082691	0.9946241898882973	0.985447778217358	0.9872150627445279	0.9945232508705487	1.0	0.9861379926783828	0.9832509853656026	0.9931679927195939	0.9948258108583504	0.9859962338270805	0.9944368591830396	0.987307750041584	0.9869365994621858	0.99396611177974	0.9926530838260392	0.9830645260823715	0.9926783806961328	0.9859551536948559	0.9872346640584502	0.9874139554762776	0.9955007526936284	0.9849054356313777	0.9943887380989214	0.9997455923417831	0.996080253372422	0.9832066028185299	0.9850033571626051	0.99448200557386	0.9940615227922206	0.9955004746265004	0.987387005925889	0.9871497103722643	0.9934134654987781	0.9958324479971865	0.987666241006634	0.9953399337328778	0.9964478107164385	0.9866769425799305	0.9943038957205098	0.9967771171001324	0.9962953918806426	0.9951623729833576	0.9958939883236118	0.9961636933296485	0.9837071471659788	0.9937382922775203
CosteaPI_2017__mickey1-11-7-0__bin.18	0.9858774549396361	0.9856348886057205	0.9889210798142607	0.9858259012335314	0.9854121332109661	0.9861379926783828	1.0	0.9901218294923547	0.9851532858651348	0.9862013635136523	0.984477280357131	0.9861705595578828	0.9861208389345488	0.9853896021030601	0.9858713164968147	0.9860188518797368	0.9902896318367759	0.9858270940120483	0.9850495011089547	0.9862351941875168	0.9861792485743465	0.9858901848396546	0.9996691605455229	0.9861910513166168	0.9859970595161568	0.9857891289695307	0.9895701867935129	0.9823490205824541	0.9858430558686285	0.9853658536585366	0.9859643790882918	0.9859099636639849	0.987318019927963	0.9864408699509958	0.9862110271897299	0.9862673025493128	0.9864828424892931	0.9862745395745715	0.9854788674077141	0.9860351222831262	0.9861971041070403	0.9858153384827065	0.9862650001722701	0.9859597503502738	0.9857778865189992	0.9899109498383771	0.9856303189673881
QinN_2014__LD-14__bin.48	0.9845543394699963	0.9828383578283165	0.9864431486229452	0.9840730210580795	0.9832096368601067	0.9832509853656026	0.9901218294923547	1.0	0.9836785925471536	0.9830804335374758	0.9826208773256829	0.9833370496695214	0.9840484311412876	0.9834957545925058	0.9833755293570815	0.9838203041708287	0.997603241603771	0.9842821710396821	0.9832391834818022	0.9854311111685481	0.9838341032849603	0.9833863982274381	0.9895566395752754	0.9832340587425499	0.9831317707723577	0.9831746291837682	0.9891355651808632	0.9797721038063232	0.9833796775651221	0.982966883984194	0.9835884877728902	0.9841462399719596	0.9840830905012231	0.984849892355356	0.9835496196477347	0.9855363999585768	0.9834503361824206	0.9833716661059235	0.9840807624791647	0.9831548404557562	0.9832040442474712	0.9836277171413962	0.984070770839031	0.9833049747462859	0.9832252990454114	0.9884498114886521	0.9836193879528002
VogtmannE_2016__MMRS32573774ST-27-0-0__bin.48	0.9917116970995564	0.9916758281718823	0.9846220906448931	0.9865140489024694	0.9921495345207391	0.9931679927195939	0.9851532858651348	0.9836785925471536	1.0	0.9924610025993721	0.9861173798535772	0.9921260068220255	0.9871227974153688	0.9860443731359981	0.9919059773551527	0.9916325448033645	0.9830887370240416	0.9916347415665148	0.986618177031052	0.9869221894451775	0.9871007914394789	0.9922446331280048	0.9840358175280265	0.9923704304595311	0.9922625411142104	0.9923938749671531	0.9826546778730821	0.9831985251600351	0.9920832192948256	0.9915989306951053	0.9921699600310174	0.9866513846359177	0.9864202001822515	0.9922109916731661	0.9924351337210151	0.9860767482611965	0.9911697167420435	0.9924542065683171	0.9859310196016866	0.9917203206351712	0.9923741014996923	0.992280705595924	0.9930044034716506	0.99228283067815	0.9922558506303989	0.9827842304036799	0.9920086447641084
KarlssonFH_2013__S54__bin.2	0.9922183131778899	0.9945719935482381	0.9850857715767483	0.9865628235749819	0.9940896487965643	0.9948258108583504	0.9862013635136523	0.9830804335374758	0.9924610025993721	1.0	0.985645320960667	0.9940644987932267	0.9871178093045602	0.9862680616381272	0.9935235052890953	0.9927960513823174	0.9832199044003912	0.992727395836628	0.9862455601628346	0.9876275467344676	0.9871363518512745	0.9950855426736849	0.9853271662827267	0.9948740788727832	0.9946010964834832	0.9944581674836497	0.9830156559089211	0.9841024001922042	0.9944168407894088	0.9936758092467773	0.9951310032729944	0.9869537779396949	0.9868090027011739	0.993353724395474	0.9950163559303874	0.987488958473103	0.9935096420870001	0.9945882289136557	0.986395852244955	0.9944295287472981	0.9948455895403183	0.9948700091325401	0.9943231154023116	0.9939653463619805	0.9945539853771971	0.983959460065952	0.9939773939498414
