	FengQ_2015__SID532915__bin.39	LiJ_2014__O2.UC4-1__bin.77	XieH_2016__YSZC12003_37405__bin.120	BritoIL_2016__W3.19.ST__bin.19	XieH_2016__YSZC12003_36034__bin.36	LeChatelierE_2013__MH0035__bin.33	CosteaPI_2017__mickey1-11-7-0__bin.18	QinN_2014__LD-14__bin.48	VogtmannE_2016__MMRS32573774ST-27-0-0__bin.48	KarlssonFH_2013__S54__bin.2	BritoIL_2016__W2.39.ST__bin.88	LiJ_2014__V1.UC40-1__bin.3	BritoIL_2016__W1.33.ST__bin.18	RampelliS_2015__H3__bin.17	ZeeviD_2015__PNP_Main_85__bin.49	LiJ_2014__MH0374__bin.29	QinN_2014__HD-62__bin.20	VogtmannE_2016__MMRS21365932ST-27-0-0__bin.54	BritoIL_2016__W1.27.ST__bin.61	BritoIL_2016__W2.54.ST__bin.69	BritoIL_2016__W1.1.ST__bin.26	ZeeviD_2015__PNP_Main_357__bin.31	CosteaPI_2017__mickey1-11-0-0__bin.22	LiJ_2014__MH0355__bin.90	NielsenHB_2014__MH0035__bin.16	NielsenHB_2014__V1_CD30_0__bin.6	QinJ_2012__CON-110__bin.2	Obregon-TitoAJ_2015__SM25__bin.30	XieH_2016__YSZC12003_36702__bin.37	NielsenHB_2014__V1_UC40_0__bin.55	ZeeviD_2015__PNP_Main_772__bin.19	BritoIL_2016__W1.3.ST__bin.35	Bengtsson-PalmeJ_2015__TRAVELRES18__bin.133	KarlssonFH_2013__S297__bin.5	RaymondF_2016__P13E0__bin.45	CM_madagascar__A10_01_1FE__bin.2	Bengtsson-PalmeJ_2015__TRAVELRES16__bin.48	ZeeviD_2015__PNP_Main_378__bin.15	BritoIL_2016__W2.35.ST__bin.39	LeChatelierE_2013__MH0257__bin.30	CosteaPI_2017__SID713A063-11-90-0__bin.82	LeChatelierE_2013__MH0421__bin.62	VogtmannE_2016__MMRS57276462ST-27-0-0__bin.52	LiJ_2014__O2.UC48-1__bin.1	ZeeviD_2015__PNP_Main_499__bin.37	QinJ_2012__CON-041__bin.36	KarlssonFH_2013__S77__bin.33
FengQ_2015__SID532915__bin.39	1.0	0.932159071106516	0.9018053697979028	0.9036937197553749	0.9274314938028653	0.609638670916427	0.6418201842860053	0.8882850954401559	0.6028125906717156	0.9468451323855693	0.6274195159476278	0.8970963862767508	0.9168780087875081	0.9231531941740058	0.9217136894777784	0.9115731593993085	0.8962384778005371	0.9073938824725927	0.7277027035792166	0.5794704750192532	0.9166769364883954	0.9373700867551298	0.8691309049853391	0.9177346200230821	0.9329499554830254	0.933371558690842	0.905777088222309	0.9231869224306312	0.9218961679943926	0.8850035090359296	0.9324172219937638	0.9122005914552489	0.8673722790918104	0.7715105199729655	0.8496956457253111	0.6090575071099597	0.8928319238813786	0.9017240760511649	0.903713610778513	0.9318927043618852	0.9350168922351931	0.900640880117236	0.8116298488152518	0.9180615246642201	0.9411714342422233	0.8833612023864039	0.5497087478557693
LiJ_2014__O2.UC4-1__bin.77	0.7073221229454649	1.0	0.734973713041501	0.7304024104663536	0.7742635533773073	0.5191696451334429	0.5088615743825936	0.7306314349565526	0.48095175753328157	0.7914859981710852	0.5019977300982476	0.7561112297794835	0.7418086831780856	0.745560681810501	0.7686734527476213	0.7469705933210815	0.7263045782914312	0.7220459696119282	0.5907404545512711	0.4554683534418804	0.743833810905175	0.7795042111960164	0.6979278533482035	0.7711198805397759	0.7839964379801353	0.7817137397304008	0.7408604299163732	0.7484343157433994	0.7837729914502992	0.7175481648674464	0.7710204615991881	0.7354996818922016	0.705571627737425	0.6153018546061976	0.7033056633687798	0.4773352705261559	0.7267255502411811	0.7364065926241646	0.7396493562869684	0.8036275773047885	0.7804468864973657	0.7417735748393302	0.6511261409799951	0.7587108874239633	0.7721655840501832	0.7203505977768875	0.44298520626477134
XieH_2016__YSZC12003_37405__bin.120	0.8019571372484026	0.8613564988408146	1.0	0.8403196575471259	0.8615568423857725	0.556502070921615	0.599714366247227	0.8493670336042649	0.5507032596779198	0.8659674766672832	0.5946953951363048	0.8355091052488086	0.8727849252441712	0.8771794089903878	0.8536907626244312	0.8421112133551083	0.8591811755513197	0.830310555566878	0.6893967505892061	0.5343554571312881	0.8798342493634959	0.8648619340727459	0.8239545508555361	0.8553046625441785	0.8653737522269473	0.8605401277353527	0.8717155290857682	0.8662616471315688	0.8625750951824107	0.8038978932395782	0.8550685570996407	0.8628542687210661	0.8231366416038559	0.7043017719828973	0.7941914215278175	0.564593873640519	0.8233308325639398	0.8320871144492302	0.8510820666378777	0.8640620980391327	0.8702008395971135	0.8352003223954475	0.7488607143227947	0.8448817992311577	0.8716359300189614	0.846654128211409	0.4981974849002109
BritoIL_2016__W3.19.ST__bin.19	0.8316045733649599	0.885789628872699	0.869564473455407	1.0	0.8667312887448951	0.5808470346862189	0.6167544675383484	0.8738866718157411	0.5679608192838012	0.8837654138976465	0.6769652135055368	0.8389071865401443	0.9406539324563991	0.8996236878116951	0.861575847577846	0.8554813170966383	0.8806302085136405	0.8464151260230006	0.7533975336172088	0.5731576440477456	0.9449279825934225	0.8742153530756966	0.836500969132214	0.8661375932971307	0.8898698923588769	0.8889081216502664	0.8789605395466029	0.9095481906017056	0.8714040539212351	0.8097715426491789	0.865283658691968	0.9548222435241634	0.8664981080931592	0.7224179321492055	0.8077624486037611	0.5914460105217795	0.852534327494665	0.8537380330774315	0.92160633614702	0.8827455469857024	0.890372862228833	0.8520389180895263	0.7593348860140553	0.8762487201923701	0.8789860063754614	0.8592241451004408	0.5140113319430036
XieH_2016__YSZC12003_36034__bin.36	0.7397424741123815	0.8138798955217342	0.7727594271699366	0.7512553636855595	1.0	0.5284812953483857	0.5299429977453638	0.7601697478649592	0.49460760119736813	0.8096013636117501	0.5400500593407025	0.78449581441967	0.7717160931088561	0.771914067902595	0.7924203246303752	0.775248942956012	0.7691886379023778	0.7595158102187414	0.6077974476427376	0.47976121618606044	0.7772117906061305	0.8251782549177249	0.7300751648898947	0.800536946269848	0.8084079963881672	0.8144207047143869	0.780138989342127	0.7844871918241239	0.8470099770328545	0.751049456103918	0.8126020268617995	0.7704144260852139	0.7384001084377615	0.6518461494419974	0.7288245436318855	0.4996832058396356	0.7626951336485065	0.7797030309113153	0.7639636899052515	0.8143531035653053	0.8233257764905967	0.7741614612057355	0.6863137679742315	0.7903871166006003	0.8079882484369821	0.768092878460377	0.4684801019811621
LeChatelierE_2013__MH0035__bin.33	0.857010601308143	0.9618243489678313	0.879715272205607	0.8873191577309311	0.9314179249641354	1.0	0.5962032241593114	0.882709047584312	0.5466348141123836	0.942004036277871	0.5321747270649452	0.9089418143798478	0.8875939164052813	0.8968627665523865	0.8936076057091448	0.9153463661341698	0.8715193182094488	0.8598518005203394	0.6042496413548277	0.5012801809030564	0.8903633865830233	0.9301857660417732	0.8142442920709023	0.9026114231526735	1.0008899263257713	0.9461400053492839	0.8849630413110608	0.9095958859143628	0.9522442677559755	0.8614486833467065	0.914796240912296	0.8901974372067012	0.840441194349211	0.7037542247185548	0.8261859605611885	0.539735453594962	0.8891111678459406	0.892323169693875	0.8809529019865296	0.94999817638048	0.9834476134899215	0.8853958470104797	0.7840469764388358	0.9170569212439517	0.9619064118462324	0.8772716220487757	0.48080640455175433
CosteaPI_2017__mickey1-11-7-0__bin.18	0.8692184802494266	0.9082136524095864	0.9133173186163472	0.907678982616497	0.8998000698057386	0.5743759062448027	1.0	0.9079483671781851	0.6632792534065435	0.9113443695112896	0.6062142333432499	0.8698644175788652	0.9094364240722045	0.9043954190569666	0.8879594470823309	0.900396229553126	0.9186587459797282	0.8996911447438387	0.7285212661542894	0.6262382905558458	0.9104507155088206	0.9122011295411796	0.9537677530282338	0.9056773381994336	0.9072222000988525	0.9087494934399003	0.9302897172399092	0.9166518309951535	0.8912998156472609	0.8682850041813169	0.9081240527618945	0.903009845420111	0.861544533952996	0.7955939226842884	0.8688091328393835	0.7025449813656157	0.8740873133926291	0.8749475871341934	0.9059836167337004	0.9097713979184773	0.9082558169496766	0.8983243109025789	0.8549457834288672	0.906627797207302	0.9013232638165	0.9013648427379779	0.5665315449321736
QinN_2014__LD-14__bin.48	0.7735422623330958	0.8384995099107974	0.8317421908625381	0.8269727173008078	0.8299339631629149	0.5468088847919466	0.5838176800385896	1.0	0.5362103056929047	0.8408601470305264	0.5787013972908215	0.8070554770433782	0.836966922085419	0.8378356395579368	0.8253490026317583	0.8151977734925567	0.9422877130513597	0.8115794353072838	0.6623012389861724	0.5168394499402968	0.8399447364645571	0.8444871460315201	0.8187969072603618	0.8213586259276957	0.8411369165763871	0.8404997817850995	0.8751437977827559	0.8353179780836175	0.8325766416293782	0.774007687038788	0.8336671512957898	0.8416064834113371	0.8000093386186903	0.6826571683877214	0.7669144789634434	0.5482913905090263	0.7992923736998891	0.8056463999813228	0.8365760557063667	0.8385285048156018	0.8492490884491454	0.8054961536564269	0.7167510343085035	0.8258385269985867	0.8388884935038233	0.8298650531943536	0.4817590041417527
VogtmannE_2016__MMRS32573774ST-27-0-0__bin.48	0.8303235013478727	0.8730504091267001	0.8529907525096162	0.8501347872648369	0.8541361166734766	0.5356099257746844	0.6745992416652867	0.8481418655319838	1.0	0.8668864082261328	0.6077106892316708	0.8246216962825399	0.8572231798358728	0.8609433798189574	0.8469166892006991	0.8517673630179007	0.8452483766562513	0.8591946594938955	0.7142093056222312	0.5956084248294462	0.8573369419551122	0.8671312052471141	0.8312723131591204	0.861242973253394	0.8657166239214934	0.86601621735593	0.8478249993150447	0.8608349782184257	0.8441631694245544	0.827169729508226	0.858872432758249	0.854202229737537	0.7981889785352919	0.749395750419014	0.8506940680499981	0.6411770031364991	0.8432494987915008	0.8313962007025854	0.8491085457389237	0.8754983793365108	0.8719693711873311	0.8637117899248455	0.8097772287547754	0.8673212058546393	0.865268127189623	0.8185142786349975	0.5380364539096646
KarlssonFH_2013__S54__bin.2	0.8427486304264326	0.9283999947657157	0.8667270405433803	0.8547921026966571	0.9034239916497772	0.5964282167948168	0.5989437522274574	0.8594313719905752	0.5601654033824253	1.0	0.6020038841468155	0.8770774527817525	0.8880201858632759	0.8831311334457678	0.9082926457536484	0.8753278162950966	0.8675094890645795	0.8577055976821358	0.7021207318453084	0.5429884838048936	0.8894646173930647	0.925571556899364	0.8212922985974427	0.8984044669997622	0.921307539601594	0.9270456237150025	0.8751873373426924	0.8828236192458475	0.9086975330356462	0.8456478850797498	0.9174226230383942	0.8799994149917598	0.8358932575491079	0.7242186483692511	0.8220612765341648	0.5653623548736959	0.8674563764743555	0.8893264476837138	0.8698872396617112	0.9186114983369601	0.9319666206614134	0.8741766586330666	0.7743592427838079	0.8993481776608445	0.9203230323132381	0.8522357706367429	0.530391947823423
BritoIL_2016__W2.39.ST__bin.88	0.7412795732269603	0.7816251972655383	0.7900966952370686	0.8691500454432363	0.7999434960996472	0.4472646441403769	0.528852495699624	0.7851395763842306	0.5212617637697604	0.7991056444126787	1.0	0.7446039030605598	0.8627655134115022	0.8171587938409727	0.7741208049302464	0.7617057842930397	0.7960720082436431	0.7725503439023557	0.8693579757094534	0.5447982437811225	0.8815931647650669	0.7979581963096719	0.7563256525153176	0.7879806088422985	0.802941881191609	0.810071283808465	0.7975964896057858	0.8433707795137089	0.7872561736641758	0.721192589917068	0.780170707172368	0.9327700653984112	0.7753857566234985	0.6760850051624947	0.7240637646004596	0.5402115166801454	0.7539193833411584	0.7639235368376309	0.8757455730522375	0.7941546561819405	0.8159234734878693	0.7736947266943124	0.6821027216385926	0.7928074519755164	0.7965384464084007	0.7546351334713064	0.5102031432721276
LiJ_2014__V1.UC40-1__bin.3	0.7987822438931232	0.887253603446125	0.8365697225820063	0.8117225388836441	0.8757521457426279	0.5757204967126591	0.5719068271038905	0.8252034085466242	0.5330636106999903	0.8774212277975509	0.5611650231245832	1.0	0.8321392434110724	0.8502685162226306	0.88182398519041	0.8402197566951943	0.8283309641480404	0.8206169943740192	0.6536949279926815	0.5060733795465641	0.8379431056707977	0.8867515312432139	0.7859347398542142	0.8646734451547722	0.8783318112023705	0.8871253902225289	0.8419754693066013	0.8489059138253128	0.8924433513165535	0.8383604724407024	0.8797279107481953	0.8343177131381206	0.8094362622418603	0.7016081711480975	0.8088279232229956	0.5350149158567031	0.8430312070216183	0.8353903919397391	0.8178463566653165	0.886699937934019	0.8966894036583506	0.8364449745806696	0.7341793352625637	0.8517150540035637	0.8742655653933643	0.8266711226858091	0.4956846432130157
BritoIL_2016__W1.33.ST__bin.18	0.7831161060861793	0.8349862055465891	0.8382691746595706	0.8730696075136375	0.8263679037970757	0.5392811372391149	0.5735501050742167	0.8209018285499019	0.5315492260702243	0.8521544831050262	0.6237109480316589	0.798217616274131	1.0	0.852755012723398	0.833316467290341	0.8138140278695971	0.8298384922496224	0.8056090057282992	0.8074434649007797	0.5330409475515308	0.9878575570336939	0.8395525943544306	0.7903508998711041	0.8221069504101403	0.8388095035843419	0.8508204652811888	0.8322313774878952	0.8550574122565657	0.8304685682206817	0.7643881504352548	0.8276672046565052	0.8957198414838178	0.8107146154726862	0.6842473620646992	0.7606413035850806	0.5508119707047913	0.8005972056536945	0.8101742865479149	0.8602712355176706	0.8337201443339329	0.8464911859536639	0.80476102540617	0.7156658455242816	0.8343221512699391	0.8434708100501919	0.808403721363121	0.4846314646496357
RampelliS_2015__H3__bin.17	0.8009094469638082	0.8524431492480425	0.8557752620821917	0.8481543951476154	0.8396144022905367	0.55350550875308	0.5793652103710418	0.8347122723193785	0.5422745402869774	0.8608267031215766	0.6000564230770384	0.8284693439616804	0.866202276731183	1.0	0.8431427203726325	0.825624930596614	0.8435955305720039	0.8222384205139901	0.6889955491796145	0.5249758401186084	0.8737421105232039	0.8536627730741874	0.8082144347037937	0.8441188696176737	0.8579646575449359	0.8588545214992932	0.8423567739205335	0.8829540031873037	0.845923732806718	0.7927337280947907	0.8452357014018733	0.8674410333826535	0.8120304954726484	0.6985203198108025	0.7797601719103113	0.5547982874995874	0.814885037980534	0.8214419697656341	0.8551843954177258	0.8479878270212517	0.8634385213552342	0.8169446303538147	0.7274675342214966	0.836323181181103	0.8605843540007864	0.8205348487531401	0.49131107122813233
ZeeviD_2015__PNP_Main_85__bin.49	0.8263196538348521	0.9081690881221658	0.8606256527230423	0.839363260192171	0.8906538201209655	0.5698823606031684	0.5878000200032719	0.8496851035324382	0.551223494695644	0.9148686335516895	0.5874038311692843	0.8878603399470766	0.874676400558541	0.8712514217441768	1.0	0.8633551689462385	0.859490583343477	0.8377378005239616	0.6877314816609539	0.5281999613890335	0.8842810723304355	0.9205974775719129	0.8061702340460339	0.890641027330827	0.9044921301081029	0.9144170092937681	0.8641332031828461	0.8638944044335934	0.8967005455931164	0.8475630510106692	0.9119324943847403	0.8722911266881638	0.8285614933915548	0.71204669911125	0.8152457494985613	0.553263750892588	0.8539482039310305	0.858355513963912	0.8577402970563401	0.897417329501182	0.9046770440746509	0.851925392447912	0.7551010281526668	0.8801540406996803	0.8984892102506689	0.8412941961824764	0.5209251280635825
LiJ_2014__MH0374__bin.29	0.843995181299792	0.9114329627759813	0.8767576184987482	0.8607229091241023	0.899893064570823	0.602865196901715	0.6155545208544104	0.8667218625901755	0.5725381330299159	0.910542167830572	0.5969138859518234	0.873679271381781	0.8821836606988076	0.8810926871139806	0.8916324928366074	1.0	0.8694595056628535	0.8677079425679476	0.696522776926129	0.5454111248878498	0.8819334373995353	0.9118032932589043	0.8262401366979893	0.8939785864905843	0.9077696936746352	0.9008190909567698	0.8681535402192917	0.8827289473125818	0.9044022886023486	0.8380022331929013	0.8972827351128146	0.873725712826126	0.8388906259946376	0.7364460044143393	0.8153952587288897	0.5772759610676568	0.8606504444566331	0.860533940488492	0.8643549503576992	0.9027472116116422	0.9153092219496679	0.8663863631905112	0.7761214107469506	0.8886974736254633	0.8991676171815728	0.8592796211338998	0.5266035409999884
QinN_2014__HD-62__bin.20	0.7445554186090538	0.7951792037377174	0.8026382577914317	0.7950078509741063	0.8011384720721938	0.5150350375090121	0.5635235588496159	0.8989288117278573	0.5097917147885338	0.8097082656334251	0.5597599049620814	0.7728372461275892	0.8071465957019553	0.8077892583730253	0.7964573444776094	0.7801432681534243	1.0	0.772115552831793	0.6368363178769788	0.49641973308484194	0.8048159107327539	0.8062941426452483	0.7968866244619183	0.7898557727021757	0.8047232293637568	0.8078237444638149	0.8442579401529817	0.8085016116858993	0.7988016801910817	0.7442694714395894	0.7989471683866005	0.8061055468362424	0.763746568903389	0.6557160156638698	0.7367877858887946	0.527019672518645	0.7722962455783263	0.771708904344565	0.7942441277551603	0.8042181518257331	0.8110557377850087	0.7770427530533661	0.6849365114660864	0.7927256620700779	0.804588877301722	0.8056450138321555	0.4633464943272177
