	NielsenHB_2014__O2_UC26_0__bin.16	LiJ_2017__H3M518116__bin.17	QinN_2014__LD-51__bin.51	QinJ_2012__DLF008__bin.8	NielsenHB_2014__O2_UC26_2__bin.20	HeQ_2017__SZAXPI029473-40__bin.22	ZellerG_2014__CCIS29210128ST-4-0__bin.40	QinN_2014__LD-69__bin.31	CosteaPI_2017__donald4-11-30-0__bin.24	QinJ_2012__DOF006__bin.1	QinN_2014__LD-94__bin.44	HeQ_2017__SZAXPI029574-89__bin.17	HeQ_2017__SZAXPI029471-33__bin.12	HeQ_2017__SZAXPI029541-107__bin.12	CosteaPI_2017__donald4-11-7-0__bin.5	CosteaPI_2017__donald5-11-0-0__bin.9	LiJ_2014__O2.UC26-1__bin.16	FengQ_2015__SID531403__bin.8	LiJ_2014__V1.FI18__bin.6	HeQ_2017__SZAXPI029495-96__bin.3	HeQ_2017__SZAXPI029483-78__bin.27	QinN_2014__LD-89__bin.13	YuJ_2015__SZAXPI015232-18__bin.37	HeQ_2017__SZAXPI029546-133__bin.22	LoombaR_2017__SID1052_baz__bin.25	HeQ_2017__SZAXPI029496-97__bin.11	YuJ_2015__SZAXPI003428-6__bin.14	QinJ_2012__T2D-020__bin.28	QinN_2014__HD-10__bin.29
NielsenHB_2014__O2_UC26_0__bin.16	1.0	0.8458093982455177	0.8280520360274097	0.8818500725224678	0.7991880321578997	0.8809138509584626	0.5148475177326842	0.6303275942591572	0.7850228610807607	0.8738692078424212	0.723174553035178	0.8680936307936999	0.8514572666525592	0.8376329604282126	0.8747927819322503	0.29391650322633983	0.9932394623404491	0.5594076540045914	0.8643425750380812	0.936786998643327	0.535243883403861	0.7776706684097558	0.6103236087624169	0.4504613860274407	0.319557252030845	0.821802332934578	0.8699086975754484	0.7337277905726344	0.7593080782810787
LiJ_2017__H3M518116__bin.17	0.7720705857772514	1.0	0.7578478935012911	0.8596985329874384	0.6295899578950866	0.8281351941379193	0.532499175669538	0.5930023565573482	0.7555130179449209	0.8226727905057405	0.7088188857980603	0.7921299037807131	0.808168516517724	0.799029782052939	0.8415866341045575	0.2722056042081824	0.7842732108509202	0.52504852356853	0.7987797374926331	0.7945641776814393	0.467230224305176	0.7452521803575919	0.6068736348566622	0.4257225457126791	0.28443864010675324	0.7992525131871755	0.8008769580840279	0.7181060138250989	0.7273511861770412
QinN_2014__LD-51__bin.51	0.8478040747539343	0.8500322781555846	1.0	0.8829708410133447	0.6921377740326976	0.8666267874581363	0.5181755704263875	0.6342556505722265	0.7793266940978351	0.8660263884976066	0.74594217472652	0.8555723087535073	0.8570068232609908	0.8308416197443772	0.8617225291419316	0.2963987432364315	0.8570333532518821	0.5555414834307573	0.847706482287441	0.8668109182282514	0.5110067878876695	0.782812861234251	0.6096124473663931	0.46160478651569	0.3070486395799671	0.819415721167269	0.8524787223156387	0.742932599926474	0.7639045577261019
QinJ_2012__DLF008__bin.8	0.7930065410242612	0.8469225562700072	0.7755155425610413	1.0	0.646895093954407	0.8321359024005948	0.4949669065227161	0.5942542733027457	0.7833398059329697	0.8358036472174294	0.6998929247088718	0.8147308970468302	0.8055820623921619	0.7970387856663356	0.8686255527137761	0.2878791325237036	0.8046341964082621	0.5212907843126376	0.8153827802959273	0.8270395623782919	0.4721487736273003	0.7462507004277463	0.6615039362652361	0.42432162532524814	0.28689742409027613	0.7864502599211083	0.8495911166343961	0.7104423374591533	0.7711451508208181
NielsenHB_2014__O2_UC26_2__bin.20	0.9883723414401526	0.8529918931807344	0.8360385312350977	0.8896587505960897	1.0	0.8901665236051503	0.45891654744873633	0.7800785884597042	0.87293924654268	0.8835776824034335	0.7175229375298044	0.8713976156413925	0.8863996185026227	0.8387929422985216	0.8819521220791607	0.16202918454935622	1.011845875059609	0.4781951359084406	0.8627166428230806	0.9370983309489748	0.48581745350500716	0.7783019551740582	0.7577773962804005	0.38395803528850736	0.28674754411063424	0.8841297091082498	0.8799534573199809	0.8562304244158321	0.7562731521220791
HeQ_2017__SZAXPI029473-40__bin.22	0.8256439731904075	0.8503077112562241	0.7933295207938562	0.8673045442270962	0.6746197049695816	1.0	0.5100492604001085	0.6213243351233765	0.7855550627652321	0.8731809242729045	0.7419588280430974	0.8295528862639291	0.8819537163875397	0.8300574020415397	0.874192557915231	0.2900222680832043	0.8385945607127637	0.5721240721391064	0.8678321896678638	0.838034244622787	0.4832639539812222	0.775986899358788	0.6037411651914761	0.4328175803943723	0.2952643171169338	0.9388581810485948	0.8377127423049057	0.7880091200261827	0.7406719514092037
ZellerG_2014__CCIS29210128ST-4-0__bin.40	0.7723178526625387	0.875088325569321	0.7592005512163362	0.8256796846331788	0.5566465945316118	0.8163383446573617	1.0	0.4947310067055708	0.7083102155953688	0.8165475033074369	0.7326424928009165	0.7871648776352486	0.7913512898193878	0.7919972753846645	0.8242757303315674	0.38347341255757067	0.7779507912629064	0.6408287865235195	0.8061390840239349	0.7801080868970898	0.5254629833149702	0.7712762240755489	0.47373601309370167	0.5287845337358558	0.34196467532515606	0.7467727329307802	0.796455778910052	0.6420129391464013	0.7452003411322055
QinN_2014__LD-69__bin.31	0.8679968463772845	0.8945893961135338	0.8530574932947287	0.9100015377309039	0.8685974959623944	0.9128739510933607	0.4541543796869995	1.0	0.9024866213163486	0.9053887698067811	0.7357677057819532	0.8703136376341373	0.9123935163827811	0.8448777843761442	0.9130986637033488	0.09770835616566374	0.8885183325559721	0.4595674473412123	0.873042048019683	0.8751494190180782	0.443826520165939	0.7905669979159923	0.8512198623858278	0.35912133546406766	0.27421055359162116	0.9130319720591746	0.8802901978575416	0.9074523876882976	0.7830002574212508
CosteaPI_2017__donald4-11-30-0__bin.24	0.8242728726441664	0.8690527821405076	0.7992274378123392	0.9146540976857791	0.7411414628995568	0.8800471855020536	0.4957865691689645	0.688141338846514	1.0	0.864344596680237	0.7265249050249256	0.837924213631648	0.8495790455948375	0.8312195191470851	0.9988009285516014	0.25368717709365424	0.8391129203349498	0.519976264733728	0.8446062352363113	0.8398608014733485	0.47152755937136526	0.7734289394695647	0.7051372535174545	0.4179725975573535	0.2877233805004812	0.8681047318624249	0.8609410735090395	0.7955110288985288	0.767318922234937
QinJ_2012__DOF006__bin.1	0.8379392544332528	0.8641889967246981	0.8110718989859371	0.8912270240067535	0.6850767446462435	0.8933280327453289	0.5219514446024959	0.6304481511093522	0.7893403755431107	1.0	0.7414765391301416	0.8560458500862381	0.8715749165053862	0.8511901328607765	0.8801022966158172	0.29701217804178176	0.852246700960761	0.5632140967244911	0.8792838408675927	0.8602724182779182	0.5012143729939773	0.8361789977806745	0.6203850202780029	0.45161276010077034	0.30210423286855576	0.8449622377473448	0.8583340949970673	0.7654043162522477	0.7599688472138045
