	QinJ_2012__T2D-085__bin.44	ZeeviD_2015__PNP_Main_698__bin.21	ZeeviD_2015__PNP_Main_499__bin.29	LiuW_2016__SRR3992966__bin.54	YuJ_2015__SZAXPI017462-33__bin.25	LiJ_2017__nHM512811__bin.32	QinJ_2012__T2D-099__bin.60	WenC_2017__N237__bin.59	LiJ_2017__H2M514911__bin.38	CosteaPI_2017__SID713B072-11-90-0__bin.31	LiuW_2016__SRR3993011__bin.14	QinJ_2012__T2D-024__bin.69	CosteaPI_2017__SID713B032-11-90-0__bin.64	LiJ_2017__H1M513730__bin.22	FerrettiP_2018__CA_C10002MS2016FE_t0M15__bin.75	CosteaPI_2017__SID713B065-11-0-0__bin.29	LiJ_2017__H2M614904__bin.70	BritoIL_2016__WL.15.ST__bin.69	CosteaPI_2017__SID713B007-11-0-0__bin.28	LiuW_2016__SRR3993012__bin.63	ZeeviD_2015__PNP_Main_589__bin.39	LiJ_2014__MH0360__bin.37	LiJ_2014__MH0372__bin.22	LiJ_2014__MH0367__bin.74	BritoIL_2016__M1.35.ST__bin.76	LeChatelierE_2013__MH0040__bin.22	CosteaPI_2017__SID713A055-11-0-0__bin.73	CosteaPI_2017__SID713A014-11-90-0__bin.30	LiJ_2014__MH0309__bin.74	LiJ_2017__H2F514910__bin.5	CosteaPI_2017__SID713A062-11-0-0__bin.42	XieH_2016__YSZC12003_37753__bin.69	XieH_2016__YSZC12003_37652__bin.106	CosteaPI_2017__SID713B033-11-90-0__bin.34	ZeeviD_2015__PNP_Main_714__bin.43	ZeeviD_2015__PNP_Main_635__bin.40	BritoIL_2016__W3.18.ST__bin.24	NielsenHB_2014__MH0040__bin.23	CosteaPI_2017__SID713B055-11-90-0__bin.21	ZeeviD_2015__PNP_Main_317__bin.30	QinJ_2012__T2D-104__bin.69	BritoIL_2016__W2.9.ST__bin.19	QinN_2014__HD-60__bin.3	LiJ_2017__nHM511717__bin.27
QinJ_2012__T2D-085__bin.44	1.0	0.8096891584924572	0.7651417265977773	0.6773706189471297	0.7014117978891337	0.6259032012068827	0.6120672799517777	0.7475727762093589	0.7314119046733563	0.6780175840474681	0.7112425743540383	0.7729288739751016	0.7128450741358671	0.7132839941128754	0.7110882895634624	0.735057297099851	0.759556911756096	0.6612381004633331	0.6662175592293419	0.6327742135986394	0.6757927900029347	0.7275183309846941	0.7196008332115134	0.6406372145961513	0.7138889819670906	0.7969829406681084	0.704096500533737	0.5599208618444139	0.43292864567779815	0.7148721332578725	0.7018385665580537	0.6721370873756378	0.4830756212724482	0.6460511746816817	0.7507457405062382	0.6080142663721386	0.6097986675538349	0.6774125961932529	0.6022365034868731	0.7506297507472134	0.6910180108161371	0.5702454232834528	0.5754270356294764	0.7068872509580202
ZeeviD_2015__PNP_Main_698__bin.21	0.7091811542437139	1.0	0.7147267745904481	0.5843729288583505	0.6320875172746315	0.5408048970456147	0.5581135537928399	0.676314444252728	0.6333717661970332	0.6170699967264875	0.6400203828558252	0.6852448442178966	0.6323800370568059	0.6297676773703536	0.6272652948015655	0.6682135491163935	0.7656935895595917	0.5961504783682104	0.5955731791288587	0.5735132528877056	0.6047928737407862	0.684073475035033	0.6417326072478469	0.5695560117330426	0.6304517285919543	0.7477415182969995	0.6138645346371481	0.49907196728422637	0.3947610900312677	0.6279699868898245	0.6337578149062534	0.6167861848099347	0.41962688408379545	0.5740805542072698	0.6750031041928373	0.5450407899001659	0.5351428493103855	0.6038720975796972	0.5369615031711144	0.6823425448576023	0.5668652812559968	0.5285516400619871	0.5019874896997237	0.6115143784599656
ZeeviD_2015__PNP_Main_499__bin.29	0.7672442090377227	0.8182630159342618	1.0	0.6515937030958363	0.677051967736397	0.6045363999387072	0.6086075659589081	0.7465198841346002	0.6989367928029051	0.671242451487364	0.7072028179883064	0.7068461386507847	0.6830804393137431	0.6932690621290359	0.7107171802393739	0.7070691555450529	0.7735326208362026	0.6535292238901309	0.6741575481434028	0.6211404507968977	0.6730203096759424	0.7380013033934384	0.6966183771090143	0.6455460313885202	0.6958488949771352	0.7683175701497056	0.7061667494364577	0.5726542148900701	0.45845110336131506	0.7217938090657845	0.7248074910045544	0.6613680461836973	0.49137157236141293	0.6526172177165507	0.7279673893177123	0.6327853296237698	0.5933578627301477	0.6547728015389642	0.6165774660628472	0.8059989329158536	0.6076043591679697	0.5731286796402929	0.5630895962988057	0.6784690850214986
LiuW_2016__SRR3992966__bin.54	0.920234694178718	0.9064074672328087	0.8827899773239681	1.0	0.8542210785547169	0.7976170406902958	0.6987789559620755	0.8575857154505667	0.8827529593147067	0.7992568384519069	0.856201041806839	0.8003468687516476	0.8651503956674922	0.8652259324161204	0.8461001277121319	0.8653364862005366	0.8914406858936873	0.8108579824084418	0.8134922639864294	0.7877837567976821	0.8495518069540832	0.8272079366611856	0.8614340876836581	0.7922749417591658	0.8483047002366652	0.9193957860499132	0.8528314024773052	0.704390185825404	0.5262145033558826	0.878824047899303	0.8469430377878838	0.822758271899279	0.6186849902477556	0.8203626064080175	0.8726640510608411	0.7463726102748988	0.7506251791496563	0.8174471880569897	0.7413486661260703	0.8768986111743363	0.7062991145192136	0.7106207169788102	0.7002746836335877	0.8780001470715503
YuJ_2015__SZAXPI017462-33__bin.25	0.9318224176770283	0.9587346855914315	0.8969956976570698	0.8353300868050885	1.0	0.7859879123486292	0.730768722774045	0.8680846380186231	0.8999767639239129	0.8062673811963889	0.8710422236191044	0.8111591866884189	0.9166793445959002	0.8840524695057075	0.8723590976575589	0.8961650690845231	0.9256876044094735	0.8230389363258138	0.8526588185800557	0.7868713724204898	0.8694709756950644	0.8380558008252476	0.8864841860157956	0.8080426174094466	0.8763742916054171	0.9399682521823567	0.8650248136833584	0.6996896149415307	0.5299992417701488	0.869308567752729	0.85466935063728	0.8619380844178873	0.6064938717906698	0.8096089735279945	0.8958749850188457	0.7420115593363776	0.7690368279576467	0.8342064390835692	0.7303749324319366	0.8890592324268003	0.720329609854053	0.7246828275614106	0.7040687592179959	0.8694993481669182
LiJ_2017__nHM512811__bin.32	0.9370070145942146	0.9243520802612902	0.9025398619130962	0.8789371993991428	0.8857097970039828	1.0	0.7125069250168818	0.8856767222964872	0.9615561649876659	0.8022827060623182	0.8886672270992103	0.8081589790940287	0.8933114672767113	0.9044548874770889	0.8956961536871408	0.8825313176136599	0.9055838374929371	0.8510430935876411	0.8690368369554732	0.8089489133580475	0.8902636329809959	0.8636285710348249	0.87717211250913	0.841249672698207	0.8914813334619572	0.9207491421247743	0.9110384080040792	0.7243895649297851	0.5360605267147168	0.9176935903973099	0.88956244918209	0.868762868128385	0.6458360321375908	0.8597522153163458	0.8896418284800793	0.7997221724570374	0.8142711850392073	0.8241324090790072	0.789551148657029	0.9055827350026873	0.7213709466256908	0.7352226341248295	0.7416380248887174	0.9184487962184584
QinJ_2012__T2D-099__bin.60	0.8482246601821853	0.8830706252586555	0.8411188103199904	0.7128190552102847	0.7623099599776083	0.6595764658334919	1.0	0.8023573561237627	0.7871822205257768	0.7584888753263971	0.7935420199392443	0.8479557350204348	0.7790261847378082	0.8140359543245667	0.7654615383437782	0.8021685471866703	0.8591123020248993	0.736344648772002	0.7335798735796593	0.6906319639242253	0.7398677214792619	0.7937277671097893	0.8028630578985158	0.711857660514387	0.8005483623886473	0.8531183837138514	0.7750484396982527	0.6299957186297778	0.5063620957383782	0.7871653808097658	0.7668903627325858	0.7540549270712723	0.5462043535258538	0.7085392158713814	0.8269428312053205	0.6418855787223554	0.6589778904734664	0.7599365806089139	0.67509656046249	0.8208677760807653	0.782737556087736	0.6413120077891341	0.6499466997473532	0.7533379634047457
WenC_2017__N237__bin.59	0.7449665316091174	0.7694724682947449	0.7418787505623321	0.629054937183929	0.6511563308868371	0.5895529891114897	0.5769516133885305	1.0	0.702973443248309	0.632303803896732	0.6774184315760196	0.6834908841658295	0.6650078634756783	0.6686045871620229	0.6686944869072946	0.6847491136618992	0.7224163730553217	0.6214538219867624	0.6211999010735865	0.5992192298857576	0.6294182055423744	0.6981019778677835	0.6705963251919634	0.6004708545025829	0.6597988153782137	0.7386731825023539	0.6612753728270865	0.5280399140191497	0.40885119867550157	0.6770291106383323	0.6648930119643718	0.6286839631330318	0.45962620786729186	0.611374042384244	0.7024241374578113	0.5689531046234888	0.5728264993626292	0.6246788377467382	0.571434704530727	0.7101276282832671	0.5940340327411203	0.5390744656102284	0.5563436562703421	0.6592150174405506
LiJ_2017__H2M514911__bin.38	0.9281718723788617	0.9176693287502693	0.8845299625756933	0.8245809800037662	0.8596815125606703	0.8150896262849565	0.7208251384428329	0.8952039972841794	1.0	0.7925570067657203	0.8693046387168916	0.8082715708442735	0.870844787488908	0.8811678963091101	0.8632290882515526	0.8622225711232385	0.8895452589258304	0.8223450540710907	0.8264454198096963	0.7796493825152928	0.8370942214982526	0.843817886753272	0.8587609746113765	0.7923116857386242	0.8593754453744837	0.90898776805995	0.8637328140938566	0.6879203458979755	0.5261033254783877	0.8724012909960641	0.8508611702607365	0.827099141937139	0.6061069515568073	0.8122859574038587	0.8773726632003974	0.7467273006790018	0.7659095358853262	0.8096411630926897	0.7448726737141557	0.8833290577382896	0.7277824427712771	0.7101758694761298	0.7296996850078012	0.8830622419164386
CosteaPI_2017__SID713B072-11-90-0__bin.31	0.7717889542944996	0.8019608549934697	0.7619830027378703	0.6696867628246506	0.6908386131924105	0.6100274290006354	0.6230100980972388	0.7222708898832926	0.7109216378936003	1.0	0.7269737228162005	0.7104069249843658	0.710195255587653	0.7155704008221994	0.7124473341392139	0.7285543273607634	0.7906149561823391	0.6673785185321797	0.688780599850113	0.6538802982317012	0.6910465102632413	0.7035282983121776	0.7300603236823265	0.6559207073865494	0.7022406777444509	0.799396092541022	0.6963001027749229	0.5882971553309672	0.46874669921485324	0.7187860990629542	0.7201554533581245	0.6806965054849619	0.4952900415626483	0.6584217594463232	0.7539668102385955	0.6042201428789385	0.6050567609301046	0.680603035632552	0.6127975736399927	0.7562004463080666	0.6252655298273616	0.5934178781421379	0.5608840822937082	0.6959765210437103
