	WenC_2017__RA017__bin.25	WenC_2017__RA007__bin.39	BritoIL_2016__WL.8.ST__bin.39	WenC_2017__N035__bin.74	ChengpingW_2017__AS18raw__bin.2	QinJ_2012__T2D-003__bin.38	ChengpingW_2017__AS101raw__bin.22	WenC_2017__RA047__bin.66	BritoIL_2016__W3.21.ST__bin.63	CosteaPI_2017__SID713A029-11-0-0__bin.63	BritoIL_2016__W2.53.ST__bin.27	HeQ_2017__SZAXPI029588-107__bin.7	QinJ_2012__CON-010__bin.9	QinJ_2012__CON-077__bin.4	QinN_2014__HD-30__bin.8	BritoIL_2016__WL.2.ST__bin.81	BritoIL_2016__W1.27.ST__bin.48	BritoIL_2016__WL.30.ST__bin.45	Bengtsson-PalmeJ_2015__TRAVELRES58__bin.1	BritoIL_2016__WL.13.ST__bin.14	BritoIL_2016__WL.36.ST__bin.40	QinJ_2012__CON-029__bin.31	BritoIL_2016__M2.33.ST__bin.49	HeQ_2017__SZAXPI029593-133__bin.43	QinJ_2012__CON-017__bin.41	QinN_2014__HD-77__bin.19
WenC_2017__RA017__bin.25	1.0	0.6210392009271916	0.7584884951404329	0.6323602126493616	0.6697769890210948	0.7692296184783225	0.8484467809698978	0.634026259928571	0.5615217090054737	0.520675599493572	0.6385130134354587	0.5580419850213216	0.44592196347923585	0.9017169892730491	0.7641680944072462	0.6968412027034688	0.6986804685088719	0.547996097859019	0.676420706857564	0.6293450292581838	0.2830937931077923	0.609080823764322	0.6939098728261075	0.7545040753595071	0.5688236572414792	0.8728142971422093
WenC_2017__RA007__bin.39	0.8683285794020285	1.0	0.8158252520170723	0.6822118935985407	0.7627703878701544	0.8291496536106943	0.9044432285927225	0.7396801527129334	0.5745895674784862	0.49376961615903636	0.6104389065701129	0.4974024930342338	0.3729296730080551	0.9313986245707976	0.8216917977346261	0.7019257550053888	0.6958126140090337	0.4750377323802719	0.7210589065480955	0.7064206144846104	0.23053906388469028	0.5667948448376269	0.7543454161350374	0.8108801359796823	0.6642759401169787	0.9313111052642588
BritoIL_2016__WL.8.ST__bin.39	0.8533675034082967	0.6564764723442968	1.0	0.6832485430030039	0.7090683280433498	0.8088722900830304	0.8908366205642314	0.6724451948553545	0.6049113134189003	0.496826895734912	0.6482217062655079	0.5075465313328544	0.3781915963230259	0.9088489923046463	0.7976742970581904	0.7296297247761686	0.7332063323893157	0.49231970575703166	0.7512576814015518	0.6833101093755398	0.21309184551181143	0.5806625781870784	0.7634416222340532	0.7890988543339625	0.6226818489046058	0.8894830462155283
WenC_2017__N035__bin.74	0.8761948711906492	0.6760679928345912	0.841448966099587	1.0	0.7578456207875404	0.8597606875650483	0.9270651279802231	0.6974562144211489	0.6993408434846927	0.5238112381712934	0.6787659307067441	0.5335507611610406	0.36658026283347844	0.9361795323283433	0.8237334529022742	0.7868394525138933	0.7920591386236044	0.5133865938779829	0.7697048741798727	0.7037854042979361	0.14699343025399672	0.6361378577522349	0.7811997477706284	0.8659038691898332	0.6646914881314735	0.9222420049180363
ChengpingW_2017__AS18raw__bin.2	0.7740161187959355	0.6304469178432751	0.7283175352755049	0.632068806285557	1.0	0.7575856837067316	0.8082372825065797	0.6426058492621887	0.5127715184560896	0.409261369710949	0.5302246759066538	0.4199435409941971	0.30341870426354206	0.8473154675383464	0.7294744671994103	0.6126398111057275	0.6081490226586687	0.40878412960549215	0.665446042069011	0.607823735074873	0.1671104681184047	0.4955089840791063	0.6806785999440415	0.6993737645327346	0.5991437884857295	0.8349340667089769
QinJ_2012__T2D-003__bin.38	0.8468544294909912	0.6528608230890718	0.7914903428584307	0.6831155615115104	0.7217133559975522	1.0	0.8734221872415819	0.6785808396624985	0.5733915888125902	0.498323587488103	0.6200112858794752	0.5114536074074203	0.38139771543287676	0.9118093466498621	0.7876789748052709	0.6995147591912306	0.6963799371388648	0.48972222174066055	0.724762363758978	0.660762672343701	0.2225918689659118	0.5857835191487223	0.7403653955172002	0.7694599073899107	0.6288709613107569	0.8950187837947946
ChengpingW_2017__AS101raw__bin.22	0.8568450732671583	0.6532718257888788	0.7996292213051044	0.6756966612026573	0.7063123422868609	0.8012151490489801	1.0	0.6668844053884171	0.6189109856805316	0.5301169229105531	0.6511702429224645	0.5331452537265724	0.41486979211186814	0.9174256047219219	0.8010020487053557	0.7204779490841258	0.7112605640718387	0.5227478653189925	0.7187922299479932	0.6526861974191799	0.2501376604365297	0.6098188368776506	0.728533619163446	0.7804569491584723	0.5959935545097559	0.9003859263126047
WenC_2017__RA047__bin.66	0.8506164193278172	0.7097499992077552	0.8018558600240632	0.6753163961942669	0.7460216103274929	0.8269425580213737	0.8859299423140099	1.0	0.5540981770973626	0.4531878349215202	0.5744118638141625	0.46899628912501307	0.3520002070399936	0.905705958843407	0.8025456412271557	0.6685643572200445	0.6627614276041353	0.44704793715279867	0.7308786418176422	0.6823689600571261	0.20113037498534347	0.5482809870737326	0.7374664220214497	0.7743639065911605	0.6586486203847775	0.8984558619254508
BritoIL_2016__W3.21.ST__bin.63	0.7593801426074493	0.5557575109021281	0.7271052646990395	0.6825671896387324	0.6000629291440199	0.7043544092726254	0.8287874746513209	0.5585382124183372	1.0	0.6728903696581435	0.9022926545930023	0.6841995141358982	0.5210831266307938	0.8263714640289666	0.7024031798916363	0.8921617012803579	0.862295912853251	0.6779220392024077	0.6308087672755673	0.5764783424186619	0.2842762855620206	0.761033230527769	0.6575350196427306	0.7743031875048914	0.46569110521571866	0.811180091816922
CosteaPI_2017__SID713A029-11-0-0__bin.63	0.8131125590042408	0.5514964545198571	0.6896066465918019	0.5903670159070146	0.5530500228086203	0.7068741861749022	0.8197424285831973	0.5275154342429321	0.7770251411244957	1.0	0.9252221535026295	0.8746816937152722	0.7532291719179774	0.8853968269581908	0.6945864262273312	0.915717537062471	0.8925560286687758	0.8388641675960206	0.5715668108138682	0.5291095785139108	0.4772743760213159	0.9063641583742065	0.627695689969986	0.8004903545971973	0.4109301859486603	0.8518079059227409
