	HMP_2012__SRS022532__bin.7	HMP_2012__SRS052874__bin.11	HMP_2012__SRS023987__bin.2	HMP_2012__SRS019329__bin.12	HMP_2012__SRS043676__bin.6	HMP_2012__SRS045262__bin.3	HMP_2012__SRS011343__bin.24	HMP_2012__SRS046686__bin.6	HMP_2012__SRS017687__bin.7	HMP_2012__SRS019976__bin.6	HMP_2012__SRS024289__bin.15	HMP_2012__SRS017215__bin.13	HMP_2012__SRS022625__bin.1	HMP_2012__SRS014472__bin.1	HMP_2012__SRS019391__bin.4	HMP_2012__SRS045049__bin.14	HMP_2012__SRS063272__bin.1	HMP_2012__SRS011098__bin.13	HMP_2012__SRS015745__bin.9	QinN_2014__LD-57__bin.29	HMP_2012__SRS021473__bin.7	HMP_2012__SRS011310__bin.15	HMP_2012__SRS019387__bin.27	HMP_2012__SRS017013__bin.8	HMP_2012__SRS024347__bin.8	HMP_2012__SRS013881__bin.7	HMP_2012__SRS011144__bin.2	HMP_2012__SRS015650__bin.18	HMP_2012__SRS015060__bin.15	HMP_2012__SRS024281__bin.7	BackhedF_2015__SID536_B__bin.13	HMP_2012__SRS011090__bin.2	HMP_2012__SRS015985__bin.1	HMP_2012__SRS018978__bin.5
HMP_2012__SRS022532__bin.7	1.0	0.6045331476270928	0.7686000310204371	0.829811264582468	0.810996536745165	0.6342414618328914	0.7393944977239535	0.48644417310236643	0.7256257956794152	0.6280571525528883	0.7562423424801984	0.8155751740735767	0.8033777924899314	0.8559033036765463	0.557187424856114	0.5839435927703645	0.8567251370676526	0.8024300036329304	0.487832285612867	0.8097598830800171	0.6435288557726639	0.6894328568885669	0.7412359458162486	0.7281141968465331	0.795244816828483	0.6859904211388664	0.844945178143708	0.59566005348423	0.5635002919876709	0.7136386868570156	0.6111843248943171	0.8676103958020397	0.7751642886066515	0.44230250755472555
HMP_2012__SRS052874__bin.11	0.89279795597726	1.0	0.8359585661094389	0.871423037070972	0.8672053953837309	0.6883395697344431	0.7728130832213651	0.5572936683874419	0.7501006945618788	0.6819581479579758	0.8318101038921907	0.8361730224664172	0.8607071371690531	0.8583965428712862	0.6123051829258919	0.6279166833209835	0.858956127917452	0.84078114382873	0.5139627230269247	0.8515869770416399	0.6589890265987376	0.7105100525456508	0.771856869213906	0.7864299088983246	0.8147558272173557	0.7530323667680274	0.856545607718584	0.6482846566084842	0.6431138755568947	0.7722427369243116	0.6676887292807487	0.8727213051245076	0.8190726261449203	0.44828373421555096
HMP_2012__SRS023987__bin.2	0.7992351443900395	0.5886075915112501	1.0	0.813784287120691	0.7769589683000581	0.618341813387571	0.697891776070281	0.4849499558633067	0.6634873454065636	0.6672672432129347	0.7398662855738771	0.7920709824108106	0.8717681576083162	0.7583349615109632	0.5438934138095081	0.5393947725485463	0.7757666551747093	0.7631940569441821	0.48824491832682154	0.7650082347000464	0.6231494926851076	0.625461595123369	0.6899671965054347	0.7376602627418656	0.7348145149374699	0.7073615458180009	0.7693769825656003	0.5766774243655114	0.568254920118268	0.6975762433639359	0.6229232616881054	0.8193989291371994	0.7599348151644044	0.4054671047682242
HMP_2012__SRS019329__bin.12	0.8288962195239247	0.5894090520345112	0.7817285221491759	1.0	0.7804698365164406	0.6150335207584348	0.680643224231648	0.5016317161744483	0.6843626116817049	0.626331537067798	0.714298117690486	0.8023717983711433	0.8070483276014007	0.7922388851195907	0.5402080132679296	0.5615796738647264	0.8038987540519955	0.756099374296506	0.49376142162329373	0.7751725428725171	0.7013504485464807	0.6232563096751385	0.6942147772084838	0.7892957131382137	0.7552758476371699	0.7034378598704921	0.7795241326065087	0.582410115236543	0.5701611959853076	0.6787715727331571	0.584302042959601	0.9080571997494067	0.7414984129955002	0.41276830254206665
HMP_2012__SRS043676__bin.6	0.8955468616642499	0.6484227139309359	0.8250746155424477	0.8627890148909231	1.0	0.660725585501394	0.7554989628827549	0.5151446705277659	0.7430064273106967	0.6571484074833369	0.8252487615802805	0.8182518841394341	0.8327847445771901	0.8590181496954743	0.5778516126325421	0.5978887522924918	0.8653512031307204	0.841969080169824	0.509613953293228	0.8568536811196383	0.6480238447881769	0.6800075175913362	0.7505291913014341	0.7662465896400924	0.8210324733507709	0.7266286534028308	0.8488734245674655	0.6355617704042544	0.5922367650448096	0.7713169406162012	0.6631521352430774	0.8738596451903795	0.8194232030341643	0.44994220995345185
HMP_2012__SRS045262__bin.3	0.7587104542884823	0.5575593543679286	0.7113377863118231	0.7365451810454537	0.7157695957203589	1.0	0.630918937361934	0.44634696373113775	0.6345786979271734	0.5949551589050853	0.6743790610391778	0.7101336391642945	0.7181106470516451	0.7302125126703177	0.49585272794742097	0.5298135377519432	0.7389883420624662	0.7098204612867315	0.4348845288883244	0.7243866570036037	0.5563969227627394	0.5851607231358134	0.6225639991133891	0.6699870993128765	0.7112792600285409	0.6251391555778039	0.7183341676441801	0.5379412196877436	0.5294461919313425	0.6474613290696314	0.5445565575587318	0.7380749584712437	0.732239763504006	0.3732625787925654
HMP_2012__SRS011343__bin.24	0.8504384764999464	0.6018774660374523	0.7719347502428996	0.7837280290318197	0.7869211939587283	0.6066229138019077	1.0	0.4862763949443351	0.6885257383819742	0.6350189740086911	0.8136099226372885	0.761900884974824	0.7846307835705858	0.7794465300522077	0.5602088787225904	0.5679607146128303	0.8022991505846054	0.7960511074008512	0.48198052851848283	0.7891050457872553	0.6067007374690426	0.6622255293954957	0.7322913742043279	0.7189254586956874	0.7585353106930317	0.6929928168755234	0.7867487846038446	0.6132265512801095	0.5618347947221186	0.7306457029662191	0.6274066220757009	0.787835322725768	0.7602354584981349	0.4307318477793017
HMP_2012__SRS046686__bin.6	0.8650562843967916	0.6710616194282519	0.8293428581477704	0.8930494647382557	0.8296047967153088	0.6635329681619687	0.751844214119507	1.0	0.7353865121074855	0.6985614667078858	0.7916607275413132	0.8463225861389144	0.8471482016945482	0.8291262729011131	0.6128834900953901	0.6265801930015198	0.857525781974554	0.8184580611362765	0.5349387174821317	0.8447018991008935	0.721563930596461	0.6723592797522413	0.7306568086441578	0.7975344453844203	0.8029074255418797	0.7511417004348365	0.8287939904073098	0.6527962636268217	0.6381341828905059	0.7321377334076264	0.6207731167727688	0.9048542862590545	0.8011219856239229	0.4565181977886091
HMP_2012__SRS017687__bin.7	0.8999878637799678	0.6299563225187562	0.7913751499275055	0.849746495020922	0.8345400695379586	0.6579425750218516	0.74246747428477	0.5128947337842671	1.0	0.6651539427867602	0.7846014607361005	0.8203645772141178	0.8175480704055692	0.9267430646021321	0.5757538981151418	0.61611070298409	0.8557920110103919	0.8257141971825894	0.49801882663409686	0.832079257263334	0.6571582395250865	0.6817637800968573	0.7446461839980065	0.7560477753921355	0.8173389142730986	0.712079153976355	0.8772970055813701	0.6551796483336583	0.5962834762782087	0.7317243373817526	0.6444061708805602	0.8738130066710478	0.7955460072481637	0.4500691377215667
HMP_2012__SRS019976__bin.6	0.8185566968349733	0.6018305844493255	0.8363252913156791	0.8172088233817718	0.7756106131297934	0.6482050287143851	0.7195643119468936	0.5119680580447085	0.6989527694831139	1.0	0.7542033708368212	0.803371922174723	0.8314161014914114	0.7726252124918768	0.5669201871692215	0.5691987513007284	0.7921344427455647	0.7752198858479392	0.48274898349855583	0.7756486005044181	0.6337949251580886	0.6464080902254415	0.7037853062121567	0.7548484778594657	0.7535664039658819	0.7205262065400693	0.7745218678392103	0.5912097215118433	0.6143813416869379	0.716257375316618	0.6300959045540079	0.8271404868082058	0.7649463360498828	0.40899785235664177
