	HMP_2012__SRS022532__bin.7	HMP_2012__SRS052874__bin.11	HMP_2012__SRS023987__bin.2	HMP_2012__SRS019329__bin.12	HMP_2012__SRS043676__bin.6	HMP_2012__SRS045262__bin.3	HMP_2012__SRS011343__bin.24	HMP_2012__SRS046686__bin.6	HMP_2012__SRS017687__bin.7	HMP_2012__SRS019976__bin.6	HMP_2012__SRS024289__bin.15	HMP_2012__SRS017215__bin.13	HMP_2012__SRS022625__bin.1	HMP_2012__SRS014472__bin.1	HMP_2012__SRS019391__bin.4	HMP_2012__SRS045049__bin.14	HMP_2012__SRS063272__bin.1	HMP_2012__SRS011098__bin.13	HMP_2012__SRS015745__bin.9	QinN_2014__LD-57__bin.29	HMP_2012__SRS021473__bin.7	HMP_2012__SRS011310__bin.15	HMP_2012__SRS019387__bin.27	HMP_2012__SRS017013__bin.8	HMP_2012__SRS024347__bin.8	HMP_2012__SRS013881__bin.7	HMP_2012__SRS011144__bin.2	HMP_2012__SRS015650__bin.18	HMP_2012__SRS015060__bin.15	HMP_2012__SRS024281__bin.7	BackhedF_2015__SID536_B__bin.13	HMP_2012__SRS011090__bin.2	HMP_2012__SRS015985__bin.1	HMP_2012__SRS018978__bin.5
HMP_2012__SRS022532__bin.7	1.0	0.9707550077572239	0.9613840655180866	0.9606686955256384	0.968122404422085	0.9687348440024718	0.9973778851182837	0.9658221807552225	0.9693635212727423	0.9639212891410008	0.9694654912424749	0.9625903651364156	0.9611335235021292	0.9720065991307779	0.9888046317158198	0.9755913645929056	0.9650062756752882	0.9667163946760761	0.9595317936281513	0.9659564867788532	0.9617533186511714	0.9965590053577751	0.9975718798691428	0.9606751130859453	0.9679537147027157	0.9621267933381031	0.9671406703810818	0.9706365503080082	0.9635426047488549	0.9700887738818663	0.9671108264915348	0.9604853649055282	0.9683449112153486	0.9684467675999822
HMP_2012__SRS052874__bin.11	0.9707550077572239	1.0	0.967413052433355	0.9672697121788143	0.9809918959619855	0.9734205839163377	0.9711279667237582	0.9742655020075336	0.9745043828277591	0.9692483005580459	0.9853542237479843	0.9676815608306805	0.9672399796740162	0.972967818020798	0.9742476339684177	0.9782457274295291	0.9697307581136334	0.9709597321694675	0.9664591331449928	0.9699878326611812	0.9670485150836151	0.9728111057740159	0.9712545236904949	0.9668219763722038	0.9694103972950127	0.9710432513872046	0.972840303858355	0.974557591638556	0.9715251449798487	0.9857703103537515	0.9821951351482031	0.9672999060225704	0.9717197330290245	0.9737054634679981
HMP_2012__SRS023987__bin.2	0.9613840655180866	0.967413052433355	1.0	0.9620232454821881	0.9627532891276802	0.96459490709336	0.9616812449737219	0.9657320594133882	0.9653839408437033	0.9650795813735057	0.9635289108928273	0.9646965975052699	0.9988545630297646	0.9619234743982095	0.9659679481757527	0.9688026465373567	0.9607718926159513	0.9618347244580286	0.9619472018534222	0.9628704150459645	0.9619663115547163	0.9638756158892948	0.9616278549862688	0.962466763319618	0.9632037852417408	0.9643434814877159	0.9612930637879391	0.9634897499692635	0.9645267808756061	0.9635042555997797	0.9624190672797223	0.9618442275911538	0.9625263868591305	0.9637438281616031
HMP_2012__SRS019329__bin.12	0.9606686955256384	0.9672697121788143	0.9620232454821881	1.0	0.9609354755549456	0.9623382364999489	0.9613916571759423	0.97842268690872	0.961704044663674	0.9624664233988651	0.9616618604183983	0.9636806603987533	0.9628275371141625	0.9608352692575238	0.9716935099681923	0.9675363510288272	0.9611064726398822	0.9624467444310284	0.9682421518808741	0.9616745607292853	0.9957042317209315	0.963999622954088	0.9604411668889676	0.9900800904253112	0.9617442817768551	0.9713610398095516	0.9607300161935327	0.9623014243528996	0.9710514029770176	0.9618795731835753	0.9600611104338859	0.9905432817909652	0.9609892976138391	0.9614980105374131
HMP_2012__SRS043676__bin.6	0.968122404422085	0.9809918959619855	0.9627532891276802	0.9609354755549456	1.0	0.9693295720544985	0.9688012311840104	0.9709196594928095	0.9722611351894497	0.9655111795239574	0.9871192715754813	0.9627180598050702	0.9636247065172832	0.9712301839528656	0.970984120984867	0.9773214467671142	0.9649192603017586	0.9676659672154424	0.9614689287200556	0.9668190623373417	0.9609652783259379	0.9696726895308995	0.9684690548757141	0.9619578955105996	0.9667777365543601	0.9633600284748176	0.9722783995081826	0.9733222043974369	0.9660437636591606	0.9873147301585883	0.9899526013774981	0.961041668721986	0.968968879100531	0.9697775983792822
HMP_2012__SRS045262__bin.3	0.9687348440024718	0.9734205839163377	0.96459490709336	0.9623382364999489	0.9693295720544985	1.0	0.9695419750150247	0.968469140796641	0.9681350304697672	0.96642621605811	0.9692419476499149	0.9629409139569526	0.9640080494620542	0.9679444000115961	0.9716184264882967	0.9740910661361174	0.9659845260893706	0.9702145687835839	0.9633573141486811	0.9671975307899185	0.9635467605450977	0.9704597397843879	0.9689972097488774	0.9628428077172916	0.9682544684553618	0.9643173719132391	0.9673779261663061	0.9703632887189293	0.9664374282650009	0.9701441872183618	0.9676179739567196	0.9625765753302166	0.9795810084842466	0.970984298660724
HMP_2012__SRS011343__bin.24	0.9973778851182837	0.9711279667237582	0.9616812449737219	0.9613916571759423	0.9688012311840104	0.9695419750150247	1.0	0.9679476841598578	0.9694611887391394	0.9646584581098699	0.9716111306912204	0.9631770581246974	0.9621280845606215	0.971777720943057	0.9882250103387807	0.9756847459699435	0.9646723051496238	0.9672752485790648	0.9609959248361426	0.9666640114402327	0.9617715171506691	0.997682176078683	0.9972981832837251	0.9619076644317209	0.9688656685791853	0.9624595609037625	0.9676735764739363	0.9709867624663204	0.9648699591801072	0.9707989007801707	0.9679642229785497	0.9612661982897098	0.968961281330467	0.9686079334216338
HMP_2012__SRS046686__bin.6	0.9658221807552225	0.9742655020075336	0.9657320594133882	0.97842268690872	0.9709196594928095	0.968469140796641	0.9679476841598578	1.0	0.9692051513122455	0.9672227154081592	0.9712024224993131	0.9666295555856916	0.9653072774631145	0.9668025983681497	0.973677176163573	0.9722184882142398	0.9653191232152802	0.9668810438476162	0.9703227436235944	0.9652900820822663	0.9792016747436447	0.9695328191227952	0.965553846816467	0.9848014474369851	0.966584281113035	0.9706926847541335	0.9665625830602814	0.9687558930077912	0.9725227864772193	0.9726879442128126	0.9714143855479531	0.9823109419911826	0.9667859375162471	0.9661148563029044
HMP_2012__SRS017687__bin.7	0.9693635212727423	0.9745043828277591	0.9653839408437033	0.961704044663674	0.9722611351894497	0.9681350304697672	0.9694611887391394	0.9692051513122455	1.0	0.9662774244015303	0.973612240129273	0.9635272565887008	0.9654790678503438	0.9920451434625638	0.9716915763154649	0.9823638996401951	0.9652739852092341	0.9691204511925973	0.9608216500404422	0.967465993875678	0.9625154225180551	0.9710673529601139	0.968889085389218	0.9629971481753445	0.9668389771941949	0.9630422031622682	0.9815938867038753	0.9906742061251695	0.9639836655508546	0.9744358408153146	0.9717862874384666	0.9625763145607886	0.9670503730223002	0.9691549267492262
HMP_2012__SRS019976__bin.6	0.9639212891410008	0.9692483005580459	0.9650795813735057	0.9624664233988651	0.9655111795239574	0.96642621605811	0.9646584581098699	0.9672227154081592	0.9662774244015303	1.0	0.9658409087025229	0.9636986937541691	0.9656925456818085	0.964880981646801	0.9680845335684944	0.971717248759978	0.9622862545215389	0.9640106089469019	0.962389131827737	0.9652986030761534	0.9632461544389312	0.9658606511788003	0.963646335139595	0.9627526784318166	0.965582488963784	0.9627539939049936	0.9645010422323039	0.965231898258956	0.964146162381791	0.9656204067098025	0.9636548024429658	0.9625734715819672	0.9647794023751756	0.9664606739709487
