	ZellerG_2014__CCMD72895164ST-21-0__bin.5	RampelliS_2015__H14__bin.32	LeChatelierE_2013__MH0189__bin.65	NielsenHB_2014__MH0096__bin.53	CosteaPI_2017__SID713A056-11-90-0__bin.38	XieH_2016__YSZC12003_37315__bin.45	LeChatelierE_2013__MH0096__bin.48	BritoIL_2016__M1.27.ST__bin.20	LiuW_2016__SRR3992998__bin.96	BritoIL_2016__M1.29.ST__bin.46	LiuW_2016__SRR3993048__bin.88	XieH_2016__YSZC12003_36244__bin.60	RampelliS_2015__H17__bin.38	ZeeviD_2015__PNP_Validation_57__bin.29	RampelliS_2015__H21__bin.15	BritoIL_2016__W2.35.ST__bin.80	BritoIL_2016__M2.38.ST__bin.58	XieH_2016__YSZC12003_35520__bin.11	LiuW_2016__SRR3993043__bin.1	BritoIL_2016__M2.39.ST__bin.80	VogtmannE_2016__MMRS65742083ST-27-0-0__bin.63	CosteaPI_2017__SID713A084-11-90-0__bin.49	LiuW_2016__SRR3992961__bin.125	CosteaPI_2017__SID713A056-11-0-0__bin.33	CosteaPI_2017__SID713A087-11-0-0__bin.64	CosteaPI_2017__SID713A084-11-0-0__bin.5	LiuW_2016__SRR3992980__bin.94	LiuW_2016__SRR3992981__bin.61
ZellerG_2014__CCMD72895164ST-21-0__bin.5	1.0	0.9718692058791313	0.9691261553672031	0.9689744080460156	0.9750524553602777	0.9729341015814499	0.9689185862373575	0.9718358870274557	0.9786881068364547	0.9704931547262097	0.9783486924629763	0.968709926901679	0.9648455446295726	0.974699694831802	0.9716752014077255	0.9710303714619256	0.9712482778436761	0.9691911891508223	0.9741647958472128	0.9708547336144117	0.9697136446866989	0.9783561813648063	0.9748649787965368	0.9738798171322259	0.9745281586307906	0.9784967805895168	0.9753534114926028	0.9762767893493307
RampelliS_2015__H14__bin.32	0.9718692058791313	1.0	0.968896905150448	0.9686399047813689	0.9759853525977427	0.9747448413292514	0.9685909205574186	0.9723685551122607	0.9712631264977836	0.9706599506504014	0.9706192878708225	0.9686601574129915	0.9683849522039357	0.9769024503977118	0.9759466725791749	0.9712745885534649	0.9732928191420983	0.9689719354648184	0.9727055204651253	0.9729400372684358	0.9696410785512619	0.9720635469721728	0.9693335285032942	0.974978478722096	0.9752688372439756	0.9721078972000188	0.9692926399103768	0.9703662026468066
LeChatelierE_2013__MH0189__bin.65	0.9691261553672031	0.968896905150448	1.0	0.9904089196199017	0.970180304106023	0.9692544328623626	0.9904391153326008	0.9676632293125608	0.9686140144989313	0.966208224502993	0.9683876039813017	0.9893671731270555	0.9621074907094351	0.9707240653284951	0.9692405122829651	0.9671495032956856	0.9683819732520439	0.9897916501883692	0.9693349323316967	0.9677272713855164	0.9894211675530326	0.9687214056672735	0.9662986436114189	0.969720967591372	0.9700747066670097	0.9686349647963569	0.9667828484557613	0.9674146253252571
NielsenHB_2014__MH0096__bin.53	0.9689744080460156	0.9686399047813689	0.9904089196199017	1.0	0.9705300730096187	0.9693305436685777	0.999323881367528	0.9671743803626877	0.9683399612692851	0.9658802486702946	0.9679158226795448	0.9893368537726073	0.9626544512197399	0.9707831681832821	0.9682457488753409	0.9664025330784825	0.967767729929342	0.9899664994107751	0.968538401607688	0.9674861367157171	0.9893663902009552	0.9689655330440082	0.9670119555396802	0.9698186172752756	0.9704091377211872	0.9690426698498581	0.9665027428426494	0.9677267505393818
CosteaPI_2017__SID713A056-11-90-0__bin.38	0.9750524553602777	0.9759853525977427	0.970180304106023	0.9705300730096187	1.0	0.977421248981286	0.9704477565435002	0.9750359178146596	0.9743680115540632	0.9736477291758603	0.9734334050049804	0.970574596828078	0.9667399023613166	0.9807800420513052	0.9762945246830447	0.9746299207545959	0.9762190261960006	0.9703621974540503	0.9763691798361653	0.9758808645303845	0.9711317574243866	0.9756396849915236	0.9724461209846507	0.9989083728434947	0.9782918620775619	0.9757107566462168	0.972596413713399	0.9732512786571997
XieH_2016__YSZC12003_37315__bin.45	0.9729341015814499	0.9747448413292514	0.9692544328623626	0.9693305436685777	0.977421248981286	1.0	0.969758316382914	0.9748209263078942	0.9721278123419909	0.9732646026336343	0.9711627856061015	0.9693579517856686	0.9659571740796752	0.9781690794645013	0.9752888381225635	0.9738284408187085	0.9754131439809967	0.9696898983257447	0.9738189848515109	0.9750402635881926	0.9702937105285925	0.9724634048991488	0.970583421420534	0.9770741294178794	0.9769844597811317	0.9725077493831807	0.9705865299460292	0.9705438372508096
LeChatelierE_2013__MH0096__bin.48	0.9689185862373575	0.9685909205574186	0.9904391153326008	0.999323881367528	0.9704477565435002	0.969758316382914	1.0	0.9674318518451877	0.9685599604974741	0.9662207554289365	0.967993517967216	0.9893838583772526	0.9622937405685009	0.9707861576751575	0.9683460311055161	0.9666820495833749	0.9679367800167115	0.9901155056723286	0.9683697189209798	0.9676704139936543	0.9895402564302792	0.9690105322724634	0.9664568565659296	0.9696550945851156	0.9705656870716692	0.9689899797774874	0.966138003680047	0.9677138578390408
BritoIL_2016__M1.27.ST__bin.20	0.9718358870274557	0.9723685551122607	0.9676632293125608	0.9671743803626877	0.9750359178146596	0.9748209263078942	0.9674318518451877	1.0	0.9706046609324561	0.9717143363849291	0.9704269558536015	0.9671730836297919	0.9645735005585405	0.9755371097177123	0.9722185564027948	0.9726552573585017	0.9731479088042185	0.9679002817497196	0.9724814609582816	0.9733449488349778	0.9682249965189823	0.9716156329453779	0.9693352061550382	0.9745531043021415	0.9753179080278501	0.971696369363931	0.9694020814725952	0.9699380824417106
LiuW_2016__SRR3992998__bin.96	0.9786881068364547	0.9712631264977836	0.9686140144989313	0.9683399612692851	0.9743680115540632	0.9721278123419909	0.9685599604974741	0.9706046609324561	1.0	0.9704235687783953	0.9813966560769543	0.9686926801314084	0.9643972642925758	0.9734694810463641	0.9704321486465174	0.9704432457241328	0.9705620744146489	0.9685480012489153	0.9747900860852469	0.9703769668429026	0.9689931276294215	0.9801614359048878	0.9778030198208797	0.9736572097162914	0.974075031298437	0.980200232880913	0.9778810730260611	0.979191074869811
BritoIL_2016__M1.29.ST__bin.46	0.9704931547262097	0.9706599506504014	0.966208224502993	0.9658802486702946	0.9736477291758603	0.9732646026336343	0.9662207554289365	0.9717143363849291	0.9704235687783953	1.0	0.9692031073147553	0.9663720865686779	0.9626737376546163	0.9736156393033724	0.9708357323835326	0.9734774582533986	0.9737908489410962	0.9670961012444725	0.9702716596876161	0.9734095144818963	0.9673888132531928	0.970362131901579	0.9683509676143849	0.9731509952037171	0.9726601717626957	0.9703874373770525	0.9682626357963477	0.9690131841893879
