	XieH_2016__YSZC12003_35561__bin.47	LiJ_2017__H2M614904__bin.16	CosteaPI_2017__SID713A087-11-0-0__bin.36	CosteaPI_2017__SID713A028-11-0-0__bin.59	ZeeviD_2015__PNP_Main_325__bin.53	BritoIL_2016__W3.22.ST__bin.120	VogtmannE_2016__MMRS51307502ST-27-0-0__bin.6	KarlssonFH_2013__S577__bin.19	SchirmerM_2016__G88966__bin.7	LiuW_2016__SRR3992982__bin.9	ZeeviD_2015__PNP_Main_531__bin.33	CosteaPI_2017__mickey1-11-0-0__bin.41	LiuW_2016__SRR3992961__bin.76	ZeeviD_2015__PNP_Main_127__bin.13	ZeeviD_2015__PNP_Main_226__bin.36	LiJ_2014__MH0392__bin.10	XieH_2016__YSZC12003_35520__bin.42	CosteaPI_2017__mickey1-11-30-0__bin.16	XieH_2016__YSZC12003_36058__bin.60	XieH_2016__YSZC12003_36588__bin.70	CosteaPI_2017__SID713B063-11-0-0__bin.57	ZeeviD_2015__PNP_Main_82__bin.26	LeChatelierE_2013__MH0250__bin.95	LiJ_2014__MH0262__bin.26	CosteaPI_2017__SID713A014-11-90-0__bin.68	LiJ_2014__MH0309__bin.67	ZeeviD_2015__PNP_Main_456__bin.43	ZeeviD_2015__PNP_Main_393__bin.68	FengQ_2015__SID31223__bin.2	CosteaPI_2017__SID713A076-11-90-0__bin.51	BackhedF_2015__SID566_M__bin.4	XieH_2016__YSZC12003_37316__bin.86	XieH_2016__YSZC12003_35515__bin.33	FengQ_2015__SID530295__bin.12	LiJ_2014__MH0338__bin.65	ZeeviD_2015__PNP_Main_172__bin.64	Obregon-TitoAJ_2015__SM20__bin.14	FengQ_2015__SID530451__bin.2	KarlssonFH_2013__S126__bin.31	XieH_2016__YSZC12003_37798__bin.92	ZeeviD_2015__PNP_Main_45__bin.37	LeChatelierE_2013__MH0412__bin.12	LeChatelierE_2013__MH0415__bin.49	LiuW_2016__SRR3993036__bin.1
XieH_2016__YSZC12003_35561__bin.47	1.0	0.7536648569137792	0.619009893623161	0.7442267324810657	0.8025591874093474	0.8213672307060517	0.6285353021053581	0.9239870399880188	0.7568419009225876	0.8771546163007494	0.778236509248532	0.8541221204014302	0.8315341531038541	0.6837350704926016	0.916989053244701	0.6052271221590353	0.8704242052501118	0.9019304083796504	0.8378224203628442	0.5913518200632165	0.8138765421970684	0.7948948847254345	0.7546130574076255	0.6685605238569248	0.6935013447944126	0.8931857867226175	0.7315404966987074	0.8785177737511585	0.7145682802132783	0.9116938209093473	0.7270093575178516	0.8952205066958313	0.8747845920281522	0.7071219491720655	0.8217883881688618	0.886788295161268	0.8039294992900421	0.8383904821275178	0.6585519528494426	0.9076296275451289	0.8726840512963113	0.562749361705578	0.5931695223177683	0.7914102002143468
LiJ_2017__H2M614904__bin.16	0.8934060435413151	1.0	0.644530196504143	0.7091653874532486	0.7948995428755588	0.8044174561038975	0.6602019036957254	0.9131915880056427	0.7760288126920586	0.863248269174773	0.775933260396966	0.8342800926122245	0.8477863247138379	0.6897869296899074	0.9309456567524094	0.6181803789864107	0.8708709676507422	0.8838344174843737	0.8652249012673401	0.5868030407114971	0.8326019907670474	0.7887214367898953	0.7492362883870037	0.673795207119494	0.6643253527377995	0.9096024402586131	0.7255783316795437	0.8778966056319314	0.7173342605863744	0.888237738633376	0.7433555817523386	0.9056751843904866	0.86212482295969	0.7601484735662208	0.8270865313668785	0.8659050752969047	0.7988748575903294	0.8726468833837951	0.6418699979928364	0.9271540964512782	0.8551760791331314	0.5696058891876076	0.6280120882134265	0.8044242408822473
CosteaPI_2017__SID713A087-11-0-0__bin.36	0.823780769955841	0.7235802546715491	1.0	0.8061844270905735	0.8629107659379184	0.8101230068279295	0.6150398523334101	0.8636527803960923	0.7451329500755661	0.8236519171457389	0.8628231714167652	0.7945724403516222	0.8021030301991633	0.8115130937940552	0.8707879254126305	0.5992144421784122	0.7993888695292303	0.8374036222238725	0.8310181085803912	0.6064854221770285	0.7976839500812788	0.82324949014276	0.823378977695769	0.715953818645065	0.7830340837898722	0.8419191832636068	0.7087348875648152	0.8346158313767383	0.7241159776849784	0.831018743323298	0.7393313999064388	0.8601940662963578	0.8186831496704733	0.7700859632318823	0.7868266726586397	0.8145871536922044	0.7470625685125625	0.8140533349074957	0.7698472998988855	0.8599014498162737	0.7952998557229374	0.594712210739723	0.7780513519706546	0.7517450669368132
CosteaPI_2017__SID713A028-11-0-0__bin.59	0.8487154076025765	0.6822345826611302	0.6908395078113356	1.0	0.8398559246160692	0.8246705706120593	0.5373998766373562	0.8816442042946301	0.7276862106890358	0.7869976426203792	0.7855535164336664	0.8147585888793037	0.7617387605644222	0.6822111938001024	0.8634373358020366	0.6407938723359815	0.8066274241466601	0.850677896220904	0.7636974416937451	0.6508864378329513	0.7292777410929233	0.8049662710866899	0.8396900268808724	0.7134908038262001	0.7990401864146616	0.8354919982898935	0.7080025803896911	0.8176435776907253	0.6520629519353467	0.8636472916242857	0.7290405889206422	0.8331406018661048	0.8305248569200024	0.6159385841145032	0.7854708395295684	0.8521274616776232	0.7661168289926146	0.7873979728928541	0.7994209353151133	0.8496651041457028	0.8380468234119236	0.5814046588435459	0.6969358416345659	0.7048374691729372
ZeeviD_2015__PNP_Main_325__bin.53	0.8874533831283185	0.74149820599871	0.7170019002753633	0.8143600270247321	1.0	0.9089798163647306	0.6346893342496286	0.9628910978190872	0.7669275084241323	0.880697727528044	0.8771086701184205	0.8494895416291104	0.8637170820673181	0.7976030054202414	0.8962068858215618	0.6147636047954659	0.84347965049279	0.8918056096888201	0.8626237512796401	0.684299548374745	0.8290569665951317	0.8996356091455829	0.8932950289577072	0.6964432731148746	0.7681474187530756	0.8670376853665085	0.7322056854255788	0.8947923594479233	0.7323043119848147	0.896983767756077	0.7430888889006093	0.8863758747832985	0.9313780661916066	0.7244379209099382	0.8132429625730667	0.8825869271814271	0.7977005771499667	0.8360889875271685	0.7588411853963073	0.8864908511999476	0.8642081052044761	0.6179613204566778	0.6868775516985128	0.7882308452190644
BritoIL_2016__W3.22.ST__bin.120	0.9062267796888452	0.7487043987294476	0.6716398039021699	0.797853574954375	0.9069540424654102	1.0	0.6260964196779836	0.9757619419494853	0.7821837459400636	0.8708529708316054	0.8513768526256186	0.8551320966007043	0.8496044785073327	0.7543072690493381	0.9098178369878902	0.6272578299152334	0.8672134995127023	0.9035445377408335	0.8397227560628034	0.6381073065175796	0.8101228453129966	0.855949346305484	0.8626068002753284	0.6871491299158649	0.7401177513161246	0.8874521385314553	0.737387621587601	0.8927203206271088	0.6991016041880231	0.8981342710216832	0.7548708713892087	0.8956504213072206	0.9235268981979461	0.7078529645167334	0.8347082213320591	0.8834816626637394	0.8091908754307269	0.8484299122864258	0.7125401783740888	0.8993398853640209	0.8747902936205056	0.6016536545217641	0.6513669593259085	0.7793852050965229
VogtmannE_2016__MMRS51307502ST-27-0-0__bin.6	0.9194135462881631	0.8146805991517435	0.6760369303415282	0.6893217227740596	0.8396029283614725	0.8300856838064513	1.0	0.9462036024734649	0.7968566092208642	0.930317806617349	0.8407297042544686	0.8607946874784151	0.9222099040461371	0.7583718053461505	0.9271998119016838	0.5966637665850597	0.8742057625342481	0.9117905410826677	0.8937481729137029	0.6141019317055201	0.9257855860595147	0.8350281484665033	0.780534754582629	0.6833885325610326	0.6635496022097366	0.9167190518616919	0.7532807318531521	0.9136498957296241	0.8182500019186587	0.9274586563947498	0.7493464350973598	0.9158420504390938	0.9177795468198059	0.8184711709329495	0.8428199956324351	0.8922976669808617	0.8255869525630838	0.8788224040723007	0.6407259367065911	0.9301419877163987	0.8833950908851156	0.5970949415088193	0.6279427862970098	0.8883424394035274
KarlssonFH_2013__S577__bin.19	0.8495049392065609	0.708257707876639	0.5966575557998567	0.7107822350814124	0.8005873461417532	0.8131007920884992	0.5947074824144776	1.0	0.7146543169327498	0.8175197013541762	0.748815463068978	0.8001339222873611	0.8053417188973819	0.6801239417003921	0.8547074736441903	0.567079761816537	0.8174626944866027	0.8487901607900626	0.792765565396305	0.5653147414935887	0.7644103494652537	0.770978417638451	0.7627496955614015	0.6406765048826382	0.6459636725928959	0.8379246518305562	0.6825274389401634	0.8339012825229661	0.6774757534444207	0.85675708979064	0.6883373157746334	0.8414222424133726	0.8713771587514093	0.6803418833402692	0.7649905039714053	0.8355220316195169	0.7544389712979193	0.7943503563148481	0.6252732492642826	0.8463213249097646	0.824022869401213	0.5366880851700141	0.5758746059400278	0.738883112680213
SchirmerM_2016__G88966__bin.7	0.8727809853511345	0.7549311283856216	0.645683691648337	0.735846846118433	0.7998083706389056	0.8175406868625533	0.6282016376499991	0.8963881385605688	1.0	0.8320069435391918	0.7702229753923479	0.8339369878218551	0.8142900280678711	0.6972245094172851	0.9102746669174789	0.6275405053536866	0.8640696598028813	0.8764876164200621	0.8449551260579079	0.6002745734129111	0.7919506867910497	0.7889145384752045	0.7582857422585093	0.6574218150556655	0.6795823976001227	0.8805946670494854	0.7273318801623458	0.8642946207922256	0.6922863681890861	0.8769793404407805	0.74573742927342	0.8837375205778802	0.845010678771658	0.7162108869018251	0.8374335086268965	0.8481672829717731	0.7814204223876335	0.8443803479799988	0.6517576383606339	0.9017806019824068	0.8462696902743699	0.5861828850339339	0.6277280645159516	0.759782915395417
LiuW_2016__SRR3992982__bin.9	0.9182520982221097	0.7623437973563575	0.6479111149724356	0.7224410028725259	0.8337659847600843	0.8262873314769017	0.6657878824646102	0.9308591563571798	0.7552880589704144	1.0	0.8093702362781092	0.8477256715334336	0.8666829441467729	0.7134199834528928	0.9100609307023733	0.5964617951064702	0.860449068713435	0.8897035950762121	0.8733227579643563	0.6133054918520227	0.8552352819873704	0.8160699672003783	0.7795045554475383	0.6776754360342466	0.7230182043143311	0.8920638296916217	0.7300050380298857	0.882333791199875	0.7635795876404994	0.9069542288244214	0.7323962298160496	0.8940071411202601	0.8974723470079146	0.7394314965245583	0.8205322935718433	0.8744042617039325	0.7984972790144835	0.8527711910571725	0.6805115123227015	0.8964747272148982	0.8628901914201701	0.5877059088750712	0.619852933466549	0.8453933982335439
