	XieH_2016__YSZC12003_35561__bin.47	LiJ_2017__H2M614904__bin.16	CosteaPI_2017__SID713A087-11-0-0__bin.36	CosteaPI_2017__SID713A028-11-0-0__bin.59	ZeeviD_2015__PNP_Main_325__bin.53	BritoIL_2016__W3.22.ST__bin.120	VogtmannE_2016__MMRS51307502ST-27-0-0__bin.6	KarlssonFH_2013__S577__bin.19	SchirmerM_2016__G88966__bin.7	LiuW_2016__SRR3992982__bin.9	ZeeviD_2015__PNP_Main_531__bin.33	CosteaPI_2017__mickey1-11-0-0__bin.41	LiuW_2016__SRR3992961__bin.76	ZeeviD_2015__PNP_Main_127__bin.13	ZeeviD_2015__PNP_Main_226__bin.36	LiJ_2014__MH0392__bin.10	XieH_2016__YSZC12003_35520__bin.42	CosteaPI_2017__mickey1-11-30-0__bin.16	XieH_2016__YSZC12003_36058__bin.60	XieH_2016__YSZC12003_36588__bin.70	CosteaPI_2017__SID713B063-11-0-0__bin.57	ZeeviD_2015__PNP_Main_82__bin.26	LeChatelierE_2013__MH0250__bin.95	LiJ_2014__MH0262__bin.26	CosteaPI_2017__SID713A014-11-90-0__bin.68	LiJ_2014__MH0309__bin.67	ZeeviD_2015__PNP_Main_456__bin.43	ZeeviD_2015__PNP_Main_393__bin.68	FengQ_2015__SID31223__bin.2	CosteaPI_2017__SID713A076-11-90-0__bin.51	BackhedF_2015__SID566_M__bin.4	XieH_2016__YSZC12003_37316__bin.86	XieH_2016__YSZC12003_35515__bin.33	FengQ_2015__SID530295__bin.12	LiJ_2014__MH0338__bin.65	ZeeviD_2015__PNP_Main_172__bin.64	Obregon-TitoAJ_2015__SM20__bin.14	FengQ_2015__SID530451__bin.2	KarlssonFH_2013__S126__bin.31	XieH_2016__YSZC12003_37798__bin.92	ZeeviD_2015__PNP_Main_45__bin.37	LeChatelierE_2013__MH0412__bin.12	LeChatelierE_2013__MH0415__bin.49	LiuW_2016__SRR3993036__bin.1
XieH_2016__YSZC12003_35561__bin.47	1.0	0.7628745165393734	0.6254426803739191	0.7518376154188465	0.811097284512137	0.8305392103321421	0.6354116635338212	0.9335959168235475	0.7659609377645649	0.8860036926399514	0.7864588574947189	0.8632554661039786	0.8400693884345296	0.6907955392604131	0.9285281953712744	0.6133240293942153	0.881428672953344	0.9113923809133155	0.8484763209820839	0.5978246716235739	0.8222691658840515	0.803483062840223	0.7625587676827706	0.6753300457931235	0.7006452819155558	0.9043490827781893	0.7390660034350804	0.8877064470479151	0.7220890173294611	0.9212259068598109	0.735736808542199	0.9047740559371517	0.8840176227926794	0.7161899510780058	0.8323316335996849	0.8958892074465218	0.8185731871985302	0.8495294531201186	0.6656081289590828	0.91914015195056	0.8814673068768861	0.5693023428851337	0.6002609936168173	0.7995195084620217
LiJ_2017__H2M614904__bin.16	0.9043233173042945	1.0	0.6488741508425847	0.7173014674910172	0.8042664947856152	0.8143837301015172	0.6687462012308719	0.9242185490186101	0.7785329613013204	0.8738822784416495	0.7854353424758221	0.8444097666884345	0.8581331116972406	0.6981163759106445	0.932548560637543	0.6197555783599494	0.87391733312979	0.8945554980734056	0.8682910556832413	0.593872214353764	0.8425987962672411	0.7984174504499156	0.7581543141295836	0.6817854144227425	0.672388496408308	0.9116842364156016	0.7345308467120681	0.8886414329451875	0.7259571484707392	0.8988480011760283	0.7491401706937153	0.9122812969103815	0.8726485795783826	0.7616117240969884	0.8303126934721952	0.8761947570625302	0.8123545159767395	0.8743945292070573	0.6495893795602898	0.9282012139099264	0.8654578453240156	0.577078757141686	0.6283462385471528	0.8144476200976443
CosteaPI_2017__SID713A087-11-0-0__bin.36	0.8323415475412916	0.7284569844253133	1.0	0.814079359366679	0.8718428681239094	0.8188697640851038	0.6219585500186932	0.8722954398165339	0.7496688228883214	0.832217137931538	0.8721297719178313	0.8027904567673433	0.8103553227318573	0.8198904306794098	0.8767627603953433	0.6037319074468672	0.8044001647792587	0.8461192770786085	0.8363569311703835	0.61283602496063	0.8057032919671381	0.8322336412471175	0.8320178286587692	0.7236564238203779	0.7912571781488484	0.8477962678386559	0.7164546307986145	0.8431677225614923	0.7316637055910059	0.8394563807848088	0.7430268731104497	0.8633957095187951	0.8273270785767287	0.7755739504049977	0.7919928451779533	0.8229048247443097	0.7601116131927504	0.819901856051734	0.7778450605259098	0.8657778996484159	0.8036352995764361	0.6015014208719971	0.7829699747562746	0.7596025493814113
CosteaPI_2017__SID713A028-11-0-0__bin.59	0.8573948507518703	0.6900616922004131	0.6976048718453594	1.0	0.8486033586404436	0.8333304323893299	0.5430681399110788	0.8905983305792496	0.7359555328798433	0.7950733267989569	0.7937347224503694	0.8229762380050498	0.7694929838856187	0.6890967657012688	0.8736952551072026	0.6490898469498205	0.8160253948638061	0.8593823600122275	0.7726064220373112	0.6574516367307376	0.7368154814678631	0.81328835419656	0.84835587185515	0.7207859527588522	0.8074531053336393	0.8456427639759323	0.7151590279371786	0.8260445302156888	0.6586335901031395	0.8722636392415046	0.7376509533408541	0.8420207540786366	0.839128150289206	0.6232788789882088	0.7949036215747557	0.8608036412649132	0.7802045383093226	0.7972920050345883	0.8077000481919323	0.8598800532178178	0.846633255044107	0.5877702365320955	0.7050789727612237	0.712206592177677
ZeeviD_2015__PNP_Main_325__bin.53	0.8968946346624361	0.7502358862492953	0.7244236807115458	0.8228419111190106	1.0	0.9141943660501013	0.6415030054729829	0.9681568067357194	0.7758740449178051	0.8896985877415098	0.8859934990857266	0.8585616028345379	0.8695392135507618	0.8033623745478078	0.9073021100282114	0.6228536197265776	0.8538449326781435	0.9015295555317633	0.873045994258563	0.6918099344898132	0.8373764069447865	0.9086586207787701	0.8983534638755175	0.7042948965766036	0.7762965041367776	0.8776128786244601	0.7396385415716221	0.9039720132634262	0.7401633192531174	0.9063728052294228	0.7519389084940674	0.896026509975259	0.9370045268008445	0.7334029169200456	0.8233345165004343	0.8911916989136839	0.8120578616179713	0.846993815007165	0.7669802498996593	0.8974383992751211	0.8725771225411265	0.6252032524613128	0.6950820156315185	0.7964305624192726
BritoIL_2016__W3.22.ST__bin.120	0.9163463623178949	0.7579804196864034	0.6788913820939695	0.8062318315865695	0.9121569708821244	1.0	0.6329201652812538	0.9803844283672477	0.7916102713500566	0.880045319732502	0.8604313268177886	0.8643307603737562	0.854691108028518	0.7597754220965797	0.921528767400104	0.6357302833904127	0.8786260522155729	0.9133078563324486	0.8506211729243541	0.6451083947805477	0.8186726559720798	0.8649169910055171	0.866983532918376	0.6949337885654505	0.7481671083568913	0.8986957684041686	0.7451917510929992	0.9020689626138518	0.7065242101673651	0.9076923562682474	0.7641842553397507	0.905745270686995	0.9281093904253909	0.7172531779594122	0.8453824602320926	0.8923566892388264	0.8240797652551524	0.8597219561789972	0.7205321753261105	0.910792432257209	0.8837174178908748	0.608646849194538	0.6595584009901719	0.7877266249744774
VogtmannE_2016__MMRS51307502ST-27-0-0__bin.6	0.9294722014270634	0.8252241516563605	0.6836417955016874	0.6965923924836025	0.8486164378113896	0.8391326825708352	1.0	0.9559329460201089	0.8070066622804968	0.9402180852065837	0.8497941453701372	0.8701200661693038	0.9319873884823271	0.766063184568682	0.9389566543616692	0.6050584214113932	0.8855739894076089	0.9213531357510293	0.9052343100817488	0.6211388739078472	0.9355986528923256	0.8442439891913237	0.788814289890483	0.6907219947352007	0.6710288824406454	0.9281040233922861	0.7612016524185913	0.9227101506809843	0.8268916404391845	0.9369738078676167	0.7589515891028562	0.9259209387054845	0.9275123788367068	0.829033561176954	0.853738209842649	0.901554671654714	0.8399922416421486	0.8904201722885691	0.6481194005691788	0.9421109291680069	0.89245743891863	0.6044577068331458	0.6357827743524876	0.8980717829501714
KarlssonFH_2013__S577__bin.19	0.8583392496229872	0.7168100535557596	0.6026283674066304	0.7180010585736794	0.8049654735713969	0.816952702279003	0.6008225652476488	1.0	0.7231132590519231	0.8257874512097954	0.7565258611654747	0.8082863428647354	0.8100447854721945	0.6848506880509659	0.8652875097514632	0.5746893016088653	0.8276651697247928	0.857676654416037	0.8025632918747234	0.5712307388046186	0.7721290793347035	0.7787681868351848	0.7662165901386012	0.6474397119486833	0.6528018656155185	0.8482551732636037	0.6894485111779505	0.8422922549154171	0.6842082645048493	0.8653966998285847	0.6965015762398884	0.8502850562635857	0.8754123679468802	0.688796440315783	0.7745873908702186	0.8434407240398399	0.767811466887561	0.8047536711326432	0.6318636816701434	0.8568311987184856	0.8320196173786751	0.5428421957817549	0.5827527037699518	0.7464027570275216
SchirmerM_2016__G88966__bin.7	0.8832969490559613	0.7573671973875924	0.6496141836528715	0.74420890460499	0.8091384764145728	0.8273933181635923	0.636203428537484	0.9069981568599627	1.0	0.841917877688325	0.7795569313560967	0.8440096298704192	0.824057955231113	0.7054655619927034	0.9131749585967275	0.6300931800518456	0.8643650242314337	0.8869579278947777	0.8453764466394184	0.6074007215252465	0.8012609915994396	0.7984613548371838	0.767367785916342	0.6653488022889918	0.6879329055224348	0.8840532360005786	0.736301168312072	0.8745828733733643	0.7004735181313607	0.8873302960849637	0.7509153822164213	0.8892438395615626	0.8550877210351726	0.7189890726161973	0.8381496436100904	0.8580226644071562	0.7948306274761522	0.8473774443881583	0.6593969615415713	0.9049762580902077	0.8563384821348523	0.593828808537297	0.629490350603627	0.768984314883782
LiuW_2016__SRR3992982__bin.9	0.9275157819157196	0.7717348048974244	0.6546487933943389	0.7298542466497601	0.8422871956647977	0.8350092646823121	0.6728730800936904	0.9402731321217096	0.7642851115481731	1.0	0.8178450114266912	0.8565699354942438	0.8752735590310805	0.7204822128585102	0.9217387744056098	0.6046439750605038	0.8711447712090323	0.8987880267649707	0.8841572684191421	0.6198269693878519	0.8638703353909866	0.8247324826103086	0.7876682609609605	0.6848470141559153	0.7237681667413134	0.9030466349805045	0.7378187277901024	0.891309373481788	0.771177076514642	0.916179965018397	0.7414032685779225	0.9034335996149327	0.9066176944197702	0.7488724349861966	0.8309174257414866	0.882972407673983	0.8126636797989981	0.8639357448969351	0.6879991531715871	0.9078784501641979	0.8713150356481807	0.5945139898949803	0.6273545549731946	0.8460360091812976
