	QinJ_2012__DLM022__bin.16	BritoIL_2016__W1.13.ST__bin.62	LiJ_2014__O2.UC48-1__bin.24	CosteaPI_2017__SID713A062-11-90-0__bin.59	QinJ_2012__T2D-051__bin.12	VogtmannE_2016__MMRS77018926ST-27-0-0__bin.32	ZeeviD_2015__PNP_Main_706__bin.57	XieH_2016__YSZC12003_37255__bin.24	BritoIL_2016__W2.43.ST__bin.21	BritoIL_2016__WL.14.ST__bin.72	Obregon-TitoAJ_2015__SM31__bin.23	QinJ_2012__T2D-049__bin.53	ZeeviD_2015__PNP_Main_203__bin.18	GeversD_2014__SKBSTL013__bin.55	LiJ_2014__MH0252__bin.78	ZellerG_2014__CCIS45793747ST-4-0__bin.81	ZeeviD_2015__PNP_Main_531__bin.7	XieH_2016__YSZC12003_37182R1__bin.25	CosteaPI_2017__SID713A052-11-90-0__bin.33	CosteaPI_2017__SID713A005-11-90-0__bin.76	BritoIL_2016__W1.1.ST__bin.13	HMP_2012__SRS042628__bin.54	YuJ_2015__SZAXPI003413-4__bin.43	XieH_2016__YSZC12003_36699__bin.3	ZeeviD_2015__PNP_Main_625__bin.19	FerrettiP_2018__CA_C10032MS2544FE_t0M15__bin.10	LiJ_2014__MH0391__bin.68	ZellerG_2014__CCIS44757994ST-4-0__bin.11	ZellerG_2014__CCIS11015875ST-4-0__bin.14	CosteaPI_2017__pluto1-11-7-0__bin.43	XieH_2016__YSZC12003_37137__bin.63	HeQ_2017__SZAXPI029584-102__bin.27	VogtmannE_2016__MMRS77487595ST-27-0-0__bin.58	ZeeviD_2015__PNP_Main_448__bin.21	LiJ_2017__nHM512811__bin.17	ZellerG_2014__CCIS46047672ST-4-0__bin.1	VogtmannE_2016__MMRS44197125ST-27-0-0__bin.43	BritoIL_2016__W2.67.ST__bin.48	XieH_2016__YSZC12003_37798__bin.56	XieH_2016__YSZC12003_37207R1__bin.4	CosteaPI_2017__SID713B061-11-90-0__bin.58	NielsenHB_2014__V1_UC35_4__bin.63	CosteaPI_2017__SID713A052-11-0-0__bin.94
QinJ_2012__DLM022__bin.16	1.0	0.9726570507242921	0.9696342003217744	0.9882453588844212	0.9736428368355158	0.9690879251476109	0.9690956471383071	0.9705668101536085	0.9731489608903899	0.9727158523360775	0.9698342959453408	0.9731997365755435	0.9709965966266288	0.9691958470716479	0.97045466569712	0.9699991258773545	0.9679555485056871	0.968482039907728	0.9722650294300774	0.9715105214161575	0.9700730971197292	0.9708685707949335	0.9729491173904984	0.9699979347152624	0.9708354485726207	0.9704946427451325	0.971045342268208	0.9724140191546199	0.9715161119358318	0.969783171057376	0.9724672770526122	0.9716819634237541	0.9701720893328362	0.9706239193215936	0.9811276880375612	0.971109358542539	0.9697248871307289	0.9730515355294556	0.9721185788304152	0.9724282155885929	0.9701592597701801	0.9711135021040623	0.9704073564897887
BritoIL_2016__W1.13.ST__bin.62	0.9726570507242921	1.0	0.969426397415289	0.9718836857233074	0.9720965580014174	0.9691696862508268	0.9698624741817411	0.9709632891265223	0.9910879363966332	0.990762820020727	0.9697408476831951	0.9720280972777694	0.9706786431587673	0.9697964930904962	0.970499761960355	0.9699265428018231	0.9687643886803146	0.9681395610579628	0.9716760775735712	0.9713099728388663	0.9708848704151642	0.9702611789417693	0.9725937527778716	0.9699929259341229	0.9707989528180024	0.9700198677965921	0.9708740228968755	0.97223054843686	0.9713872225143906	0.9704049234457641	0.9731286500755795	0.9705553411451704	0.9702837299238388	0.9700661896243291	0.9722807725122159	0.9706990879882919	0.9700429755375517	0.9913046325272771	0.9723545474339079	0.9724903929899263	0.9698706295898046	0.9709104978983099	0.9703237285622498
LiJ_2014__O2.UC48-1__bin.24	0.9696342003217744	0.969426397415289	1.0	0.969182410901188	0.9697737525935859	0.9747729082554579	0.9908570485178245	0.9715534979080113	0.9697884580355225	0.9701964984953649	0.9700342168543574	0.9691832278295648	0.9714242845747298	0.9877152460680759	0.9717287732291916	0.9716150386514677	0.9697577873374468	0.967251695178965	0.969544489749697	0.971404910690914	0.9686829550829044	0.971585623622295	0.9696333532395771	0.9709274259893582	0.9716255861529581	0.9718009585674384	0.9734902472688209	0.9711086090951131	0.971954709219432	0.9938121864978209	0.9802886958666169	0.9686221830800085	0.9880309828344382	0.9724520219660359	0.9698780200550751	0.9718951203122809	0.9857877413377004	0.9692673433458862	0.9721626954357974	0.9708931038611436	0.9879295766737153	0.971831139871453	0.9693171260777629
CosteaPI_2017__SID713A062-11-90-0__bin.59	0.9882453588844212	0.9718836857233074	0.969182410901188	1.0	0.9736108467394401	0.9693427364179059	0.9691456716263958	0.9703468017263132	0.9731468782177681	0.97178908856274	0.9697811762123962	0.9725415244548357	0.9708994444888144	0.9686158324608077	0.9700679113924439	0.9691452560435736	0.9681649885050373	0.9685978056671904	0.9718808126825267	0.9714013414583487	0.9701839973729538	0.9703249764692151	0.9730205599604441	0.969478879580117	0.9703452927459244	0.9708366780625155	0.971212055885266	0.9724545391119033	0.9712149222727422	0.9695049496497922	0.9720476677604921	0.9720964179600373	0.9699117186037586	0.9702620070929979	0.9807167362046301	0.9713377932288426	0.9694540380254666	0.9728210413006331	0.9727407700573542	0.972052621325089	0.9699768388081835	0.9718944104804801	0.9704498535501465
QinJ_2012__T2D-051__bin.12	0.9736428368355158	0.9720965580014174	0.9697737525935859	0.9736108467394401	1.0	0.9697649510918398	0.969845630691376	0.9714766964280266	0.9728219090034274	0.9726480835223806	0.9699532120959682	0.9719650973350881	0.9717199563254528	0.9707390268879631	0.9711615519032677	0.9705851781838744	0.9687550053029155	0.9687663169886552	0.9710842566957867	0.9714861380631157	0.9698559943745514	0.9716073780510214	0.9724575959320828	0.9708031500936054	0.9713065856017004	0.9712319331363931	0.9714958985870443	0.97219766097095	0.970821852784101	0.9701308847868892	0.972983606557377	0.9874237200896239	0.9710161881638888	0.9722172874211616	0.9733344444224299	0.9710117517345398	0.9705705391143058	0.9722742659735344	0.9728807189854712	0.9719536040846392	0.9706790397716084	0.9718342006495003	0.970384378488663
VogtmannE_2016__MMRS77018926ST-27-0-0__bin.32	0.9690879251476109	0.9691696862508268	0.9747729082554579	0.9693427364179059	0.9697649510918398	1.0	0.9747094860876273	0.9711723665459652	0.9691931028967588	0.9694525595226963	0.9692586215337564	0.9689644074199193	0.9708142923827044	0.9755395959622933	0.9717741279674444	0.971101296215525	0.9690874669254278	0.9671468250207077	0.9691959332125798	0.9708636723944504	0.9687720371131262	0.971096423718373	0.9690962015988449	0.9707884445873334	0.9712395219796487	0.9699076380355647	0.9714156496204921	0.9705934815269701	0.9709426502064339	0.9758855670948943	0.9757040346059728	0.9686041862307783	0.9756567337087406	0.9715255422880672	0.969120167964737	0.9709419425928937	0.9751764421476965	0.968934236405924	0.9712289451953995	0.9704233543746822	0.9746400592471955	0.9709256999030589	0.9683781034748712
ZeeviD_2015__PNP_Main_706__bin.57	0.9690956471383071	0.9698624741817411	0.9908570485178245	0.9691456716263958	0.969845630691376	0.9747094860876273	1.0	0.9713378023128576	0.9692780912751277	0.9695786853408321	0.9696171977728062	0.9690351554402982	0.9715203281020328	0.9887186158781177	0.9717481887777134	0.9713306426228132	0.9692907482064915	0.9669406221691406	0.9692952945494178	0.9706944920269437	0.9688224593587067	0.971039350233118	0.9690702593051288	0.9707806367204536	0.9711633833028248	0.9712037117490713	0.9732102813847103	0.9706732441385219	0.9714445537084604	0.9930739812678222	0.9811825943678849	0.9680994593298088	0.9894903295939782	0.9724313920298516	0.9688623505351625	0.9721083015436507	0.9864858409061721	0.9694505450086905	0.9719711738974404	0.9703130502885206	0.9875180502384311	0.971610794304175	0.9684678419452888
XieH_2016__YSZC12003_37255__bin.24	0.9705668101536085	0.9709632891265223	0.9715534979080113	0.9703468017263132	0.9714766964280266	0.9711723665459652	0.9713378023128576	1.0	0.9707290655244091	0.9711998930978517	0.9702430435260395	0.9705440440211479	0.9727303936703086	0.9719551008580082	0.9726143166289138	0.9713250773914371	0.9702103919493774	0.9688900019478532	0.9708884126408028	0.971883156436843	0.9700497840999469	0.972838701388128	0.9708507169589655	0.9733739747829954	0.9726869546092929	0.9716682673295294	0.9729845903089392	0.9728811457884975	0.9726178599720118	0.9723544504818519	0.975243895802634	0.9703306288930164	0.97235316383907	0.973764865888358	0.9712368955997621	0.9723370122523449	0.9717698037402053	0.9707699920157069	0.9746003880846486	0.9722924815443483	0.9714098722514876	0.9726794824853744	0.970187509790468
BritoIL_2016__W2.43.ST__bin.21	0.9731489608903899	0.9910879363966332	0.9697884580355225	0.9731468782177681	0.9728219090034274	0.9691931028967588	0.9692780912751277	0.9707290655244091	1.0	0.9883258667461267	0.9700367673985967	0.9723264067666875	0.9712618771877909	0.9696208254880586	0.9713361923360283	0.9703411778239182	0.969075075846974	0.968727843288862	0.971596514706026	0.9714562934659994	0.9703828528649452	0.970431077523602	0.9730541664094173	0.9700282133943964	0.9711567580468485	0.970818769845414	0.9713092872780826	0.972560800445367	0.9715927566417957	0.9703459310969825	0.972808995802794	0.971233209744674	0.9702573180293379	0.9711613417900442	0.9729435757987763	0.9713726749724936	0.969662835632669	0.9917626000899225	0.9725545064746024	0.9731825776119983	0.9697958672794443	0.9711551563415831	0.9706114569957658
BritoIL_2016__WL.14.ST__bin.72	0.9727158523360775	0.990762820020727	0.9701964984953649	0.97178908856274	0.9726480835223806	0.9694525595226963	0.9695786853408321	0.9711998930978517	0.9883258667461267	1.0	0.9702334695819648	0.9727823194663604	0.9716717913520176	0.9695764980844045	0.9716246993059177	0.9701615234958859	0.9690650047690944	0.9689762524273561	0.9722948761426576	0.9718578300905834	0.9717800951970045	0.9706267278713491	0.9722690884381582	0.9709685221886311	0.9711882489583521	0.9704384948684863	0.9715133859758482	0.9736570355328542	0.97196004615561	0.9701813814902511	0.9728972114930166	0.9711737725460284	0.9701856370749808	0.9711424905934541	0.9722700528152701	0.9712402834363908	0.9701872921447771	0.9884967914797738	0.9731462899722607	0.9735982420059816	0.9700014572728879	0.9716101762476386	0.9710713201618472
