	QinJ_2012__DLM022__bin.16	BritoIL_2016__W1.13.ST__bin.62	LiJ_2014__O2.UC48-1__bin.24	CosteaPI_2017__SID713A062-11-90-0__bin.59	QinJ_2012__T2D-051__bin.12	VogtmannE_2016__MMRS77018926ST-27-0-0__bin.32	ZeeviD_2015__PNP_Main_706__bin.57	XieH_2016__YSZC12003_37255__bin.24	BritoIL_2016__W2.43.ST__bin.21	BritoIL_2016__WL.14.ST__bin.72	Obregon-TitoAJ_2015__SM31__bin.23	QinJ_2012__T2D-049__bin.53	ZeeviD_2015__PNP_Main_203__bin.18	GeversD_2014__SKBSTL013__bin.55	LiJ_2014__MH0252__bin.78	ZellerG_2014__CCIS45793747ST-4-0__bin.81	ZeeviD_2015__PNP_Main_531__bin.7	XieH_2016__YSZC12003_37182R1__bin.25	CosteaPI_2017__SID713A052-11-90-0__bin.33	CosteaPI_2017__SID713A005-11-90-0__bin.76	BritoIL_2016__W1.1.ST__bin.13	HMP_2012__SRS042628__bin.54	YuJ_2015__SZAXPI003413-4__bin.43	XieH_2016__YSZC12003_36699__bin.3	ZeeviD_2015__PNP_Main_625__bin.19	FerrettiP_2018__CA_C10032MS2544FE_t0M15__bin.10	LiJ_2014__MH0391__bin.68	ZellerG_2014__CCIS44757994ST-4-0__bin.11	ZellerG_2014__CCIS11015875ST-4-0__bin.14	CosteaPI_2017__pluto1-11-7-0__bin.43	XieH_2016__YSZC12003_37137__bin.63	HeQ_2017__SZAXPI029584-102__bin.27	VogtmannE_2016__MMRS77487595ST-27-0-0__bin.58	ZeeviD_2015__PNP_Main_448__bin.21	LiJ_2017__nHM512811__bin.17	ZellerG_2014__CCIS46047672ST-4-0__bin.1	VogtmannE_2016__MMRS44197125ST-27-0-0__bin.43	BritoIL_2016__W2.67.ST__bin.48	XieH_2016__YSZC12003_37798__bin.56	XieH_2016__YSZC12003_37207R1__bin.4	CosteaPI_2017__SID713B061-11-90-0__bin.58	NielsenHB_2014__V1_UC35_4__bin.63	CosteaPI_2017__SID713A052-11-0-0__bin.94
QinJ_2012__DLM022__bin.16	1.0	0.603472129829088	0.5640004125924409	0.8300096720039585	0.634918849345458	0.49528844845808523	0.61954641739705	0.6613060793104325	0.7327510946406335	0.7830047791957736	0.47320055131917466	0.729788576272048	0.6776386108789864	0.636666387618639	0.6074907951523378	0.607111090514709	0.4005323339427543	0.5091977468864968	0.6380484228055987	0.4705033777268847	0.5355573211987306	0.694288808729021	0.7943159411667098	0.6876316446442959	0.7111456765245365	0.7090113328380231	0.6281959096542147	0.5928990748062983	0.7086817073553572	0.7016923017127071	0.3716927202847486	0.5497121569764748	0.6043167484127898	0.5288952986885241	0.806806579354532	0.7174481755491142	0.6445945905543239	0.663285327106576	0.68501594311008	0.7621897895330081	0.5797603974042553	0.7266462961606479	0.4542519444913677
BritoIL_2016__W1.13.ST__bin.62	0.8923237179487179	1.0	0.6916821396993811	0.8855470822281167	0.7540489610963749	0.6149071618037135	0.7408383068081343	0.7906581564986738	0.876341732979664	0.9214146772767462	0.585058023872679	0.8330443191865605	0.7946109637488948	0.7495938328912467	0.7289500442086649	0.7297927718832892	0.49927497789566755	0.6137406056587091	0.7634576702033599	0.5757791777188329	0.6481327365163572	0.8145070733863837	0.8827619363395226	0.8139843059239611	0.8175281830238726	0.8299778956675509	0.7486571618037136	0.7042561892130857	0.8469286030061892	0.8187245800176834	0.455513925729443	0.6729719274977896	0.7001823607427056	0.617816091954023	0.8905973695844386	0.8525933908045977	0.7728061450044209	0.8101613616268789	0.7969462864721485	0.8851099690539346	0.6876293103448275	0.8483604111405836	0.5590461980548187
LiJ_2014__O2.UC48-1__bin.24	0.8763507047357125	0.7268417433962966	1.0	0.8710593799069024	0.8236645095652658	0.666510652333479	0.8230681321948545	0.8689706073641862	0.8543770730936829	0.8814864023636753	0.61893692685057	0.8525780691077683	0.8437241589162772	0.817343025578608	0.7584903929238402	0.7828239833130476	0.4941912727982235	0.6232857779966366	0.7794443179812133	0.6100615308141858	0.6777494913081047	0.8714449637179571	0.8848741974746583	0.8540925308234769	0.8501397160616563	0.9002162521253565	0.7989662405113863	0.701950101738379	0.8695582742569382	0.9039199472261193	0.4992027009449126	0.7041968242759851	0.7804413773239555	0.6292872971039404	0.8850443421382713	0.8736858792704568	0.862369807393918	0.7945982263144692	0.8205246727183194	0.8633000864079384	0.7650807403209172	0.9031185832814576	0.5525392784472586
CosteaPI_2017__SID713A062-11-90-0__bin.59	0.7285907512793502	0.5257108476501258	0.4920958970575354	1.0	0.5549593255357951	0.43633889470830095	0.5343165059557572	0.5733729804243581	0.6295567882575674	0.6782391862548295	0.4155618987693502	0.6249606738605753	0.5914992551407753	0.5517630412695642	0.5356763128205347	0.5288867922238075	0.3506067625541011	0.4439046042174681	0.5575073641169113	0.41065576809076226	0.4725373143141899	0.6127384869958832	0.7072760657260762	0.5975473611381305	0.6274401479942274	0.6440753920229694	0.5402258427603981	0.5172285397380182	0.6171856623538864	0.6148403645791471	0.32101382213332535	0.48184469201276675	0.520509463370018	0.4627893526302339	0.694524718795549	0.6358325675876502	0.5642296325044034	0.5717362912932665	0.5934964817252784	0.655030284818027	0.5012707386949856	0.6571908850620377	0.4060147095344277
QinJ_2012__T2D-051__bin.12	0.8770548717813699	0.7044381565096903	0.7322516846554258	0.8733115372245221	1.0	0.6164948325876091	0.7706173791702094	0.8459233997386738	0.8481696069731028	0.8877381658538298	0.5800495910519281	0.8441609195046264	0.8666720356749953	0.7834012977512631	0.7388834424429401	0.7450097906964378	0.4770260649866833	0.6199237704067488	0.7557617461254087	0.5698448614718413	0.6343183914864048	0.8709450435534988	0.8767812588569278	0.8341709502576866	0.8355286898638802	0.8956306080969808	0.790220970830281	0.6901209730501594	0.8407035878914407	0.8649487905018113	0.4487510086250021	0.710116399068064	0.7546280593667771	0.6596513345341327	0.8859039267584664	0.8652843535223534	0.8082639363194312	0.7800627038222693	0.8105085948014576	0.8725851723477486	0.7262136152888707	0.902464736198422	0.5364258821306497
VogtmannE_2016__MMRS77018926ST-27-0-0__bin.32	0.8278043314228034	0.6950464473638185	0.7169321753556633	0.8307931780590548	0.7459168045013217	1.0	0.7717177029667348	0.8078149750898216	0.8123216686071787	0.8349250945687317	0.5996488339438034	0.7821240112133281	0.7961918908249591	0.7484946456858169	0.7297027018923741	0.7375267965560491	0.4995202854301691	0.6062967534317081	0.7334966944667922	0.576814295494181	0.6536923030796676	0.8172974580124825	0.8323716138897356	0.819885293250516	0.8164773209940086	0.8463682858699074	0.7623763860503001	0.7038680734962697	0.8255906485641044	0.8298181332107396	0.4681377080637021	0.6811147367316447	0.7047038262233971	0.6215033305183416	0.8347976703861203	0.8298912147272373	0.7958214862157017	0.7517071092699844	0.7919918898255538	0.8205142939950729	0.71184645136144	0.85568086988242	0.5385664279753547
ZeeviD_2015__PNP_Main_706__bin.57	0.8914346432185772	0.7208980810408818	0.7621718878888223	0.8758177596477624	0.8026864137092169	0.6643617576172772	1.0	0.8535926575588793	0.8622120028779547	0.896273715433086	0.6121961397120109	0.8379252269508198	0.8490939712441131	0.8432052414051217	0.7595939889893496	0.7687505310127583	0.5099233513330974	0.6375347242013837	0.7736234804969097	0.6074339635222467	0.671617408399627	0.8781622818008081	0.9018123801524369	0.8569524223323264	0.8668908302297094	0.903547649186354	0.8153215598170412	0.7080983881947932	0.8738259912865511	0.9330746472193214	0.48822845540084336	0.6994811938134728	0.7909702557572538	0.6559833173267715	0.9005573079723432	0.8787537896834573	0.8667155288026698	0.7982022462242976	0.8316143755773924	0.8733603132625747	0.768607493652045	0.9149696664003089	0.5528582198624045
XieH_2016__YSZC12003_37255__bin.24	0.8194811076964116	0.6626130231575905	0.6930155810330423	0.8094185501544024	0.7588552173582822	0.5989338171956363	0.7351423522154484	1.0	0.7927126113559444	0.8317703210126283	0.5520749393782777	0.7795105988444361	0.8040005705573864	0.746320090103608	0.6959484868188277	0.7219764626553519	0.45822380669219354	0.5825034316803841	0.7107334255857939	0.544369172858511	0.6213115224805168	0.8326289357808022	0.8388541244074447	0.8092064435935482	0.8022810254472299	0.8361546284615513	0.7455666023863378	0.6574048345476202	0.8114530133025084	0.8142080830198046	0.4340232817052997	0.6487802483406598	0.7071642001174459	0.6285865922719114	0.8347402759793487	0.8305365832874849	0.7750679389355399	0.7291005570344353	0.7713713569077272	0.8283326201366004	0.6948796179488462	0.8664251986299213	0.505546725500766
BritoIL_2016__W2.43.ST__bin.21	0.8780220971119347	0.7101616979810591	0.65887046069684	0.8593763154642167	0.7357379048942881	0.5823814223761918	0.7180379140297674	0.7665285000080607	1.0	0.910738755747739	0.5502809607658039	0.8132166201234902	0.788437976365978	0.7230283934274706	0.6959779709563414	0.7046235376516087	0.4599391326310359	0.5930775458878701	0.7335109079412392	0.5506154805172473	0.6316771844094987	0.7893053990681811	0.8703962111048018	0.7810866025511274	0.7955632022899601	0.8061451323121898	0.7255276634847733	0.6781109441249017	0.8152931503610306	0.7906331782690237	0.428910746368647	0.6318092906031745	0.6870986434709089	0.5905442416925356	0.879417496771235	0.8254192020606775	0.7513824129487356	0.787842378950423	0.7931181181629448	0.8644111288048822	0.67262786536095	0.8281992537567419	0.525217505011079
BritoIL_2016__WL.14.ST__bin.72	0.8598428169823323	0.6842968830156158	0.6229766277471118	0.8484710565735744	0.7057176861674841	0.5485707836578909	0.6840371001169638	0.7370919089733856	0.8346405926169126	1.0	0.5244130260808898	0.7883146943549546	0.7438364147497589	0.6936059754170685	0.6665540803972667	0.6699591652473683	0.4384449962038044	0.5570943713705292	0.7031050827981039	0.519799314632795	0.591649190486939	0.7588681181129829	0.8503855703527384	0.7448591303634088	0.77241868959432	0.7782894547842325	0.6893197627890751	0.651377506002093	0.7803311924158168	0.7607194303654607	0.40290727022756656	0.6026245049555743	0.6512022654053722	0.5716508320850348	0.8504003447356001	0.7821784006730552	0.7103080048427144	0.7453273962202204	0.7554281493033468	0.8504963782242012	0.6364648185008105	0.7979205056122135	0.4921330515256602
