	NielsenHB_2014__V1_UC11_5__bin.53	VincentC_2016__MM063__bin.1	FengQ_2015__SID531333__bin.47	NielsenHB_2014__V1_CD7_4__bin.41	IjazUZ_2017__S46_a_WGS__bin.2	FengQ_2015__SID531403__bin.12	BackhedF_2015__SID546_12M__bin.24	LiuW_2016__SRR3992985__bin.73	LiJ_2014__V1.CD3-0-PN__bin.36	BackhedF_2015__SID39_12M__bin.41	NielsenHB_2014__V1_UC11_0__bin.24	XieH_2016__YSZC12003_37179__bin.80	IjazUZ_2017__S102_a_WGS__bin.2	HeQ_2017__SZAXPI029501-104__bin.36	HeQ_2017__RSZAXPI003080-114__bin.30	BackhedF_2015__SID87_12M__bin.39	IjazUZ_2017__S48_a_WGS__bin.2	HeQ_2017__RSZAXPI003099-133__bin.1	RaymondF_2016__P20E7__bin.20	QinJ_2012__DLF012__bin.15	LoombaR_2017__SID1048_bav__bin.25	BackhedF_2015__SID546_4M__bin.12	FengQ_2015__SID31137__bin.48	GeversD_2014__SKBSTL041__bin.56	IjazUZ_2017__S47_a_WGS__bin.1	IjazUZ_2017__S56_a_WGS__bin.7	LomanNJ_2013__OBK1196__bin.13	BackhedF_2015__SID577_12M__bin.28	GeversD_2014__SKBSTL016__bin.45	FengQ_2015__SID31537__bin.55
NielsenHB_2014__V1_UC11_5__bin.53	1.0	0.48870214538122025	0.7736678974417128	0.9050287609484133	0.6749110292827328	0.8533652767844293	0.5886676587988693	0.8198171170437284	0.7742176731353829	0.7724445388648711	0.6747897341231633	0.8060289436088754	0.7738713718661977	0.9246358722898337	0.8782964561358304	0.792868777657001	0.5173087833844292	0.8700124991432183	0.7354559747017054	0.8237025096255604	0.8680262011899126	0.6728762850378832	0.6152618019651969	0.7885900729601151	0.8020183083918665	0.6121626747520537	0.8407301250883248	0.5517817290014932	0.6344551460906893	0.6976606900689768
VincentC_2016__MM063__bin.1	0.8601338885601011	1.0	0.7926533721309934	0.8285647876497625	0.7058576087141885	0.8435781430304745	0.6194104936848535	0.8396754285627664	0.7689427553454683	0.7929609659076196	0.6905909779650429	0.8206791443208525	0.7889830899215984	0.8705832344338285	0.8541986550509487	0.8196717273316966	0.5482754852812903	0.8684913441090107	0.7573754608380068	0.8288060624396418	0.8342751682133728	0.7021746943168419	0.6539828972807321	0.8016152778733965	0.8173379306076018	0.6204008572202744	0.8614413200131122	0.5701058008901904	0.6510939158961558	0.7228390589777907
FengQ_2015__SID531333__bin.47	0.9165016515680332	0.5335070632697222	1.0	0.8996471553494224	0.7487746087888076	0.9316918263324137	0.6573806173506044	0.8957964724037223	0.8219358843009636	0.8559981465027994	0.7137894240129915	0.8846890928491568	0.8552609987629181	0.9540855584510545	0.9492188529573058	0.8872299994473517	0.5788527022373752	0.9478393579077588	0.8176401069586916	0.9021604295352228	0.9166474656826694	0.7519455343896001	0.6921766263800264	0.8686078790635589	0.8789049912639065	0.6698666417266431	0.9277029813247403	0.6192036763861907	0.7193218580884322	0.787471464220277
NielsenHB_2014__V1_CD7_4__bin.41	0.9240070097096128	0.48063738089227603	0.7753654065774466	1.0	0.6693836680214423	0.8688258809675685	0.5757663801400843	0.8148157239965311	0.7595404338824127	0.7603483164716085	0.6542354114906918	0.7987416083714955	0.7662599652592167	0.9305037779960629	0.8878336545933713	0.7891844122993071	0.5064013245610597	0.8731378855899027	0.7272518765408849	0.813809992609981	0.8734445512258014	0.6596535374449001	0.6135144651286	0.7836303568935833	0.7972108448986337	0.6078966584437286	0.8467690375425421	0.5534006727591884	0.6263555848502047	0.6967945197348678
IjazUZ_2017__S46_a_WGS__bin.2	0.9025771931769482	0.5363312682577778	0.8452988216639528	0.8767990225085077	1.0	0.9036214888796426	0.6542296615493297	0.899628593545811	0.8002338147363753	0.8370797921582799	0.702791331385837	0.8630312122516618	0.8375760245831815	0.9285223743713709	0.9162106271485209	0.8756697817969085	0.5985758033422262	0.9280842116983196	0.8167817743524624	0.8879824888503676	0.895803668568571	0.7452388802424148	0.6914811674035766	0.851661058856333	0.8963330151494864	0.6630917775630956	0.9068215641303623	0.6211126260437558	0.703861542514977	0.7895667372622079
FengQ_2015__SID531403__bin.12	0.8749006622516555	0.4913910963944077	0.8063384841795438	0.8724562178072112	0.6927435614422369	1.0	0.5968476821192054	0.8316762325239146	0.7546423841059603	0.7818888888888889	0.6690301692420897	0.8283800588668139	0.79558940397351	0.9468830022075055	0.9332266372332598	0.8127766740250185	0.5246387049300956	0.903654157468727	0.7527200147167035	0.8404724061810155	0.8902310522442973	0.6856953642384106	0.6360456217807211	0.8012218543046359	0.8173936718175129	0.6192472406181015	0.8755345842531272	0.5833524650478293	0.6605577630610743	0.72789293598234
BackhedF_2015__SID546_12M__bin.24	0.9074020396377419	0.5424832335051102	0.8553971407898783	0.8692866135773758	0.754087904890661	0.8973653757221597	1.0	0.9142956080744695	0.8258812505116796	0.8651699439973626	0.7365231898712891	0.8586292961723049	0.8353531308151692	0.9242232980707744	0.9128396722595549	0.8845274735973341	0.5835536782293342	0.9152420769875848	0.8274655210944742	0.8962916783753704	0.8962214261532981	0.8113445722137527	0.6931748030171946	0.8592344609829116	0.8729264531146625	0.6818868751147822	0.8917806006509671	0.6330046045629648	0.7125450554605338	0.773748570063039
LiuW_2016__SRR3992985__bin.73	0.8920742088657023	0.5191270188372747	0.8228386335947019	0.8684214020180563	0.7319972040860955	0.8827028209053137	0.6454179813189216	1.0	0.7844768204679641	0.82510074661835	0.6897550841898098	0.842158164380994	0.8207803567523664	0.9128764331011215	0.8951598669207459	0.8620189153728406	0.567164021742526	0.9241186623348223	0.8090347849176845	0.8913229046265346	0.893979413326669	0.7341644278529256	0.6664396613664053	0.8458440067476805	0.8549791477929461	0.6605698041298302	0.8995286776420606	0.5883579082190497	0.6876741588828841	0.7645727250007811
LiJ_2014__V1.CD3-0-PN__bin.36	0.9552583246401555	0.5390511123430136	0.8560852539500088	0.9179008322426273	0.7383067165646214	0.908186759567071	0.6610674631919932	0.8895162047327491	1.0	0.8500201020511177	0.747923378419784	0.8848205604133053	0.8329484130006252	0.9507366914680518	0.9111369790956381	0.8723674725788542	0.5806384482279201	0.9277906871713493	0.8281026674624835	0.8994029602262764	0.8922127133518355	0.748746942628569	0.6877314613925497	0.8510305179244765	0.8663071912209827	0.6768373894608577	0.9009562200351033	0.6262873725467971	0.7078184581106906	0.7759799085755172
BackhedF_2015__SID39_12M__bin.41	0.9128625549364214	0.5324368212597962	0.8539495910223825	0.8801116900973005	0.7397195788041577	0.9012792027661282	0.6632999046206605	0.8961094644380104	0.8141595697624169	1.0	0.7227739484205156	0.8618348202869184	0.8314423569935449	0.9342645930601671	0.9153821132143007	0.8743494887302673	0.5660829541555747	0.9323981436440845	0.8095080775571014	0.9091521332274223	0.9009136314421874	0.7624040852383401	0.6673360325672311	0.8553291774687621	0.8720381619141688	0.6587807305743583	0.9134249071122282	0.6095333537182462	0.7014334043129783	0.7662875383860492
