	ZeeviD_2015__PNP_Main_399__bin.40	ZeeviD_2015__PNP_Main_673__bin.15	FengQ_2015__SID31137__bin.38	ZeeviD_2015__PNP_Main_554__bin.3	SchirmerM_2016__G88838__bin.17	ZeeviD_2015__PNP_Main_297__bin.51	LiSS_2016__FAT_012-22-2-0__bin.44	Bengtsson-PalmeJ_2015__TRAVELRES58__bin.9	ZellerG_2014__CCMD46947453ST-21-0__bin.36	ZeeviD_2015__PNP_Main_329__bin.14	Bengtsson-PalmeJ_2015__TRAVELRES14__bin.37	ZeeviD_2015__PNP_Main_547__bin.17	HeQ_2017__SZAXPI029551-166__bin.67	BritoIL_2016__W3.16.ST__bin.17	CosteaPI_2017__SID713A055-11-0-0__bin.81	ZeeviD_2015__PNP_Main_332__bin.16	LiJ_2017__H1M511841__bin.27	LeChatelierE_2013__MH0288__bin.31	BritoIL_2016__M2.40.ST__bin.30	SchirmerM_2016__G89030__bin.25	SchirmerM_2016__G89127__bin.19	LeChatelierE_2013__MH0456__bin.68	BritoIL_2016__M1.22.ST__bin.92	BackhedF_2015__SID184_12M__bin.44	ZellerG_2014__CCIS35092938ST-4-0__bin.32	BritoIL_2016__M2.3.ST__bin.65	FengQ_2015__SID31333__bin.4	Bengtsson-PalmeJ_2015__TRAVELRES17__bin.73	SchirmerM_2016__G89023__bin.6	VatanenT_2016__G80547__bin.9	ZeeviD_2015__PNP_Main_165__bin.9	SchirmerM_2016__G88746__bin.5	Bengtsson-PalmeJ_2015__TRAVELRES46__bin.88	Bengtsson-PalmeJ_2015__TRAVELRES66__bin.115	LeChatelierE_2013__MH0448__bin.77	ZeeviD_2015__PNP_Main_114__bin.9	ZeeviD_2015__PNP_Main_160__bin.36	BritoIL_2016__WL.44.ST__bin.44	Bengtsson-PalmeJ_2015__TRAVELRES18__bin.111	ZeeviD_2015__PNP_Main_366__bin.36	ZeeviD_2015__PNP_Validation_42__bin.95	LiSS_2016__FAT_012-22-14-0__bin.25	ZeeviD_2015__PNP_Main_303__bin.2	ZeeviD_2015__PNP_Validation_77__bin.59
ZeeviD_2015__PNP_Main_399__bin.40	1.0	0.9876092399005135	0.9789322584504985	0.9892939226400107	0.9811407249466951	0.9897801038804649	0.9898711421559893	0.9876124326446382	0.9902734874834122	0.9902408978729395	0.9869895591191239	0.9902605831781801	0.9878348143480081	0.9880604600880315	0.9903829882369887	0.9897832200651594	0.9880048056286802	0.988681386285805	0.9872042487330096	0.9900334058463878	0.9904475458238207	0.989926767801821	0.98870038818295	0.989109176548045	0.989762000834265	0.9902341034168832	0.989689406542233	0.9882213713182283	0.9904943278332593	0.9907728761733746	0.9898494208918538	0.9899478976072599	0.9800398508304797	0.9876335491223349	0.9891998286369792	0.9887303519826659	0.9898340148010965	0.9884210347961983	0.9884521755861628	0.9910569357948626	0.9897348405173869	0.9893428371062122	0.9881006689018131	0.9898436405519516
ZeeviD_2015__PNP_Main_673__bin.15	0.9876092399005135	1.0	0.9791328146995223	0.9879760045401886	0.9808377900950397	0.9881465711991199	0.9881742409240654	0.9874120670731469	0.9881184086893745	0.9879163890912336	0.9863695946595209	0.9884229338803969	0.9863997604882181	0.9877891622575756	0.9885574683820864	0.9877770149713674	0.98584000450251	0.9873308828912714	0.9867190456185513	0.9882658160358903	0.9888542987271876	0.9878581388756095	0.9876944127462397	0.9882714849035839	0.9883779436358892	0.9891553200392706	0.9875793221996738	0.9871924294391393	0.9886682932388656	0.9884725652194747	0.9882906912252121	0.9888528146508929	0.9797447882673629	0.9869086021626946	0.9870761800236185	0.9870061407518099	0.9874713924225544	0.9883409224138073	0.9871056264627471	0.9885362217928978	0.9881180059659196	0.9877129724980838	0.9873032347967613	0.9884412701874152
FengQ_2015__SID31137__bin.38	0.9789322584504985	0.9791328146995223	1.0	0.9785358086812252	0.9818742812193507	0.9799762860359659	0.9792155970019034	0.9803784860995068	0.9795881034653207	0.9793310275024799	0.9796556215195172	0.9801766919661502	0.9797101424716982	0.9819367855054434	0.9791965010370638	0.9797507713878304	0.9798270710124344	0.979179023764209	0.981040241698267	0.9800478731408501	0.9802334663837877	0.9796926976388528	0.9810350863186081	0.9806795372763498	0.9795542491163831	0.9831736602464025	0.9787691051748378	0.9793622129800988	0.9810575543380003	0.980530148456597	0.97926985696487	0.9800027384088095	0.9874544057900654	0.9787775346712015	0.979413567781416	0.9793916045204352	0.9804316098115171	0.9816598245592144	0.9799192233213825	0.9807084038282927	0.9787099560805176	0.9793207993640582	0.9797802182510308	0.9799565347481696
ZeeviD_2015__PNP_Main_554__bin.3	0.9892939226400107	0.9879760045401886	0.9785358086812252	1.0	0.9813468191582391	0.9903113783551606	0.990420792014902	0.9880443076323769	0.9890808728054548	0.9901528483868505	0.9874188814797518	0.9900309551381152	0.9882637547426915	0.9878191313895504	0.990078572012706	0.9897143488572168	0.9883558407050264	0.9889650058496081	0.9876815247827572	0.9904271913112399	0.9910534310811703	0.989136176391041	0.9884115640734124	0.9902308889534082	0.9894878144274332	0.9892159806885462	0.9901505824415191	0.9890333652183606	0.9908202830408004	0.9906093611018769	0.9913845457222008	0.9904088015154758	0.979621773077437	0.9873360514650338	0.9897551997165566	0.9890996769476051	0.9895798947452474	0.9893757537472003	0.989784683619738	0.99090785818184	0.9900484990260008	0.9892626173150719	0.9882243902241595	0.9901351065378134
SchirmerM_2016__G88838__bin.17	0.9811407249466951	0.9808377900950397	0.9818742812193507	0.9813468191582391	1.0	0.9812984519525684	0.981991000018606	0.9811003725400649	0.981669358688699	0.9819255433333908	0.980360322866812	0.9823275156218937	0.9834694251956085	0.9820619679247263	0.9812547733184532	0.9812889622015002	0.9835397604480746	0.9812284034650954	0.9809978850717013	0.9826391182874316	0.9825845324235838	0.9804934926095547	0.9813388324328136	0.9828255196355168	0.9819449949978293	0.9842272338741668	0.9820487485091148	0.9816530503812021	0.9826291119653985	0.9827573334313497	0.9821235014379045	0.9827677318247741	0.9818658037929225	0.9810650374981812	0.9823214210876086	0.9818155019786149	0.9833985466298186	0.9828769514740997	0.9818688423066612	0.9826805579744202	0.9811988608777645	0.9817312649468459	0.9806197257305023	0.9818943212440799
ZeeviD_2015__PNP_Main_297__bin.51	0.9897801038804649	0.9881465711991199	0.9799762860359659	0.9903113783551606	0.9812984519525684	1.0	0.9904978150499141	0.9875562844486823	0.9897053300030585	0.9904497789858432	0.9867735932217949	0.9904506257990328	0.9882952935403784	0.987976564148462	0.9900747548886548	0.9906482292684909	0.9886332049213205	0.9890920886719031	0.9875451926386114	0.9903659483707937	0.9909526533883066	0.990000261400011	0.9890810825170067	0.9902691788069287	0.9904782702340497	0.9901373484303295	0.9898540740276821	0.9890474047417551	0.9912695367484894	0.9905402977579407	0.9906650111054928	0.9902411199006332	0.980334866077752	0.9871771603397818	0.9896809316982021	0.9892183775193238	0.9902268379674961	0.9882979166677125	0.9897783452710205	0.9911171680980118	0.9901096148894838	0.9903308192254019	0.9888943550708132	0.9911938196934582
LiSS_2016__FAT_012-22-2-0__bin.44	0.9898711421559893	0.9881742409240654	0.9792155970019034	0.990420792014902	0.981991000018606	0.9904978150499141	1.0	0.9875836982591996	0.9896681839661211	0.9939535388506888	0.9877090619935538	0.9906878468541891	0.988232816304155	0.9888589967609955	0.9905370131813509	0.9904335981363609	0.9875657587739112	0.9904045393871709	0.9874524381365576	0.9903333089686427	0.9911841875359836	0.9942159870619758	0.9894248604771211	0.9901664617038285	0.9905054965293155	0.9900290416263311	0.9902019511398658	0.9894086160147615	0.9904451023129438	0.9903354718881489	0.9899394585443428	0.9905559530829869	0.9800754585528658	0.9881327169060212	0.990120522271633	0.9891638253712925	0.9904039350974296	0.988734466142531	0.9899211656074267	0.9905847917817274	0.9903342593253127	0.9991057377101309	0.9894583099998486	0.9900935942013454
Bengtsson-PalmeJ_2015__TRAVELRES58__bin.9	0.9876124326446382	0.9874120670731469	0.9803784860995068	0.9880443076323769	0.9811003725400649	0.9875562844486823	0.9875836982591996	1.0	0.987395976658069	0.9878784805999024	0.9907775441337741	0.9877770088009789	0.9870580229615437	0.9870430962667246	0.988666958892293	0.98750252570038	0.9859244924167382	0.9879741776380639	0.9869470963014229	0.9880776548915529	0.988484881128358	0.9877067323631065	0.9884200241078277	0.9883170571806268	0.9881812457708026	0.9896943772979834	0.98797118811359	0.9880336815160877	0.9881428967417325	0.9885975926279221	0.9876786785726891	0.9883485890092859	0.9807927140313952	0.9886402147357701	0.9866811009415084	0.986578702233946	0.9892763640529906	0.9876522915160648	0.988350738479071	0.9881172448329799	0.9880337939582531	0.98798936054575	0.9875929325723418	0.9878471127104601
ZellerG_2014__CCMD46947453ST-21-0__bin.36	0.9902734874834122	0.9881184086893745	0.9795881034653207	0.9890808728054548	0.981669358688699	0.9897053300030585	0.9896681839661211	0.987395976658069	1.0	0.9893060780277758	0.9866937094617138	0.9900723518753809	0.9872596146808253	0.9885095199196992	0.9896105703481074	0.9898669781724782	0.9881952232871125	0.9883170612405833	0.9878128751021066	0.9899058204099037	0.9902335929382652	0.9894674372827005	0.9884681283110502	0.989390136657153	0.9904417104007751	0.9900316743289771	0.9895682656924988	0.988459893912332	0.990664297944412	0.9910945641193537	0.9899545420019048	0.9904190278514335	0.9797254756976493	0.9877576276686288	0.9896902176132543	0.9885894809549306	0.9889989366753382	0.9884231322847211	0.9891354105244647	0.9905535234419891	0.9894479280122965	0.9889931726678859	0.988723559961959	0.9900553667904914
ZeeviD_2015__PNP_Main_329__bin.14	0.9902408978729395	0.9879163890912336	0.9793310275024799	0.9901528483868505	0.9819255433333908	0.9904497789858432	0.9939535388506888	0.9878784805999024	0.9893060780277758	1.0	0.9860952838017155	0.9908837876649923	0.9881424046236894	0.9883416239294581	0.9902923197966471	0.9900537923790323	0.9876464627619685	0.9895677039785895	0.9874011625021649	0.9902871948596279	0.9913862053184639	0.9927589141917772	0.9885803360585904	0.9897464433307578	0.9909721969913469	0.9905575885826045	0.9901158834360739	0.9890192222708949	0.9910568078576778	0.9905694507376717	0.9900126979496672	0.9899385362464098	0.9802873937569251	0.9873619936643611	0.9901836865032838	0.9891088102392998	0.9901655464838288	0.9889558683479674	0.9891929975400635	0.9908155346632677	0.9904251019767807	0.9939116391674507	0.9887423363074657	0.9908072240953373
