	ZeeviD_2015__PNP_Main_399__bin.40	ZeeviD_2015__PNP_Main_673__bin.15	FengQ_2015__SID31137__bin.38	ZeeviD_2015__PNP_Main_554__bin.3	SchirmerM_2016__G88838__bin.17	ZeeviD_2015__PNP_Main_297__bin.51	LiSS_2016__FAT_012-22-2-0__bin.44	Bengtsson-PalmeJ_2015__TRAVELRES58__bin.9	ZellerG_2014__CCMD46947453ST-21-0__bin.36	ZeeviD_2015__PNP_Main_329__bin.14	Bengtsson-PalmeJ_2015__TRAVELRES14__bin.37	ZeeviD_2015__PNP_Main_547__bin.17	HeQ_2017__SZAXPI029551-166__bin.67	BritoIL_2016__W3.16.ST__bin.17	CosteaPI_2017__SID713A055-11-0-0__bin.81	ZeeviD_2015__PNP_Main_332__bin.16	LiJ_2017__H1M511841__bin.27	LeChatelierE_2013__MH0288__bin.31	BritoIL_2016__M2.40.ST__bin.30	SchirmerM_2016__G89030__bin.25	SchirmerM_2016__G89127__bin.19	LeChatelierE_2013__MH0456__bin.68	BritoIL_2016__M1.22.ST__bin.92	BackhedF_2015__SID184_12M__bin.44	ZellerG_2014__CCIS35092938ST-4-0__bin.32	BritoIL_2016__M2.3.ST__bin.65	FengQ_2015__SID31333__bin.4	Bengtsson-PalmeJ_2015__TRAVELRES17__bin.73	SchirmerM_2016__G89023__bin.6	VatanenT_2016__G80547__bin.9	ZeeviD_2015__PNP_Main_165__bin.9	SchirmerM_2016__G88746__bin.5	Bengtsson-PalmeJ_2015__TRAVELRES46__bin.88	Bengtsson-PalmeJ_2015__TRAVELRES66__bin.115	LeChatelierE_2013__MH0448__bin.77	ZeeviD_2015__PNP_Main_114__bin.9	ZeeviD_2015__PNP_Main_160__bin.36	BritoIL_2016__WL.44.ST__bin.44	Bengtsson-PalmeJ_2015__TRAVELRES18__bin.111	ZeeviD_2015__PNP_Main_366__bin.36	ZeeviD_2015__PNP_Validation_42__bin.95	LiSS_2016__FAT_012-22-14-0__bin.25	ZeeviD_2015__PNP_Main_303__bin.2	ZeeviD_2015__PNP_Validation_77__bin.59
ZeeviD_2015__PNP_Main_399__bin.40	1.0	0.6091596553404436	0.6810574172042617	0.6678890405999999	0.6499924883597294	0.6840939492767483	0.5646344769320576	0.6382710033500253	0.7009840525936779	0.592673683813718	0.669774157407392	0.48578110248704587	0.6553615094682701	0.6097084762901034	0.6273414281651585	0.6916006002659841	0.61670039975231	0.6663720218840967	0.6343300254397913	0.6080348495759388	0.4371971436918575	0.6101006892415017	0.6643527488445656	0.6146669904155905	0.5694718623934026	0.31694936489220105	0.6366492097255507	0.656278428509419	0.522657989752016	0.5235962518300962	0.5800835094826836	0.4552284065288627	0.6543730773942869	0.7004840157284323	0.4897836148673932	0.6613722075962363	0.3759661881945842	0.5562095209901838	0.587761181949667	0.625337122969709	0.6404391232834793	0.6893168953143441	0.6920629403387278	0.6608364142145735
ZeeviD_2015__PNP_Main_673__bin.15	0.7422533546336669	1.0	0.7401731946785192	0.720092001229385	0.6940384959622808	0.7288297538190305	0.6191226784381406	0.6917492730079066	0.7447830506986217	0.6509674652040137	0.7451437603644924	0.5367042349611426	0.714090643501991	0.6698804051566621	0.6801775177906195	0.7408915743220651	0.6781101920745196	0.7196536106429616	0.6801423925048043	0.6664090812373558	0.4765984538119379	0.6457304201862316	0.7523586291681724	0.6739015748962284	0.6135259369838862	0.3357599051617283	0.6920093352201916	0.71530212811948	0.5660294579560461	0.5779534792608829	0.6314813751549396	0.5038036631620187	0.7037756304819932	0.7468253834228915	0.5345322088738631	0.7130787650760091	0.3910761509441609	0.6124468476744697	0.6390059544114319	0.6887865902466538	0.6979137606684612	0.723505908816109	0.7503797921528761	0.7217276912217182
FengQ_2015__SID31137__bin.38	0.7464570938326334	0.6657841300163323	1.0	0.7357411849626692	0.7322569120391974	0.7414996986312024	0.6058764485145435	0.6919491391546119	0.7805470086716441	0.6330272860281537	0.7562284910172655	0.5208321181365687	0.7171298389135169	0.6520092670905273	0.6737658461658111	0.7644328919738684	0.6688786285775393	0.716550190056774	0.6857841421682999	0.6500761928371442	0.4659532246461347	0.6261398545652512	0.7420006634974335	0.6682321438987401	0.6091510999961114	0.3492916010460414	0.6698468365997823	0.7043921464263494	0.5561982933776637	0.5579056448320112	0.627393026228807	0.4859173884935449	0.760927049307824	0.7813116712358065	0.5257861715468969	0.7425159069256494	0.3936207638240784	0.6086692744789236	0.6242468818051019	0.6839561824350598	0.7103949146445793	0.7395034341460569	0.7859348873269559	0.7016032698514544
ZeeviD_2015__PNP_Main_554__bin.3	0.6569747706240667	0.5813147260562499	0.6603106768904173	1.0	0.6195250989115976	0.6503228617413404	0.5247433724253743	0.5935298414333463	0.6771916985965746	0.5571200672688839	0.6620234813992212	0.46101052194186554	0.6180789487819103	0.5661729561746166	0.5934564978464524	0.6563397623940438	0.5994578572930109	0.624346689954846	0.5899722684898774	0.5700102708286926	0.41282351269975565	0.5584904199370226	0.6379147082247607	0.5728461319710149	0.5362179629623066	0.2841813151623006	0.5988195772301154	0.6310727603826845	0.4808400103717102	0.485544360737024	0.5611951351117017	0.42675197789113467	0.601855020177666	0.6684583587013986	0.4540308844664009	0.6448921644783103	0.3312095502620329	0.5174995344454475	0.5581801411196049	0.589139041718323	0.6445415330554638	0.6506917608977255	0.6736662986763527	0.6107045101398191
SchirmerM_2016__G88838__bin.17	0.537293064841077	0.4708314020187097	0.552262118364402	0.5206159005295258	1.0	0.5312882133940173	0.43100641521045735	0.4941755827911332	0.5308139291107674	0.4521239802028699	0.5230129837040961	0.37917287112229636	0.4983144578117256	0.46924243510840147	0.48780757163926625	0.5240756554459864	0.48291877755631785	0.5081163329988904	0.49747884680640564	0.4681866370517756	0.34144504568824036	0.4680768872103859	0.5068749454401232	0.4732280269475957	0.4369766691083524	0.2350820981511849	0.48371543767847236	0.5248097650322342	0.40498722525593595	0.3989496092424489	0.4485560793049146	0.3529330358707848	0.5228553471886971	0.5448499944208588	0.3826970095574011	0.5129922962026784	0.2890973499422954	0.43967161197771737	0.46320802681470447	0.48019450696315774	0.480885083209397	0.5364253766378559	0.5357710018006764	0.5118466819919298
ZeeviD_2015__PNP_Main_297__bin.51	0.7560522527672321	0.6610603661418782	0.7476974833987519	0.7306690463039803	0.7103352170086477	1.0	0.6099569808872359	0.69523487430779	0.7642192366473949	0.6509622244830002	0.7346477704838585	0.5338658721471846	0.7104718439707839	0.6547706244679283	0.6771379285943383	0.7612134434803972	0.6568325887776574	0.7281074439331655	0.6907295542805748	0.6606878585500449	0.47173031920775965	0.6445530108018012	0.7149728752592772	0.6693544804912934	0.6144316670664384	0.3388385421596802	0.6896742182165403	0.7174453331323752	0.563660965401213	0.5660963563182159	0.6343035379337408	0.4962248377401655	0.7093794409506541	0.7561683550511998	0.5290456361623999	0.7293906958264139	0.3982679009656708	0.6102118545027009	0.6328971379714817	0.6817651713366436	0.6984183437932607	0.7430684026255658	0.7652914213278363	0.720781665519429
LiSS_2016__FAT_012-22-2-0__bin.44	0.94946564181012	0.8544123877693989	0.9295543962141646	0.8970454506259931	0.8767841653417827	0.9280577551502677	1.0	0.90694723909109	0.9291451620646469	0.8675269905768943	0.9237822370938595	0.7383269221536902	0.925051888373229	0.874922103351665	0.8955026658481984	0.9351778700341323	0.8759880697525159	0.9407006666601413	0.8822295896798419	0.8927363735049321	0.6508911096910655	0.8539472218454596	0.9191818486476863	0.8967382919647947	0.850360596810677	0.4237018351681286	0.9134963837777346	0.9308422253202211	0.7700579499792819	0.7894877162170917	0.8578801577835357	0.6963305493292615	0.9098538269685305	0.9404219399842738	0.7349453802917868	0.9083949398523681	0.491789448563975	0.8270211995408001	0.8443456005697584	0.8700965895134448	0.88858064266541	0.9527712096784342	0.9238670669517323	0.9219952169010908
Bengtsson-PalmeJ_2015__TRAVELRES58__bin.9	0.87334066328336	0.7767946778342842	0.8638366333911208	0.8256134345164793	0.8180068730607649	0.8607440973864392	0.7379870298569674	1.0	0.8572590209396622	0.7630053199659722	0.8971244421469345	0.6422674652999938	0.8588743153772314	0.7930780897578803	0.808995509868315	0.8596817729629521	0.7852883427625214	0.8464704166731458	0.819817110287935	0.7839593942513116	0.5703589867677841	0.764192422945449	0.8306535020865325	0.811645821568182	0.742085758898247	0.39146142996225164	0.8053974121155048	0.8498872252169497	0.6772801764042613	0.6838653741782725	0.752202303586606	0.5951641293130618	0.8438629620457008	0.8997724782500357	0.6358643152672442	0.8350677805459991	0.4435767678257925	0.7313669395992143	0.7521340356836329	0.79748705849156	0.8258705769510113	0.868792124614713	0.8581510548718441	0.8718239780389742
ZellerG_2014__CCMD46947453ST-21-0__bin.36	0.7738790528246529	0.6747978675029208	0.7862178410272511	0.7600325713163109	0.7089316522568274	0.7633906850441843	0.6100095902391317	0.6916692218197219	1.0	0.6466985280482364	0.753017681659142	0.5257590028599354	0.7316308975839574	0.6581924327076727	0.6860338088060061	0.7748741854875875	0.6722935115024729	0.7388404072822168	0.6990341827457706	0.6602331890819381	0.47534598608405504	0.6378375020578927	0.7417260471996441	0.6719247738460041	0.6228471687986129	0.3552357381148662	0.688385161629496	0.7271163858446357	0.5613573340236837	0.5682746076539533	0.6284648334438017	0.4956608299014721	0.7300252822449605	0.7902632450260197	0.5320052045560674	0.7389677059254458	0.41181692496663	0.6105659097905509	0.6403984692338152	0.688592939943805	0.7214821968563355	0.7681833565592155	0.8040901421277111	0.7124718397652808
ZeeviD_2015__PNP_Main_329__bin.14	0.648248172925278	0.5843376964033322	0.6317234015332087	0.6194839866821973	0.5982466873754336	0.6442365819984102	0.5642827735033692	0.6099225028058701	0.6407115844389564	1.0	0.6342461077078209	0.48514601742277114	0.619816264769852	0.5862516303151609	0.6011201652173965	0.6505625989482308	0.5801348030373128	0.6352744720082997	0.5986784063506346	0.591251566648739	0.4279514388914524	0.5813023239456689	0.6266476718402203	0.5987742091569292	0.5590763760587575	0.287395382426006	0.605910305532127	0.6284191142363577	0.5015492162663464	0.5111855839817708	0.5653784423070043	0.45463373313825134	0.6134490162325122	0.6469599889887407	0.47707523733932566	0.6173317584483826	0.3360525969533495	0.54723745331887	0.558543700328822	0.5949939395629815	0.6038835911014958	0.6341466668202745	0.6466528742964103	0.6244014598407369
