	HMP_2012__SRS016541__bin.12	CM_cf__CF_TNFC048IS_t3M15__bin.10	HMP_2012__SRS045197__bin.65	HMP_2012__SRS014476__bin.16	HMP_2012__SRS013950__bin.23	CM_periimplantitis__SP_133SPT_T016__bin.2	HMP_2012__SRS011255__bin.46	VogtmannE_2016__MMRS81194191ST-27-0-0__bin.38	HMP_2012__SRS047113__bin.78	HMP_2012__SRS016746__bin.2	CM_periimplantitis__SP_162SPI_T016__bin.5	CM_periimplantitis__SP_143SPI_T016__bin.33	HMP_2012__SRS023938__bin.1	CM_periimplantitis__SP_123SPT_T016__bin.8	HMP_2012__SRS049318__bin.2	CM_periimplantitis__SP_502SPI_T016__bin.1	HMP_2012__SRS013170__bin.41	ZellerG_2014__CCIS14449628ST-4-0__bin.17	CM_periimplantitis__SP_287SPT_T016__bin.36	HMP_2012__SRS023964__bin.23	CM_periimplantitis__SP_163SPI_T016__bin.16	CM_periimplantitis__SP_201SPI_T016__bin.3	GeversD_2014__SKSTL0001__bin.9	CM_periimplantitis__SP_163SPT_T016__bin.32	HMP_2012__SRS017691__bin.60	CM_periimplantitis__SP_403SPT_T016__bin.4	CM_periimplantitis__SP_503SPT_T016__bin.9	HMP_2012__SRS019980__bin.24	CM_periimplantitis__SP_281SPI_T016__bin.25	HMP_2012__SRS014691__bin.17	HMP_2012__SRS017227__bin.83	CM_periimplantitis__SP_387SPT_T016__bin.3	HMP_2012__SRS024649__bin.3	HMP_2012__SRS022536__bin.41
HMP_2012__SRS016541__bin.12	1.0	0.9794565513030989	0.9956004816478905	0.9796514081434422	0.9803155788591118	0.9800001963251209	0.9930006024090776	0.9789421393875346	0.9951871524104107	0.9798076560398514	0.9794738172814029	0.979266685706221	0.9789964754113655	0.9799425844894805	0.9798739545506913	0.9795652554307792	0.9797133354861064	0.9804701945711859	0.9792911764140305	0.9793636886672412	0.9797510625540704	0.9894104948916005	0.9789789571991729	0.9812294276487841	0.980280140441857	0.9792248928637973	0.9792635349524057	0.9793284424171617	0.9797072072482991	0.9795200035475413	0.9951785443860875	0.9798784616872895	0.9799245220984727	0.9775992285021028
CM_cf__CF_TNFC048IS_t3M15__bin.10	0.9794565513030989	1.0	0.9804308559914597	0.9798975374281599	0.9800226005883494	0.9970927839149185	0.9814803381267734	0.979225918193422	0.9813340834526922	0.986910750377333	0.9795186906216967	0.9794556201912394	0.9791542346682004	0.9804362179115548	0.980411647927921	0.9794599393482821	0.9813797969130085	0.9811193645346388	0.9802421121822962	0.9811884791348954	0.980312495786065	0.9800383702414515	0.9782427484020587	0.9816574842317694	0.9809596965439417	0.9802462501188994	0.9800674955901639	0.9799996327902817	0.9791008172181871	0.9794089410232322	0.9802693877335297	0.9805495812332853	0.9884643728039748	0.9777675465666605
HMP_2012__SRS045197__bin.65	0.9956004816478905	0.9804308559914597	1.0	0.9799744349918363	0.9800816563969312	0.9804619874998876	0.9927347414462894	0.9799625234956417	0.9934870233741341	0.9801667917395386	0.9801049404721637	0.979494382022472	0.9788301530087568	0.9805551356019272	0.9795532265396406	0.9800734345110512	0.9803794380101151	0.980370410053408	0.9801947346740066	0.9801914770515009	0.9797125898254241	0.9895494914346324	0.9788666330433392	0.9807622860908857	0.9801437359249127	0.9797333596266542	0.9799389535701817	0.9797214732228517	0.9799583577799571	0.9796834145732718	0.9937458798269206	0.9802495717381627	0.9805523420843028	0.9774082959802564
HMP_2012__SRS014476__bin.16	0.9796514081434422	0.9798975374281599	0.9799744349918363	1.0	0.9798112155438158	0.9805064313114757	0.9813276544512446	0.9794683750379953	0.9806402131221218	0.9801219830424371	0.9797709353959987	0.9799305818291223	0.9913547978347871	0.9793150958822213	0.9801502051632179	0.9801255369694875	0.9800083274833609	0.9808797065481722	0.9807619114909285	0.9803105854437388	0.9799809505419372	0.9802758050173217	0.9943077284008545	0.9876847576959367	0.9804504043870812	0.9800979206071365	0.9798891820475711	0.9801385136039411	0.9795002484630608	0.9928826246351915	0.9804352778989887	0.9800291992051817	0.9797000000629379	0.9794107530873634
HMP_2012__SRS013950__bin.23	0.9803155788591118	0.9800226005883494	0.9800816563969312	0.9798112155438158	1.0	0.9806469227804189	0.9812139110614867	0.9791906453289883	0.9811859855707702	0.9798930750074254	0.9793316109675806	0.9789554791413572	0.9786593188478167	0.980031600691706	0.9803483220012346	0.9793619970880774	0.9799861332962464	0.980722092074041	0.9804620162151194	0.979687674813141	0.9799176311616149	0.980185799012057	0.9783139687597426	0.9814065979064828	0.9801642067346416	0.9798738768009688	0.9794079755210028	0.9799304347985548	0.9965316596130944	0.9794460704792755	0.9800839143647467	0.9806130446853253	0.9796877488592497	0.9779636326694622
CM_periimplantitis__SP_133SPT_T016__bin.2	0.9800001963251209	0.9970927839149185	0.9804619874998876	0.9805064313114757	0.9806469227804189	1.0	0.982173120158933	0.9793045338172862	0.9812489916631425	0.9873468120299828	0.9798438417469411	0.980147148655436	0.9792469500441762	0.9811279169077334	0.9808312206016497	0.9799374298770924	0.9819499790652257	0.980623742379334	0.9810566004457362	0.9814564930096682	0.9807327586553727	0.9806860167711462	0.9784310723915846	0.9818614623605085	0.9822079865540593	0.9808910248938224	0.9805745903842643	0.9802060634653039	0.9789977487213359	0.9801392001173017	0.9809083753218626	0.9804735663743497	0.9884846058150814	0.9780221275669202
HMP_2012__SRS011255__bin.46	0.9930006024090776	0.9814803381267734	0.9927347414462894	0.9813276544512446	0.9812139110614867	0.982173120158933	1.0	0.9795323744842366	0.9943038581983443	0.9818497655401208	0.9804379912829329	0.980501971435856	0.9800902365290838	0.9814222892240752	0.981241892182503	0.9808247796873417	0.981430232277631	0.9815593761847958	0.9803123928825319	0.9812869172880538	0.9811719832743038	0.9888237273570147	0.9800963301358346	0.9821955987899801	0.9816695895132564	0.9809088729667041	0.980547920622088	0.9805853097799656	0.980968978216714	0.9809577438267022	0.994166953803798	0.9814992337333897	0.9819309681183835	0.9787729868018185
VogtmannE_2016__MMRS81194191ST-27-0-0__bin.38	0.9789421393875346	0.979225918193422	0.9799625234956417	0.9794683750379953	0.9791906453289883	0.9793045338172862	0.9795323744842366	1.0	0.9807987972291244	0.9793407334168014	0.9797254491630605	0.9785392009360709	0.9778827274147853	0.9806130330519919	0.980114695934638	0.991162548604403	0.979525291009183	0.9805466642220624	0.9797965830676576	0.9792841077040758	0.9802521436848204	0.9784213605281171	0.9771188475745327	0.9812933200896662	0.9791499607870783	0.9794685014735015	0.9796723808795085	0.9792325949367089	0.9776731756697579	0.9791103774892492	0.9798923177208346	0.9805727652916467	0.979038554488726	0.9769452012695368
HMP_2012__SRS047113__bin.78	0.9951871524104107	0.9813340834526922	0.9934870233741341	0.9806402131221218	0.9811859855707702	0.9812489916631425	0.9943038581983443	0.9807987972291244	1.0	0.9802238661177608	0.9807954736126968	0.9804054932800571	0.9798492023816963	0.9810745590730474	0.9810265615140464	0.9808949129410729	0.9810032896078964	0.9813258268950312	0.9811417071275025	0.9807256068779041	0.9803296010443757	0.9907099560620477	0.9792465858031528	0.9816051804892433	0.9812387748167565	0.9806705511828518	0.98069481781807	0.9802138724806512	0.9802473777731727	0.980377610126739	0.998885361971011	0.9807918279878273	0.9812398103979229	0.9785224753676185
HMP_2012__SRS016746__bin.2	0.9798076560398514	0.986910750377333	0.9801667917395386	0.9801219830424371	0.9798930750074254	0.9873468120299828	0.9818497655401208	0.9793407334168014	0.9802238661177608	1.0	0.9794805557529636	0.9795566231361402	0.9787047267122843	0.9799317584618205	0.9800030479785012	0.9796301052588513	0.9816466221917162	0.9805623154178721	0.9801210220841037	0.9813188070478758	0.9800980970036435	0.9799311038681052	0.9784709542620046	0.9811148643207398	0.981344148522789	0.9793527130776692	0.9797723891297794	0.9797375596891682	0.9788140119144536	0.9796953921327395	0.9801886920113165	0.9799792648184698	0.9875355389754513	0.9776079825772678
CM_periimplantitis__SP_162SPI_T016__bin.5	0.9794738172814029	0.9795186906216967	0.9801049404721637	0.9797709353959987	0.9793316109675806	0.9798438417469411	0.9804379912829329	0.9797254491630605	0.9807954736126968	0.9794805557529636	1.0	0.9792777972906284	0.9784679162128664	0.9807956078980458	0.9791708447362494	0.9800376624425896	0.9798591896825365	0.9806895893255678	0.9801548405180729	0.9792713545341561	0.9897539665759728	0.9793984411884376	0.9783398261784951	0.9852867952558587	0.9794560692245393	0.9795486424370937	0.979723001836128	0.9798522791836021	0.9784740332185142	0.9795141327663774	0.9800635375055181	0.9805301389554384	0.9796749106798475	0.9776877386121791
CM_periimplantitis__SP_143SPI_T016__bin.33	0.979266685706221	0.9794556201912394	0.979494382022472	0.9799305818291223	0.9789554791413572	0.980147148655436	0.980501971435856	0.9785392009360709	0.9804054932800571	0.9795566231361402	0.9792777972906284	1.0	0.9787830782256107	0.9798103462510566	0.9793528121781473	0.9787387563338867	0.9808036277651468	0.9800196877815027	0.979962824854491	0.9797443393704737	0.9794588538700038	0.9792589372775226	0.9783357259590787	0.9809978927838514	0.9795149009371946	0.9791160194932048	0.9791057257725166	0.9792775909429312	0.9787684841736322	0.9795633798832128	0.9793554597690249	0.9795829323367544	0.9795193554920374	0.97849833879822
