	ChengpingW_2017__AS15raw__bin.20	LiJ_2017__H3M515128__bin.7	ZellerG_2014__CCMD40701343ST-21-0__bin.43	BackhedF_2015__SID172_12M__bin.11	LiJ_2017__nHM511615__bin.25	GeversD_2014__SKBSTL036__bin.19	QinJ_2012__T2D-048__bin.10	LiJ_2017__H1M513912__bin.21	ZeeviD_2015__PNP_Main_481__bin.1	CosteaPI_2017__SID713A009-11-90-0__bin.91	YuJ_2015__SZAXPI015226-14__bin.24	LiJ_2017__H1M513820__bin.13	QinN_2014__LD-85__bin.36	Bengtsson-PalmeJ_2015__TRAVELRES27__bin.9	QinJ_2012__CON-086__bin.7	WenC_2017__N253__bin.35	ZeeviD_2015__PNP_Main_397__bin.2	QinJ_2012__CON-076__bin.12	QinJ_2012__CON-016__bin.25	GeversD_2014__SKBSTL013__bin.56	XieH_2016__YSZC12003_37204__bin.13	QinJ_2012__T2D-086__bin.11	YuJ_2015__SZAXPI015258-57__bin.46	CosteaPI_2017__scavenger-11-7-0__bin.39	CosteaPI_2017__SID713A030-11-90-0__bin.46	LeChatelierE_2013__MH0419__bin.20	QinJ_2012__CON-084__bin.19	YuJ_2015__SZAXPI015222-123__bin.4	ZeeviD_2015__PNP_Validation_4__bin.42	QinN_2014__HD-16__bin.59	GeversD_2014__SKBSTL069__bin.74	QinN_2014__LD-97__bin.60	FengQ_2015__SID530623__bin.9	QinN_2014__HD-22__bin.50	ChengpingW_2017__AS138raw__bin.24	ZellerG_2014__MMPU72854103ST__bin.27
ChengpingW_2017__AS15raw__bin.20	1.0	0.8281945441136421	0.7495119798510296	0.6212561101911727	0.833339131264499	0.6296145734147296	0.865772095584362	0.7969055944403473	0.8589348438434916	0.532444394527018	0.7431682148799431	0.7394171190709528	0.8848838989132357	0.7648831236470113	0.8745897549562371	0.8084073646315597	0.7206015071970548	0.7015781637322509	0.8504218243405764	0.8335364265793067	0.8611115528582476	0.7670086452123336	0.8256714501255336	0.638608158583688	0.3317513264009955	0.7845311527811185	0.7432243719846616	0.5949596762170188	0.872832484847521	0.7380241246946146	0.6532706295360529	0.6937405203825442	0.7993516587715409	0.7810017035978316	0.7336145495603843	0.8436680628084915
LiJ_2017__H3M515128__bin.7	0.6565282188439215	1.0	0.7195792396420205	0.6301186160969477	0.8444682918911721	0.5832150481591045	0.8086644234833792	0.7140118588520055	0.8030320400164359	0.5021571039849793	0.6730408685618297	0.7110871323458442	0.8243470087146922	0.7373107880412408	0.908608993927962	0.7393451748512916	0.7266172567530887	0.7047566595242513	0.8016228607717512	0.792212836886222	0.8201549269862355	0.7764684006229227	0.7825203468227676	0.5527390355257358	0.3378858844520294	0.7911475808958315	0.6904852233157117	0.5395194608165833	0.8445132028315954	0.7107093289084239	0.6239650293477237	0.6405828652155705	0.7692345875698334	0.7454353347460582	0.7145519720039379	0.8022295524230831
ZellerG_2014__CCMD40701343ST-21-0__bin.43	0.6006158377508063	0.7274041825514497	1.0	0.5501716213649185	0.7256009535449499	0.5645058583039532	0.7590192313895655	0.6613585307506697	0.7504339816276133	0.4742125906642279	0.646043827863313	0.6143638659668801	0.7679131168582398	0.720821679846407	0.7787691289424229	0.6907342781966594	0.637070692709945	0.6115196385895786	0.7532340044069197	0.7648387069796672	0.8009952804622447	0.6683404677961539	0.7306808981577834	0.517470174839141	0.29528153749167185	0.6851374185550194	0.6378783226625027	0.5262330394723166	0.8199494952511917	0.642501088189766	0.5850637840489898	0.6124738207228766	0.7216356816329098	0.686673428775441	0.6305073055067381	0.7519214066142026
BackhedF_2015__SID172_12M__bin.11	0.5991020889754296	0.7665340279811236	0.662079505573844	1.0	0.7546190707368515	0.5478081549069045	0.7417101620275076	0.6604395335808467	0.7155712513197174	0.49226141211077623	0.6325163985218207	0.6291137681447662	0.765088149692733	0.6796792517663726	0.8274483003861266	0.6556202587820212	0.6644508034760505	0.6472651238533494	0.737724292049203	0.7331072580981405	0.763144337184376	0.7143510968211284	0.7218095667588892	0.5272045091082664	0.2615357556547164	0.7205400501576472	0.6461767613764071	0.5094504464394828	0.770555361994344	0.6466018505516814	0.5976873615285191	0.5972129102505918	0.7065456544336514	0.7046387436913555	0.6593444616918933	0.729999841849574
LiJ_2017__nHM511615__bin.25	0.6680194200516375	0.8539444639427549	0.7258501252296141	0.6272850371027839	1.0	0.5961825982027648	0.8136152297695513	0.7204043201527853	0.8068958154146959	0.5108547603387633	0.6784513038659639	0.7482253328335038	0.8359864536096685	0.7355880373947937	0.9024894141437158	0.7389670658265175	0.7317660144315826	0.7125339964440924	0.8004106463696558	0.8107656435431755	0.8328643779412626	0.7809431879432186	0.7842042969672802	0.5626624130692948	0.3392848108250016	0.8127893955395391	0.6942090814675708	0.5420181508244998	0.8542735228303526	0.704607103289832	0.6271934105360194	0.6410449571725475	0.7705889875224534	0.7442957482484386	0.7157405279044725	0.810791936384073
GeversD_2014__SKBSTL036__bin.19	0.6084940119257176	0.7110321293145474	0.6808191906553861	0.5490095122367085	0.7187759209050674	1.0	0.7409088616775253	0.659118995415587	0.7176164894779437	0.48488008241857206	0.6396031805115618	0.6170595877630514	0.7649773901265816	0.6907199857832766	0.7667736923376183	0.6683550626664522	0.629207681833573	0.613360357915617	0.7501338821500874	0.7698634281995432	0.7804620915393684	0.6535221211735521	0.7287977502995838	0.5340608197189796	0.2945647449274875	0.6845189007975293	0.6587064222606991	0.5204463859023898	0.7898950796208554	0.6435094173785034	0.6176301778771454	0.5981119614995761	0.7387384098883075	0.6849218680582405	0.6323147083050159	0.7586946550403327
QinJ_2012__T2D-048__bin.10	0.6444966567593985	0.7593891529100658	0.7051015402509595	0.5725601964583922	0.7555597976519997	0.5706900978370488	1.0	0.7273392510578728	0.8366972911501236	0.47100551743834596	0.687162281646101	0.6389433332371462	0.8706184014744738	0.7147087788459475	0.821109806419821	0.7707666035531504	0.6453016685497136	0.6230362114724539	0.8272461715696175	0.7782806635132106	0.7976716069825894	0.6860494712300773	0.7939743239713718	0.5308320255591243	0.3309856289117617	0.7087581287323358	0.7134076637418398	0.5548421681157619	0.816910130940199	0.6921640093138681	0.5914827828843247	0.6725396272233086	0.7383386125237046	0.743112080874089	0.6415766392681496	0.784819904508436
LiJ_2017__H1M513912__bin.21	0.7088024852287047	0.8011295449331595	0.734069389615206	0.609145804297964	0.7993322804351448	0.6065975431491557	0.8690370578612199	1.0	0.8496928162904832	0.5208075578817739	0.7442911656891333	0.6990585357466007	0.8869517978612287	0.7419895532343468	0.8464965497914315	0.7867041325148839	0.6930028240833442	0.6694664387597372	0.850286452842582	0.8252604508543636	0.8413717380378698	0.7443433243735322	0.8413739481516155	0.5884246618636474	0.32658895022691237	0.7607825924369024	0.755686954184784	0.6048117712426189	0.8425961410529955	0.7449241422659059	0.6471226308133174	0.6895873143007178	0.7955989562958846	0.7947745838687335	0.6973996243690678	0.828304219504961
ZeeviD_2015__PNP_Main_481__bin.1	0.6185567858906728	0.7295099098841163	0.6743939187883385	0.5343700119534174	0.7248856551832737	0.5347246777229813	0.8094138530803313	0.6879596160590942	1.0	0.4510758075714521	0.6688978519637245	0.6153365209113228	0.8355302807979443	0.6963925015568073	0.7959233120271422	0.724535641941464	0.630380648347637	0.6105895110551217	0.8063872048329026	0.730686999405908	0.7781803606066897	0.6717169258959695	0.7787923469497313	0.511331052401778	0.3431815416329657	0.6853406008202765	0.6859647553128289	0.5281617504956732	0.8149217301677059	0.6845160297475466	0.5691401412936891	0.6390096557845235	0.7188055171821429	0.7453871976751677	0.6149693291054978	0.7571602402135869
CosteaPI_2017__SID713A009-11-90-0__bin.91	0.619107193006584	0.7365634581535726	0.6880919388261019	0.5935498820600714	0.7410059969651127	0.5833704122754606	0.7356995669564795	0.6808485434043208	0.7283192202211792	1.0	0.6496924085055433	0.6432603195992932	0.7487342115938244	0.6939276827722183	0.7939038752021044	0.6763077694733788	0.6541233902442125	0.6659428086691915	0.7469966056876979	0.7434225809023993	0.770146000501577	0.702826628882743	0.7249809597224454	0.5634148145494302	0.24310591710573912	0.714579594138715	0.6564163135017815	0.5305621013532177	0.7813563611862642	0.6664334064125574	0.6087451214706144	0.6216156556731938	0.7227279083662806	0.7015744200371907	0.6685703091863705	0.7482407245822407
