	FerrettiP_2018__CA_C10042MS2723SA_t0M16__bin.24	HMP_2012__SRS044373__bin.55	HMP_2012__SRS019045__bin.46	CM_cf__CF_TNFC041IS_t2M15__bin.5	CM_cf__CF_TNFC041SA_t1M15__bin.7	HMP_2012__SRS014684__bin.2	LiJ_2017__H3M518112__bin.15	CM_cf__CF_TNFC018SA_t1M16__bin.3	CM_cf__CF_TNFC060SA_t1M16__bin.3	CM_cf__CF_TNFC048SA_t1M16__bin.1	FerrettiP_2018__CA_C10039IS2678SA_t2M15__bin.2	HMP_2012__SRS018591__bin.11	HMP_2012__SRS014470__bin.8	Castro-NallarE_2015__ES_137__bin.11	HMP_2012__SRS015057__bin.45	HMP_2012__SRS018791__bin.39	CM_cf__CF_TNFC034SS_t1M15__bin.6	CM_cf__CF_TNFC060IS_t1M15__bin.6	HMP_2012__SRS017713__bin.25	FerrettiP_2018__CA_C10009MS2133SA_t0M15__bin.19	HMP_2012__SRS015272__bin.25	HMP_2012__SRS019022__bin.34	Castro-NallarE_2015__ES_114__bin.27	FerrettiP_2018__CA_C10015IS2250SA_t2M15__bin.2	FerrettiP_2018__CA_C10055IS2966SA_t2M16__bin.10	HMP_2012__SRS015537__bin.16	CM_cf__CF_TNFC059SA_t1M16__bin.1	CM_cf__CF_TNFC034SA_t1M16__bin.2	FerrettiP_2018__CA_C10023IS2394SA_t2M15__bin.3	CM_cf__CF_TNFC038SA_t1M16__bin.15	HMP_2012__SRS016086__bin.6	CM_cf__CF_TNFC018IS_t3M15__bin.5	FerrettiP_2018__CA_C10039MS2669SA_t0M15__bin.11	FerrettiP_2018__CA_C10001MS2001SA_t0M15__bin.6	HMP_2012__SRS015941__bin.16	HMP_2012__SRS051791__bin.41	BritoIL_2016__WL.15.SA__bin.6	CM_cf__CF_TNFC054IS_t1M15__bin.19	HMP_2012__SRS024637__bin.14	HMP_2012__SRS016319__bin.66	HMP_2012__SRS017076__bin.19	HMP_2012__SRS057791__bin.37
FerrettiP_2018__CA_C10042MS2723SA_t0M16__bin.24	1.0	0.8606382618348399	0.7941130026240291	0.6957179077602987	0.8371918980824002	0.8635025445524689	0.6712646673320113	0.9154869827835553	0.8540946057572291	0.9456130247732313	0.9195462801066289	0.9100737177566246	0.8318416931371349	0.570659863821493	0.8318609759720242	0.8938552901415203	0.4786364429944679	0.8816409171333199	0.8148415289724594	0.9381302425207355	0.9568299019441788	0.8526228564132363	0.6506393302081244	0.47071328248571376	0.5192700665257803	0.8401875125403572	0.7536675170223134	0.7553810835389735	0.5010743665979607	0.7257897493492044	0.6461537258866846	0.7695190496168188	0.8044491232824597	0.7280818009125472	0.8458102829625731	0.7999301648682383	0.6187872139169952	0.6376140358191688	0.7657088656742087	0.7271082783294811	0.7204087960996558	0.6540852249186343
HMP_2012__SRS044373__bin.55	0.8746866371431583	1.0	0.8086369238771242	0.6855529195910777	0.8517812887482806	0.8643237479919088	0.6698049298008938	0.9022895814430926	0.8510413472126662	0.9209735024658539	0.9166027096584881	0.897695799812181	0.8140432111026188	0.5635240073157284	0.8256667021541991	0.8966497121007719	0.47505623714570067	0.8637511804901199	0.8199373194836617	0.9202452135528476	0.943117193073893	0.8524703824761505	0.632303082595378	0.46653499203119514	0.5249861360274197	0.8220649824389681	0.7463134015223621	0.7420315923785492	0.48665960094004884	0.7508298521123291	0.6407379923696509	0.7561127274711108	0.7852596442666183	0.7197009301441165	0.8150029634737951	0.8155898319215121	0.6104544152051894	0.6355700542429582	0.761350051668788	0.716054188932445	0.7201739206890725	0.6480049915597936
HMP_2012__SRS019045__bin.46	0.8617767640360219	0.8634440462246634	1.0	0.6973277674311016	0.8145374790670685	0.9231127276182354	0.7207992321905362	0.9169831467632499	0.8727815051576594	0.9152785373614298	0.910436745361104	0.9241245213209083	0.8363229980312723	0.5903191307057615	0.8416958544736383	0.893785980464294	0.4454821912431489	0.9257092311894882	0.8619294662717523	0.9440860969138878	0.9516318496143138	0.8710819858303637	0.6287118661514003	0.43344755837608523	0.49060966084833446	0.8598012495567393	0.7730324458317097	0.7035959114259165	0.4217596161405132	0.7406878500486668	0.645606389061543	0.7460098057457892	0.8016081242113919	0.7394226837474486	0.8680545226160494	0.8148140397828914	0.6553046777219315	0.5961088076952877	0.748943950927157	0.7602116792325525	0.7143863038536954	0.6946865843168017
CM_cf__CF_TNFC041IS_t2M15__bin.5	0.8248677533108787	0.7997611187010196	0.7618608025200556	1.0	0.8036390779157143	0.8439393293404441	0.6402389554473401	0.9204227445150296	0.8800427836035732	0.8964413112643098	0.9113253586772427	0.8900404541092712	0.828675889486813	0.5653775356421896	0.838071104569578	0.8804104358873118	0.3597505402016959	0.8566607162607971	0.7756320066338066	0.9190750980766533	0.9306848775038202	0.7813315438862515	0.529869739869017	0.34354047295531265	0.39659424225628515	0.8147693646165263	0.8094313006178412	0.6467374412760438	0.43756862585170203	0.6874541593213448	0.5408857145152212	0.7050588336339432	0.8058017384082943	0.7590950687015449	0.8246731138665465	0.7645610386207911	0.6351665897377434	0.5218512126655285	0.6637044396948301	0.714182171397641	0.6248556424121203	0.6807338463164022
CM_cf__CF_TNFC041SA_t1M15__bin.7	0.8844529429221268	0.8854131509965738	0.7929545833693503	0.716076823252892	1.0	0.8617592179149279	0.6830619626014371	0.8962628415441952	0.8517155735949387	0.9220309942393021	0.9003349166122053	0.9075926361290401	0.813665676910905	0.5745336741778356	0.8244790293089199	0.8879259890996563	0.49830669728614585	0.8729232885144469	0.8185267302877927	0.9333646428703174	0.9425091932765614	0.8990619802199339	0.6802281375101651	0.48646101109249545	0.5435653120428482	0.8357790926804506	0.7432478487540144	0.7953138102036423	0.5229268948005064	0.773166809174612	0.6813909582975687	0.8015876467909835	0.7792710677304568	0.7172908477965593	0.8450321069574893	0.8441214509052328	0.6070007096950734	0.6664273487520874	0.8158476176213598	0.7349357723205707	0.75800389038432	0.6231320952301774
HMP_2012__SRS014684__bin.2	0.8588702612647824	0.845879592816333	0.8460698316464108	0.7079849509163084	0.8113349167562569	1.0	0.7019040470589699	0.9189535931294236	0.8634733152459576	0.9166484376052922	0.9167412243916245	0.909691502078113	0.8382233870390855	0.5791885976961922	0.8469292757343374	0.8927980866224262	0.4519442201089182	0.9050469791421525	0.8320517698431541	0.9364332759333884	0.9517731606704286	0.839675318818508	0.6273428663548892	0.4484053631799224	0.4930187014618843	0.8499539176239947	0.7647279584729887	0.705422169510573	0.44623083486336496	0.7285742869672406	0.6336943551422022	0.7468734999901511	0.8045262327424353	0.7319773330693143	0.8526431793418254	0.8055805809178531	0.6484350134825939	0.596818605461254	0.7393842067559148	0.742411958817181	0.7005988117071006	0.695580549816137
LiJ_2017__H3M518112__bin.15	0.8812938884734149	0.8652537055675712	0.8720247523634689	0.7089537788475947	0.848862517507494	0.9264900784595732	1.0	0.9256046970373933	0.8706132053202255	0.940381808764455	0.9129650903821167	0.935487579001818	0.8523068838747685	0.6290238156655037	0.8493476298941443	0.9063555196415779	0.4453776452822649	0.936593963669256	0.8662054563853858	0.9659217101135327	0.9657746026902184	0.8703997285012764	0.6476209308547215	0.4321803988595411	0.4878451636210869	0.8796038636567347	0.7676900097638276	0.7096304729948403	0.4387147053369889	0.7512468209401602	0.6733811512284839	0.7686431290227893	0.8152727611105447	0.731390055675028	0.876812927937205	0.8428092180932552	0.6765422502783067	0.5985363153490517	0.7618932930646718	0.7819943250745629	0.7287729119811812	0.6754119178907942
CM_cf__CF_TNFC018SA_t1M16__bin.3	0.8501618638272459	0.8244485280772881	0.7846903776564518	0.7209176268231762	0.7878347319264966	0.8579837899027365	0.6547085700955793	1.0	0.8596694580453509	0.9023256219137826	0.9140773858641021	0.8856262307966681	0.8221182116527437	0.5517177795641655	0.832685216598435	0.8711153528408808	0.42674215956206507	0.864190223511949	0.7815881287922088	0.91851490845946	0.9416191609602549	0.8084562173955339	0.5802062003355849	0.4155150192886316	0.4674580869723455	0.8168768145856997	0.7685635232642046	0.6951844482957716	0.45348151209707666	0.6946264306763532	0.5843291423128838	0.7499906835740037	0.8040032077543638	0.7354580269600429	0.8106921596346606	0.7739225250853844	0.6246578935778608	0.5765982026315395	0.6999171927019232	0.7058395358145194	0.6565844385195739	0.659758314970698
CM_cf__CF_TNFC060SA_t1M16__bin.3	0.8349390954984826	0.8185922651359493	0.7862160037537694	0.7256069944014424	0.7881224376880896	0.848660121345386	0.6482568254869125	0.9049630965948604	1.0	0.8955888623908271	0.9080820673447023	0.8957228528036347	0.8133274099041842	0.5523930534886671	0.826405485557311	0.867467688186478	0.4151914559968861	0.9081049934609622	0.7805726128690914	0.9441152990049556	0.9191344932589576	0.7978904916225423	0.5652607183414534	0.4007418891221692	0.4503254744305025	0.8252097612270465	0.7980494460286107	0.6838590461614803	0.4501328950539197	0.6958453292113874	0.5749380867493671	0.711079478731442	0.792850821799374	0.745970989801954	0.7998606092131401	0.7810795347730595	0.6175485664299503	0.5646055408856715	0.6872949067849586	0.7007127984279817	0.6465307436671699	0.6578863037853055
CM_cf__CF_TNFC048SA_t1M16__bin.1	0.8789107098483018	0.8422608307293017	0.7839206714502378	0.7027519016172527	0.8111984584584487	0.8565844178554146	0.665745991502727	0.903119364356308	0.8515127926538454	1.0	0.9225203894349376	0.8947504561798504	0.8157198099036682	0.5611440850172954	0.820970661592781	0.8886402861423534	0.463809086007885	0.8686298910060758	0.8054486789796879	0.9372188989971552	0.9426630246552675	0.8428081981101778	0.6221750635890734	0.4456733030521302	0.5022391201045132	0.8200624192572564	0.748729308423112	0.7377102702105718	0.481451753924939	0.7203708341346049	0.6148902334642978	0.7447776065707337	0.7888774948205967	0.71990872043429	0.8206688829394306	0.7798435110565789	0.6141239191310712	0.6199657338331653	0.7472814490413078	0.7158310756447188	0.6915284483297303	0.6588782262584243
