	HMP_2012__SRS017227__bin.25	HMP_2012__SRS015899__bin.13	HMP_2012__SRS058808__bin.54	HMP_2012__SRS013836__bin.41	HMP_2012__SRS064493__bin.7	HMP_2012__SRS018337__bin.9	HMP_2012__SRS019333__bin.20	HMP_2012__SRS021477__bin.38	HMP_2012__SRS024355__bin.63	HMP_2012__SRS017814__bin.20	HMP_2012__SRS051930__bin.22	CM_periimplantitis__SP_201SPT_T016__bin.1	HMP_2012__SRS015060__bin.20	HMP_2012__SRS020226__bin.6	HMP_2012__SRS023595__bin.37	CM_periimplantitis__SP_288SPT_T016__bin.1	HMP_2012__SRS022536__bin.57	BritoIL_2016__W2.45.SA__bin.3	HMP_2012__SRS019225__bin.19	HMP_2012__SRS015378__bin.10	CM_periimplantitis__SP_344SPT_T016__bin.16	HMP_2012__SRS050628__bin.29	HMP_2012__SRS020222__bin.2	HMP_2012__SRS016746__bin.20	HMP_2012__SRS043755__bin.6	HMP_2012__SRS015921__bin.3	HMP_2012__SRS045049__bin.7	HMP_2012__SRS015755__bin.4	HMP_2012__SRS051941__bin.9	HMP_2012__SRS015063__bin.12	HMP_2012__SRS075406__bin.3	HMP_2012__SRS064809__bin.7	HMP_2012__SRS057022__bin.11	HMP_2012__SRS063603__bin.9	HMP_2012__SRS023938__bin.2	BritoIL_2016__W1.18.SA__bin.7	HMP_2012__SRS017304__bin.21	HMP_2012__SRS022602__bin.49	BritoIL_2016__W2.43.SA__bin.7	HMP_2012__SRS024561__bin.12	HMP_2012__SRS024381__bin.8	HMP_2012__SRS019073__bin.17	BritoIL_2016__W3.20.SA__bin.4	HMP_2012__SRS013945__bin.4	HMP_2012__SRS042984__bin.28	HMP_2012__SRS053584__bin.16
HMP_2012__SRS017227__bin.25	1.0	0.9648641373592652	0.9516058359396085	0.9641221507391663	0.9663040553339312	0.9511848970520693	0.9504314497997988	0.967442243471001	0.96571289533733	0.9655980749468044	0.9661923823867464	0.9653902015657657	0.9651465800397562	0.9659181024019027	0.9530734670495364	0.9653212870930701	0.9663376642021391	0.9669208720655339	0.9508760259066852	0.965297988432417	0.9667308008528114	0.9507215934132915	0.9656270071498648	0.9656285018027474	0.9664039851803736	0.9654458655056588	0.965933945834392	0.9660351576375288	0.9539125619133287	0.9653380163109266	0.9639944345238333	0.9654056680624831	0.9666980514164074	0.9657360988688115	0.9652159382438927	0.9670956331274961	0.9651786554342083	0.9524249368234388	0.9686610235632489	0.9510259882377395	0.9659203496235427	0.9668815150791756	0.9667838583283024	0.9652212028340841	0.9657074004327117	0.9653946597262102
HMP_2012__SRS015899__bin.13	0.9648641373592652	1.0	0.9533991832300175	0.9683661592350066	0.9676856041002354	0.9530904481360575	0.9529822893116615	0.9674041216752197	0.9636541338319192	0.9664248524961085	0.9659895899454107	0.967192604379831	0.9667565571116328	0.9675797061296285	0.9549347138966785	0.9670917690302726	0.9677074478712219	0.9679853131426921	0.953111448817267	0.9664104051108404	0.9686921567537079	0.9534334264912491	0.96755679457877	0.9681500118013787	0.9672225106449811	0.9978355798866352	0.9673101580862357	0.9661563806214521	0.9556625949473665	0.9669469929158436	0.967000625891104	0.9669692909740872	0.9678121044489241	0.9659321894636816	0.9665030914252026	0.9678663023527674	0.9654048032771317	0.9538098257947217	0.9687676034676795	0.9529930786676042	0.9671300477140392	0.9675712182827818	0.9668398047095085	0.9677355546929494	0.9666801926766317	0.9651291424424666
HMP_2012__SRS058808__bin.54	0.9516058359396085	0.9533991832300175	1.0	0.9533377424286671	0.9543048249668084	0.9897687249528336	0.9538855854753705	0.9539434762096621	0.9505839858257068	0.9543112160464666	0.9523959936949148	0.9539629304067997	0.9531659146498944	0.9532013186862627	0.9538446533649768	0.9538554562534127	0.9535901365518542	0.9536956791701189	0.9543005868871565	0.953911445625521	0.9536560888920013	0.9984819041733118	0.9536522527299256	0.9546225539736293	0.9544673079709625	0.9532973196996005	0.9540554959821793	0.9532450651218557	0.955764859687361	0.9531303941799341	0.9537461339982567	0.9533453235656807	0.954097298252677	0.9529167253477371	0.9523431759592513	0.9541538822024426	0.9531999899258382	0.9532010083092148	0.9540240855387052	0.9975223439682337	0.9525046470164258	0.9538646313112717	0.9536273231838789	0.9531476479163693	0.9535232201003425	0.9534054776414943
HMP_2012__SRS013836__bin.41	0.9641221507391663	0.9683661592350066	0.9533377424286671	1.0	0.9686227922199857	0.9545849728693798	0.9535743647000896	0.9676261071183611	0.9658620933987865	0.9667963326559248	0.9676624521421564	0.9675691581991748	0.9680020241956486	0.9805355087003716	0.9562111186015706	0.9680324314215474	0.9677597533601545	0.9688599439531371	0.9536625090028155	0.968021244494567	0.968477692606344	0.9544095913692455	0.9812685202023984	0.9681004000251865	0.9682980054877168	0.968343512892992	0.9680403916323883	0.9668423382073307	0.9560517538117247	0.968135230271963	0.9683100189792152	0.9681601501788153	0.9707617546741906	0.9679721017154461	0.9672385848873927	0.9689626381325586	0.966288359728066	0.9530918717406482	0.9692930339535979	0.952572940417866	0.9677112529531048	0.9687206182277809	0.9677027538280799	0.9805384440968815	0.9682068236722436	0.9658880318834338
HMP_2012__SRS064493__bin.7	0.9663040553339312	0.9676856041002354	0.9543048249668084	0.9686227922199857	1.0	0.9549587766450212	0.9528429363610551	0.9682437889958667	0.9661455579988418	0.9671899323834535	0.9677916653437614	0.9666501694467484	0.967932365584867	0.9687736357596246	0.9558520911132602	0.9674701323044165	0.9683123804473174	0.9683309641484646	0.9533495068287973	0.9720135353642531	0.9690966583103604	0.9547116062950406	0.9688574524339928	0.9722385417268036	0.968775482530044	0.9682629085144063	0.9686075778820981	0.9670447201067631	0.9553269508542221	0.9680806127410887	0.9671081677704194	0.9680872244344093	0.9693329949220041	0.9678244215222203	0.9673898443101475	0.969053336243906	0.9661757526489353	0.9535434860937152	0.9701895600024971	0.9537525034086555	0.9924773533211694	0.968264234276914	0.9673801633316287	0.9684820876311983	0.9722508294369997	0.9660788459668295
HMP_2012__SRS018337__bin.9	0.9511848970520693	0.9530904481360575	0.9897687249528336	0.9545849728693798	0.9549587766450212	1.0	0.9545405784462327	0.9534394406442281	0.9494855216863867	0.9550818207997196	0.9528211489246852	0.9541947791446326	0.9534633349327923	0.954264863716922	0.9544870997449598	0.9543295171727227	0.9539156266304307	0.9540511144426059	0.9548173040112298	0.9535735266855876	0.9543773631335541	0.9910444087888088	0.9541168510156455	0.9542101634311888	0.9550410076842787	0.9540323440656912	0.9554313715895101	0.9534922595315656	0.9569778456405253	0.9541996442874567	0.9546486700541201	0.9539157616557445	0.9532058396653291	0.9534915282643189	0.9517766926313299	0.953767980465329	0.9535586882393046	0.9547293333316291	0.954417483606114	0.9914254742211365	0.9528521931173112	0.9530808022670628	0.9541801200747643	0.9539223537259911	0.9534926898230167	0.9537596782961489
HMP_2012__SRS019333__bin.20	0.9504314497997988	0.9529822893116615	0.9538855854753705	0.9535743647000896	0.9528429363610551	0.9545405784462327	1.0	0.9520412236745558	0.9493133395039038	0.9559712029773892	0.9522086977442059	0.9541737225222912	0.9525706028861748	0.9528645551885824	0.9578180929875465	0.9530557777301144	0.9524219178739798	0.9533135203354639	0.9964323613811753	0.952556005615822	0.9531816683151995	0.954464907452234	0.9530719696007273	0.9537912329092308	0.9535581189393711	0.9531321185205813	0.9538579544938783	0.9509117332245226	0.9652460624343131	0.9529643803054287	0.9523909395973155	0.9530436574126464	0.9534883109922389	0.9525067386414108	0.9504680645498225	0.9521938328537949	0.9523778263404907	0.9760870979182749	0.9537922879557932	0.9532991698791696	0.9515535669689068	0.9532522026557093	0.9531943760091831	0.9533180844811902	0.9514386753628618	0.9522794240824773
HMP_2012__SRS021477__bin.38	0.967442243471001	0.9674041216752197	0.9539434762096621	0.9676261071183611	0.9682437889958667	0.9534394406442281	0.9520412236745558	1.0	0.9924800432983997	0.9666257951603945	0.9680265143708155	0.9671689632341764	0.967073458752537	0.9676399078575374	0.9547361403016991	0.967443019235095	0.998114103718822	0.9686885338936482	0.9526969315789356	0.9680595313695797	0.9684126927725902	0.9533589986325866	0.9679673501751357	0.9681666913416541	0.967647128107562	0.9679527818395846	0.9677589675930262	0.9669199240147224	0.954030006978367	0.9667324817716115	0.9668075315237326	0.9678027647113183	0.9685951456290592	0.9668104959727442	0.9675552969628811	0.9678817837102397	0.9664002828343099	0.9529741970465346	0.9691593273917313	0.953301151416692	0.9670678062906441	0.9682403917854048	0.9683355284064981	0.9674334018979557	0.9682360902850641	0.965892694874459
HMP_2012__SRS024355__bin.63	0.96571289533733	0.9636541338319192	0.9505839858257068	0.9658620933987865	0.9661455579988418	0.9494855216863867	0.9493133395039038	0.9924800432983997	1.0	0.9657971877749006	0.9659304402989728	0.9656022979652628	0.9646431992131278	0.9659141529317119	0.9526482252866131	0.9649060435425832	0.9930536900804914	0.9655458167618707	0.9497997161081948	0.9646185403046763	0.9654844942754133	0.9498610779990776	0.9662217755152742	0.9659774998608095	0.9655329150738051	0.9649904532371465	0.9653275536006459	0.9644504358653736	0.9527297941563033	0.9650798444315344	0.964602243770253	0.9653420143713526	0.9666854720684609	0.9661634691638816	0.9647549676612908	0.9654251634617212	0.964090743028131	0.9523514566386994	0.9669360574496398	0.9504397468654738	0.9658960340074441	0.9652787009188947	0.9654223382176349	0.9650192674305795	0.9659270087595455	0.9636050807766987
HMP_2012__SRS017814__bin.20	0.9655980749468044	0.9664248524961085	0.9543112160464666	0.9667963326559248	0.9671899323834535	0.9550818207997196	0.9559712029773892	0.9666257951603945	0.9657971877749006	1.0	0.9667121048254992	0.9768286479540792	0.9657644030686433	0.9663299311555217	0.9567223831411125	0.9665423738925514	0.9666740351032318	0.9676583272011569	0.9561380534086659	0.9661471059061421	0.9670095308067511	0.9549347915102329	0.9667209325012374	0.9670620312172905	0.9662016592514638	0.9658273986861206	0.9662302148009999	0.9792878435902018	0.9570594362722936	0.9658564542019485	0.9666970160951376	0.9668206264885191	0.977433490727506	0.9658804031033209	0.9656846231586684	0.9674257726332267	0.9786140759168606	0.9549880723011855	0.9688834631556643	0.9542547679239757	0.9663136946524867	0.9680521209414797	0.9674742548571594	0.9668062117529674	0.9650061891237428	0.9782647443179251
