	HMP_2012__SRS017227__bin.25	HMP_2012__SRS015899__bin.13	HMP_2012__SRS058808__bin.54	HMP_2012__SRS013836__bin.41	HMP_2012__SRS064493__bin.7	HMP_2012__SRS018337__bin.9	HMP_2012__SRS019333__bin.20	HMP_2012__SRS021477__bin.38	HMP_2012__SRS024355__bin.63	HMP_2012__SRS017814__bin.20	HMP_2012__SRS051930__bin.22	CM_periimplantitis__SP_201SPT_T016__bin.1	HMP_2012__SRS015060__bin.20	HMP_2012__SRS020226__bin.6	HMP_2012__SRS023595__bin.37	CM_periimplantitis__SP_288SPT_T016__bin.1	HMP_2012__SRS022536__bin.57	BritoIL_2016__W2.45.SA__bin.3	HMP_2012__SRS019225__bin.19	HMP_2012__SRS015378__bin.10	CM_periimplantitis__SP_344SPT_T016__bin.16	HMP_2012__SRS050628__bin.29	HMP_2012__SRS020222__bin.2	HMP_2012__SRS016746__bin.20	HMP_2012__SRS043755__bin.6	HMP_2012__SRS015921__bin.3	HMP_2012__SRS045049__bin.7	HMP_2012__SRS015755__bin.4	HMP_2012__SRS051941__bin.9	HMP_2012__SRS015063__bin.12	HMP_2012__SRS075406__bin.3	HMP_2012__SRS064809__bin.7	HMP_2012__SRS057022__bin.11	HMP_2012__SRS063603__bin.9	HMP_2012__SRS023938__bin.2	BritoIL_2016__W1.18.SA__bin.7	HMP_2012__SRS017304__bin.21	HMP_2012__SRS022602__bin.49	BritoIL_2016__W2.43.SA__bin.7	HMP_2012__SRS024561__bin.12	HMP_2012__SRS024381__bin.8	HMP_2012__SRS019073__bin.17	BritoIL_2016__W3.20.SA__bin.4	HMP_2012__SRS013945__bin.4	HMP_2012__SRS042984__bin.28	HMP_2012__SRS053584__bin.16
HMP_2012__SRS017227__bin.25	1.0	0.8006053668118306	0.7239690546875988	0.5592723874807339	0.706889021448168	0.7920346048679905	0.7783377066401854	0.7048598300559392	0.5621233697794727	0.4993747492963056	0.7684854106253541	0.5029009793678761	0.7958975968075435	0.8167136179373393	0.7975193408202508	0.7742379469709247	0.8005852530483846	0.762077740270398	0.7066505296815934	0.7791830593838752	0.8178014852002928	0.6128318914638338	0.7327898019771255	0.7779814056877126	0.7643965698562498	0.6660488867893951	0.8097720708326294	0.6552368769187094	0.7014864645865587	0.795203384629177	0.7199135452979193	0.8042172240477857	0.5053772709875628	0.5007154752997238	0.7703565653047925	0.7577245471817169	0.794039659744084	0.6831392642500267	0.7157132168114283	0.7520202838684169	0.5052100394114828	0.6499791391539117	0.5825658495881276	0.8141787090641813	0.7583377296273437	0.778553211248536
HMP_2012__SRS015899__bin.13	0.5543483278049774	1.0	0.6607140014897911	0.5473267322004979	0.7150400460943916	0.8070501658506771	0.7582320508820964	0.6144890939650727	0.47267960259503783	0.48186823943617135	0.7522490115808975	0.5053706492051264	0.7864696407311437	0.8315744195226302	0.7858194487772889	0.7781329383901343	0.742891261165475	0.7354184307533632	0.6648149061877264	0.7705343670616098	0.801424851498386	0.5783469366966111	0.7289427735581178	0.7822485659168901	0.7296665796560747	0.755780103012052	0.8105975717678218	0.5705179729927612	0.699460109888011	0.7888459848856235	0.7044181219718723	0.7805120679446612	0.4668350374676098	0.4455478165646945	0.7586490650605785	0.7355799839560957	0.775154947825478	0.6036144942668509	0.6597633842451407	0.6830505223818831	0.47235291496094073	0.6103790372384111	0.5868961252697859	0.8026500296048233	0.7207521057624356	0.7632760124531257
HMP_2012__SRS058808__bin.54	0.6178432915022883	0.8143434317673992	1.0	0.5709967062220819	0.7295624905590791	0.921265171682534	0.8097877582888834	0.7120931085691193	0.5156856609821696	0.4993599791269821	0.7996239325628888	0.5199990583600949	0.8070516077520505	0.8284748964686541	0.82970491359473	0.7948789502284458	0.8115543139859028	0.746422749235408	0.7288616554421882	0.8060388544165854	0.8263924990534557	0.7094418037112383	0.7418293120731968	0.8298348795191359	0.7513923519222205	0.6863524989749857	0.8337686783103057	0.6270747956347144	0.7247718975417313	0.8140158195504061	0.7348312600907505	0.8049726433990062	0.4994688562410127	0.47360171378462734	0.7876131193979782	0.7744326129134143	0.798396367624066	0.65663444165658	0.6885722188763489	0.8543268353640714	0.5171368653984608	0.640694243637555	0.5982208891042454	0.8211928812023173	0.7642300426288232	0.802980486474716
HMP_2012__SRS013836__bin.41	0.5836759932539578	0.8249561579226412	0.6982705470003863	1.0	0.7729268275129128	0.8236768808910917	0.8148802769427858	0.6435705083761758	0.48246856684987177	0.48813205161729883	0.7708750662729076	0.5462195054661654	0.81065740325355	0.9116573144898366	0.8113675129607016	0.814580399532671	0.7655000635740109	0.7557012693211015	0.7328044295492003	0.7870822407799691	0.8558057466107855	0.6493185585732553	0.8409672126034877	0.7905770121174464	0.7475464030304412	0.7457981177294722	0.8417313002444601	0.5853990888524772	0.731102325369389	0.8335080619042935	0.7795871047915612	0.8281138670511495	0.5373707228484995	0.4743298939393576	0.7867139913203482	0.7635736510914338	0.8157763106442086	0.6554222633787308	0.6899717395528708	0.7217737388955395	0.5447968870325811	0.6372520913450581	0.6325260233616498	0.8808233194270182	0.7281605279761634	0.7909590559379326
HMP_2012__SRS064493__bin.7	0.5725366859721742	0.8364080492004187	0.6923987065946081	0.599849099601245	1.0	0.8415778540399369	0.8163730190831754	0.6488707837372005	0.4798572171304069	0.5091901694115304	0.7916462060558443	0.5426517044716694	0.8276472617069991	0.8910999019287045	0.8167719137214635	0.8363480055500813	0.7793903195672016	0.7773344063614619	0.7215817824772148	0.8071560860290528	0.8383001223680285	0.6254723782917535	0.7826889966985301	0.8223662132052278	0.7654443672306891	0.7272258856089334	0.8567619157555004	0.5883844860240258	0.7208584659452429	0.8308495897249955	0.7717145068717398	0.8369433220522641	0.5098189986487851	0.4561590588879264	0.779664937812931	0.7676091968254131	0.8399562100261725	0.6510742460681882	0.6933938486443866	0.7179158616240551	0.5645364513830287	0.6268342986087095	0.6307641322505617	0.8744245235024346	0.7507043492548304	0.7993006078372323
HMP_2012__SRS018337__bin.9	0.5385365018793005	0.7925146051671677	0.7340021108183543	0.5366355149681716	0.7065016878341136	1.0	0.7867827291138587	0.6161921102595853	0.46511933235307795	0.4681331683336609	0.7629701816624511	0.5014221257683562	0.7719874632550757	0.820614434918453	0.7947012285494239	0.7850118611423818	0.7384495996205059	0.7235425799576977	0.6889563406021498	0.7482757286758307	0.8003010319252484	0.6541262747650923	0.7074191631203068	0.7894511442456364	0.7176497159069818	0.6778630171885947	0.8064885196411218	0.5656915040147359	0.6909491531914113	0.784543354810122	0.7015673275640758	0.7738939206321358	0.45768262466703424	0.4289962828183997	0.7400196233427907	0.7415427573570929	0.769710577184953	0.6114285066761176	0.6500984488493852	0.7562465882853098	0.4727561027931808	0.6042199955689226	0.5914187145421005	0.8095027463692713	0.6987316724738267	0.7633636644619386
HMP_2012__SRS019333__bin.20	0.5657928486506313	0.7960260440991801	0.6897667544216567	0.5675900017796077	0.7326995813326672	0.8411495430251493	1.0	0.6268300508065466	0.4716440818017985	0.4857986469968493	0.777904958922811	0.5205185425931975	0.8077714549253776	0.8426409044083306	0.8379445781703126	0.790758238205086	0.7657885876181079	0.7695863372916376	0.7983453825864133	0.7664912402361782	0.818501737415124	0.6299101089236883	0.7398719016653953	0.7813484580492993	0.7481295320467243	0.6840436028951628	0.82837062293789	0.5651332241060814	0.7444813362597993	0.8154488329366117	0.7210402266535104	0.8232310657677837	0.47700253907408596	0.46463718979056606	0.7679082424243437	0.751509115685362	0.8145368884269522	0.6808068891705441	0.6885548666422144	0.7193282941750014	0.4967992126280294	0.6238281116190002	0.6121240578731766	0.8302630226762125	0.7359429790298715	0.7954892375508922
HMP_2012__SRS021477__bin.38	0.6652744947229451	0.8376219461262002	0.7875471485244966	0.5820305677566469	0.7561435463067124	0.8553488150085538	0.8138765552097424	1.0	0.5872718239224318	0.5175679443189078	0.8158254151294014	0.5316818558049773	0.8474459792085448	0.8660347290851478	0.8436513162533724	0.8294929275857243	0.8918819380335228	0.7837215685040805	0.7334715741993294	0.8327674244782881	0.8701022215809794	0.6445801299818511	0.7716308263751857	0.8426419011933988	0.7828710780075524	0.7229586872071693	0.8629240383979102	0.671855490382623	0.7586114874796734	0.8603958903084221	0.7618919508234245	0.8393337752123243	0.5243067797327247	0.5119990757424706	0.8334166828484055	0.8084845105503129	0.8253983148572228	0.6802405239195028	0.7419385108388722	0.7939513202671669	0.5413144200446725	0.6728394124238871	0.6264008956185637	0.8488345351212437	0.7950816915648483	0.8326752156872104
HMP_2012__SRS024355__bin.63	0.5947557745581371	0.7222867420474417	0.639342757146297	0.4891337129125857	0.6268548267450147	0.7237697521871207	0.6864865489338623	0.6583367180906564	1.0	0.4409884788535766	0.6728506385638576	0.44050508686462836	0.707203087871543	0.7316280642187778	0.7070851280654349	0.6892482676933629	0.7514817940592037	0.6728396938395795	0.6159824592552237	0.7126219424696649	0.720300882631209	0.5457927263794609	0.6436780840408894	0.6989446853634986	0.6648433566739712	0.5974189907991351	0.7153745406256005	0.5791419092949895	0.6208492133175405	0.7127551032817148	0.6359061137229818	0.719848500694382	0.4408103230639391	0.476131380470234	0.6868459007143257	0.6715117339605066	0.6990152180310685	0.5938941815413576	0.6360490031788344	0.6458615565343652	0.4598638719515903	0.585479512692232	0.5255911975230873	0.7169961839394684	0.6929658257064819	0.6930120367645449
HMP_2012__SRS017814__bin.20	0.5611922581878466	0.7820763447714223	0.6575677318148853	0.5256225204611401	0.7065013888323798	0.7737194552134655	0.7510208773700726	0.616246335788089	0.46838751426451297	1.0	0.7750892359516747	0.5357722017820712	0.7727991640527169	0.8036557193996731	0.7689959397399806	0.7577419090261511	0.7303882724552658	0.7310709024601159	0.668228901275685	0.7665218096088731	0.7594668898614914	0.5788334324664514	0.7215980387788091	0.7589127777099669	0.7413135816246594	0.6713391624898364	0.8057959614394774	0.5457236168669672	0.7142260222174431	0.7809164549996997	0.6929999102312482	0.7823152975640377	0.4942977468043293	0.5034489929431428	0.7169888331547646	0.7360223918141231	0.8047542564273458	0.6080418593627194	0.6644450515137014	0.6593398573903901	0.507547356245677	0.6131941982261953	0.5802800655893124	0.7870730414105189	0.7158224851994578	0.7862638310074185
