	LiJ_2014__MH0354__bin.30	KarlssonFH_2013__S378__bin.10	XieH_2016__YSZC12003_37192R1__bin.46	ZeeviD_2015__PNP_Main_449__bin.40	LiJ_2014__O2.UC44-1__bin.35	ZeeviD_2015__PNP_Validation_9__bin.68	ZeeviD_2015__PNP_DietIntervention_27__bin.7	SchirmerM_2016__G89100__bin.16	NielsenHB_2014__O2_UC44_2__bin.59	BritoIL_2016__M1.16.ST__bin.6	LeChatelierE_2013__MH0276__bin.40	LeChatelierE_2013__MH0431__bin.40	SchirmerM_2016__G88821__bin.18	ChengpingW_2017__AS9raw__bin.41	BackhedF_2015__SID566_M__bin.44	ZellerG_2014__CCIS74726977ST-3-0__bin.44	BritoIL_2016__W1.2.ST__bin.63	CosteaPI_2017__SID713A077-11-0-0__bin.12	ZeeviD_2015__PNP_Main_429__bin.15	ZeeviD_2015__PNP_Main_33__bin.23	SchirmerM_2016__G88815__bin.7	SchirmerM_2016__G89006__bin.4	CosteaPI_2017__SID713B016-11-90-0__bin.98	FengQ_2015__SID530026__bin.5	ZeeviD_2015__PNP_Main_268__bin.20	ZeeviD_2015__PNP_Main_739__bin.6	SchirmerM_2016__G89002__bin.2	YuJ_2015__SZAXPI017592-142__bin.73	ZellerG_2014__CCIS16383318ST-4-0__bin.93	LiJ_2014__MH0303__bin.32	KarlssonFH_2013__S393__bin.2	KarlssonFH_2013__S297__bin.3	LiSS_2016__FAT_014-22-84-0__bin.22	CosteaPI_2017__SID713B005-11-90-0__bin.33	ZeeviD_2015__PNP_DietIntervention_22__bin.1	LiJ_2014__MH0332__bin.43	LoombaR_2017__SID0008_kcu__bin.47	LiSS_2016__FAT_014-22-0-0__bin.39	ZeeviD_2015__PNP_Main_667__bin.5	LiJ_2014__MH0396__bin.28	XieH_2016__YSZC12003_37293__bin.39	ZeeviD_2015__PNP_DietIntervention_55__bin.7
LiJ_2014__MH0354__bin.30	1.0	0.6710564646555968	0.9355204472169485	0.6858331073139861	0.7260513666636531	0.9124589398185818	0.9242081788867794	0.6761368773166984	0.8938801494741283	0.8162556881535726	0.9140567710373786	0.884435679916423	0.9283204753438006	0.8258665330641192	0.9182751710213061	0.8788517463761565	0.9233593506715286	0.9312398919125255	0.9412324583873268	0.8974142131010859	0.9348957548543934	0.909596655918191	0.6546330199198385	0.8904886036022461	0.9080000803624346	0.8877236335874795	0.9237197259640981	0.6259065887151051	0.7606699966850495	0.9427606003073863	0.9463335894885936	0.7614189996885956	0.8046678017860551	0.8961202523380446	0.9098816914283419	0.612479783825051	0.5823846799063778	0.6335002109513908	0.8707288621683794	0.9280461129694925	0.9297425137369537	0.9298737305246663
KarlssonFH_2013__S378__bin.10	0.9367560319366176	1.0	0.941624525639565	0.7033566752263346	0.7435403721264494	0.9208552072286834	0.9239919019114644	0.6959229104039404	0.8964689178885373	0.8472327148754174	0.9282880956345694	0.9010753630555385	0.933326614140104	0.853208999044706	0.9296886092146431	0.8782482186834472	0.9371635656129219	0.9348620958624376	0.9466805724752632	0.8845645524579101	0.9256027554535017	0.9068456893454045	0.6721886749458813	0.8887503177009842	0.917856986354195	0.909447769958195	0.9257421056783025	0.5970534876994943	0.7695480320067308	0.9309480197368998	0.9446472861762825	0.775753937301163	0.8211382897608259	0.9101199814199701	0.9109525771027424	0.6266421854322048	0.6113180427866539	0.6432792000070113	0.8822700940394913	0.9326570319278534	0.933191645997844	0.9247456201085004
XieH_2016__YSZC12003_37192R1__bin.46	0.9092613237994293	0.6556102912954308	1.0	0.6716410897599011	0.7106676112700705	0.8861173199868438	0.9011388329022207	0.6519557500901584	0.8779093998412236	0.7944877387671218	0.8919204067896725	0.8768195667150562	0.9049001606680079	0.8067761259422388	0.8963389295593133	0.8697765353924223	0.9202170146993226	0.9303776033800693	0.9169505663654065	0.861530782293934	0.9169365315603103	0.8865517887359096	0.6215368355663928	0.8544877509713	0.8780241191176623	0.8811245906260926	0.8923078894521117	0.6402708595341787	0.7313164708201146	0.9081843050605236	0.9242041197644838	0.748683626813312	0.7863762316304234	0.8835520016988216	0.8867873293779591	0.58917867710368	0.5833713188384307	0.6170139670719064	0.8506739452386314	0.906894933618423	0.9323375944222023	0.9051283788030507
ZeeviD_2015__PNP_Main_449__bin.40	0.9263025790832659	0.6805226851635935	0.9333322027143336	1.0	0.7410122149250188	0.9105948893194663	0.9377144819574407	0.6937746704598934	0.9183724174188816	0.8336531571828931	0.9154927308264683	0.917555827846298	0.9260897400565592	0.8619310689861316	0.9275550222802607	0.8937153129624055	0.9362983816602292	0.9290194565397123	0.9416753229683836	0.8764338015509266	0.9184190554526221	0.8940341475203405	0.6728664159519034	0.8830589462348267	0.924844080573563	0.9083952700554144	0.9134559206983833	0.605934053820291	0.770272069329557	0.9284784553483225	0.9396317291263	0.7689738360630716	0.8248860548039295	0.9174091300310779	0.9362424160197406	0.6126253397156776	0.6164954485518891	0.6546292488308693	0.8942842969740395	0.9202820329094925	0.9247253655785872	0.9427963317066552
LiJ_2014__O2.UC44-1__bin.35	0.9334034462969943	0.6847612459875395	0.9400114451476368	0.7053310335420311	1.0	0.924830078299984	0.933399410631396	0.7111980841888271	0.921475633054684	0.8445695680142831	0.9217314942536158	0.9092265808307498	0.9346084960446441	0.852309974631806	0.9282192302694291	0.897716055411303	0.9454708935690055	0.9305139097286176	0.9472708004258434	0.8847623759739071	0.9270569585771211	0.9010608150591669	0.6938471435155329	0.8876446483442068	0.9229906219202827	0.9123711714649385	0.930900526492934	0.6031851087167955	0.7831717587349964	0.9330959285784045	0.9429679737649451	0.777206237847602	0.8125853038815839	0.9254709419969926	0.9165488924922899	0.634923197247999	0.6211914414832523	0.6666992210358262	0.8895502896397199	0.9285348193192156	0.9388733874489186	0.9345059901384476
ZeeviD_2015__PNP_Validation_9__bin.68	0.9476777054638427	0.6851272601365032	0.9468978365157333	0.7002258098802092	0.7471490116986863	1.0	0.941369635059152	0.6926762089761873	0.9093832710285858	0.8380115689254828	0.9252942929372955	0.9009018701857275	0.9456719555605112	0.8374273192787386	0.9250504208749268	0.8971538043715698	0.9511910281163621	0.9436531643704221	0.9452924541158627	0.9325635061760273	0.9426835446999885	0.9228288376757557	0.6598669397512114	0.9016224012790894	0.9316675697757746	0.9137149344251498	0.9432306266794732	0.6309198475995229	0.7701231945153565	0.9506146032416727	0.9502664008852425	0.7636886236291163	0.8119602944983375	0.9201462449897007	0.9255681599592068	0.6215196881045859	0.6003008624854997	0.6387074519868726	0.892539145052364	0.9385761914356566	0.9562425705419503	0.9441572101036065
ZeeviD_2015__PNP_DietIntervention_27__bin.7	0.9420618738792703	0.6746994428509444	0.9450741649483745	0.7076944934013739	0.7400739025648312	0.9238946933248346	1.0	0.6819367489271073	0.912767711209153	0.8381074339017457	0.9206481769463419	0.9117744935037675	0.9459317111630758	0.8503716246916994	0.9241916347006716	0.8913373753198199	0.9438934390035058	0.9455150972930978	0.9453327087325083	0.8943682252249139	0.9393862016974296	0.9156129727543488	0.6582467147660499	0.8964628138523152	0.9332809846166449	0.9099333289816063	0.9412241664202822	0.639298783180319	0.7613013711779997	0.9460181057444077	0.9444668430396046	0.7669854946697743	0.8206557284727102	0.9205048259373172	0.9780199385894517	0.6151249393638031	0.597187504399724	0.6453156858001866	0.9350370344771975	0.9361320058005962	0.949066234565768	0.9986573642101167
SchirmerM_2016__G89100__bin.16	0.9393914811548617	0.6926370109462214	0.9319544356664163	0.7136676427461766	0.7686002461569595	0.9266056246254655	0.9294937383496319	1.0	0.8821002369980365	0.8662832130897583	0.9152450709729306	0.8834034209013601	0.9460836009047271	0.8454628003799645	0.9205467789812312	0.8962677824851735	0.9305779803789701	0.9411177200736552	0.9416899346925175	0.8859871094700648	0.9388009486899687	0.9038539875770113	0.8454880964530544	0.9122016916966948	0.9132519148691189	0.9024417688758861	0.9361413719019943	0.5260710924327233	0.8828172498283793	0.9385427542887748	0.9443669570481402	0.7813913363566503	0.8754796440755288	0.9026240750578103	0.9054825313169746	0.6547548330764473	0.7631729300615916	0.7102692461682991	0.8979495352064639	0.929055854601661	0.9414832047158859	0.930509942665142
NielsenHB_2014__O2_UC44_2__bin.59	0.9324775437091276	0.6699260899037565	0.9422656375359808	0.7093221032776524	0.7477232612134093	0.9133951815987765	0.934135199478667	0.6623156750313554	1.0	0.8370631133932168	0.9238775129268988	0.9174505765118495	0.9349244034305811	0.8443473676282293	0.9365879536694709	0.9008183488281467	0.9487862305195974	0.9360332186094947	0.956118950391491	0.8933775636848292	0.9242036735642873	0.9044080806625383	0.6433603714825573	0.9019343683584885	0.9308775227510143	0.9163109791041062	0.9286173212256567	0.664683286887098	0.7589496055617593	0.9354771736674405	0.9519089893932299	0.7642114018685467	0.8147328986707971	0.9278084690425744	0.9318265323164282	0.6160028293452882	0.5795232684177607	0.6362942126135095	0.8825422191367223	0.9293855670643251	0.9380910433538221	0.9387152021639252
BritoIL_2016__M1.16.ST__bin.6	0.9115888801945293	0.6778101712788842	0.9129028503476342	0.6893245884903506	0.7336791444750149	0.9011051652909946	0.9182540884524881	0.6963389734485477	0.8961318513657156	1.0	0.9048444410788858	0.8930166062268442	0.9212662633605663	0.8360412056552602	0.9122865324369729	0.8714700198848419	0.9272366240082119	0.9320563843243501	0.9251499777031745	0.8821199092421043	0.9182975602505098	0.8919375240146626	0.6668601862836661	0.8835544785768175	0.9007665059612456	0.9029597282872392	0.9225178304487692	0.6006182811531525	0.7527043665317639	0.9172219838284912	0.9215383126772176	0.7463518747563476	0.8162727560839482	0.9142034984981195	0.9134679837219151	0.6197591942852816	0.612888546723769	0.6508948178812126	0.8755100924687214	0.9133410741180134	0.9329391422874018	0.9197559689583316
