	XieH_2016__YSZC12003_37877__bin.27	XieH_2016__YSZC12003_35520__bin.137	CosteaPI_2017__SID713A026-11-0-0__bin.18	QinJ_2012__T2D-016__bin.17	HMP_2012__SRS049959__bin.78	BackhedF_2015__SID7_12M__bin.16	BackhedF_2015__SID39_4M__bin.19	QinJ_2012__DLM022__bin.27	XieH_2016__YSZC12003_36526__bin.42	QinJ_2012__CON-007__bin.17	ZellerG_2014__CCIS52370277ST-4-0__bin.29	XieH_2016__YSZC12003_36211__bin.8	XieH_2016__YSZC12003_36667__bin.35	QinJ_2012__T2D-049__bin.25	VincentC_2016__MM056.2__bin.9	VatanenT_2016__G80598__bin.6	XieH_2016__YSZC12003_35636__bin.35	RaymondF_2016__P19E0__bin.22	XieH_2016__YSZC12003_36695__bin.43	XieH_2016__YSZC12003_37652__bin.104	LiJ_2014__V1.FI14__bin.22	ChengpingW_2017__AS96raw__bin.56	ZeeviD_2015__PNP_Main_178__bin.27	VogtmannE_2016__MMRS15137911ST-27-0-0__bin.28	YuJ_2015__SZAXPI015225-18__bin.46	BackhedF_2015__SID39_12M__bin.10	XieH_2016__YSZC12003_36058__bin.76	LeChatelierE_2013__MH0229__bin.61	WenC_2017__N253__bin.60	ZeeviD_2015__PNP_Main_471__bin.17	BackhedF_2015__SID570_B__bin.3	VogtmannE_2016__MMRS40913371ST-27-0-0__bin.26	ZellerG_2014__CCIS13047523ST-4-0__bin.11	LiuW_2016__SRR3992973__bin.110	HMP_2012__SRS011239__bin.45
XieH_2016__YSZC12003_37877__bin.27	1.0	0.9864077465308144	0.9856389181273701	0.9850044408672146	0.9863817534059107	0.9866843489174992	0.9833662034492263	0.9857003707955031	0.9853697849527163	0.9838524644178612	0.9862890553818647	0.9868599511804355	0.9853370403089783	0.982584617346999	0.9862497729109713	0.9857950257265843	0.9856013881976173	0.9864654343259888	0.98644327425622	0.985438490525215	0.9836201985546857	0.9861424432768519	0.9846253726172451	0.9860583940908991	0.9858092089623524	0.9834582911072817	0.9856832878003926	0.9860098071024407	0.9841057045943317	0.9842962220670777	0.9857407254441308	0.9852737814745367	0.9839267809763743	0.9850064604696609	0.9866224732887682
XieH_2016__YSZC12003_35520__bin.137	0.9864077465308144	1.0	0.9867900034389367	0.9854457346756654	0.9880501979728444	0.9869727315487948	0.9835195696228275	0.9879167323850285	0.9846760541557751	0.9849684294253863	0.9877568729758197	0.9883828298374564	0.9876344932816918	0.9821185556833004	0.985863811708447	0.9878066051122837	0.9848781890024851	0.9990715395445592	0.9996193073779821	0.9850283932783984	0.9850134414241657	0.9883209360214722	0.9857969361494986	0.9853478356018678	0.987851948623623	0.9838015286421435	0.9849634107961542	0.9882720691872289	0.9858077175151823	0.9855250684180946	0.9872051490000517	0.9876954211381562	0.9851368646067162	0.9855028591470326	0.9995615292056236
CosteaPI_2017__SID713A026-11-0-0__bin.18	0.9856389181273701	0.9867900034389367	1.0	0.9843195656040559	0.987123683374019	0.9856084157594005	0.9846758137466146	0.9860884529667538	0.984626021668445	0.9844396950310442	0.9873906895301883	0.9869310334206812	0.9867238217680705	0.9817061491511044	0.9853994928548088	0.9868147329224356	0.9851104779478222	0.9864161172310483	0.9869189227327887	0.9845467225147118	0.9837405964516193	0.9863213224233289	0.9854699125417841	0.9857037630266584	0.985896182509975	0.9846315347235178	0.985179592460001	0.987072370790866	0.9852125821567435	0.9851265896306902	0.9869207946659604	0.9873224582781152	0.9846691165741783	0.9848955978430216	0.9866190602829472
QinJ_2012__T2D-016__bin.17	0.9850044408672146	0.9854457346756654	0.9843195656040559	1.0	0.9860936136819805	0.9848086010901081	0.9813076788838739	0.9849016651665167	0.9861111343742568	0.982337952088938	0.985117174906144	0.9854915645202805	0.9845842367899491	0.9822224982074437	0.9865788474094892	0.9846550931380329	0.9860992888960713	0.9857729464708431	0.9853828358582587	0.9853729241386694	0.9819341447111434	0.9849885152715963	0.9834560094638464	0.9864726364985852	0.9848923043451234	0.9813507047475224	0.9860664536741214	0.9845725931366424	0.9828223670131412	0.9833420386917394	0.9852812676761635	0.9843880899739854	0.9829521249634496	0.9861711992190085	0.9856961990279864
HMP_2012__SRS049959__bin.78	0.9863817534059107	0.9880501979728444	0.987123683374019	0.9860936136819805	1.0	0.9879841658622782	0.9838775874870563	0.9890734715262897	0.9854106620724516	0.9861141964718739	0.9882864672181766	0.9893168451105063	0.9883848833396929	0.9837778382293376	0.9859080063566744	0.9885464283712231	0.9854121254973496	0.9880853848124762	0.9884159015428194	0.9850903448353393	0.9856837199597375	0.9890997123059507	0.9874874104790388	0.9856109678740871	0.9891320967932186	0.9839613481080511	0.9853128883446213	0.9890306492468567	0.9864749757776943	0.987031290638017	0.9884863612459032	0.9880405517938813	0.9870296180015558	0.986141180725641	0.988492436563675
BackhedF_2015__SID7_12M__bin.16	0.9866843489174992	0.9869727315487948	0.9856084157594005	0.9848086010901081	0.9879841658622782	1.0	0.9821149998408154	0.986674441385117	0.9838359860385012	0.9847267957530068	0.9867234117151412	0.9883398094999482	0.9862469716897702	0.9812842775588067	0.9847184012297961	0.9864651845837252	0.9839912512327431	0.9870308730080095	0.9871618086278519	0.9837166156614442	0.9838377359722105	0.9871334475689472	0.985654953380872	0.9845132302224219	0.9870304131205873	0.9822396348915322	0.9841251748005218	0.9869518317081039	0.9850953195063424	0.9851860910831791	0.986853783854429	0.9868064014938764	0.9849002893892363	0.9838818395523696	0.9872894450867625
BackhedF_2015__SID39_4M__bin.19	0.9833662034492263	0.9835195696228275	0.9846758137466146	0.9813076788838739	0.9838775874870563	0.9821149998408154	1.0	0.9826335550754575	0.9846136613624537	0.9816966262412647	0.9844428708621258	0.9831742984835349	0.9840446700144353	0.9812134562625899	0.9838478692280939	0.9833348087990563	0.9846229849132728	0.9843438722487385	0.9839513326660769	0.9841002037858799	0.9812533874878594	0.9836287168118777	0.9827654693122942	0.9838374070427632	0.9829608349953655	0.9998244002968223	0.9845526650048719	0.9840645205120664	0.9817558126043595	0.9826197810765542	0.98375140313402	0.9841418576283617	0.9825097006006497	0.9847758497348168	0.9839074563452055
QinJ_2012__DLM022__bin.27	0.9857003707955031	0.9879167323850285	0.9860884529667538	0.9849016651665167	0.9890734715262897	0.986674441385117	0.9826335550754575	1.0	0.9853181258780187	0.9850984816235059	0.9881077188979074	0.9881725819756156	0.9865322605352247	0.9823093881420935	0.9861172523545018	0.9868558526540445	0.9850546018944335	0.9877868076795429	0.987817350479085	0.9848412917927484	0.9855348213043909	0.9992627707912408	0.9865902191572556	0.985895490871784	0.9990961575576874	0.9824433093573267	0.9850725168845497	0.9876485632963942	0.98578673966635	0.9862860202568126	0.9874102920827186	0.987047855413483	0.9856007243962749	0.9847805565064783	0.9878972202914766
XieH_2016__YSZC12003_36526__bin.42	0.9853697849527163	0.9846760541557751	0.984626021668445	0.9861111343742568	0.9854106620724516	0.9838359860385012	0.9846136613624537	0.9853181258780187	1.0	0.981938493038682	0.985025907552737	0.9850681588799381	0.9849640605870532	0.9823826232189938	0.9893811078331269	0.9846332122052868	0.999317276556859	0.9846401947430689	0.9848848060049865	0.9965067549632948	0.9818126334171434	0.9852356690189069	0.9833446646371192	0.9903158328340026	0.9852492393213723	0.9846973419012828	0.9993174812899134	0.9847085578439125	0.9829997945512838	0.9829179327238411	0.9854487570023229	0.9843712993137522	0.9827598350872084	0.9965366629102617	0.9848062889217216
QinJ_2012__CON-007__bin.17	0.9838524644178612	0.9849684294253863	0.9844396950310442	0.982337952088938	0.9861141964718739	0.9847267957530068	0.9816966262412647	0.9850984816235059	0.981938493038682	1.0	0.9864730634231517	0.9855577185545613	0.9860625175298332	0.982572873755019	0.9829663108532145	0.9854122825632818	0.9815250796963585	0.98478558193557	0.984875899548955	0.9810166028486531	0.9880883099664025	0.9856525106029834	0.9951911659222558	0.9822674734668327	0.9850760790035449	0.9816046132430789	0.9816672281021712	0.9863574795388648	0.9892977271368149	0.9946028522416264	0.9848266435067048	0.9859386948385463	0.9967295982398785	0.9830049901961695	0.9849670059797941
