	LoombaR_2017__SID1048_bav__bin.12	ZeeviD_2015__PNP_Main_398__bin.8	Obregon-TitoAJ_2015__NO05__bin.36	LiJ_2014__V1.UC38-4__bin.41	IjazUZ_2017__S45_a_WGS__bin.8	LiJ_2014__V1.CD48-0__bin.29	YuJ_2015__SZAXPI017582-94__bin.3	LiJ_2014__O2.CD1-0-PT__bin.50	XieH_2016__YSZC12003_37179__bin.24	HMP_2012__SRS043411__bin.21	ZeeviD_2015__PNP_Main_155__bin.42	SchirmerM_2016__G88887__bin.20	YuJ_2015__SZAXPI015237-23__bin.30	Obregon-TitoAJ_2015__NO10__bin.25	KarlssonFH_2013__S347__bin.4	QinJ_2012__T2D-068__bin.33	LoombaR_2017__SID1019_aas__bin.1	SchirmerM_2016__G89000__bin.6	NielsenHB_2014__V1_CD21_0__bin.1	NielsenHB_2014__V1_UC32_0__bin.37	LiJ_2014__V1.CD3-0-PN__bin.6	VogtmannE_2016__MMRS40913371ST-27-0-0__bin.15	XieH_2016__YSZC12003_36697__bin.51	HeQ_2017__SZAXPI029564-74__bin.33	LiJ_2014__O2.CD3-0-PT__bin.58	VincentC_2016__MM104__bin.7	IjazUZ_2017__S151_a_WGS__bin.15	BackhedF_2015__SID585_M__bin.15	Obregon-TitoAJ_2015__NO12__bin.20	ZellerG_2014__CCIS95097901ST-4-0__bin.47	KarlssonFH_2013__S640__bin.13	NielsenHB_2014__V1_CD6_4__bin.37	LiJ_2014__MH0358__bin.15	HeQ_2017__RSZAXPI003082-116__bin.8
LoombaR_2017__SID1048_bav__bin.12	1.0	0.3979863913804343	0.38505828012351223	0.4355202911338274	0.7526035242597345	0.7290304844523184	0.6607070635989146	0.501291805829327	0.6842932495895684	0.6462172631038449	0.678440878134108	0.5422077545468394	0.6821438486302064	0.7136235443501958	0.707118503562229	0.6487672359995081	0.7313422794399107	0.6866170308030539	0.7268331385893836	0.5139658864278032	0.6586697918495211	0.6666893502769591	0.7283449496617177	0.6779138708472561	0.6555085214333052	0.4810710427475214	0.7026000830529459	0.4682968191649699	0.7054040866070551	0.6440581958332785	0.6945573254786178	0.7393614512149007	0.6245028616147689	0.7203342842405875
ZeeviD_2015__PNP_Main_398__bin.8	0.773717102592705	1.0	0.47638662966381734	0.5005953329504761	0.7729503859140616	0.7574273799036042	0.7409760453655736	0.5961921241660076	0.7487897903405725	0.7165222934149561	0.7412737118408115	0.608736962058048	0.7458747635956907	0.7573259026961366	0.7981490557357924	0.7318235529350214	0.7813436784961529	0.7772176904088253	0.7800733341952633	0.6154352094339226	0.7599996391921513	0.7621780165791205	0.7766268675564588	0.737418329640064	0.7579994106805136	0.5812201018079479	0.766452086221049	0.5490661090180915	0.7790525486564418	0.6854146433865423	0.7734585236344175	0.7887019035620755	0.7083702910817321	0.8001936335455083
Obregon-TitoAJ_2015__NO05__bin.36	0.8056605452633282	0.5127093277242942	1.0	0.5392654315993852	0.8113850012134941	0.802981959388399	0.8074759323679315	0.6350149664266644	0.790703017555214	0.793744842650271	0.7740635870884232	0.6859857616697678	0.7993657471078391	0.8048984709974921	0.8140360812232019	0.767098131219157	0.8142448022004692	0.8159283229512175	0.8075018202410807	0.6596359517838363	0.795683197152334	0.7841283067712967	0.8201569452309684	0.7773796618396569	0.7925289216082841	0.632249008979856	0.8025620904457569	0.6542998139309119	0.8135005258474234	0.7201423833023218	0.7957843216568239	0.8093519941752285	0.7423849203138905	0.8251654396893455
LiJ_2014__V1.UC38-4__bin.41	0.8146557273186206	0.48165773939105516	0.4821061523707305	1.0	0.8241136249560627	0.7977281373358772	0.7690174114420527	0.5913330449989658	0.7786749251801246	0.7516283900382887	0.7528253633953252	0.6279611529710253	0.7646352594358387	0.7861937983038417	0.7973838718869652	0.7481944145100654	0.8207917526727583	0.7969079755311163	0.8055862131813165	0.6161172643336655	0.7704045986920806	0.7892813386429287	0.8109085859513661	0.767026313162946	0.7747816879711049	0.6046581429627369	0.7942030327182361	0.5734485995773346	0.8287554225424437	0.7294037409214452	0.8037137273678014	0.8440086963188188	0.7539774954543943	0.803676118537248
IjazUZ_2017__S45_a_WGS__bin.8	0.8476107033244963	0.44778323364140865	0.43674860913217517	0.4961940561084964	1.0	0.8322249356386148	0.7290607766564129	0.5521880258211955	0.7793101225914559	0.7311875764237018	0.7500134993433222	0.6005531247060627	0.7506418720018394	0.7733299134996917	0.7916907622687258	0.7210952931708999	0.816613598280445	0.7616812866006389	0.7989708274836179	0.5872305792350487	0.7516900306914102	0.7416578412895269	0.8108911830998672	0.7397518211049604	0.7583295302925265	0.5639193906309331	0.7909557012516939	0.5438876715287527	0.801770417103581	0.714474083002672	0.7737431675904282	0.8348581785118324	0.7049008712737458	0.7950551469947849
LiJ_2014__V1.CD48-0__bin.29	0.8995608332955632	0.48074178858452826	0.4735490919673762	0.5262281042836048	0.9117911847004913	1.0	0.7922982421404428	0.5982237722535383	0.8498126206157876	0.7857415142544305	0.810172637123303	0.6538388322602653	0.8160332822045643	0.8361796074932669	0.8225728346409735	0.7796647447656625	0.8564962559905345	0.8263104033129534	0.8418331929876456	0.6431337561992638	0.8043148546169756	0.8076010906410498	0.8442530229984041	0.7932882159717368	0.8204903113765885	0.5858703301264543	0.8316548307144749	0.5733308206286691	0.8676178367044128	0.7468281476993247	0.8222479323859799	0.8783210043821251	0.7491702110910466	0.8362306567462541
YuJ_2015__SZAXPI017582-94__bin.3	0.8564971286995217	0.4940912410423796	0.5002889595401508	0.532951161577253	0.839171084598231	0.8323784051739045	1.0	0.6234112864137891	0.8001497677547218	0.8047666043970971	0.8128389259827506	0.6647172131168083	0.9426196024337761	0.8108304942787014	0.8474489108004706	0.8339778325678704	0.8784169528276683	0.8354589694996062	0.8716097377109492	0.6410886932863646	0.8085654324193057	0.8398913532178263	0.876504757431874	0.8278397605319863	0.8165214684658177	0.6135831534332553	0.8344304439551319	0.6015721604399603	0.8469376554128663	0.7415348387966653	0.8310165611659429	0.8403920827592152	0.7607886164476874	0.8564414920838118
LiJ_2014__O2.CD1-0-PT__bin.50	0.8424150984588874	0.5153565455374791	0.5100278229364439	0.5312536955383238	0.8239338331325561	0.8147312117207206	0.8081523412981525	1.0	0.7876106712202198	0.7676440431495928	0.7853858759286766	0.6505966791811402	0.7939900637939258	0.8083563675018746	0.8349635936681702	0.7807088676025882	0.8461525466238862	0.8684115455439768	0.840646438183309	0.7574056963596267	0.8145018446827782	0.8360616964843817	0.8531277736842584	0.8152588208844861	0.7860720277475637	0.6213618034356974	0.8360870373186019	0.6585303095870224	0.8272170955765301	0.7266919555196886	0.8408939986406917	0.8315224383340546	0.797001074711277	0.8654564144149062
XieH_2016__YSZC12003_37179__bin.24	0.9001754279776344	0.5066765884268398	0.4971330826444306	0.5476150390961771	0.9102591034099353	0.9059896269116385	0.8119685725025165	0.6165395674268546	1.0	0.8011519550123115	0.8173346645988986	0.6752792020951665	0.8107397119807289	0.8531303136391819	0.8537193121839791	0.8096507258974726	0.8815161778775605	0.8415527792033668	0.8571546283943076	0.648857683608089	0.8196184327043732	0.8268415487101288	0.8632399294219014	0.808078028574059	0.8453970374085283	0.6171601012996115	0.8465785949383764	0.6121556482061231	0.883545628822069	0.775403868367472	0.8381210234332919	0.8959868243365247	0.772106900692709	0.8561526187801016
HMP_2012__SRS043411__bin.21	0.7297449645674965	0.4162059495168692	0.4283983984421051	0.45376396669388325	0.733147183519847	0.719096875040934	0.7010444183436887	0.515842236941496	0.6877372536862466	1.0	0.7034113881769399	0.5544346299781249	0.6958153405493676	0.6815165897470604	0.73591672597554	0.6899789107834446	0.7579879228213267	0.7080322407401747	0.7425465119833032	0.5513057412444821	0.7104887196706066	0.7081994699314929	0.7317691800530067	0.6902251699581272	0.6948062892148087	0.5232217162168652	0.7157234736515781	0.5182257987049561	0.7270304374593388	0.6218555017530685	0.7066638431276661	0.742829884686085	0.6451946713706245	0.7353403747156448
