	LoombaR_2017__SID1048_bav__bin.12	ZeeviD_2015__PNP_Main_398__bin.8	Obregon-TitoAJ_2015__NO05__bin.36	LiJ_2014__V1.UC38-4__bin.41	IjazUZ_2017__S45_a_WGS__bin.8	LiJ_2014__V1.CD48-0__bin.29	YuJ_2015__SZAXPI017582-94__bin.3	LiJ_2014__O2.CD1-0-PT__bin.50	XieH_2016__YSZC12003_37179__bin.24	HMP_2012__SRS043411__bin.21	ZeeviD_2015__PNP_Main_155__bin.42	SchirmerM_2016__G88887__bin.20	YuJ_2015__SZAXPI015237-23__bin.30	Obregon-TitoAJ_2015__NO10__bin.25	KarlssonFH_2013__S347__bin.4	QinJ_2012__T2D-068__bin.33	LoombaR_2017__SID1019_aas__bin.1	SchirmerM_2016__G89000__bin.6	NielsenHB_2014__V1_CD21_0__bin.1	NielsenHB_2014__V1_UC32_0__bin.37	LiJ_2014__V1.CD3-0-PN__bin.6	VogtmannE_2016__MMRS40913371ST-27-0-0__bin.15	XieH_2016__YSZC12003_36697__bin.51	HeQ_2017__SZAXPI029564-74__bin.33	LiJ_2014__O2.CD3-0-PT__bin.58	VincentC_2016__MM104__bin.7	IjazUZ_2017__S151_a_WGS__bin.15	BackhedF_2015__SID585_M__bin.15	Obregon-TitoAJ_2015__NO12__bin.20	ZellerG_2014__CCIS95097901ST-4-0__bin.47	KarlssonFH_2013__S640__bin.13	NielsenHB_2014__V1_CD6_4__bin.37	LiJ_2014__MH0358__bin.15	HeQ_2017__RSZAXPI003082-116__bin.8
LoombaR_2017__SID1048_bav__bin.12	1.0	0.4042930794624912	0.39009752148047677	0.43962228695643435	0.7613322032771115	0.7360981045523686	0.6660347476822119	0.5072164812925946	0.690363306373347	0.6586253268179818	0.6847676721434697	0.5453639984812292	0.6879351289988562	0.7214316038884864	0.718784581228333	0.654209369207463	0.7378651062404932	0.6933362770473054	0.7333254198465609	0.5194505514050564	0.6792903535627317	0.6727393011334329	0.7344378189399382	0.6840987634081402	0.66075655511228	0.48510808095883623	0.7101193132124555	0.47529406851945366	0.7111802875302266	0.6500006573091619	0.7009896756063291	0.7467619790728229	0.6303196610449978	0.7280445207094918
ZeeviD_2015__PNP_Main_398__bin.8	0.7859778043038362	1.0	0.4840680784275994	0.5079851287031664	0.7867482793975712	0.7698677338561039	0.7521099742323062	0.6042140853370697	0.7606355630256143	0.735018957445721	0.7523497611151367	0.6184028539900838	0.7572627613226013	0.7707765186252018	0.8136269607651532	0.7424110082474661	0.7933766202527459	0.7874142705517654	0.7914027006467481	0.6231782962052035	0.7799680985727043	0.7727496865481813	0.7878773072910246	0.7491889340232781	0.7683312937667437	0.5896329381485145	0.775921037202296	0.559985808224615	0.7902436054325636	0.6958284599217648	0.7838670783885119	0.801071599310857	0.717849765625235	0.8124317847660912
Obregon-TitoAJ_2015__NO05__bin.36	0.816204190599466	0.5209764582153548	1.0	0.5466620823557965	0.8232456920961088	0.8146120864007766	0.8176288326187202	0.6431186797184694	0.8019941752285413	0.8122676158886821	0.7843159938516301	0.6942294312757867	0.8095202653506998	0.8167065771377721	0.8298454817571393	0.7770188496076369	0.824828897338403	0.826074751233719	0.8182242537011568	0.6685090203058005	0.816184774694604	0.7938475851468327	0.8305007685462341	0.7876895073214141	0.8019415904862066	0.6395235013348435	0.8135506836016504	0.667520427149907	0.8235126607879621	0.7304465658118275	0.8061257179839819	0.8195647601326753	0.752380066337675	0.8363223040207103
LiJ_2014__V1.UC38-4__bin.41	0.8223286519982584	0.48876797810587463	0.48871879732745865	1.0	0.8342716254391915	0.8062067588854478	0.7765160336570104	0.5980838300833036	0.7873039820519089	0.7679925708094723	0.7596817425039092	0.6329667436683364	0.7719574094458918	0.7957037697066656	0.8119797143753968	0.7554630442612541	0.829036765524853	0.8055797039606438	0.8135440970770706	0.6218200648896977	0.7934392841593052	0.7974005065620177	0.8189829125724875	0.7750897910829463	0.780582850083969	0.6091929000313889	0.8033246206209218	0.5835169174645284	0.8345826215379987	0.7371916618329676	0.8114618697085461	0.8496312164865542	0.7621075120746044	0.8119565704796717
IjazUZ_2017__S45_a_WGS__bin.8	0.8574412735019212	0.45577658673894184	0.4431329275982317	0.5023101295588589	1.0	0.8372815283695232	0.7381959129213972	0.5604130450686463	0.7839961365750338	0.747963341009089	0.7598910994910312	0.6065760091412328	0.7601650055216669	0.7834831615287876	0.8076787748518556	0.7302317358239476	0.8271679074450184	0.7709270303883282	0.8090848838708105	0.594693974241511	0.7733869591117954	0.7515454570790556	0.8207213178146043	0.7494225764759572	0.7664226043455693	0.5703145956641851	0.8021440440897262	0.5521814938808783	0.8115722467436101	0.7229390421911089	0.7832014171697712	0.8444949677931796	0.7146513163166127	0.8060475316233003
LiJ_2014__V1.CD48-0__bin.29	0.9082816678315756	0.4886377244437659	0.480407821508911	0.53182109860855	0.9173312213891599	1.0	0.8005400724708555	0.6063844962941582	0.8531937987085016	0.8026559924428022	0.8199521472890222	0.6591694238829398	0.8247550709322213	0.8452191420385827	0.8385016328604519	0.7880420703096114	0.8655901794595936	0.8354043267820125	0.8508002089679702	0.6504171010226549	0.8281305238750677	0.8167932958495049	0.8531274823892004	0.8024288948313824	0.8283437857076404	0.5915444307411922	0.8420216458374582	0.582791630785085	0.8760963065626916	0.754125805397385	0.8314534962774598	0.8872751387752473	0.7579564077547155	0.846593655102659
YuJ_2015__SZAXPI017582-94__bin.3	0.8634035875091287	0.5015154712396289	0.5065794057307719	0.5381479222230187	0.8496859037366253	0.8410371667629866	1.0	0.6299919452214914	0.8082276028788691	0.819830594023625	0.8183935653998393	0.6684383503693319	0.9428241045888178	0.8214174906482868	0.8632632428929236	0.8389836242894427	0.8842026596307232	0.8426040141567619	0.877230038359191	0.6467561096271895	0.8338019005668419	0.8460690224847112	0.8822879580810681	0.8332966599485035	0.8224219571156975	0.6181258079213509	0.8427804473885626	0.6124558854266652	0.8540155351465524	0.7484929243758048	0.8371857095097011	0.8490839255792598	0.7673131374089076	0.861979089654647
LiJ_2014__O2.CD1-0-PT__bin.50	0.8523714472475306	0.522290837404111	0.5165365187411713	0.5373186018617067	0.8362065940749231	0.8258454417037357	0.8166831057206608	1.0	0.7978958010887462	0.7859589686410425	0.793051803162796	0.6565075912042614	0.8022791156438717	0.819406920516849	0.8503792678188299	0.789090835844675	0.8555156599857832	0.8762470614378779	0.8500667308634466	0.764673967425982	0.8372540152226939	0.8441350263609653	0.8626136926273766	0.824521870439462	0.794598243815212	0.6285858904834122	0.8454274089061986	0.6710454328669321	0.8363300494211244	0.7362428509608074	0.8487041737003725	0.8414040641499969	0.8040971580579305	0.8756648720157919
XieH_2016__YSZC12003_37179__bin.24	0.9081604781976441	0.5146921567061655	0.5042320918756349	0.5536835551911473	0.9157325173482451	0.9095943183511703	0.8201657232347719	0.6245907401087155	1.0	0.8176220429907901	0.826600964675855	0.6805196615140314	0.8188671798108796	0.8619922494302024	0.870187874259492	0.818251732281342	0.8906258185833619	0.8507092142667858	0.8665190948953968	0.6558285169901665	0.8432012630407483	0.8357441752469038	0.8720662608103867	0.8168311166201859	0.8533495350319346	0.6236355248521273	0.8567538245486251	0.6215791162885564	0.8918623086199784	0.7825110157478272	0.8469824505899903	0.9053792657253201	0.7809347579841601	0.8665430007085276
HMP_2012__SRS043411__bin.21	0.7437568496290831	0.4269500975867474	0.4383954730228314	0.46364315124417643	0.7499679077139376	0.7345767092962838	0.714166888620119	0.5281495194889686	0.7018757613731132	1.0	0.7167779344793409	0.5646880062176075	0.7090504612993228	0.6976867356250573	0.7560078069397931	0.7031053107275561	0.7721923615992874	0.7224532478703384	0.757147410567313	0.5637689006099718	0.7370947530203863	0.7224497548323997	0.7457644731843843	0.7027215131840351	0.7082544852790282	0.5335401502879573	0.7311683775275404	0.5316739947691757	0.7412877084361232	0.6352539220266606	0.720976129451986	0.7587882651390447	0.6585354565182271	0.7494212472765219
