	CM_madagascar__A92_01_1FE__bin.44	BritoIL_2016__W3.18.ST__bin.6	BritoIL_2016__WL.1.ST__bin.16	LiuW_2016__SRR3993004__bin.60	BritoIL_2016__W1.1.ST__bin.29	CM_madagascar__A79_02_1FE__bin.25	CM_madagascar__A28_02_1FE__bin.17	BritoIL_2016__W2.39.ST__bin.64	LeChatelierE_2013__MH0318__bin.90	LiuW_2016__SRR3992977__bin.26	BritoIL_2016__W1.31.ST__bin.33	BritoIL_2016__W1.26.ST__bin.22	BritoIL_2016__W1.53.ST__bin.2	ZeeviD_2015__PNP_Main_293__bin.37	BritoIL_2016__M1.29.ST__bin.37	CM_madagascar__A29_01_1FE__bin.4	LiuW_2016__SRR3992995__bin.68	BritoIL_2016__M1.20.ST__bin.42	BritoIL_2016__M1.26.ST__bin.16	BritoIL_2016__W1.2.ST__bin.84	LiuW_2016__SRR3992958__bin.44	BritoIL_2016__W2.5.ST__bin.28	BritoIL_2016__M2.37.ST__bin.9	BritoIL_2016__W2.19.ST__bin.23	BritoIL_2016__M2.58.ST__bin.49	BritoIL_2016__W2.46.ST__bin.71	BritoIL_2016__W2.9.ST__bin.79	BritoIL_2016__WL.26.ST__bin.9	BritoIL_2016__W1.9.ST__bin.73	BritoIL_2016__WL.3.ST__bin.74	BritoIL_2016__W2.61.ST__bin.104	BritoIL_2016__M1.44.ST__bin.7	BritoIL_2016__M1.1.ST__bin.106	CM_madagascar__A62_01_1FE__bin.43	BritoIL_2016__M1.22.ST__bin.45	BritoIL_2016__M1.52.ST__bin.77	BritoIL_2016__M2.51.ST__bin.49	LiuW_2016__SRR3993048__bin.23	BritoIL_2016__W1.3.ST__bin.9	LiuW_2016__SRR3992980__bin.10	BritoIL_2016__WL.25.ST__bin.8
CM_madagascar__A92_01_1FE__bin.44	1.0	0.9062368989120425	0.9019267246573447	0.7898931382656651	0.9320913985453236	0.920114791193391	0.5696428172936593	0.8698223830925486	0.729207039217349	0.6948550753744921	0.9009939346332886	0.9284292678862859	0.9195551171789573	0.9115664475279577	0.8564282919528636	0.9284536662218433	0.9221463989395651	0.9019698680555865	0.5971852651905674	0.8949958121149638	0.8592605816622705	0.9236704022898731	0.6463547547744121	0.9205655653198488	0.8997561654147642	0.9452078842328732	0.7174318669041041	0.7115637696618599	0.9009897690638031	0.9115241967517485	0.7980891937689031	0.9212814481899857	0.9229208973231753	0.8994621952253647	0.9161253657890704	0.9368532395485117	0.9285340022047764	0.6581114795656501	0.9179620843914623	0.8502540253534411	0.8386228627281207
BritoIL_2016__W3.18.ST__bin.6	0.899951216759215	1.0	0.9215511711375773	0.7925725373697058	0.9279387913634458	0.8547710216321613	0.5624551059742775	0.8716649149809461	0.7283385125514167	0.7005444753349157	0.9131735138027615	0.9332301921870582	0.921764210002544	0.9326906513168373	0.8551093427145288	0.9182243964071187	0.9230247145766747	0.908739587023717	0.5921026699590676	0.9134231918067793	0.8585968568937279	0.9281568533361857	0.657639748029095	0.9185677405972593	0.917788272461639	0.9466608004647261	0.727027185945699	0.7081332092724205	0.9107095317015719	0.9270006521175798	0.8042291021726714	0.9309757032277013	0.9318772033345162	0.9156153351343637	0.9362691723898086	0.9409551409882935	0.9278714226239001	0.6633997752602487	0.9624658613344507	0.8537155780459461	0.8531958341298899
BritoIL_2016__WL.1.ST__bin.16	0.8828904714054786	0.9084014155271091	1.0	0.7792441784263183	0.9543772117611079	0.8444009495099538	0.5571404022310571	0.8735532351784701	0.7279785049587137	0.6942228435784292	0.9358032242561929	0.9559124470269562	0.9077821952320619	0.9215439730875092	0.8703336391570915	0.9150147814816433	0.9061980281649118	0.9089664613278576	0.5846764821529993	0.8966615696040311	0.8544791530138203	0.9471047227926078	0.6492382075815166	0.9438044475512255	0.9334172164212795	0.9310370338008068	0.7194267988990345	0.7001470866646279	0.9365607933942068	0.9536117785835991	0.806587152489551	0.9525708127630449	0.9639617283411246	0.9209387333071198	0.9207904815996039	0.9243456099727672	0.9203244644443473	0.6648256076426814	0.9147806078611269	0.8537690593734982	0.8532844015320314
LiuW_2016__SRR3993004__bin.60	0.929448476728077	0.9391149873628142	0.9366880314874068	1.0	0.949268849783265	0.8960953388932983	0.6082563414375407	0.9047682400683693	0.7554257273427809	0.7768503000259431	0.9317133321172879	0.9525133102704837	0.9482937961027962	0.9456214137893247	0.8721254734787149	0.9407429944056076	0.9608119448802329	0.9275669907392657	0.6210717327911778	0.9220755304239505	0.919295314525709	0.9483722205280835	0.6751177154124652	0.949085042536498	0.9360910955717158	0.9453479786279436	0.7476193460453259	0.7394523524351659	0.9335997196326796	0.9436425974869873	0.8298477060680549	0.949451956811949	0.9479226805188476	0.9404205439784221	0.9512105545272075	0.9606613979924047	0.9576973748473963	0.7405628983146801	0.946959180436747	0.9055416309409565	0.8710761966814564
BritoIL_2016__W1.1.ST__bin.29	0.8996020979454745	0.9018494864260722	0.9409714484599674	0.7786175890168006	1.0	0.8564758444506217	0.5584028092068838	0.8753098558868598	0.7257941959598698	0.6884770942122711	0.9282268661996907	0.9602244401917833	0.9143987934286429	0.9204330860612521	0.8701603324733564	0.9165965015863243	0.8985366991129908	0.9124391487836648	0.5847230422506737	0.9028183963076895	0.8637642062749981	0.9470588674494524	0.6468613522696728	0.9458869287337204	0.9256417663910605	0.9321300739978359	0.7212985574901846	0.704184116999745	0.941389854416552	0.9598982156436158	0.8036794453263739	0.9498237353629707	0.9547515639250787	0.9101748173027663	0.910924329688961	0.9286320623594305	0.9347166096539493	0.6575371654762534	0.9174603074321763	0.8420929602120919	0.842338777301204
CM_madagascar__A79_02_1FE__bin.25	0.9434949525582889	0.8826126181923913	0.8845262129221952	0.780898895259063	0.909956703088631	1.0	0.5704214759514658	0.8557005565961201	0.7042995776484081	0.6847407600864168	0.8819310221103789	0.9009290636657726	0.8975488474649599	0.8910861938350642	0.8259089498691269	0.9051159674408202	0.8977627234065403	0.8802947643718684	0.5829089629884785	0.8772120218415848	0.8515700965431728	0.8992073775911101	0.62433102748016	0.9049710443705625	0.8930852169010199	0.9048956843740285	0.6968853133740196	0.6946113941263747	0.8831782758181975	0.8974850813140465	0.7828478817281298	0.8967827383503971	0.9023990412499874	0.8833543192109107	0.895478430718077	0.9064111220371242	0.9042561922576909	0.6523564033572116	0.899352910863769	0.8359330498129577	0.8171427821751336
CM_madagascar__A28_02_1FE__bin.17	0.8859256805000969	0.8808567801978787	0.8851640034964954	0.8039412851610419	0.8998089329071768	0.8651530919875374	1.0	0.8554720199387235	0.7117172854868139	0.7182429046270259	0.8782265419910311	0.8966035036216677	0.886106150750039	0.8876387596418545	0.8212557860381736	0.8927516206459817	0.8917192382674671	0.8713890332393809	0.5867707902884793	0.8777985035777071	0.8559532739385689	0.8894004269278272	0.6482620946302696	0.888446711068518	0.8897363792392577	0.8941037592878551	0.718124442103987	0.6983629497353334	0.8808822311305629	0.8931736433843077	0.777917012375169	0.8955919447335311	0.8969732362619336	0.8848622942581308	0.8820849033859458	0.8948390598703113	0.8898289280853818	0.6901159220572127	0.8930639730016506	0.8434573287348897	0.8160133566494726
BritoIL_2016__W2.39.ST__bin.64	0.9229109373564548	0.9313256241324149	0.9468539950504442	0.8158486177202178	0.9622747120257031	0.8854284232296372	0.5836336962523484	1.0	0.7491303234637925	0.7217451809075575	0.9395120592936449	0.9554694674791961	0.9464236949800745	0.9424092447270878	0.8734914636105996	0.9453010632484278	0.9460748456933845	0.9262412641666748	0.6163560750445848	0.9380519435009378	0.8869788294259583	0.9516198129978403	0.6755515370362711	0.9537599481240591	0.9424651237531005	0.9757945950143913	0.7667034878930356	0.7303013016024652	0.9411158189102832	0.9499380753053536	0.8272678281716793	0.9604363867800958	0.9605885545232493	0.9358180452632738	0.9443943708037456	0.9529009264868793	0.9477531106780399	0.6845439561150755	0.9387243860173629	0.8804264611497126	0.8641457754351382
LeChatelierE_2013__MH0318__bin.90	0.8577111659404694	0.8626731061998005	0.8747283321959158	0.755135702661557	0.884528321696677	0.8078859782665757	0.5382735751658004	0.830459341697727	1.0	0.6616819780565909	0.861877963847621	0.8761929760092393	0.8713979736469106	0.8669987925875374	0.8142184191646106	0.8770689625002187	0.8793598964075104	0.8526963795124853	0.5874656587397413	0.8485523299560782	0.8281530089068543	0.8752858417764712	0.6366906399286052	0.8678215829352371	0.8526116856527902	0.8793644460776594	0.696887325668889	0.6888358094038183	0.8543647085586294	0.8646042661907012	0.767710640978529	0.8741284756855128	0.8813949988625824	0.871394823875269	0.8714529196633244	0.8864066355189248	0.8767109384569619	0.6232852118221429	0.8776457206852504	0.8132815370885611	0.8040436068385042
LiuW_2016__SRR3992977__bin.26	0.9377844330373403	0.9520664701410816	0.957132605779073	0.8910234710337591	0.9627340266743124	0.9012336457905417	0.6232832622765244	0.9180439319412704	0.7592204190645077	1.0	0.9422606706686568	0.9601258663248551	0.9522166552020049	0.9538984066328791	0.8880004947272595	0.9452426874130864	0.9602796654647846	0.9274541905446859	0.6285019923614432	0.9403544447750658	0.9385706960033506	0.9549075378042703	0.6883993284238078	0.9525507567279092	0.9430907041470753	0.9582919220113876	0.7538029146342492	0.7305210176764604	0.9362536697960575	0.952505379958165	0.8394389182499344	0.9596620595190625	0.9583955256095646	0.9383353793036152	0.949862283511648	0.9558371592375257	0.9444624479120863	0.7751633262537542	0.9431340730951495	0.9328066415528332	0.8754873485148745
