	ZeeviD_2015__PNP_Main_470__bin.8	BritoIL_2016__W2.8.ST__bin.43	HMP_2012__SRS020233__bin.61	XieH_2016__YSZC12003_35561__bin.34	Bengtsson-PalmeJ_2015__TRAVELRES10__bin.126	XieH_2016__YSZC12003_37101__bin.25	Bengtsson-PalmeJ_2015__TRAVELRES26__bin.52	NielsenHB_2014__MH0124__bin.30	LeChatelierE_2013__MH0457__bin.66	NielsenHB_2014__O2_UC52_0__bin.44	Bengtsson-PalmeJ_2015__TRAVELRES9__bin.162	LiJ_2014__O2.UC29-1__bin.53	LeChatelierE_2013__MH0124__bin.49	ZeeviD_2015__PNP_Main_82__bin.19	ZeeviD_2015__PNP_Main_511__bin.22	ZeeviD_2015__PNP_Validation_42__bin.67	XieH_2016__YSZC12003_37314__bin.50	NielsenHB_2014__O2_UC52_2__bin.42	CosteaPI_2017__SID713A052-11-0-0__bin.55	LeChatelierE_2013__MH0147__bin.53	ZeeviD_2015__PNP_Main_179__bin.32	BritoIL_2016__W1.5.ST__bin.38	ZeeviD_2015__PNP_Main_283__bin.6	ZeeviD_2015__PNP_Main_225__bin.46	XieH_2016__YSZC12003_37332__bin.63	ZeeviD_2015__PNP_Main_500__bin.24	ZeeviD_2015__PNP_Main_473__bin.11	ZeeviD_2015__PNP_Main_89__bin.4	NielsenHB_2014__MH0147__bin.44
ZeeviD_2015__PNP_Main_470__bin.8	1.0	0.7332144553753347	0.8241511550848721	0.9178769272401713	0.9072505019639059	0.6598447640201753	0.8958161938049802	0.8087045923895062	0.9272737508184999	0.9166117707943424	0.8602520634099176	0.569838413547149	0.8516952207505409	0.9113709021918514	0.9070154455750635	0.8917678907047051	0.7290026991979442	0.7166686583909699	0.8100082664788849	0.9057512767611205	0.5698354506514913	0.9182576593321831	0.7538159626991189	0.8750848128882011	0.7235717114574187	0.8924370113073974	0.44351190047040906	0.48807434497784247	0.9038560111720918
BritoIL_2016__W2.8.ST__bin.43	0.7589984526541301	1.0	0.8227938819774334	0.924944268456074	0.931263491992089	0.6612830753486384	0.8834644598628091	0.8149901878744722	0.9260131486060341	0.9328706460769645	0.8742437711277632	0.5693900533315476	0.8476541633418581	0.9249764728795304	0.9198048514174803	0.8999229649743667	0.7034989850494798	0.7024761112187432	0.8065756320884875	0.8943239959248624	0.5625412459431373	0.9341782479055624	0.7501918207920959	0.8956045051432509	0.7175027974397995	0.8989179824899949	0.4829687162141093	0.49076423141587516	0.8916229138051162
HMP_2012__SRS020233__bin.61	0.7515886794067248	0.7248606767227113	1.0	0.9451240793405253	0.9407819216367079	0.6731046967987733	0.9247444895532874	0.8290706602628622	0.9425386896519113	0.944512070180653	0.8836988950960458	0.604964524634607	0.872916455570792	0.95043761582127	0.9441022627226077	0.9174328039611719	0.7619387945806341	0.7434596305878486	0.8429027878165594	0.9301683588111981	0.5801464048402314	0.9558619354170467	0.7862304694096746	0.9163848677470272	0.7330658326409388	0.9085404324594527	0.47189013557421455	0.4968726286896744	0.923407886767047
XieH_2016__YSZC12003_35561__bin.34	0.732607141365037	0.71316888712664	0.8271840741742151	1.0	0.9289111219543726	0.6618044098090702	0.9058794826660655	0.8159632691960546	0.9349414818604409	0.9217621894069041	0.8722619998250014	0.5727631897371945	0.8633622921989214	0.9298665201512556	0.9294889329100783	0.8898935109385999	0.7545552865761035	0.7113696326840777	0.8206972987929032	0.9182421146146758	0.5599733087599451	0.9347802781217754	0.7439718078703685	0.8768265487186077	0.7289061557756265	0.8889298357771399	0.4517531793397505	0.4862393493202247	0.9125723938794605
Bengtsson-PalmeJ_2015__TRAVELRES10__bin.126	0.7423310231080442	0.7360936976628515	0.8440846420861282	0.9522650861293955	1.0	0.669162351072087	0.914539307837486	0.8226045167173817	0.9432220349673264	0.9452075384484223	0.9415500745674943	0.5808927007897973	0.867680779203043	0.9503822114403627	0.9469506117120462	0.907667219272879	0.7626337457206016	0.7215571777728663	0.8311732127539305	0.9257335231292568	0.5626409378170533	0.9483647879806331	0.7634495234023949	0.8988383148029102	0.7310265020673238	0.9195834725623541	0.46230028295646886	0.4906403753789487	0.9214162450064426
XieH_2016__YSZC12003_37101__bin.25	0.7532628597714419	0.7292598697561987	0.8425856190639404	0.9465591148111736	0.933610838016037	1.0	0.9183383091756937	0.8245136151674499	0.938521475795759	0.9254531248590679	0.8804952240932993	0.5901689155670204	0.8655209075575679	0.9347873391119248	0.9351069730943726	0.9073371501501772	0.7500975250069902	0.7319122117093146	0.835710387935311	0.9298361128899874	0.5710573965671197	0.9435053982628147	0.7596763973698688	0.9002567218970136	0.7423744464187464	0.8981297747792439	0.47561818452407795	0.5107294419540178	0.9216908017570286
Bengtsson-PalmeJ_2015__TRAVELRES26__bin.52	0.7602018858491748	0.7242512359096659	0.8605149648053325	0.9631496304528477	0.9485102244102688	0.6826655000064953	1.0	0.8371863710289448	0.9575497454426289	0.9455018000678038	0.8911649378388878	0.5955138061072817	0.8856756843966326	0.9552952081864008	0.9516510713871145	0.9178698897330134	0.78330460684097	0.7356936410734782	0.8523139807710601	0.9474755678144272	0.5825573408864522	0.9582994419391703	0.7682683519542186	0.9162099971545896	0.743639418195289	0.9146381069597732	0.4726008769227997	0.5009129199651846	0.9410635465212028
NielsenHB_2014__MH0124__bin.30	0.7513147264501904	0.7314329153459761	0.8445982554728084	0.9497644434106778	0.9340124997075328	0.6710038991049814	0.9165245619757667	1.0	0.9559835594392152	0.9332981913823312	0.8781872625567101	0.5948275268829043	0.9712973756853484	0.9344804473579539	0.9357700560298495	0.9028939809545306	0.7558464783039742	0.7374749453028837	0.8354145534471914	0.9297463769611939	0.5734331438145349	0.9499520812430524	0.7630845274026933	0.8953109351566776	0.7296634309462957	0.9093773497738942	0.4636053714885002	0.5016453865178777	0.922294081242135
LeChatelierE_2013__MH0457__bin.66	0.7129592083141594	0.6878028925814382	0.794662180325404	0.9006466770851842	0.8863398198477317	0.6321150805764508	0.8675769960345846	0.7911797224664854	1.0	0.8874572286439373	0.8384324839052127	0.5476332043927872	0.837165859459361	0.8905713934235766	0.8860520196888722	0.8530970030815119	0.7407171159842234	0.6840990791913651	0.7873304902626347	0.8770311173480468	0.5399320821999779	0.900614024296712	0.7126592582805193	0.849042741740743	0.6956642412479137	0.8530066383878331	0.4333260434084651	0.467710948404038	0.8764114737342488
NielsenHB_2014__O2_UC52_0__bin.44	0.7245312669551498	0.712333317459735	0.8186643069652048	0.9128594101422924	0.9131213245138581	0.6407982962684813	0.8806919535689444	0.7940724601136809	0.9123519754432833	1.0	0.8600569263665412	0.5552186536118031	0.8367805063886029	0.9128379417511805	0.9129866591514286	0.8827685324910438	0.7356858526425247	0.7259634038095074	0.7981565287719378	0.8907961494293702	0.5521759970896669	0.9095587425924292	0.7372905172945456	0.8718122366706663	0.7022896234288065	0.8832548891333251	0.4383946951995897	0.47279798712364934	0.8882429722245859
Bengtsson-PalmeJ_2015__TRAVELRES9__bin.162	0.7398348882019258	0.7263262816039942	0.8333741745578	0.9398733653069866	0.9896511026918259	0.6633325504842127	0.9031442929662069	0.8129507310437616	0.937822102421297	0.9357602222328867	1.0	0.5659858993726022	0.8598138064856431	0.9398606245437214	0.9370304763304222	0.8971714231475036	0.7408205985865397	0.7125501189774943	0.8190603517215107	0.9164252645938011	0.5605090699370223	0.9364308110727424	0.7539431600575373	0.8877661917051685	0.7231958760697463	0.9121435187524924	0.45843644503825837	0.4846080962454245	0.9102379252601346
