	HMP_2012__SRS016541__bin.7	HMP_2012__SRS017445__bin.7	ZellerG_2014__CCIS76845094ST-20-0__bin.28	CM_cf__CF_TNFC018SA_t5M17__bin.3	HMP_2012__SRS015947__bin.20	HMP_2012__SRS024447__bin.10	HMP_2012__SRS019128__bin.8	HMP_2012__SRS064493__bin.1	HMP_2012__SRS023538__bin.14	HMP_2012__SRS053630__bin.9	HMP_2012__SRS024021__bin.38	HMP_2012__SRS015440__bin.36	HMP_2012__SRS018337__bin.12	CM_cf__CF_TNFC045IS_t1M15__bin.8	HMP_2012__SRS016360__bin.21	HMP_2012__SRS022602__bin.6	HMP_2012__SRS015470__bin.32	CM_periimplantitis__SP_162SPT_T016__bin.2	OhJ_2014__MET0094__bin.3	HMP_2012__SRS018975__bin.43	HMP_2012__SRS018394__bin.51	HMP_2012__SRS014690__bin.46	HMP_2012__SRS024144__bin.27	CM_periimplantitis__SP_163SPT_T016__bin.41	VincentC_2016__MM001.2__bin.8	CM_periimplantitis__SP_283SPT_T016__bin.19	VincentC_2016__MM017__bin.13	HMP_2012__SRS019225__bin.27	HMP_2012__SRS015989__bin.17	OhJ_2014__MET0103__bin.10
HMP_2012__SRS016541__bin.7	1.0	0.5866856530603661	0.8454857690596311	0.8874098736626325	0.6024988543965714	0.6646885176223692	0.6886288621224766	0.7526431893599452	0.793573330794927	0.8302780219026094	0.6883239213064528	0.7413681272095757	0.8074235102174544	0.8846233455162078	0.8739648061771822	0.4618298219942576	0.7220334405514836	0.7370685170468004	0.7216941869757619	0.8186542978391816	0.8276470080380407	0.7563069066050956	0.7558857451513857	0.6548125305770963	0.8032517427561336	0.842288041228441	0.8360929278081674	0.757259915834121	0.8554071374967624	0.7290254954873187
HMP_2012__SRS017445__bin.7	0.8363843075621872	1.0	0.8577150909217145	0.8635850801285085	0.6461106587642726	0.671256935108216	0.7288846073734638	0.766865173290918	0.8146700813593127	0.8495034178485543	0.7067593241307051	0.7710617421875493	0.8425951348519564	0.8833663125737694	0.8650762467415248	0.5163657508221141	0.7466239672290496	0.7583876149539553	0.7305130559921229	0.833357791621695	0.8388025222018141	0.7653148333996074	0.7953259421963859	0.689449167787014	0.8223278925476384	0.8338808834018165	0.8399773090202167	0.7957669803639393	0.837859694634325	0.7462712944904155
ZellerG_2014__CCIS76845094ST-20-0__bin.28	0.8396580503218282	0.597501221523659	1.0	0.8806424362540527	0.6078675467133181	0.6902655694113987	0.6976414288061935	0.7485233166744437	0.8021670296886585	0.8323008779031454	0.7076878769341707	0.7533071825591154	0.8304585619052801	0.8986319484635183	0.8713808411227795	0.46570197900573196	0.7385730515117489	0.7522733530865663	0.7245583690446943	0.8551709885795095	0.8355441674924661	0.7654229384830242	0.7856972083306539	0.6737424352097805	0.8439769402714778	0.8534061685708145	0.8465755291849345	0.7769269707477373	0.8390298381542983	0.7417130131155092
CM_cf__CF_TNFC018SA_t5M17__bin.3	0.8243771676642335	0.5627382309906194	0.8237684479601206	1.0	0.581748896952597	0.625908323933481	0.663859221229511	0.7352069287109023	0.7581727303854985	0.8090897686762301	0.6561180957355689	0.7144138039531821	0.772021617775438	0.8543355341155519	0.8636118260254407	0.44074905427373673	0.6884923185125852	0.708023789424112	0.703548362883316	0.7887171952005742	0.7858777028645815	0.7265948816132717	0.7245702716514504	0.6355671221439273	0.7716411679603674	0.8152952136328536	0.8091051923173815	0.7224042783124068	0.815063859015581	0.7015818486364988
HMP_2012__SRS015947__bin.20	0.7157946783210852	0.5384417628644937	0.7271852199109613	0.7439883070081024	1.0	0.5709170359080841	0.6359740971036438	0.6666662283328874	0.7080440604348315	0.7607598340731312	0.5821307098179972	0.6341962152946491	0.7381201135372155	0.7397211276662474	0.7298145650863199	0.42270520760254876	0.6158506316280177	0.695195182361098	0.6365158776549055	0.7063220661827023	0.7106444755807539	0.6631315047363061	0.6460910598976535	0.5876491129329724	0.6815776860052956	0.6955048651762004	0.7473001378778903	0.6559364749153632	0.709239396651086	0.6581667171846347
HMP_2012__SRS024447__bin.10	0.8415785110821328	0.5961627532991338	0.8800280565643882	0.8530716122083893	0.6084392520024637	1.0	0.7220333021048729	0.7527056296014973	0.7943055825135571	0.8316066587392624	0.6998914594949117	0.7472673929327448	0.8162281018304736	0.8723125013576322	0.8577621876832804	0.4424276355757797	0.7437960587674312	0.8188424635121017	0.7163365021928826	0.8414306605555115	0.8365088496598386	0.7555652409718334	0.7614239056783711	0.6691798920480941	0.8361136473043206	0.8387707525031234	0.8345741799726302	0.7722632412058718	0.828176666664331	0.7386640338528656
HMP_2012__SRS019128__bin.8	0.8225583821310949	0.6107168213783776	0.8391075331227614	0.8536027489809652	0.6394236553566919	0.681180612756213	1.0	0.7586338654041168	0.8288702497378869	0.8733567527331815	0.6902511129062753	0.7499269520977638	0.8879987254628461	0.882287767748657	0.824306904315842	0.49156015775702616	0.7435403839212643	0.7978972781227813	0.7708688932284264	0.8160349730879629	0.8218867380707157	0.7823417108149238	0.7689709699042643	0.7152467168108013	0.8072269165323599	0.8364817750441923	0.8844091317149532	0.7734417659479106	0.8284048585779391	0.7841748495742068
HMP_2012__SRS064493__bin.1	0.79310362926365	0.5668385889773772	0.794236753584242	0.8339666699324908	0.5913124413901214	0.6264544580831479	0.6692548322532786	1.0	0.7787351696595611	0.8365729141881395	0.6376451542168787	0.714948376652157	0.8029629189002571	0.8418034813684736	0.8221210594333329	0.4636298001782207	0.6870734017290205	0.7284729706402415	0.724474085685893	0.7744895983502923	0.7712774270904773	0.7422914887958907	0.7395470301995418	0.6624607517927041	0.7590667441133521	0.7890639215082509	0.8472358298225724	0.725660862830723	0.7986374515375033	0.7292375233856332
HMP_2012__SRS023538__bin.14	0.8409658197855819	0.6055815562906139	0.8559727402819809	0.8648837591198067	0.6315668473033523	0.6648174865695451	0.7353537663921927	0.7831415534754967	1.0	0.8748938466230324	0.7006304689516034	0.7627296079949328	0.869753325357168	0.8803475496750885	0.8547798343772727	0.48931076547727964	0.7422777816876628	0.7762187111455181	0.7723432331620804	0.8421434771389026	0.8363261547845262	0.7948049358387876	0.7786051094376804	0.7075785300396462	0.8168062495601379	0.8408414854434982	0.8941674290942361	0.7894233701644497	0.8326143054871326	0.7864850916086049
HMP_2012__SRS053630__bin.9	0.8089780278384865	0.5806011702452921	0.8165774504268845	0.8486100978008426	0.6239194427773131	0.6399627281565806	0.7123990891261878	0.7735282555839013	0.8044096386971463	1.0	0.6535562741745273	0.7213455178613123	0.8373686898181326	0.8606689842937357	0.8370521595506673	0.4720657994707959	0.6930071615647057	0.7602453082611165	0.7450545515920071	0.7933850027204348	0.790534612611709	0.7889271565174768	0.7469445662214212	0.6814740280714355	0.7810866964000209	0.8112422707568633	0.859167218033274	0.738766545716515	0.8159357621504214	0.7534390986598422
