	CosteaPI_2017__daisy-11-390-0__bin.44	CosteaPI_2017__daisy-11-0-0__bin.1	VogtmannE_2016__MMRS84954772ST-27-0-0__bin.17	BackhedF_2015__SID397_M__bin.71	CosteaPI_2017__daisy-11-7-0__bin.39	GeversD_2014__SKBSTL013__bin.105	CosteaPI_2017__daisy-11-403-0__bin.29	CosteaPI_2017__daisy-11-386-0__bin.46	CosteaPI_2017__daisy-11-388-0__bin.6	LiJ_2014__O2.UC2-1__bin.14	LiJ_2014__MH0246__bin.46	QinN_2014__LD-49__bin.29	CosteaPI_2017__daisy-11-60-0__bin.4	Bengtsson-PalmeJ_2015__TRAVELRES28__bin.92	HMP_2012__SRS053398__bin.18	VogtmannE_2016__MMRS88581325ST-27-0-0__bin.75	CosteaPI_2017__daisy-11-2-0__bin.7	CosteaPI_2017__SID713A037-11-0-0__bin.69	ZellerG_2014__CCIS48174381ST-4-0__bin.47	XieH_2016__YSZC12003_37202R1__bin.10	QinN_2014__LD-86__bin.32	LiJ_2017__H1M413815__bin.7	HMP_2012__SRS058770__bin.26	LiJ_2014__V1.CD49-0__bin.19	ChengpingW_2017__AS97raw__bin.74	ZeeviD_2015__PNP_Main_480__bin.37	LiJ_2014__MH0359__bin.66	VogtmannE_2016__MMRS87723283ST-27-0-0__bin.36	LeChatelierE_2013__MH0183__bin.3	NielsenHB_2014__O2_UC18_2__bin.57	CosteaPI_2017__daisy-11-392-0__bin.8	ZeeviD_2015__PNP_Main_706__bin.56	VogtmannE_2016__MMRS51410669ST-27-0-0__bin.45	HMP_2012__SRS024132__bin.65	LiJ_2014__V1.CD44-4__bin.36	YuJ_2015__SZAXPI003420-4__bin.9	Bengtsson-PalmeJ_2015__TRAVELRES27__bin.134	VogtmannE_2016__MMRS62666492ST-27-0-0__bin.17	CosteaPI_2017__SID713A037-11-90-0__bin.47	CosteaPI_2017__daisy-11-389-0__bin.10	NielsenHB_2014__V1_UC26_4__bin.73
CosteaPI_2017__daisy-11-390-0__bin.44	1.0	0.9998461565005349	0.9824774415067071	0.991251397668976	0.9998106174152415	0.9934966421297687	0.9996439041760772	0.9999517858624297	0.9999030690690518	0.9889594866393567	0.9934325088609007	0.9972888961332681	0.9999015124050803	0.9935882628393019	0.9911244687951908	0.9926888770450077	0.9997428651301313	0.9974732474910308	0.9889967154648341	0.9932283671369	0.9889144758631707	0.9909939230362264	0.9919336306730383	0.9898775433273057	0.9908340589321898	0.9968422341542903	0.9982020557000122	0.993644817471187	0.9887449778884182	0.9919822381084107	0.999884282158408	0.9964592408082928	0.9921231217895075	0.9934198778238438	0.9885896382947287	0.9894024501416007	0.9935828009375386	0.9919033747712268	0.9976130140823614	0.9995154959318698	0.9900224032735022
CosteaPI_2017__daisy-11-0-0__bin.1	0.9998461565005349	1.0	0.9828827732777745	0.9913509949233282	0.9997142044909252	0.9935536901528167	0.9995989570954845	0.9998889460344071	0.9998581349300175	0.9891134416482426	0.9934929352936415	0.9975035647132916	0.9998275486546773	0.9937535674046973	0.9912941492266956	0.992999137283528	0.9996441689483392	0.9976209887208479	0.9889559593861044	0.9933322544788905	0.9890884895394794	0.9911462991576305	0.9920921409423263	0.9900151778179859	0.990883858843416	0.9967493839168342	0.9981652359354076	0.9937272346073391	0.9889245522269773	0.992169519911713	0.9998549109199109	0.9963433533988731	0.9921790352284265	0.9936349170946529	0.9887817783586134	0.989335158966172	0.9937468541606961	0.992123233554904	0.9977216821921542	0.9995552086463716	0.9899737587961848
VogtmannE_2016__MMRS84954772ST-27-0-0__bin.17	0.9824774415067071	0.9828827732777745	1.0	0.982484464050984	0.982532690826962	0.9842200756281488	0.9825643314248058	0.9826702121908242	0.9827419793926695	0.9804025789115962	0.984242451224774	0.9826423372742488	0.9827041571073594	0.9850972466631002	0.9815081894273295	0.9839742023494216	0.9824579264403456	0.9824339913035883	0.9871583303080183	0.9842342259670709	0.9792163696811076	0.980867905637945	0.9818709224716191	0.9817169075033936	0.9811827510731406	0.9825985346900838	0.9810577444059746	0.9851543004282747	0.9791793963226239	0.9839796500014087	0.9825240514417786	0.9807438786030401	0.983465947403911	0.9843667370855357	0.9787240772310832	0.9802536901844088	0.9850599861061592	0.9844623437998569	0.982533037886489	0.9825727910774018	0.9801173690855871
BackhedF_2015__SID397_M__bin.71	0.991251397668976	0.9913509949233282	0.982484464050984	1.0	0.9912860887278847	0.9973793238621771	0.9911059317359613	0.9913664579650093	0.991361558409341	0.9872487153241436	0.9973127217793021	0.9912155499934496	0.9912820823531581	0.9948764412136701	0.989225590349833	0.9967750134493166	0.9911703590767699	0.9910842566817266	0.9833159121974753	0.9972422596548333	0.9869780143213728	0.989103782446501	0.9895287801593912	0.9934109490254724	0.9889747783721485	0.9897134664810884	0.9900936917882889	0.9949260456764806	0.9867239001040464	0.995756975478604	0.9912523454030101	0.9898328378079251	0.9955503846986363	0.9974555480797863	0.9866678420521034	0.9876179272526658	0.9950268871970555	0.9926980950031987	0.9911801997263564	0.9912990425320667	0.9881731542082903
CosteaPI_2017__daisy-11-7-0__bin.39	0.9998106174152415	0.9997142044909252	0.982532690826962	0.9912860887278847	1.0	0.9935657656545569	0.9994930977444755	0.9998174665724999	0.9997954765161929	0.9889553236616746	0.9936398432202629	0.9973910002796219	0.9997701944760813	0.9937717722492216	0.9912276911796568	0.9927727662462021	0.9996708515540509	0.9976497930024362	0.9886746962205201	0.9935177523129737	0.9889483050298551	0.9908824917862427	0.9918204007954136	0.9899470869334913	0.9908917100995697	0.9967887171237325	0.9981724949191766	0.9938167878919751	0.988720038405706	0.9919887486688569	0.999823308589009	0.9963339766237199	0.9921557741932168	0.9936090496771534	0.9884516576911483	0.9896248258374212	0.9939027003762667	0.9918990238005898	0.9977677959107679	0.9994223629398219	0.9899949515228939
GeversD_2014__SKBSTL013__bin.105	0.9934966421297687	0.9935536901528167	0.9842200756281488	0.9973793238621771	0.9935657656545569	1.0	0.993329485559333	0.9936306044764558	0.9934985651231724	0.988710925563788	0.9997361121115247	0.9933915883535948	0.9935461554893444	0.997518540882487	0.9909147359242215	0.9989210353570921	0.9934496657171195	0.993258836521124	0.9851750900255722	0.9997438515488906	0.9887989492235982	0.9910279093377754	0.991899547106908	0.9958105069256716	0.9906433462174129	0.9920271390677784	0.9925566693537762	0.9976085032423672	0.9890143167174172	0.9977865309721585	0.9934588301518535	0.9921206681389975	0.9981736158489014	0.9998407104505437	0.9884472120430124	0.9895907201350447	0.997626408541695	0.9950528767448045	0.9932678816240708	0.9933959360794562	0.9901202472441297
CosteaPI_2017__daisy-11-403-0__bin.29	0.9996439041760772	0.9995989570954845	0.9825643314248058	0.9911059317359613	0.9994930977444755	0.993329485559333	1.0	0.9996747427054179	0.9996533538924733	0.9890276954279174	0.9931282241942078	0.9970827857493076	0.9996110879289014	0.9934676495876436	0.9911629042568604	0.9925450355791945	0.9994774174981307	0.9973879951861597	0.9885898507337069	0.9930834428038294	0.9888810395491666	0.9908130525378811	0.991604429661397	0.9896358803102887	0.9906547219788077	0.9964318405222821	0.9979429486731562	0.9935331651050023	0.9887359001540675	0.9916343026398423	0.9995932453517598	0.9961253808709222	0.9919186105635769	0.9931728602929891	0.988623582102166	0.9890391504865068	0.9935659878949528	0.9917427153327522	0.9975247835109881	0.9992605087573997	0.9898116442430386
CosteaPI_2017__daisy-11-386-0__bin.46	0.9999517858624297	0.9998889460344071	0.9826702121908242	0.9913664579650093	0.9998174665724999	0.9936306044764558	0.9996747427054179	1.0	0.9999431808121338	0.9890429502894682	0.9934270818453667	0.9973714038694569	0.9999301966574938	0.9935947404635469	0.9911302957382985	0.9928996848915613	0.9997067374041311	0.9974846403607803	0.9889037558069022	0.9931674211632656	0.9890539014462569	0.9909634993739501	0.9918465177298145	0.9898753278582593	0.9908382719763431	0.9968620164031727	0.9982091072399591	0.9935594266917742	0.9888549911129844	0.992038320848013	0.999962730267956	0.9965774097222163	0.9923800086516503	0.9934409817863232	0.9886528507675948	0.9893970420932878	0.9935068578035126	0.9919154746984847	0.9976298328415668	0.9995820021126715	0.9900468606581775
CosteaPI_2017__daisy-11-388-0__bin.6	0.9999030690690518	0.9998581349300175	0.9827419793926695	0.991361558409341	0.9997954765161929	0.9934985651231724	0.9996533538924733	0.9999431808121338	1.0	0.989033582831026	0.9933587084151589	0.9970840661213457	0.9998822048329973	0.9935650243429011	0.9909696621334915	0.9927435812866109	0.9996961453993093	0.9974237799825394	0.9888944058562099	0.9931451712725482	0.9889454270337971	0.9908715586346439	0.9918606820646476	0.98992365124694	0.9908191092832836	0.9967709713518259	0.9982330088349558	0.9935412288278982	0.9888275440880155	0.9919903840375023	0.9998543930474107	0.9964597853744883	0.9921118626644531	0.9933158839810793	0.9886383043906184	0.9893696404492159	0.9935440966571307	0.991867328043733	0.9975602162033933	0.9994888296311091	0.9898709669588017
LiJ_2014__O2.UC2-1__bin.14	0.9889594866393567	0.9891134416482426	0.9804025789115962	0.9872487153241436	0.9889553236616746	0.988710925563788	0.9890276954279174	0.9890429502894682	0.989033582831026	1.0	0.9882836719428144	0.9887987716804443	0.989045432295347	0.988283892444273	0.9921277958197587	0.9881852278594268	0.9887968867104056	0.9886450455544449	0.9831021016562556	0.9881743364549036	0.9854285626235455	0.9885786544929024	0.9882453535139254	0.9855512747550595	0.9872967507360877	0.9885365915847238	0.98747509142687	0.9883075307915866	0.9954319788831598	0.9874593578700078	0.9889323595398348	0.9870479822352138	0.9872472866031695	0.9883683698902141	0.9956270220282566	0.9853795857180851	0.9883437463562141	0.9874650532624124	0.9887702955755034	0.9891237615888926	0.9857238426439681
