	ZeeviD_2015__PNP_Main_327__bin.22	RaymondF_2016__P14E7__bin.64	Bengtsson-PalmeJ_2015__TRAVELRES63__bin.110	Bengtsson-PalmeJ_2015__TRAVELRES48__bin.115	ZellerG_2014__CCIS35100175ST-4-0__bin.31	CosteaPI_2017__SID713A051-11-90-0__bin.26	BritoIL_2016__W1.41.ST__bin.16	XieH_2016__YSZC12003_37292__bin.25	CM_madagascar__A83_02_1FE__bin.32	XieH_2016__YSZC12003_37293__bin.22	ZeeviD_2015__PNP_Main_425__bin.1	ZeeviD_2015__PNP_Main_637__bin.3	QinJ_2012__NOF008__bin.26	RaymondF_2016__P3E7__bin.12	ZeeviD_2015__PNP_Main_557__bin.22	LeChatelierE_2013__MH0426__bin.23	BritoIL_2016__WL.32.ST__bin.40	LeChatelierE_2013__MH0212__bin.34	BritoIL_2016__W2.40.ST__bin.57	CosteaPI_2017__SID713A089-11-90-0__bin.83	BritoIL_2016__W2.17.ST__bin.81	HMP_2012__SRS049959__bin.61	FengQ_2015__SID530743__bin.61	HeQ_2017__SZAXPI029600-27__bin.28	CosteaPI_2017__SID713B066-11-0-0__bin.8	BritoIL_2016__W2.7.ST__bin.27	Bengtsson-PalmeJ_2015__TRAVELRES30__bin.76	XieH_2016__YSZC12003_37137__bin.8	ZeeviD_2015__PNP_Main_511__bin.42	LiJ_2017__H3M516751__bin.11	HMP_2012__SRS016095__bin.61	FerrettiP_2018__CA_C10043MS2742FE_t0M16__bin.16	CosteaPI_2017__SID713A055-11-0-0__bin.88	ZeeviD_2015__PNP_Validation_35__bin.21	CosteaPI_2017__SID713A051-11-0-0__bin.58	Bengtsson-PalmeJ_2015__TRAVELRES13__bin.28	VincentC_2016__MM030.1__bin.12	BritoIL_2016__W3.18.ST__bin.43	CosteaPI_2017__SID713B066-11-90-0__bin.8	ZeeviD_2015__PNP_Main_80__bin.50	CosteaPI_2017__SID713A087-11-90-0__bin.4	RaymondF_2016__P19E7__bin.67	CosteaPI_2017__SID713A056-11-0-0__bin.60	ZeeviD_2015__PNP_Main_706__bin.92	CosteaPI_2017__SID713B061-11-90-0__bin.66	CM_madagascar__A75_02_1FE__bin.50
ZeeviD_2015__PNP_Main_327__bin.22	1.0	0.9863643880511749	0.9878800117892347	0.9858431180738653	0.9876435105579837	0.9881390155736592	0.9810792745122906	0.9852422362332884	0.984146158610706	0.9888446387624579	0.9869200627507674	0.9848258877568653	0.9856621930978974	0.9856732094952294	0.9930679814451624	0.9872795627935934	0.9824210243477528	0.987910723023072	0.9818402300644533	0.9874891792561451	0.9824666470524104	0.9879057404030097	0.9884707348653755	0.9848588382130431	0.9866038378667059	0.9811089899764179	0.9856228034436042	0.988825740632274	0.988457563976328	0.9861355847710372	0.9878111729362451	0.9876573304644296	0.9864132072061216	0.9879855436363675	0.9881918698980281	0.9856734347082154	0.987883003738941	0.9827882546360863	0.9865295151231781	0.9874843072092482	0.9881995555642785	0.9888193024065756	0.9868604887753487	0.9882121964833468	0.9879019337680439	0.9843512202454221
RaymondF_2016__P14E7__bin.64	0.9863643880511749	1.0	0.985579862594918	0.985818763346311	0.9861847998080515	0.9866045614938164	0.9825568040525294	0.9878243126654572	0.9848428765316097	0.9866781884022334	0.9863902985566467	0.9859442781084616	0.9880741584176352	0.9868860528073691	0.9863370549115597	0.9873350868294315	0.9834876738974164	0.9863905397671019	0.9821116312329492	0.9869968695403457	0.9826344080858699	0.9864541143929665	0.986741538206471	0.9867568754732882	0.9874054357445138	0.9797444845507511	0.9872010736064531	0.9868137135687071	0.9867490516980453	0.9873358034947481	0.9863956777691828	0.9868921641581727	0.9848149470175875	0.9867438961901306	0.9862938574545164	0.9868058166165543	0.9861548335537866	0.9822735270722286	0.9875580958593375	0.9877507554961722	0.9873807511993022	0.9857775070843762	0.9862784536849851	0.9863421955403088	0.987487665134211	0.9856919212682929
Bengtsson-PalmeJ_2015__TRAVELRES63__bin.110	0.9878800117892347	0.985579862594918	1.0	0.9843021977989428	0.9866158664888285	0.9896730939716312	0.9801980360414442	0.9845828729832357	0.9824640544744015	0.988298547822049	0.9873361944699253	0.9835439756126183	0.9845828055402338	0.9848149326349231	0.98771400113682	0.9868106675436984	0.9814184226729623	0.9878023892874523	0.9806612903720564	0.9878243579556734	0.9815909375254324	0.9874302131788849	0.9887586150150136	0.9834498003699378	0.9854648647316667	0.979873095494309	0.9851134071534365	0.9883545888163459	0.9875191610925307	0.9850871680405953	0.9888529736567403	0.9868976816501621	0.9876493686022746	0.9874002781677985	0.9896383666899907	0.9844832945901707	0.9901336031521037	0.9811880682935175	0.9851754617392895	0.9868521618549829	0.9878051663129264	0.9874625053146806	0.9863235172473669	0.9871008346711397	0.9888569586088172	0.983232773437963
Bengtsson-PalmeJ_2015__TRAVELRES48__bin.115	0.9858431180738653	0.985818763346311	0.9843021977989428	1.0	0.9848232048098172	0.985412287447663	0.9815205878396174	0.9857368016691398	0.9857036056514723	0.9851304563222081	0.9852985884165935	0.985043575593107	0.9859736009357996	0.9853024171223849	0.9853825493418008	0.9857514559580788	0.9844033247052394	0.9853668686664293	0.9835923371271486	0.9857262455537934	0.9834251747551311	0.9851735786227621	0.9855232996574256	0.985072005536134	0.9859935246445592	0.9813652698644244	0.9875746777141042	0.9851981881651427	0.9856616304736407	0.9861103076713815	0.9855764174048928	0.9857399736130736	0.9834134371733253	0.9854617423977766	0.9853921461507548	0.9860934052376081	0.985495477453108	0.9838882979621469	0.9862251328946293	0.9865909897839221	0.9861432389446476	0.9848788335582892	0.9842877598110299	0.9852756924466998	0.9858767345545519	0.9848905106850396
ZellerG_2014__CCIS35100175ST-4-0__bin.31	0.9876435105579837	0.9861847998080515	0.9866158664888285	0.9848232048098172	1.0	0.9878622278553595	0.9804579112770927	0.9851542835122017	0.9832711166445172	0.9879878460736027	0.9879524045612296	0.9840524836593401	0.9846181289068174	0.9847611648744851	0.9877919297497465	0.986826404704218	0.982146995406102	0.9875562445703403	0.9807865120695366	0.9867368656883612	0.9818244532317585	0.9874920520628332	0.9881923057470602	0.9844606650116816	0.9859995692175144	0.9796273601515793	0.9852239551562527	0.9879226537349983	0.9876072055240668	0.9854605825266589	0.9872116862705944	0.9875190673211958	0.9855775409781043	0.9873412389477542	0.9879877930984521	0.984891171048975	0.9871143841137247	0.9817628891304079	0.9860308792161468	0.9858469312977418	0.9875547594160153	0.9874873198235391	0.9863556868698523	0.9876066076596294	0.9872447048840063	0.9840512166295419
CosteaPI_2017__SID713A051-11-90-0__bin.26	0.9881390155736592	0.9866045614938164	0.9896730939716312	0.985412287447663	0.9878622278553595	1.0	0.9814665467485892	0.9851484537127375	0.9835531430103204	0.9893359233822524	0.9885709898004018	0.9846674225700688	0.9853335697401634	0.9851428163431633	0.9885675310943798	0.9874932111261226	0.9822667369626427	0.9887263379055149	0.9815162075969196	0.9885429244459583	0.9824756548227799	0.9882146973444781	0.9903176360953491	0.9847234170671924	0.9866988667683609	0.9805465280596298	0.9854443107472523	0.9888469237740066	0.9883087689880528	0.9859467008258692	0.9896744936361523	0.9882278848948746	0.9884162625559713	0.9883576099293283	0.9998605001052725	0.9851229736336817	0.9901502343701408	0.9823490969091231	0.9867800383025256	0.9874520855401939	0.9886938351965364	0.9886919124862898	0.9874362450992293	0.9890257441351794	0.9893947866988306	0.9842518563697016
BritoIL_2016__W1.41.ST__bin.16	0.9810792745122906	0.9825568040525294	0.9801980360414442	0.9815205878396174	0.9804579112770927	0.9814665467485892	1.0	0.9817424345514115	0.9805240392138893	0.9807301149276514	0.9804434329566597	0.981780808892108	0.9820363810447958	0.9813849156640545	0.9810630239193259	0.9810215023615153	0.9811061276842599	0.9813896432577743	0.981956381034119	0.9816190137665521	0.9820992758934293	0.9809302112480985	0.9811334518375447	0.9815075751152235	0.9820349379253925	0.9816445938491568	0.9822742850377918	0.9809532967213079	0.9815873992418984	0.9815228833912442	0.98072454155706	0.981468709285673	0.9795489341782317	0.9815519902148535	0.9813989572591544	0.9818371865907997	0.9803745465560794	0.9811987202310006	0.982148231455228	0.981437118630113	0.9814249783261539	0.9806876779533569	0.9800674360227659	0.9807445185810091	0.9818611708721697	0.9813949047506283
XieH_2016__YSZC12003_37292__bin.25	0.9852422362332884	0.9878243126654572	0.9845828729832357	0.9857368016691398	0.9851542835122017	0.9851484537127375	0.9817424345514115	1.0	0.9842724015571709	0.9850471457532941	0.9851678530212172	0.9867970670128767	0.9896957384623052	0.9885400439217136	0.9850972055726772	0.9854810539345451	0.9821323648173774	0.9847804862620282	0.9811295272107761	0.9872484512972656	0.9819081701696799	0.9844242697845825	0.9855719820487907	0.9883263736061747	0.9883001966109713	0.9798519323088863	0.9876699556339755	0.9847090352254276	0.9852645744180549	0.9901243864960915	0.9846287860648429	0.9860289238237367	0.9839188899439458	0.9856036502672653	0.9851038878860798	0.9870909684762039	0.9849220228453083	0.9823565355583012	0.9887011970019017	0.987044731252947	0.9863667188315076	0.9844529701114629	0.9856494737255452	0.9852605075074762	0.9866376273204396	0.98612381228663
CM_madagascar__A83_02_1FE__bin.32	0.984146158610706	0.9848428765316097	0.9824640544744015	0.9857036056514723	0.9832711166445172	0.9835531430103204	0.9805240392138893	0.9842724015571709	1.0	0.9834827154680106	0.9834078112972152	0.9840568926451194	0.9847077644290756	0.9838074002857016	0.9836104409198874	0.9841304118295963	0.9830265962275604	0.9838387009230205	0.9821072817445902	0.9838965735724405	0.9830057581834079	0.9837108734583815	0.9839698228661151	0.9841623986636027	0.9846959368448723	0.9812943876340127	0.9853754440829184	0.9834359759938506	0.9838772211707534	0.9847070954090485	0.9836127613638913	0.9837919191813373	0.9817152830006193	0.9840179872515802	0.9836881227251763	0.9844740195698186	0.9834444045727175	0.9830311289971447	0.9848891181477457	0.985159661091099	0.9843282235601328	0.9831043646183735	0.9829733672798009	0.9834170890405111	0.9841543203132345	0.9843946764117633
XieH_2016__YSZC12003_37293__bin.22	0.9888446387624579	0.9866781884022334	0.988298547822049	0.9851304563222081	0.9879878460736027	0.9893359233822524	0.9807301149276514	0.9850471457532941	0.9834827154680106	1.0	0.9888025323622514	0.9845335757346936	0.985442196756684	0.9854049426855586	0.988821491083932	0.9879407186542809	0.9820335096681408	0.9891559990549669	0.9810922026942636	0.9880218501830427	0.9819458286320144	0.9893941679171534	0.9898233675223732	0.9844962012521109	0.9862091978444114	0.9805946719242687	0.9855144783343498	0.9901425984666954	0.9886524052286735	0.9852844994871708	0.9890201079344106	0.9885510642751747	0.9872970160219683	0.9888568947866316	0.9892333755771529	0.9853348241108888	0.9887179233050043	0.9820634362024594	0.9861258935005343	0.9873153917739237	0.988840901715056	0.9894511028630292	0.9875153603873553	0.9887255703183884	0.9883971663824251	0.9836282879608503
