	ZeeviD_2015__PNP_Main_327__bin.22	RaymondF_2016__P14E7__bin.64	Bengtsson-PalmeJ_2015__TRAVELRES63__bin.110	Bengtsson-PalmeJ_2015__TRAVELRES48__bin.115	ZellerG_2014__CCIS35100175ST-4-0__bin.31	CosteaPI_2017__SID713A051-11-90-0__bin.26	BritoIL_2016__W1.41.ST__bin.16	XieH_2016__YSZC12003_37292__bin.25	CM_madagascar__A83_02_1FE__bin.32	XieH_2016__YSZC12003_37293__bin.22	ZeeviD_2015__PNP_Main_425__bin.1	ZeeviD_2015__PNP_Main_637__bin.3	QinJ_2012__NOF008__bin.26	RaymondF_2016__P3E7__bin.12	ZeeviD_2015__PNP_Main_557__bin.22	LeChatelierE_2013__MH0426__bin.23	BritoIL_2016__WL.32.ST__bin.40	LeChatelierE_2013__MH0212__bin.34	BritoIL_2016__W2.40.ST__bin.57	CosteaPI_2017__SID713A089-11-90-0__bin.83	BritoIL_2016__W2.17.ST__bin.81	HMP_2012__SRS049959__bin.61	FengQ_2015__SID530743__bin.61	HeQ_2017__SZAXPI029600-27__bin.28	CosteaPI_2017__SID713B066-11-0-0__bin.8	BritoIL_2016__W2.7.ST__bin.27	Bengtsson-PalmeJ_2015__TRAVELRES30__bin.76	XieH_2016__YSZC12003_37137__bin.8	ZeeviD_2015__PNP_Main_511__bin.42	LiJ_2017__H3M516751__bin.11	HMP_2012__SRS016095__bin.61	FerrettiP_2018__CA_C10043MS2742FE_t0M16__bin.16	CosteaPI_2017__SID713A055-11-0-0__bin.88	ZeeviD_2015__PNP_Validation_35__bin.21	CosteaPI_2017__SID713A051-11-0-0__bin.58	Bengtsson-PalmeJ_2015__TRAVELRES13__bin.28	VincentC_2016__MM030.1__bin.12	BritoIL_2016__W3.18.ST__bin.43	CosteaPI_2017__SID713B066-11-90-0__bin.8	ZeeviD_2015__PNP_Main_80__bin.50	CosteaPI_2017__SID713A087-11-90-0__bin.4	RaymondF_2016__P19E7__bin.67	CosteaPI_2017__SID713A056-11-0-0__bin.60	ZeeviD_2015__PNP_Main_706__bin.92	CosteaPI_2017__SID713B061-11-90-0__bin.66	CM_madagascar__A75_02_1FE__bin.50
ZeeviD_2015__PNP_Main_327__bin.22	1.0	0.5108313601711318	0.6395733431633639	0.7236822400740603	0.6912630367463716	0.8488419867971798	0.8340093224714289	0.8321421053789048	0.7822512096418078	0.6772922454812753	0.8480122288930988	0.8323145498065935	0.7962820422865852	0.4058542439655795	0.8041558408917402	0.7703871028323823	0.7950819128485411	0.8347182994605701	0.7090059625977112	0.8210183925596164	0.7012075647949465	0.8446785360096429	0.7349267338082885	0.8010190278811921	0.7582109204797306	0.7149706547756809	0.8430731272587515	0.8272208067117884	0.8597175053086005	0.7254527626190748	0.7121127549184187	0.8348621195095737	0.48666610116064873	0.8195491241463739	0.8786860432765697	0.802389158202403	0.5580291207673009	0.5514099077352497	0.8175174914153045	0.7880102950021486	0.8003638088715327	0.622431180186624	0.6176303133566587	0.8280222893149732	0.6972284270799189	0.7245769264468663
RaymondF_2016__P14E7__bin.64	0.8854347807671968	1.0	0.7362659570477238	0.8350263021277677	0.7842723320009827	0.8674782993831979	0.892964801012635	0.9222293216386582	0.8925188689177465	0.7751213455653051	0.8813409184143938	0.9130377959216273	0.9017733212804604	0.49908514338199256	0.8384927132154427	0.809974236379104	0.8585493713991135	0.8922490104179902	0.805528831899937	0.8800164335355457	0.8191167519201703	0.8820089089608754	0.839383972341319	0.9132755860346411	0.8785860624740579	0.8079660292923536	0.9224689269433745	0.8583406243533379	0.8975765980645216	0.8405021304299947	0.80487959833438	0.8952362108962327	0.572945898816374	0.8820736507982608	0.9069242302679587	0.8900653348000083	0.6344681911856711	0.6564525829572861	0.9053171805474376	0.8477344592362399	0.8879433756999077	0.7093152007783542	0.7096352795818767	0.8748255903305948	0.7909818855969379	0.8197581196550168
Bengtsson-PalmeJ_2015__TRAVELRES63__bin.110	0.8754272783480131	0.5814139055032782	1.0	0.8065405003014958	0.7641112944825788	0.8623449398871803	0.8739370002742609	0.8869887591272962	0.8611222333816555	0.7562695363080284	0.8750737016328555	0.8753866648064071	0.86191252512067	0.46411674147521764	0.8246302495391558	0.7903223186223122	0.8311016590392842	0.8826655670749363	0.778821997058624	0.8737410996618087	0.7867206141914226	0.8784259911376474	0.8245819910956005	0.8620042639440623	0.833778330334302	0.7894632227657535	0.8861822219716393	0.8474660494682493	0.8777570622170789	0.8142952977163722	0.8060579158659428	0.8915164523068014	0.5633958272213935	0.8664034272095439	0.9006798229058464	0.8684250259687764	0.6242807819587959	0.6367811522587341	0.885605031874463	0.8214533149728271	0.8691923830019428	0.6956253959820307	0.6989365941388448	0.8753312392672744	0.7713137477316142	0.8061644666868619
Bengtsson-PalmeJ_2015__TRAVELRES48__bin.115	0.8890500393679852	0.5918333301884688	0.7238936223864032	1.0	0.7777638641349935	0.8782855971497235	0.9053144206902348	0.9109563075402985	0.9051814786923996	0.7721468503038796	0.8788147920701385	0.9026538653529138	0.8905025379056232	0.4802396729798391	0.8341055405078556	0.8265668715402917	0.8757729933906385	0.8985944171222432	0.838967786867389	0.8877193328541704	0.8306100236550987	0.8832061664502429	0.8308398846578073	0.8985699729484476	0.8530073195290937	0.8149211525299291	0.915444172080122	0.8587152485329207	0.9008865944720145	0.8228822339744855	0.7991426527675093	0.8974455409538545	0.5669478747291843	0.8838395707431543	0.9145050011921896	0.8985133653880791	0.625268242644019	0.6350017411113265	0.8971745108163325	0.8539477769524891	0.8781929665963932	0.6853335814917293	0.7053237695145987	0.8752056312514902	0.793999941677059	0.8304153279550434
ZellerG_2014__CCIS35100175ST-4-0__bin.31	0.8822927925961107	0.5775070151066501	0.7125187463075455	0.8080511770854404	1.0	0.8640535153058088	0.8791392248050963	0.8740604568975273	0.8703223340144232	0.7636704356806725	0.8717044147275804	0.8839649231301143	0.874210605575907	0.4771555691793328	0.8191149515113333	0.808763158058885	0.8593953419157189	0.8805810085535737	0.8056848873795803	0.8750237252733641	0.8098992979101265	0.883613388093789	0.8192686645500307	0.8779964017782593	0.8253467899816525	0.8009148821845251	0.8874388378046748	0.8554647435754633	0.8823685352528602	0.7973246802546022	0.7764794100270802	0.8835625959592629	0.5442631175142864	0.8779081838603983	0.8856223506778077	0.8737606050858076	0.608035315682027	0.6112312102518132	0.8762512018577446	0.8523962748870321	0.8725282275059904	0.661017304078252	0.687339659478837	0.8843391809634644	0.7770572819435744	0.7976842351016422
CosteaPI_2017__SID713A051-11-90-0__bin.26	0.8833833815651522	0.5208371629373286	0.6556524228405938	0.7440118313874706	0.7045204706108016	1.0	0.8680306959259311	0.8530503749439636	0.8131354266645063	0.6945719768167581	0.8516106860301133	0.8750013623097217	0.8154669743428036	0.4172184323774884	0.7957443623990892	0.8093609205290266	0.8013690667778796	0.8522605985879932	0.7365576358731388	0.8511416882032697	0.7296189383574831	0.8800244707154269	0.7617316663990484	0.8289356764576169	0.7816192086397319	0.7357540547786555	0.877053182391838	0.8554818253351827	0.8683373064339527	0.7387769292303713	0.7440507026248621	0.8623711164182661	0.4985526821517083	0.8542877154538235	0.9817752021849269	0.8366448963518436	0.5782416250647551	0.5720018832569592	0.8577835838408997	0.8371364176994185	0.8213100115596521	0.6293144348884977	0.6374051015047891	0.8452230882071932	0.7269273776300752	0.7397766829247736
BritoIL_2016__W1.41.ST__bin.16	0.7896428695369087	0.4877700457257874	0.6045193669448994	0.6977196597750231	0.6521508637001366	0.7897188863862086	1.0	0.7893606156703777	0.7645516906312538	0.6536963192972077	0.7862435943410413	0.8168192236696639	0.7690859304379727	0.385741883135662	0.7186818017315316	0.7308497857481628	0.7531904767413229	0.793736872633769	0.697023279333828	0.7708263857789001	0.68903523050457	0.7862954841033896	0.7022697639676829	0.7756894810858511	0.717511803268394	0.7010108588416685	0.8096141483881949	0.7561875236519816	0.8165680375589337	0.6850526086173362	0.6767066195802879	0.777272945107572	0.4617498087184716	0.7733468400952525	0.8256196612623093	0.7797398571213742	0.5280764927808781	0.5393418593390831	0.7720162147244637	0.7506673783606471	0.7559773205382654	0.5867823224469493	0.5984195105506429	0.7757089810602368	0.6641198818764263	0.6992416493012233
XieH_2016__YSZC12003_37292__bin.25	0.8507850693703385	0.5439791599896928	0.6625379472204397	0.7581263977032875	0.7001553935554146	0.8380591437722303	0.8523893275963108	1.0	0.8287751461677323	0.696260561515362	0.8325140136149595	0.87417975829414	0.8522187301698336	0.42497853256233764	0.7853884374917467	0.7758924422484884	0.8175792439321922	0.8575918353071004	0.7399167284695698	0.8401627028342729	0.7373970258944051	0.8332585036392928	0.7632935724742836	0.8543333530817104	0.7996183328705551	0.7412861475603497	0.8964687760312757	0.8095643769732019	0.8545210816305117	0.7611311251792522	0.7288789322171455	0.8449180168727279	0.5010214431685723	0.827396090820645	0.8725448068073369	0.8479391616742531	0.5814342175609707	0.5852469629732205	0.8645752659428292	0.8030666850350368	0.8210090373808228	0.652204311475211	0.6453033243656666	0.8201439157034575	0.7182372931684653	0.7590803870777089
CM_madagascar__A83_02_1FE__bin.32	0.8871668286541708	0.5839792708780779	0.713500256342751	0.8356346116159886	0.7733387703069977	0.8861343315194692	0.9158114980116117	0.919334181870728	1.0	0.7608351824982235	0.8840752756921749	0.9188761300360463	0.8884226112121746	0.464485938758826	0.8238919361894601	0.8286593175146432	0.8765579997743392	0.9029919850826335	0.8282685680238646	0.8897654909211118	0.8177559419062004	0.8891249309656105	0.8333237658432687	0.906024549519679	0.8494244659855933	0.8123594816135935	0.9297141827812891	0.8673181797487247	0.9138910058335297	0.8097631947234962	0.7940033611582338	0.9069806386992436	0.548503809510613	0.8856750919963656	0.9090001049124773	0.8931515906117189	0.617819681184838	0.6292064459809613	0.8948931377342468	0.8705514635290578	0.8820637274017534	0.6791958557592002	0.6919670693590243	0.8809172121785571	0.7790661997731515	0.8177032877194996
XieH_2016__YSZC12003_37293__bin.22	0.9152487125553741	0.6043015297441338	0.746637690416091	0.8493459823755588	0.8085364524785874	0.9018990073574329	0.9329948577690331	0.9202640505647208	0.9065558373826653	1.0	0.9164832064954099	0.9195654317167297	0.897215289233392	0.49925633179347867	0.8626725732429453	0.8467232134391435	0.8829759181696092	0.9284342588342736	0.8460033671447245	0.911137192042821	0.8524550956956871	0.9226415245646369	0.8659269766408463	0.8997319209376682	0.8778836896320906	0.833574461400719	0.9188540764008818	0.9120589349388202	0.9466766545733118	0.8301558990837763	0.8197200146988274	0.9239175299554648	0.5919636661592521	0.9100324213865107	0.9350190127161838	0.9028693375197002	0.6282602409456686	0.6514363669555644	0.9112367251805158	0.8764204109916661	0.9258907390311888	0.7212496644884162	0.7328228682808646	0.9206452011583581	0.8328315007757452	0.8451769118971346
