	HMP_2012__SRS048411__bin.28	HMP_2012__SRS054687__bin.29	HMP_2012__SRS062544__bin.10	HMP_2012__SRS019607__bin.55	HMP_2012__SRS019894__bin.29	HMP_2012__SRS018739__bin.26	HMP_2012__SRS019974__bin.57	HMP_2012__SRS013234__bin.16	HMP_2012__SRS044486__bin.8	HMP_2012__SRS016740__bin.1	HMP_2012__SRS013836__bin.51	HMP_2012__SRS065278__bin.7	HMP_2012__SRS019071__bin.74	HMP_2012__SRS012279__bin.10	HMP_2012__SRS042643__bin.57	Castro-NallarE_2015__ES_209__bin.9	HMP_2012__SRS050244__bin.71	HMP_2012__SRS016086__bin.25	HMP_2012__SRS020220__bin.40	HMP_2012__SRS023926__bin.28	HMP_2012__SRS065335__bin.10	CM_periimplantitis__SP_287SPT_T016__bin.29	HMP_2012__SRS063288__bin.19	HMP_2012__SRS024580__bin.10	HMP_2012__SRS024138__bin.7	BritoIL_2016__W2.8.SA__bin.3	HMP_2012__SRS064329__bin.12	HMP_2012__SRS024081__bin.87	HMP_2012__SRS014271__bin.1	QinN_2014__LD-53__bin.2	HMP_2012__SRS056622__bin.31	HMP_2012__SRS047824__bin.22	HMP_2012__SRS015941__bin.59	HMP_2012__SRS064423__bin.22	BritoIL_2016__WL.34.SA__bin.7	FerrettiP_2018__CA_C10035MS2597SA_t0M15__bin.33	HMP_2012__SRS047210__bin.59	HMP_2012__SRS016319__bin.15	HMP_2012__SRS015038__bin.1	HMP_2012__SRS017076__bin.2	HMP_2012__SRS018791__bin.48	HMP_2012__SRS023617__bin.38	HMP_2012__SRS022530__bin.14	HMP_2012__SRS057791__bin.18
HMP_2012__SRS048411__bin.28	1.0	0.9774088684542529	0.9795174669734787	0.9810362454677026	0.9831432892324814	0.9836483171249946	0.9811322784994981	0.9801227891888149	0.9812462089620138	0.9808181375821541	0.977957355509095	0.9826052227123443	0.9817391943037865	0.9807321454318259	0.9822963940965032	0.9820097697861467	0.9808226427593769	0.9791660876527769	0.9804682294888357	0.9802235526974976	0.979027423760617	0.975941665682491	0.9801309724916056	0.9809760447046407	0.9806458528741793	0.983149383602074	0.9808682306586011	0.981983593625395	0.9806885204757456	0.9817779442749397	0.9784586229762123	0.9807703353129703	0.984351405805994	0.9834425008967514	0.9811270189210284	0.9821832419080423	0.9803640690416843	0.9806004484998454	0.9804103658733789	0.9798060566786627	0.9805425294815675	0.9800529831608393	0.9804112532872787	0.9829418365742724
HMP_2012__SRS054687__bin.29	0.9774088684542529	1.0	0.9757608057327327	0.9742206608447218	0.9762187715916942	0.9826490328113232	0.9736330649878443	0.9747082348833874	0.9737345532675953	0.9767579043142012	0.9753572748305003	0.9783353558695913	0.9797708528768653	0.9704340127049075	0.9798067067882579	0.9776965633472559	0.9775949437995007	0.9735964147889954	0.9721237911708216	0.9751558395498837	0.9749824113495753	0.9684083606380753	0.9738754655173067	0.9744952032117074	0.9728292054924974	0.9749293964667757	0.9777048047010024	0.9769863980459941	0.9757227886701108	0.9816507119246987	0.9742171897532947	0.9741644390977138	0.9767071018085286	0.982042831638779	0.9713515107933086	0.9769552298937403	0.9750771111689057	0.9758186876963444	0.9766284448764129	0.9745464737620457	0.9753230622775506	0.9751932929669306	0.9727307634891275	0.9808848872520711
HMP_2012__SRS062544__bin.10	0.9795174669734787	0.9757608057327327	1.0	0.9783766085520249	0.9808475286189894	0.986074628088836	0.9789566850161506	0.9797061763104651	0.9794632149077279	0.9803233827332595	0.9773217971022473	0.9825556171086769	0.9849125597901003	0.9773318291423674	0.9844376491333646	0.9831472730339589	0.9821711635369791	0.9788055710710186	0.9772511978347537	0.9808225793046922	0.9804357926370952	0.9734590317004725	0.9782761761672678	0.9793945326431557	0.9785922806856048	0.9797611832687224	0.9835143495366966	0.9830706676095198	0.9980405286650756	0.9835426291286745	0.9803830150808579	0.9807922886688332	0.9813788161845407	0.9850332653204513	0.9764411908599155	0.9832788869886047	0.9817608895941035	0.9823283257109252	0.9830685987408769	0.981083224218891	0.9803372168237033	0.978895221000673	0.9778684317123023	0.9845852517391206
HMP_2012__SRS019607__bin.55	0.9810362454677026	0.9742206608447218	0.9783766085520249	1.0	0.9811330877670709	0.9826626282064312	0.9781508432382844	0.9776120373984647	0.9792027178916366	0.9776875379455177	0.9736799033954638	0.9798490727849761	0.979978814479088	0.9816460508351251	0.9808616084576559	0.9791840897604163	0.9774721167858829	0.9751357394451929	0.9784493368285055	0.9767838712857553	0.9763344190098282	0.9736029008826238	0.9773841016176034	0.978002546582737	0.9777007447909108	0.9814661033445036	0.9785236455353515	0.9799257095937935	0.9795197100135931	0.9793911054228098	0.9758915171116326	0.979169852678799	0.9827902697882056	0.982948816997714	0.9778440593576735	0.9804090192092786	0.9767136038658824	0.9771250808015514	0.978396916482951	0.97841639702066	0.9764828528014464	0.9784564545918555	0.9775736464595389	0.9817697525497905
HMP_2012__SRS019894__bin.29	0.9831432892324814	0.9762187715916942	0.9808475286189894	0.9811330877670709	1.0	0.9857366414985604	0.9804250615039871	0.9802277695169833	0.9833767167789733	0.9818560516058582	0.9773353885846097	0.9831847867715732	0.9835697963469628	0.9796673890842188	0.9849303630473264	0.9832426627099061	0.983499355130133	0.9799145127474468	0.9800140300683622	0.9805718514305459	0.9805528691278177	0.9744789204634318	0.9800367081941196	0.9803922247376669	0.9805714253234366	0.9821812880703288	0.9815938605804372	0.9827260273666141	0.983116464469255	0.9828844377443533	0.9798233074476168	0.9814792856965103	0.9843874608476555	0.9849397729851389	0.9790536069543379	0.9825170071402698	0.9819073583242213	0.9803346364887351	0.9814249782679358	0.9799553332319432	0.9821201564537875	0.9803025345584633	0.9795568378158668	0.9859250199217954
HMP_2012__SRS018739__bin.26	0.9836483171249946	0.9826490328113232	0.986074628088836	0.9826626282064312	0.9857366414985604	1.0	0.9834654484284668	0.9835135477071646	0.984206800774964	0.9865511344566914	0.9817105997199258	0.9879416834331519	0.9900381020094708	0.9810085943364615	0.9903612110655268	0.9882076025532467	0.9889305839105509	0.9900975282366314	0.9821564469800089	0.9864421154235873	0.9860048009420717	0.9761794649493792	0.9840245472957335	0.9834526065680423	0.9830306836374572	0.9840511946744859	0.9879404651112821	0.9880253137941437	0.9845544733936488	0.989878432799585	0.9839699257364546	0.9864248189633573	0.9866976891780618	0.9895027009760021	0.9811558444801061	0.9874959880955855	0.9881155476931971	0.9860778594614517	0.9870088542378654	0.9851700556638024	0.9882319825915621	0.9853952575187889	0.9824010119669103	0.9911439261760882
HMP_2012__SRS019974__bin.57	0.9811322784994981	0.9736330649878443	0.9789566850161506	0.9781508432382844	0.9804250615039871	0.9834654484284668	1.0	0.9804583667121698	0.9786260275738226	0.9788758029252367	0.9757015142534595	0.9804168084632492	0.9800167831467148	0.9787296651014112	0.9814143390820123	0.9802281737642453	0.9801779282211518	0.9767706748873516	0.9775575739175676	0.9770698829800399	0.9764643709381642	0.9746010430616479	0.9768395968183429	0.9804502745669509	0.9832301417425795	0.9810442826035884	0.9800518758599321	0.9806284662792217	0.9801630539778216	0.9801327427855109	0.9780679105304851	0.9804217733687104	0.9811584581427234	0.9831289897659338	0.9786912890178182	0.9808126303489786	0.9776855852082049	0.9782922394798383	0.9793018572387558	0.9795411013651154	0.9773827146569671	0.9779650348568661	0.9773116181572492	0.9819012677490024
HMP_2012__SRS013234__bin.16	0.9801227891888149	0.9747082348833874	0.9797061763104651	0.9776120373984647	0.9802277695169833	0.9835135477071646	0.9804583667121698	1.0	0.9781186509548964	0.9785248198362496	0.976150482436286	0.9809926196861378	0.982206988209656	0.9766725577156068	0.9819346192489556	0.9816091703143416	0.9803099351365713	0.9772355856213046	0.9780300260005057	0.9784723649686227	0.9781150733994121	0.9720754610116533	0.9779401420769455	0.9956288943728735	0.9795867261972397	0.9801865766452503	0.9809216798418239	0.980921025035346	0.9803051133243079	0.9809109341773404	0.9789012242679713	0.9799320301338988	0.9811351888226391	0.9840956098109893	0.9777846986792701	0.981685614036631	0.9779622245933247	0.9782194224312386	0.9806032271137386	0.9794306575934898	0.9786917831710078	0.9788334224066357	0.977729936847569	0.9829418342011562
HMP_2012__SRS044486__bin.8	0.9812462089620138	0.9737345532675953	0.9794632149077279	0.9792027178916366	0.9833767167789733	0.984206800774964	0.9786260275738226	0.9781186509548964	1.0	0.9779734993256128	0.9775361937659636	0.9811181993121194	0.9817661085584359	0.976280845764162	0.9809619546666767	0.9804439536418457	0.9802315458213694	0.9768382588234057	0.9774379253862282	0.9777646823105118	0.9770654957515725	0.9730732875187498	0.9781809543949502	0.9784980568137828	0.9787592259258456	0.9801642797834307	0.9809913775723229	0.9810876209376141	0.9798845144002646	0.980893963364657	0.9772550588918995	0.97902817487009	0.9815286339343615	0.9834417540645528	0.9775373631731745	0.9816864163026927	0.9783304299605664	0.9790690208667737	0.980407643795409	0.9787271161306877	0.9778339027764726	0.9776790983684581	0.9778285947775377	0.9845581298019075
HMP_2012__SRS016740__bin.1	0.9808181375821541	0.9767579043142012	0.9803233827332595	0.9776875379455177	0.9818560516058582	0.9865511344566914	0.9788758029252367	0.9785248198362496	0.9779734993256128	1.0	0.9801344719266566	0.9825074724180195	0.9845552079393267	0.9755653421130509	0.9858842568559525	0.9826896769963167	0.9833032637934516	0.980582675986719	0.9761143371699703	0.9794328235687574	0.9807542492155791	0.9729709776311228	0.9778127208886692	0.9792139725169322	0.9770322139402544	0.9784887218511421	0.9820277330173205	0.9820774573689621	0.9823893143972479	0.9829989438726299	0.9781132575632062	0.9792929668613084	0.9806854790715346	0.9854635652869836	0.9751118275732648	0.981059246401896	0.9807236643878221	0.9798567913787067	0.9819634454315873	0.9791778815742015	0.9808373632075672	0.9797977811840923	0.9762211267753043	0.986306432057838
