	HMP_2012__SRS048411__bin.28	HMP_2012__SRS054687__bin.29	HMP_2012__SRS062544__bin.10	HMP_2012__SRS019607__bin.55	HMP_2012__SRS019894__bin.29	HMP_2012__SRS018739__bin.26	HMP_2012__SRS019974__bin.57	HMP_2012__SRS013234__bin.16	HMP_2012__SRS044486__bin.8	HMP_2012__SRS016740__bin.1	HMP_2012__SRS013836__bin.51	HMP_2012__SRS065278__bin.7	HMP_2012__SRS019071__bin.74	HMP_2012__SRS012279__bin.10	HMP_2012__SRS042643__bin.57	Castro-NallarE_2015__ES_209__bin.9	HMP_2012__SRS050244__bin.71	HMP_2012__SRS016086__bin.25	HMP_2012__SRS020220__bin.40	HMP_2012__SRS023926__bin.28	HMP_2012__SRS065335__bin.10	CM_periimplantitis__SP_287SPT_T016__bin.29	HMP_2012__SRS063288__bin.19	HMP_2012__SRS024580__bin.10	HMP_2012__SRS024138__bin.7	BritoIL_2016__W2.8.SA__bin.3	HMP_2012__SRS064329__bin.12	HMP_2012__SRS024081__bin.87	HMP_2012__SRS014271__bin.1	QinN_2014__LD-53__bin.2	HMP_2012__SRS056622__bin.31	HMP_2012__SRS047824__bin.22	HMP_2012__SRS015941__bin.59	HMP_2012__SRS064423__bin.22	BritoIL_2016__WL.34.SA__bin.7	FerrettiP_2018__CA_C10035MS2597SA_t0M15__bin.33	HMP_2012__SRS047210__bin.59	HMP_2012__SRS016319__bin.15	HMP_2012__SRS015038__bin.1	HMP_2012__SRS017076__bin.2	HMP_2012__SRS018791__bin.48	HMP_2012__SRS023617__bin.38	HMP_2012__SRS022530__bin.14	HMP_2012__SRS057791__bin.18
HMP_2012__SRS048411__bin.28	1.0	0.8639082267545571	0.8588228921311335	0.7956666784966462	0.8442057071557055	0.6254793476575706	0.6075587965548609	0.7554369651993134	0.7883398740667547	0.7120766657389472	0.5963570511970383	0.7857164204474347	0.8646544494109604	0.6218434968423294	0.8410657815351453	0.7215534132915423	0.4906082415109001	0.7056847410075033	0.665848218872055	0.7960271815571864	0.8998978263346552	0.7354458563628791	0.8956352979193557	0.56457114144982	0.8712546440452553	0.4398529595806957	0.5513333943511225	0.8666381501896844	0.4018899326251534	0.8625979008635263	0.5450703541335505	0.40651389804674587	0.8584717285281201	0.6196786105875827	0.8747121112217318	0.6268849360153765	0.8853871111750345	0.48311145895401814	0.8085766106361478	0.8070879011063521	0.8980196614259858	0.6617257823196597	0.7614123501250554	0.8613921768967971
HMP_2012__SRS054687__bin.29	0.4696719284643299	1.0	0.7478856083258567	0.6113621927423446	0.6981287944679786	0.4570944904718456	0.516492432770291	0.6515550559310356	0.6768124971121804	0.6696694912715495	0.5056525101308519	0.6732201765035322	0.7377347003953838	0.5906790577609612	0.7728135207331482	0.6097734476986045	0.37163787986569036	0.6933864235160669	0.6326226377635913	0.7602076488248922	0.8400577005390766	0.6409288954083796	0.8041324634586101	0.4790850778302282	0.7954992157824481	0.3998499095446055	0.4230479228262906	0.7367268196309785	0.38763144973873803	0.792478112231712	0.44644700451236086	0.3992720917562462	0.7740620742846205	0.46728144854552905	0.7901089577497399	0.5545299035937931	0.8355895137749628	0.38450727324332984	0.6843611940010531	0.6883876395737146	0.8576623563896848	0.5995748114095149	0.6360347076561872	0.6664574742863468
HMP_2012__SRS062544__bin.10	0.4962860740324174	0.7949442249975849	1.0	0.6642824645378492	0.7009521876893999	0.5005000294134949	0.5219670234244755	0.6641890969301486	0.6826634702203206	0.6496404807406372	0.5096829764945698	0.6829290012202552	0.7497661762078827	0.5535020678496468	0.7712758062940561	0.6111201360468587	0.4184363786105065	0.6850608049798936	0.5902343958711009	0.7532855413513261	0.8235783972181849	0.6410042468769075	0.8247565561061067	0.4918060479542509	0.797354512488862	0.41319645893903095	0.46968332190074863	0.7448943299956662	0.37155504560171104	0.7860964298493544	0.5047026511543312	0.36684672762725923	0.7479344440660568	0.5073250396272636	0.779920135615101	0.5617060042927512	0.8435250643453932	0.44417723438669626	0.7405001157650396	0.7650056047549478	0.8777483402963261	0.6013575542220239	0.6382021392515803	0.6662734073402051
HMP_2012__SRS019607__bin.55	0.583104273382595	0.8241127577266667	0.8424407478487985	1.0	0.7781860094562518	0.606063883086341	0.6147686175091236	0.7364459934129294	0.7538732577526754	0.6876794949364975	0.5310907816602375	0.7438167502142303	0.7882924812668202	0.5860323166174325	0.8087395040806437	0.6784607445087212	0.49173262406881657	0.6746627753852724	0.6034020878221327	0.7845273653633977	0.8634777597389264	0.7044305304973704	0.8558893503549516	0.572477625588278	0.8772507877928385	0.4887580387722752	0.5845196996120582	0.784400059135796	0.309665554220133	0.8149980424956401	0.5828202299177848	0.32224080862725557	0.8027704846671284	0.6041939873131815	0.8423948902291786	0.5953195112535967	0.8639883535335007	0.5082393138057444	0.8006829363112952	0.861117803433709	0.8896207095747972	0.6503671347337932	0.7309430790585362	0.7140927993955007
HMP_2012__SRS019894__bin.29	0.5443770197789279	0.8280566640208039	0.7821884857996668	0.6847308025395464	1.0	0.5141521535676388	0.5436988919897812	0.7031185446871759	0.7368978604646681	0.7147695750680235	0.550891503167206	0.7170617192647312	0.8040951450627358	0.6180141093941778	0.8114316927779993	0.6510382100317142	0.4053132456545017	0.7046259637424463	0.6567571278698476	0.7877977950608689	0.8730588140351976	0.6854257931866827	0.843939067267145	0.5219331580399096	0.8476374533711865	0.4354254920642186	0.4770544682357957	0.8075965970752578	0.3885949264478269	0.8273514352098884	0.4676371642936209	0.411409771062613	0.833709334916836	0.5201782163191513	0.8364164258690695	0.6068611355689468	0.8586645580064247	0.4183940054948827	0.728140014718866	0.7286248218860625	0.875957418874597	0.6663153571252199	0.7030504910102899	0.7149502485464818
HMP_2012__SRS018739__bin.26	0.6579198393604282	0.8843801790101686	0.9110362097234488	0.8698880375978333	0.8386874945354842	1.0	0.673933694916453	0.7997821070386892	0.8021702846263646	0.7376177756645588	0.6040065584013061	0.7973418630535861	0.8621841755482444	0.5247791844437393	0.8572486740260391	0.7111886758532749	0.641911878113546	0.6498986670019874	0.5434523558080067	0.8386354281380565	0.9109831609411639	0.7625890163478664	0.8871652400801233	0.6598747852261106	0.8885238783375298	0.5454338260648315	0.7315220776260867	0.8596810589322852	0.23844838206125957	0.8881829907921067	0.7350999232757427	0.2391704349312478	0.8482490463499	0.6888757685933526	0.8656009100813317	0.6733855241661763	0.9040671715469909	0.6503770884274082	0.8767332952822932	0.9297250992454302	0.9074190686795077	0.6774909104841095	0.7828271267895368	0.7871437258517522
HMP_2012__SRS019974__bin.57	0.43536360107614674	0.6807705692602161	0.6472594397076735	0.60111897846368	0.6041861305564107	0.4591144543641499	1.0	0.6407644122016838	0.6126982639771921	0.5919998393810818	0.4618081674719921	0.5919362610592818	0.6412067834723133	0.43212378364631715	0.6689336242320408	0.5381563625168985	0.3855355971677531	0.5605345932995142	0.5003888316312189	0.6651851802278111	0.6977767664734777	0.5442190574346482	0.7273728098941253	0.5272222296582832	0.7513411679672337	0.38172558257820133	0.4363085757117426	0.6248330232495884	0.2598111389219794	0.666811446774906	0.4950663222283198	0.26761989533000496	0.664324530524287	0.4491252961411305	0.681032244247835	0.492568028804326	0.6981749675415936	0.3960701904672672	0.6041533375272717	0.6380091285085195	0.7120537805677879	0.56245867409083	0.6136318614394132	0.5831718220877783
HMP_2012__SRS013234__bin.16	0.49467993370557695	0.784784084445885	0.75264352069866	0.6580394219419863	0.7140080605211818	0.49789496859576915	0.5855454917957593	1.0	0.6923363891556024	0.6857809470806603	0.5322965146502113	0.676844042981292	0.7509824906888137	0.5502131329007479	0.7748674417324617	0.6164329441695767	0.423533297046718	0.6709870163228612	0.6070911792946126	0.7586827958633259	0.8319197861943699	0.6478720346394476	0.8303407068551124	0.5915499073468165	0.8450086537461853	0.42120504180095775	0.49459003259679657	0.7435745170108798	0.34964926336132296	0.7790958517059806	0.5446496608832325	0.344611743408781	0.7709160739513066	0.5000048925773486	0.7717294649355098	0.5561936971372307	0.8167699204344608	0.42822955972919585	0.7032358283439237	0.7313828258303621	0.8291787197348223	0.6202234684703969	0.6786591891776189	0.6820515799966975
HMP_2012__SRS044486__bin.8	0.45087732136685754	0.7120102942174081	0.6756520285302376	0.5883397369504824	0.653582918607204	0.43616564972632615	0.4890212641397262	0.6046944665376507	1.0	0.6142414023894849	0.4569501190896519	0.6042890435917803	0.6650747094602426	0.5138150940191302	0.7120353994591155	0.5649630178423487	0.36629028389755136	0.6092727011477369	0.5589398964488903	0.6798205669618224	0.7702838334528949	0.5854392803021603	0.7375663619673749	0.4567225694520487	0.7389113619379964	0.3892033572652166	0.4106624632301686	0.6712943995547291	0.3165546634588934	0.700583136007914	0.4191282712263483	0.3327411345112143	0.7166157706855173	0.43617526449974603	0.7164576610781687	0.5114450523711367	0.7628916751552652	0.38269468981405563	0.6194787831329098	0.6307286021882156	0.7787202629747361	0.5611502260272985	0.5961090080278016	0.5922027392489473
HMP_2012__SRS016740__bin.1	0.4504506048041668	0.7792089631776649	0.7111562352668712	0.5935966499154562	0.7011888120977375	0.44360025380860607	0.5226105893015183	0.6624906800959935	0.6793828953323084	1.0	0.5264289436339296	0.6560367573469202	0.7372407412440166	0.5729664294399077	0.7943913969753292	0.5955693383134016	0.36283050949596307	0.7183403894804131	0.614110482366328	0.7772829481500212	0.8235912027195805	0.6562010003462101	0.8224580441849116	0.48290750283289635	0.8085535154500672	0.38104612156108836	0.40880850566047544	0.7373760349376762	0.37473044651645326	0.7742155033575286	0.4457454564360214	0.38123754145954125	0.7495099296118312	0.460646077605408	0.7681704157002128	0.6007601260535479	0.8215795213793576	0.36955915524744565	0.6503668290584859	0.6519159123107808	0.8334528723028405	0.6910748699939856	0.6773924828696914	0.6602834432422277
