	HMP_2012__SRS048411__bin.28	HMP_2012__SRS054687__bin.29	HMP_2012__SRS062544__bin.10	HMP_2012__SRS019607__bin.55	HMP_2012__SRS019894__bin.29	HMP_2012__SRS018739__bin.26	HMP_2012__SRS019974__bin.57	HMP_2012__SRS013234__bin.16	HMP_2012__SRS044486__bin.8	HMP_2012__SRS016740__bin.1	HMP_2012__SRS013836__bin.51	HMP_2012__SRS065278__bin.7	HMP_2012__SRS019071__bin.74	HMP_2012__SRS012279__bin.10	HMP_2012__SRS042643__bin.57	Castro-NallarE_2015__ES_209__bin.9	HMP_2012__SRS050244__bin.71	HMP_2012__SRS016086__bin.25	HMP_2012__SRS020220__bin.40	HMP_2012__SRS023926__bin.28	HMP_2012__SRS065335__bin.10	CM_periimplantitis__SP_287SPT_T016__bin.29	HMP_2012__SRS063288__bin.19	HMP_2012__SRS024580__bin.10	HMP_2012__SRS024138__bin.7	BritoIL_2016__W2.8.SA__bin.3	HMP_2012__SRS064329__bin.12	HMP_2012__SRS024081__bin.87	HMP_2012__SRS014271__bin.1	QinN_2014__LD-53__bin.2	HMP_2012__SRS056622__bin.31	HMP_2012__SRS047824__bin.22	HMP_2012__SRS015941__bin.59	HMP_2012__SRS064423__bin.22	BritoIL_2016__WL.34.SA__bin.7	FerrettiP_2018__CA_C10035MS2597SA_t0M15__bin.33	HMP_2012__SRS047210__bin.59	HMP_2012__SRS016319__bin.15	HMP_2012__SRS015038__bin.1	HMP_2012__SRS017076__bin.2	HMP_2012__SRS018791__bin.48	HMP_2012__SRS023617__bin.38	HMP_2012__SRS022530__bin.14	HMP_2012__SRS057791__bin.18
HMP_2012__SRS048411__bin.28	1.0	0.8443915623604918	0.8412320238791251	0.7805778509161074	0.8299751757218933	0.6152517077198087	0.5960955463862837	0.7404209853874847	0.7735555128015943	0.6984177091057843	0.5832117647278575	0.7720490583024976	0.8488651625159004	0.6098619067810066	0.8261758843999305	0.7085725012748358	0.4811996719982517	0.6909825669685802	0.6528430242657786	0.7802845919497612	0.8810246505641967	0.7177522540780742	0.8778398955475071	0.5538307652938287	0.8543922534803489	0.432441166087309	0.5407854110201863	0.8510244450961311	0.3941288434202588	0.846879593845671	0.5333287881306703	0.3986967720966896	0.8450378528213567	0.6094182825484764	0.8582036860970967	0.6157158787588982	0.868001710988619	0.47373931332572483	0.7927368906704424	0.7907896137760734	0.880546470338817	0.6485263269968227	0.7464972364545178	0.8466984083696483
HMP_2012__SRS054687__bin.29	0.45906150814504754	1.0	0.7297574637759529	0.5956016794289252	0.6815264341483205	0.44916345896554366	0.5028741103611666	0.6350760784958864	0.6590357145214546	0.654104968877556	0.4931918542924296	0.6586351009581722	0.7228109566032439	0.5732150482437234	0.757207870710985	0.5961734042353333	0.36331131228106517	0.6750785359986068	0.6149875170032277	0.7413209280220809	0.8190414825443683	0.6206809008880013	0.7831248771883326	0.46686611027586483	0.7738848700595438	0.3898254309896171	0.4136159867660432	0.7197720818551505	0.37822083911531934	0.7779367030570014	0.4349363461098087	0.38895667331309447	0.7560319251944296	0.4588903969019218	0.7674735298015363	0.5417508894484278	0.8147642092147213	0.37520938278600585	0.6683666086310136	0.6708657467279416	0.8364978758341673	0.5847013347184712	0.618690526783987	0.6537180645236634
HMP_2012__SRS062544__bin.10	0.48612087813044585	0.7756754174962261	1.0	0.6499184247751216	0.6875272209752219	0.49353038036236346	0.510983106939372	0.6507101605005368	0.6686437572420612	0.6368577536401223	0.4981242825400955	0.6710157262353802	0.7384541238529411	0.5409551884055781	0.7592729415815609	0.600821095250611	0.4109761448460811	0.6705413324367165	0.5768072703683056	0.7388394676211391	0.8074657386753996	0.623991373480685	0.8068396899763667	0.481672154487231	0.780284970891434	0.404833851532551	0.46194028682744964	0.7322837662873855	0.37082699414050796	0.7731593493626986	0.49480190685798564	0.3598004415802116	0.7340070193011894	0.49973204036287083	0.7615461459956361	0.5523136547157927	0.8281399175666566	0.43632787897399256	0.7279624111725946	0.7505341652585068	0.8604893649977252	0.5886660359405923	0.6240777250253792	0.6560029704931375
HMP_2012__SRS019607__bin.55	0.5720464270754338	0.8028676754430394	0.8242243217863391	1.0	0.7635040423149474	0.5955563282146191	0.6013364416129836	0.7199584680543502	0.7381947429372421	0.6723356723000813	0.5171124209811614	0.7288281530193478	0.7725099312546371	0.5752763092692623	0.7932615307957871	0.6643379665499465	0.4806549289412229	0.6578877843514638	0.5903983726705013	0.7663136770692738	0.8430430568826127	0.6858356079625254	0.8365326437807485	0.5598845756869745	0.8576887485934714	0.47969944779212675	0.5719663473516198	0.7686537845540585	0.3033235138709032	0.7982018337572311	0.5687693183778175	0.3155284851106469	0.7889550212040157	0.5938917650666236	0.8237308390438617	0.5836566181442858	0.8438691784778555	0.496613380568963	0.7833857159674863	0.8425317786459545	0.868699368396845	0.6363559208346908	0.7145506911496162	0.701074710960108
HMP_2012__SRS019894__bin.29	0.5352006138080307	0.8083644593587055	0.7672076432108327	0.6718120465848497	1.0	0.5068186170770164	0.5330560196187308	0.6892163227647379	0.7246481986251954	0.7018008327842866	0.538405761315881	0.7050041735573523	0.7908836980729366	0.6054482689674029	0.7992037117559415	0.6401285431574738	0.39862531572690363	0.6904732079298794	0.643631199659852	0.772492342455738	0.8560803250195428	0.66793298700235	0.8270912654009084	0.5116992099751032	0.8311690658097123	0.42766677065429093	0.46827373718272225	0.7936461955585642	0.3820340702000778	0.8131908502132549	0.4582017930036002	0.40379016823109826	0.8206930152837718	0.5123442142931993	0.8188965186629681	0.5962513866689472	0.8431290478387236	0.4101661352858917	0.7146147981214775	0.7140197801324216	0.860295437271975	0.6531906334050808	0.6886779157989321	0.7048873380412827
HMP_2012__SRS018739__bin.26	0.6471617427900319	0.8690353275418471	0.8983496916785125	0.8548064652712217	0.8267249941302505	1.0	0.662790503482063	0.7865965374863325	0.7895014495088567	0.7276976533772918	0.5929596406829146	0.7877272624568855	0.8535951847423844	0.5148128900681873	0.848985834992745	0.7028020563279829	0.6348062884419474	0.6434630638029494	0.5337552348833075	0.8272653058016702	0.8982337702653715	0.7444237379547336	0.8729923737463541	0.6489555775391457	0.8734462355503467	0.5367348081549732	0.7227002616090875	0.8493866480144528	0.23476542123189098	0.8791931869645389	0.723316216914506	0.23592365297844353	0.8369653738809409	0.6816444336600419	0.8492893919135973	0.664965503555742	0.8933228283645945	0.6413224471992699	0.8653435252487643	0.9159373277756547	0.8967405452825388	0.6675963302031278	0.7690501615531897	0.78017272290558
HMP_2012__SRS019974__bin.57	0.4271492818995864	0.6628207359023437	0.6336389554416351	0.5879850356707848	0.5923592242106249	0.45152320274122953	1.0	0.6282428290345464	0.5996024681773767	0.5794943181057676	0.45058692829703795	0.5803442598814097	0.6283934092703886	0.42293236605051465	0.6565010507154235	0.5275160284295486	0.3778934828873928	0.5475137529948736	0.4891588922648606	0.6499324062052442	0.6813541513297907	0.530396461029835	0.7105265623536026	0.5169151798262639	0.7387412830774585	0.3744897003118684	0.42760503808006856	0.6127290492698532	0.25465727938322336	0.6535637322482634	0.48420848335586464	0.2623803723681921	0.651807632075598	0.4415480986735555	0.6665203249856113	0.4831169439573824	0.6825956017186224	0.38747239362342895	0.5916484854974502	0.6249561644202327	0.695949057033101	0.5500649168127852	0.5997095474561979	0.5726171514234852
HMP_2012__SRS013234__bin.16	0.4848470763792481	0.7649355097148238	0.7373695057885306	0.6433072599732131	0.6998905285818253	0.48968644694917224	0.5741029765217444	1.0	0.6771871349678619	0.6710536776892357	0.5196014995749574	0.6639790108431745	0.7376202503776458	0.5373780677988905	0.7608691663659771	0.6050962308807251	0.4151938989560463	0.6557123898405631	0.5937534018701877	0.7423501495293953	0.8137132827359294	0.6297805067486989	0.81202350883416	0.5889641802180866	0.8277592607315626	0.4128595279886003	0.4851540856078721	0.7293878774164746	0.34276296074318247	0.7642236397106041	0.5331582198357318	0.337696085326549	0.7563728877826228	0.4920526196693841	0.7545852623338818	0.5460073510974662	0.7987701283689982	0.41890247258627755	0.6895953226960547	0.7163387620556163	0.8115103997847265	0.6070954602997927	0.6635454061756557	0.6704170310617505
HMP_2012__SRS044486__bin.8	0.44242166229817653	0.693309025761717	0.6617763080231545	0.5761038694655629	0.6427182246427712	0.429277198725081	0.47856893712418924	0.5914629358496976	1.0	0.6007118137255164	0.44668528015580206	0.5928789783128103	0.6529478094074148	0.5016278345553888	0.698479637245282	0.5539145748747809	0.359049291204245	0.5951608845377885	0.5463290528005965	0.6647045406835783	0.7526177556020744	0.569675325126234	0.7214733678788581	0.4469021467118276	0.7232163126382457	0.3814832283631543	0.4028563355214065	0.6585986254078934	0.3101870126845569	0.6871977689452433	0.40959522338056503	0.32576294562471725	0.7033788984567755	0.4289529671992005	0.700364132835573	0.5020786605979641	0.7463601405679874	0.3746845152471611	0.6073417341525833	0.617311185880812	0.7614590739157072	0.5486248470316256	0.5828924336540572	0.5830580214185103
HMP_2012__SRS016740__bin.1	0.4418101232767778	0.7610985138962575	0.697163086208669	0.5803520471885498	0.6884664784764866	0.4376343336401566	0.5115708602197548	0.6482635733841265	0.6644184675301043	1.0	0.5159711546755492	0.6445610162742362	0.7258542112968461	0.5589661907558369	0.7831779720597845	0.5852598406961067	0.3567724241912214	0.7043921413860454	0.599442046444139	0.7612964326184233	0.807740571683798	0.6384645288293728	0.8042099380012218	0.47286977420723214	0.7899828312893548	0.3728493324526443	0.40146129005195513	0.7241603815164	0.3681311864370731	0.7610530221302672	0.43598954043863514	0.3733432430548252	0.7350335043902508	0.4539499259724899	0.749052057941149	0.5893812765344018	0.8057424787931566	0.36211504808538747	0.638636452256687	0.6383416419809833	0.8174817176272913	0.6771136242521921	0.6612848528961712	0.6512418070511056
