	ZeeviD_2015__PNP_Main_444__bin.30	SmitsSA_2017__TZ_86771__bin.6	FengQ_2015__SID31160__bin.36	BackhedF_2015__SID560_M__bin.34	RampelliS_2015__H14__bin.95	ZeeviD_2015__PNP_Main_13__bin.53	LiSS_2016__FAT_012-22-84-0__bin.55	SmitsSA_2017__TZ_65642__bin.20	ZeeviD_2015__PNP_Main_74__bin.14	ZellerG_2014__CCIS51667829ST-4-0__bin.32	WenC_2017__N315__bin.23	ZeeviD_2015__PNP_Main_199__bin.32	ZeeviD_2015__PNP_Main_116__bin.24	ZeeviD_2015__PNP_Main_33__bin.51	FengQ_2015__SID31300__bin.57	NielsenHB_2014__V1_CD34_0__bin.54	ZeeviD_2015__PNP_Main_335__bin.22	LiJ_2014__V1.CD55-0__bin.71	RampelliS_2015__H25__bin.12	ZeeviD_2015__PNP_Main_359__bin.33	NielsenHB_2014__V1_UC27_0__bin.14	ZeeviD_2015__PNP_Main_213__bin.17	ZeeviD_2015__PNP_Main_211__bin.14	ZellerG_2014__CCIS59132091ST-4-0__bin.11	ZeeviD_2015__PNP_Main_46__bin.35	ZeeviD_2015__PNP_Main_163__bin.37	ZeeviD_2015__PNP_Main_228__bin.29	ZellerG_2014__CCIS03473770ST-4-0__bin.27	RampelliS_2015__H21__bin.34	ZellerG_2014__CCIS74239020ST-4-0__bin.85	ZellerG_2014__CCIS03857607ST-4-0__bin.45	ZeeviD_2015__PNP_Main_378__bin.32	YuJ_2015__SZAXPI015210-17__bin.66	YuJ_2015__SZAXPI017591-140__bin.18	ZeeviD_2015__PNP_Main_41__bin.19	RampelliS_2015__H10__bin.95	RampelliS_2015__H24__bin.83	ChengpingW_2017__AS49raw__bin.23	ZeeviD_2015__PNP_Main_310__bin.29	ZeeviD_2015__PNP_Main_455__bin.37
ZeeviD_2015__PNP_Main_444__bin.30	1.0	0.7002241371269297	0.78937282755707	0.7839196014364529	0.9104253941603637	0.7401977728944964	0.9302445207114227	0.8271448715943913	0.9469327231975068	0.8797635998013766	0.7611622758285803	0.8822505068461959	0.7603625699228277	0.8739859646812561	0.9170370278923154	0.9209237631992626	0.8989702586218722	0.41689505608915006	0.6064006650041562	0.6765148459983156	0.5375909785492264	0.9276348457788423	0.9024516541429705	0.8566016202617768	0.8130814328315624	0.8293985882378762	0.9459540093660239	0.9322122361862122	0.9177414000751696	0.5048277271617436	0.6487514711570908	0.6941447261933176	0.6307615175482636	0.5299148992205954	0.8975327083830578	0.9292397444233201	0.7703088263938613	0.7799457626560661	0.38497540527120044	0.6643450504651462
SmitsSA_2017__TZ_86771__bin.6	0.6159203283775859	1.0	0.6810347948002056	0.6795284036476746	0.8898150583613457	0.7051798861489234	0.8521046039946815	0.8145316975586449	0.8277362988988927	0.789771260204488	0.6662435660145608	0.789856322740534	0.7026262002263508	0.7532848617643297	0.8502211625937196	0.8370599974420911	0.7988518367474982	0.4079442375862993	0.5409355913716425	0.5810422754771345	0.5095776795905416	0.8069496695229983	0.8066836228677055	0.7979077029254273	0.7217055460773502	0.740533927282994	0.8560699660473793	0.8175794701267612	0.8801275817384611	0.4665812823810753	0.5572887131063873	0.6305939174857204	0.5316866995977326	0.5016427325223636	0.8194037900487692	0.9139185233626367	0.7490359579248119	0.6926799163129432	0.3948590857647544	0.5844719245368616
FengQ_2015__SID31160__bin.36	0.6781169538960082	0.6651265282073943	1.0	0.7542147591692444	0.870545293857711	0.7081897186625423	0.9159304757696274	0.7858659596405951	0.8808236853733982	0.8760730593607305	0.7291813227279422	0.8410823390779202	0.7595545735749005	0.8080718809839447	0.8958650758580056	0.8820132567388422	0.8702618942406835	0.3951975254087495	0.5791998821623214	0.6554007954043305	0.5199051406687288	0.8395651789659744	0.8979030785093534	0.8388116070113418	0.8012225659154515	0.7992534983060834	0.9091465606127559	0.8488608042421564	0.8742783915156871	0.49844336426572394	0.6349241419944027	0.6543685373398144	0.6362339077920165	0.520780085432317	0.8606970098689056	0.9020969214906467	0.7335366033289145	0.7537269111798498	0.3585723965237885	0.6464115480925026
BackhedF_2015__SID560_M__bin.34	0.6557644445311416	0.6462439571813299	0.7344275142887633	1.0	0.8840937751365766	0.7387895888531009	0.9155376602573297	0.8145736779236457	0.8962212948184085	0.8610911899060114	0.7055728758481175	0.8620929237202076	0.7574438690562934	0.826011573295819	0.882525769114699	0.8958604182037868	0.8734545129083672	0.46105114350267185	0.5550190535967752	0.637101558367346	0.5534286720773297	0.8694125800784634	0.8769605812580538	0.8518822383300305	0.7880397801922916	0.8031266028601624	0.9053625461709787	0.8748498259874766	0.9065564797719765	0.5024377817734934	0.604729950693583	0.6799540785942221	0.551063180372902	0.5478238968019103	0.8820088377478086	0.9122243654251516	0.7540835283061519	0.7387614760484642	0.4352567846524741	0.6094953579448507
RampelliS_2015__H14__bin.95	0.49803365264123106	0.553384023399571	0.5543490005807872	0.5781443924020429	1.0	0.6218718906499264	0.7242498915713821	0.6889002861915217	0.7129226652579701	0.6783752065396339	0.5591765127855725	0.6731128543064545	0.6029460318127314	0.65074166675421	0.7166062367840897	0.724577053352883	0.6833291562677745	0.39626870487456045	0.44327044723615827	0.4839848304986816	0.47005681809654876	0.6953906206619174	0.6908373690790096	0.6742312823691315	0.6103188026479094	0.6254721709885538	0.7161402563567684	0.6953853680645079	0.7676944999302155	0.4345466333101719	0.44894925540679864	0.5569933081909004	0.4112918838365572	0.46739074972573935	0.7024227230365415	0.8286242546939462	0.6602863866181827	0.5819153821564764	0.37193041959248846	0.46398744178996515
ZeeviD_2015__PNP_Main_13__bin.53	0.5541304536462214	0.6001733398575388	0.6171509930843764	0.6611631946494668	0.8510417078494306	1.0	0.889928677015371	0.8193948611098988	0.8574474781771999	0.8372366463872041	0.6383322405460206	0.8144144208903281	0.690226887291611	0.7733293832109873	0.8498458887492882	0.8767495079889855	0.8008152518536736	0.5561139011274793	0.45205504772750726	0.5452226539174243	0.6477637566690405	0.832818431120255	0.810673956251197	0.7953193103990052	0.7162222180005432	0.7277948099705333	0.8874040559267495	0.8212309491743508	0.8843777966840537	0.6235721668355053	0.48462712676349945	0.7566202629980504	0.41598741848379994	0.6618573755955348	0.8704161337510057	0.8897808041511199	0.7073616554367153	0.6714999186185799	0.564897960021955	0.5193639002289462
LiSS_2016__FAT_012-22-84-0__bin.55	0.6114389708325313	0.6367389921555598	0.7008031974625145	0.7193758708969512	0.8702220975999646	0.7813524029430288	1.0	0.8164745415210758	0.8874455147031974	0.8698199804441231	0.6912150474764218	0.8556962915511669	0.7273167831168498	0.7961477897756755	0.8936147672566639	0.8971396036260869	0.8530996605896787	0.49625494588323543	0.5187649413346233	0.6069769129754461	0.5902647075927563	0.847962298361012	0.8718819578777771	0.8384120159097743	0.7699948473104358	0.7810237668369654	0.9127897148168902	0.8535157526690977	0.8986263551731335	0.543734523335643	0.5620132725709667	0.6895137132318634	0.5080326508311248	0.5885178421455746	0.8730806456775336	0.9014357656161882	0.7285393635278838	0.712861753293912	0.47989076117802293	0.5785591312826861
SmitsSA_2017__TZ_65642__bin.20	0.5713360564018165	0.6396325847263714	0.6318821671228801	0.6726111801195156	0.8698654667731639	0.7560300238671173	0.858018602897216	1.0	0.8286461309024689	0.8049808276650114	0.6416331968009157	0.7997753515875565	0.6798376391735288	0.7480768447273	0.830771337098634	0.8400111992586886	0.7946906796964641	0.4771106860067063	0.496167901711819	0.556471456576343	0.5707831995959929	0.8073173227518341	0.8019507744258959	0.7930766410182798	0.7097515981683243	0.7274378047936996	0.8563074471280344	0.8080819421902226	0.8930053902354212	0.5358101507730995	0.5101342868810443	0.6563097210891895	0.4573637020845591	0.5806834579748291	0.8285693847134856	0.8963012126845343	0.7323490871467189	0.686443496328974	0.4839827861140562	0.5286301184260019
ZeeviD_2015__PNP_Main_74__bin.14	0.6084701624585568	0.6046787429745477	0.658850251931297	0.688428876839905	0.8374295030873868	0.7359756481837721	0.8675726762185935	0.7708665793181438	1.0	0.8286179674413009	0.6633415172993705	0.8292279086903848	0.695521206696485	0.7911215647284726	0.8426563117681201	0.8509354709482427	0.8143442845111502	0.4832766361211262	0.4942701220014711	0.5726876770272944	0.576726774966495	0.8495265242912188	0.8374193667805018	0.8002147134223654	0.7330343563511235	0.7494247645842725	0.8682293326211475	0.8554430425491314	0.859648287779448	0.523211481703305	0.5333971479958097	0.6648813545279103	0.4955609586478343	0.5724880358525581	0.8442552040019903	0.8728739647194821	0.7115330459029268	0.6843267575144188	0.45915707353361795	0.5616853769670496
ZellerG_2014__CCIS51667829ST-4-0__bin.32	0.5962220388812066	0.6084934403941573	0.6911302973610514	0.6976134422533902	0.8404225106615383	0.7579246313489896	0.8968409310108416	0.7898007134806001	0.8739291399886122	1.0	0.6460276328479961	0.8667529660573806	0.7093131296698699	0.7671190025215845	0.8580015571074985	0.8723566938192129	0.8249146495927118	0.5122958039438976	0.49432306494532696	0.590657819817098	0.6077985521224305	0.8256704277397539	0.8751037103315245	0.8204418002021916	0.7593171967416945	0.7603486061563848	0.8839211220470153	0.8312750851180032	0.8706531717350129	0.5561142033768316	0.5422313118049664	0.6747620762982675	0.46706392274887576	0.622338682501133	0.8470976213439929	0.8798898404545824	0.7072791289494172	0.6920905911198392	0.4981014908723288	0.5547639355311015
