	ZeeviD_2015__PNP_Main_444__bin.30	SmitsSA_2017__TZ_86771__bin.6	FengQ_2015__SID31160__bin.36	BackhedF_2015__SID560_M__bin.34	RampelliS_2015__H14__bin.95	ZeeviD_2015__PNP_Main_13__bin.53	LiSS_2016__FAT_012-22-84-0__bin.55	SmitsSA_2017__TZ_65642__bin.20	ZeeviD_2015__PNP_Main_74__bin.14	ZellerG_2014__CCIS51667829ST-4-0__bin.32	WenC_2017__N315__bin.23	ZeeviD_2015__PNP_Main_199__bin.32	ZeeviD_2015__PNP_Main_116__bin.24	ZeeviD_2015__PNP_Main_33__bin.51	FengQ_2015__SID31300__bin.57	NielsenHB_2014__V1_CD34_0__bin.54	ZeeviD_2015__PNP_Main_335__bin.22	LiJ_2014__V1.CD55-0__bin.71	RampelliS_2015__H25__bin.12	ZeeviD_2015__PNP_Main_359__bin.33	NielsenHB_2014__V1_UC27_0__bin.14	ZeeviD_2015__PNP_Main_213__bin.17	ZeeviD_2015__PNP_Main_211__bin.14	ZellerG_2014__CCIS59132091ST-4-0__bin.11	ZeeviD_2015__PNP_Main_46__bin.35	ZeeviD_2015__PNP_Main_163__bin.37	ZeeviD_2015__PNP_Main_228__bin.29	ZellerG_2014__CCIS03473770ST-4-0__bin.27	RampelliS_2015__H21__bin.34	ZellerG_2014__CCIS74239020ST-4-0__bin.85	ZellerG_2014__CCIS03857607ST-4-0__bin.45	ZeeviD_2015__PNP_Main_378__bin.32	YuJ_2015__SZAXPI015210-17__bin.66	YuJ_2015__SZAXPI017591-140__bin.18	ZeeviD_2015__PNP_Main_41__bin.19	RampelliS_2015__H10__bin.95	RampelliS_2015__H24__bin.83	ChengpingW_2017__AS49raw__bin.23	ZeeviD_2015__PNP_Main_310__bin.29	ZeeviD_2015__PNP_Main_455__bin.37
ZeeviD_2015__PNP_Main_444__bin.30	1.0	0.9657094554886028	0.9860921651458728	0.9847241822494298	0.965067163465124	0.9820409827331397	0.9859562200939299	0.9659927347022033	0.9911325146922274	0.9861529382323753	0.9802856725794331	0.9859478696749648	0.9860774862082775	0.9968155140496413	0.9844024970962693	0.9833623784202452	0.9862008299185722	0.9850637001355602	0.9637223832047358	0.9865701253975383	0.990092201467926	0.9985663850945454	0.9862814227314493	0.9854782714523169	0.9861113688547131	0.9861671240964762	0.9827962602457159	0.9963758066331715	0.9644428667513639	0.9793371980702581	0.9852521875921738	0.9827801535044384	0.9801201079079195	0.9805082606923062	0.9841682363684296	0.9654592893018862	0.9646686337743002	0.985341047090677	0.983884070777541	0.9826922104106897
SmitsSA_2017__TZ_86771__bin.6	0.9657094554886028	1.0	0.9667415487480578	0.9650245163970884	0.9922716600642322	0.9649493673160187	0.9661765497163798	0.9904026971398437	0.9654052777613791	0.9660208932969121	0.9629570940121409	0.9659871271679082	0.9664387348927942	0.9662747227401157	0.9658483108995054	0.9661956564041876	0.9664184627467565	0.9642877212700197	0.9788336008083358	0.9661481532241486	0.9644681168445254	0.9657678698388087	0.9665350944762116	0.9662698517709235	0.9664909027987916	0.9656826165446855	0.9645792005073907	0.9651356271255727	0.9810727649473612	0.9687990928450351	0.9653612827518717	0.9644064958982086	0.9636048408874809	0.962491807221671	0.9649975299043546	0.9926781370571947	0.9936380733002848	0.9655831923141573	0.9649101631730123	0.9637611823831598
FengQ_2015__SID31160__bin.36	0.9860921651458728	0.9667415487480578	1.0	0.9885562823268034	0.9658708130376783	0.983000478379334	0.989870465204691	0.9665087482409427	0.9870125179099626	0.9898595413994747	0.9821542126190709	0.9896135064345543	0.9898763064769609	0.9868253736784542	0.9864630679109008	0.9853239518850071	0.9896462683778229	0.9897845542818551	0.9643496190924747	0.9904609849700506	0.9861923439130834	0.9863026965118825	0.9903022770849218	0.9888148472296658	0.9909594631859546	0.9896950534929855	0.982845003625938	0.9865672170130538	0.9649814100840438	0.97858467605141	0.9888282101844333	0.9834660961781048	0.9815974100058527	0.9810260053807357	0.9855389240822607	0.9658085382643931	0.9651548801400809	0.9885308963051382	0.9851294884708349	0.9822244016618025
BackhedF_2015__SID560_M__bin.34	0.9847241822494298	0.9650245163970884	0.9885562823268034	1.0	0.9647270914938518	0.9819297131150724	0.9883679395799624	0.9648488784209429	0.9861922521948103	0.9888517472947231	0.9805772980603319	0.9888094640721572	0.9889229575945608	0.9857006918011836	0.9854825990769869	0.9848437204804462	0.9885241314440506	0.988495548791566	0.9634189454881505	0.9889567690332063	0.9856035678520113	0.9851917060355676	0.9890567560972259	0.9878092310676369	0.9891695594436549	0.9883564599180473	0.9824299584227646	0.9854444126743457	0.9637404531842128	0.9794698871123555	0.988392182013622	0.9824831560695105	0.9804402123497253	0.9807528970670633	0.9844944650502627	0.9649343044943135	0.9646441475678871	0.9875874173394065	0.9842943255259721	0.9814851596056618
RampelliS_2015__H14__bin.95	0.965067163465124	0.9922716600642322	0.9658708130376783	0.9647270914938518	1.0	0.9637678317712466	0.9654425195479849	0.9866852489354135	0.9644213964204575	0.9650335765712851	0.9618672839506173	0.9650327744582181	0.9651600032606105	0.9652426442227031	0.9646639668482543	0.9646793527508091	0.9650410967929677	0.9640908772441427	0.9771894335023319	0.9655601447455325	0.9640958922150431	0.9646978782362481	0.965128858504922	0.9651341829798766	0.9656048519959279	0.964930139205723	0.9637052897609604	0.9642168848910461	0.9788835059401135	0.9669198717339913	0.9646968174988259	0.9636193646557514	0.9628063665123203	0.9616844028419622	0.9641192371972881	0.9988911387086317	0.9954576783929477	0.9642670858352026	0.9641075975160492	0.9632275885267747
ZeeviD_2015__PNP_Main_13__bin.53	0.9820409827331397	0.9649493673160187	0.983000478379334	0.9819297131150724	0.9637678317712466	1.0	0.9829994888192185	0.9643780285223913	0.9834417277801364	0.983414877058882	0.9793239856245194	0.9835755206412431	0.9837223712879352	0.9831816331828614	0.9831329115453583	0.982965891961344	0.9835312688539914	0.9831926566201765	0.962846605810109	0.9834134737627203	0.9832807148400005	0.9824742465072721	0.9835117716057671	0.9836899015415961	0.9836887638645149	0.9834662817547075	0.9865372542779859	0.9828121629690298	0.9624594541087568	0.9801791876529975	0.9829478455166978	0.9980340769051199	0.9795046810296414	0.9812465963200693	0.984236440997405	0.9637116738240022	0.963341029897559	0.9825014948471739	0.9840766183787399	0.9986218800758856
LiSS_2016__FAT_012-22-84-0__bin.55	0.9859562200939299	0.9661765497163798	0.989870465204691	0.9883679395799624	0.9654425195479849	0.9829994888192185	1.0	0.9656135984169192	0.9869743937774563	0.9897407910707826	0.9817412707543367	0.9897284522452316	0.9901207219391376	0.9868470076361985	0.9867348982403498	0.9853348193647719	0.9895450000951175	0.9897040575133854	0.9639923354667154	0.9904228360585607	0.9867248121219527	0.986184476342371	0.9900876911781434	0.9890817097399472	0.9900886860322426	0.9893790118746584	0.983158369896543	0.9866942654671506	0.9644504375971337	0.9807228655948211	0.9889932629657229	0.983307181337936	0.9813753607087461	0.9822249968402548	0.9856804213724345	0.9656109316879524	0.964780405039574	0.9888529271895742	0.9862896210693626	0.9821309745876948
SmitsSA_2017__TZ_65642__bin.20	0.9659927347022033	0.9904026971398437	0.9665087482409427	0.9648488784209429	0.9866852489354135	0.9643780285223913	0.9656135984169192	1.0	0.9656296111656455	0.96588153109969	0.9629531731534546	0.9656961904598305	0.9661820801957858	0.9662677215418335	0.9658498309513315	0.965607924017323	0.9656275261166181	0.9650217304745952	0.9791977375021245	0.9659850335850438	0.965136449653066	0.9657707837845609	0.9660497601312854	0.965907617905833	0.9664820429026647	0.9656408436257542	0.9646237427664118	0.9653687571926134	0.9819682080250227	0.9691772979539653	0.9653377215669485	0.9649314914239765	0.9634255480470838	0.9630785698085561	0.9650466641013752	0.9870647439349965	0.9874058951459426	0.9651472551073789	0.9649516403896959	0.9639103795185959
ZeeviD_2015__PNP_Main_74__bin.14	0.9911325146922274	0.9654052777613791	0.9870125179099626	0.9861922521948103	0.9644213964204575	0.9834417277801364	0.9869743937774563	0.9656296111656455	1.0	0.9874486289439435	0.9808599565895922	0.9864544475192883	0.9872429566331493	0.9922004823100076	0.9849878167220785	0.9845786766644241	0.9867826962260628	0.9851038082636248	0.9636194711885685	0.987616480270018	0.9931699772434462	0.9912971121103776	0.9873042537380984	0.9866688255613126	0.9876270586247758	0.9870326222083178	0.9836732021233721	0.9918462119428498	0.9636589300846969	0.9804271212024218	0.9867943578371269	0.9838970001915603	0.9808121743445538	0.9794752335614034	0.9849233298967727	0.9643817343418426	0.963830094288144	0.9861365313700664	0.9843165108555852	0.9836909103462994
ZellerG_2014__CCIS51667829ST-4-0__bin.32	0.9861529382323753	0.9660208932969121	0.9898595413994747	0.9888517472947231	0.9650335765712851	0.983414877058882	0.9897407910707826	0.96588153109969	0.9874486289439435	1.0	0.98191642443952	0.9899815203506735	0.990188292003979	0.9868813541452703	0.9867340294247982	0.9853522732722012	0.9899793885533784	0.9894807134315521	0.9635288796698446	0.9904127936440985	0.9862109628619039	0.9864971672536321	0.9930228605421942	0.988957118471899	0.9908362685432421	0.9898082505977077	0.9831770688177358	0.9868465343268327	0.9643626094082413	0.9800215305765949	0.9890979538304603	0.983639181649101	0.9813325929265275	0.9809211189657298	0.9854685983340165	0.9652438409163785	0.9645275088094697	0.9885505590736214	0.9855220281664906	0.982486449892881
