	Bengtsson-PalmeJ_2015__TRAVELRES13__bin.23	HeQ_2017__SZAXPI029594-136__bin.12	YuJ_2015__SZAXPI003412-1__bin.80	QinN_2014__HD-6__bin.48	HeQ_2017__SZAXPI029552-169__bin.3	ZeeviD_2015__PNP_Validation_40__bin.5	QinJ_2012__DOF010__bin.2	QinN_2014__HD-39__bin.5	YuJ_2015__SZAXPI015260-74__bin.51	RaymondF_2016__P7C0__bin.21	ZeeviD_2015__PNP_Main_535__bin.24	FengQ_2015__SID31300__bin.65	QinN_2014__LD-97__bin.79	QinJ_2012__T2D-027__bin.10	Bengtsson-PalmeJ_2015__TRAVELRES56__bin.42	QinJ_2012__CON-081__bin.2	LiJ_2017__H3M516804__bin.9	Bengtsson-PalmeJ_2015__TRAVELRES48__bin.17	YuJ_2015__SZAXPI003416-4__bin.1	ZeeviD_2015__PNP_Main_77__bin.62	YuJ_2015__SZAXPI003422-11__bin.25	YuJ_2015__SZAXPI015270-90__bin.39	LiJ_2017__H2M514925__bin.5	ZellerG_2014__CCMD35802077ST-21-0__bin.16	HeQ_2017__SZAXPI029498-99__bin.52	WenC_2017__RA070__bin.24	WenC_2017__RA049__bin.7	YuJ_2015__SZAXPI015227-13__bin.28	LiSS_2016__FAT_014-22-42-0__bin.19	LiJ_2017__H1M512854__bin.22	Bengtsson-PalmeJ_2015__TRAVELRES17__bin.95	Bengtsson-PalmeJ_2015__TRAVELRES22__bin.115	Bengtsson-PalmeJ_2015__TRAVELRES18__bin.115	XieH_2016__YSZC12003_35366__bin.22	XieH_2016__YSZC12003_36674__bin.41	QinN_2014__LD-84__bin.77	QinN_2014__LD-11__bin.41	QinJ_2012__DOM022__bin.3	XieH_2016__YSZC12003_36703__bin.4	QinJ_2012__T2D-022__bin.41	YuJ_2015__SZAXPI015246-34__bin.22	Bengtsson-PalmeJ_2015__TRAVELRES14__bin.12
Bengtsson-PalmeJ_2015__TRAVELRES13__bin.23	1.0	0.8301635538529741	0.630081235469494	0.8877610414925262	0.876593067996846	0.6445880527514476	0.7452677504830811	0.5355783775918024	0.48399867681447317	0.7656671426976064	0.7050273435781509	0.6388608760097327	0.5963933042074593	0.8161905793251415	0.8466906825403808	0.7751553304748916	0.7969637799112688	0.8647093560384299	0.9119464025258969	0.8039739559186325	0.8432993851079023	0.7692978656442154	0.6134750032995036	0.8753138758506797	0.6657632513138793	0.8579149168017489	0.7592995238562567	0.8135459003245358	0.8015564350471576	0.5651541967993123	0.6546566147431971	0.8129959830659326	0.8238505037242089	0.8664382112968233	0.7526840192352596	0.8500003384106207	0.8984167459111537	0.852137401480208	0.7790720103959743	0.762054609321859	0.7663541162575846	0.9631475064213415
HeQ_2017__SZAXPI029594-136__bin.12	0.9058246951121007	1.0	0.6886197031756713	0.9395232200371654	0.9388636411891067	0.6989523358507183	0.7945178797101731	0.5758091033881767	0.527643692644565	0.8224962082293654	0.7798543664673622	0.687520251239999	0.6664294213707239	0.8980436032852473	0.893845653933887	0.8609280999051941	0.8627129784254483	0.9247193905103728	0.9461337786529083	0.8586396520894664	0.9153422009532276	0.8452491398704105	0.6629653631099258	0.9247978568533889	0.7225651662978748	0.9421499962613096	0.8092390887934369	0.8908611634989343	0.8653148300465167	0.610185669830245	0.7144512848632886	0.8512315061753012	0.8891085946493339	0.916004549201628	0.8125642154704242	0.9367588969293812	0.948261601248815	0.8950018785765651	0.8425891308421655	0.825825950573589	0.8334630335826717	0.9187508712071908
YuJ_2015__SZAXPI003412-1__bin.80	0.9345668260766448	0.9360795686268113	1.0	0.9700356507804647	0.9548881474017344	0.7582987512815332	0.8410371729345197	0.6054113643293926	0.5792147542279618	0.8742873922225833	0.8269105041178471	0.7427572195653892	0.7046632124352331	0.911336094878008	0.9246872556930193	0.8869879043339353	0.9104338452773696	0.9460764691045392	0.9734589288201612	0.8992799571337324	0.9374442368336184	0.8585112003182344	0.7128587508799757	0.9429393008130286	0.7802018328592026	0.9615972955099592	0.8492245547417044	0.9199137404206567	0.9091130974266436	0.6644748317536645	0.7593603690313805	0.8844756599660935	0.9263512097548365	0.951379538384509	0.8513741424550475	0.9407564591157954	0.9747137961367655	0.9175652562376317	0.8835690183298469	0.8475580909452539	0.8586793525386593	0.9486332612621204
QinN_2014__HD-6__bin.48	0.8944692048589609	0.8675536374225736	0.6589359334396868	1.0	0.900172316573206	0.6637857733766419	0.7626711072032419	0.5460193507718444	0.4980929247914663	0.7868568016458513	0.7395701163936013	0.6563104818172558	0.6154399570721611	0.8550742180224468	0.873405070105099	0.8110493154433241	0.8216107912881037	0.8917985750105594	0.9484618732000633	0.8233054009716728	0.8770849644732922	0.796010080711327	0.6286128196199658	0.9167684952624663	0.685889859747181	0.8864901334590368	0.7696430451317691	0.8324876622953181	0.8262650009824133	0.5825033255010201	0.676955226247015	0.8179782061942757	0.8573923724663433	0.9108301158054318	0.7748202141021702	0.9030458222287954	1.0074360802689213	0.8585959885997435	0.8070659597837071	0.7785610564544554	0.7935252782829546	0.8978579980164202
HeQ_2017__SZAXPI029552-169__bin.3	0.8560372412277477	0.8402657349474834	0.6286853126169571	0.8724709367892206	1.0	0.6448083616784495	0.7435869260785258	0.5310687809355582	0.4908053593130747	0.7722597632642337	0.7156113911427743	0.6379642244288772	0.6124693174617206	0.8542762225716077	0.8479249061657547	0.7958201522002613	0.793648105262897	0.8558162360715115	0.9002915615687318	0.798656040793834	0.8692611983519212	0.7698101173268869	0.6122425289929848	0.8651951165709253	0.6670584172395588	0.8787920973513255	0.758896180452569	0.8380924487288692	0.8169796402614388	0.5652502232771719	0.6554244579590359	0.8116296631055231	0.8307744929480766	0.8924898730067193	0.7523672337342271	0.8568068348839496	0.8838504303197593	0.8558302812590106	0.7821215503573674	0.7682498622332344	0.7637483796397657	0.8489886225719382
ZeeviD_2015__PNP_Validation_40__bin.5	0.9024477056830834	0.8968232535001066	0.7157581787600976	0.9223556724231872	0.9244338237035984	1.0	0.8109545637599792	0.57713382133466	0.540897946130339	0.8430288062919006	0.7891313102598726	0.7054301992277261	0.6661496458436974	0.8871254116030607	0.9029469594674626	0.8444655674792125	0.8866836045767892	0.9216248549025182	0.9267476843626371	0.9019798403335465	0.9030008528178524	0.8384786677089996	0.6859610783407954	0.9010340416459385	0.7414084523724919	0.9292321085921399	0.822034089024708	0.8889139601544548	0.8796597019875394	0.6320896406320328	0.72652914978798	0.8534521355980386	0.9016043635846777	0.913421220950892	0.8222200506952835	0.909054082865468	0.9248851064837846	0.906859853599602	0.8781820766114704	0.8200400350602894	0.8456387842607728	0.9148650889536398
QinJ_2012__DOF010__bin.2	0.8625729619848598	0.8427653926409864	0.6562735311887088	0.8760955925624553	0.8812936290882457	0.6704096250578947	1.0	0.5373321543871193	0.5066110094384241	0.7844413371443455	0.7229456813261382	0.6575317918905342	0.6074158066919886	0.8301680977546166	0.8502997793882209	0.7883208927090402	0.8311482681534706	0.8562170318560276	0.8797822474592436	0.8295776454564059	0.8584050346095132	0.7828168589308603	0.6267827399924211	0.8561607283615879	0.6897006710397346	0.871882622391557	0.7698895766075137	0.8263144907569246	0.827121833907629	0.5859245180665674	0.6720326344845684	0.8272760565228333	0.839704440925884	0.8753974292314034	0.7798572535057493	0.8452119018732906	0.8814243511144665	0.8513122630969272	0.8020716748380173	0.7774220049723329	0.7918352099532828	0.8699741787278543
QinN_2014__HD-39__bin.5	0.9354205947195149	0.9216837383044997	0.7128869193623699	0.9465043531198837	0.9498172162492834	0.719980317869365	0.8108550201254219	1.0	0.5843036485823546	0.880876564079225	0.7931728717588022	0.7409745905466667	0.6933968815939571	0.899116520577579	0.9210343166517918	0.8748928712859583	0.8846231137958142	0.9348295397454918	0.9741635094480138	0.8845787846727624	0.924744664251222	0.8588730650337788	0.7084207602149076	0.9153986074744812	0.7567661018151298	0.9496495044004043	0.8480589754653081	0.8965476478967309	0.9182356713497922	0.6450278977947739	0.7661786522764482	0.8795888030545721	0.9196409045505323	0.9291029558659251	0.8335700015958484	0.9393400280160058	0.9506380438444579	0.9249537499482827	0.8775334093824066	0.8515299458002589	0.8564925911259006	0.9414220191620023
YuJ_2015__SZAXPI015260-74__bin.51	0.937529908030757	0.9367014965486952	0.7564265393212761	0.9575953287752949	0.9735440934507148	0.7483702171732732	0.8478754645987243	0.6480308224790398	1.0	0.9026464919928417	0.8372945768955956	0.7903356910148082	0.722704210395212	0.9154790856828209	0.9365138543831243	0.9013731473408892	0.9270416123132592	0.9433124004431305	0.9678124037207229	0.9159690857483727	0.9484426519655722	0.8834987971235849	0.7453663037279336	0.9238557924890692	0.7984084011248698	0.9731909328683522	0.873395618514464	0.9261533847696836	0.9371619982825415	0.6958508957660061	0.7860567941213102	0.9115148376608478	0.9501060301145191	0.9524421341059711	0.8649443464808491	0.9473061467968089	0.9619414163132329	0.9514990068894993	0.8971180129923764	0.8823057534857195	0.8993598862019915	0.9448422167012999
RaymondF_2016__P7C0__bin.21	0.9402426303901992	0.9256639245990271	0.7238362489013375	0.9590170321256184	0.9711106308971943	0.7394393340910554	0.8322942358399807	0.6193427972414481	0.5722379676977645	1.0	0.8161327288178911	0.7455534038278129	0.6944144310746425	0.9112753419619463	0.9332039179914684	0.8836669665694926	0.9135163017618079	0.9386530761510762	0.9656287466208986	0.899557314339026	0.9438934105184856	0.8706528808333004	0.722384871599341	0.9291947089661249	0.7681952014162616	0.9657606900119892	0.8675397440505997	0.9134160455630658	0.9290227669879714	0.6735954262394886	0.7630888882886215	0.8868346468800063	0.9356111056856173	0.9547210799826292	0.8405848520675633	0.9390551398703838	0.9632568823542856	0.9368780739173889	0.8934349332075542	0.8592610754529191	0.8798146351193828	0.9396395348112379
