	HMP_2012__SRS045313__bin.2	CM_periimplantitis__SP_283SPT_T016__bin.32	HMP_2012__SRS045197__bin.11	HMP_2012__SRS011255__bin.40	CM_periimplantitis__SP_282SPT_T016_R__bin.22	HMP_2012__SRS012285__bin.21	HMP_2012__SRS017691__bin.67	CM_periimplantitis__SP_281SPI_T016__bin.22	HMP_2012__SRS013950__bin.8	HMP_2012__SRS019980__bin.28	CM_periimplantitis__SP_403SPT_T016__bin.9	HMP_2012__SRS014691__bin.31	HMP_2012__SRS013836__bin.14	CM_periimplantitis__SP_285SPI_T016__bin.4	ZellerG_2014__CCMD50071957ST-21-0__bin.41	HMP_2012__SRS051930__bin.50	HMP_2012__SRS049268__bin.17	HMP_2012__SRS024087__bin.10	CM_periimplantitis__SP_287SPT_T016__bin.22	HMP_2012__SRS063932__bin.88	HMP_2012__SRS058053__bin.57	CM_periimplantitis__SP_189SPI_T016__bin.28	HMP_2012__SRS022536__bin.36	ZellerG_2014__CCMD11006829ST-21-0__bin.60	HMP_2012__SRS014476__bin.30	CM_periimplantitis__SP_162SPI_T016__bin.17	CM_periimplantitis__SP_123SPT_T016__bin.4	HMP_2012__SRS015215__bin.20	HMP_2012__SRS022725__bin.36	HMP_2012__SRS017227__bin.23	HMP_2012__SRS058808__bin.49	HMP_2012__SRS019029__bin.2	CM_periimplantitis__SP_143SPI_T016__bin.7	CM_periimplantitis__SP_381SPT_T016__bin.14	HMP_2012__SRS023964__bin.1	HMP_2012__SRS023938__bin.18	HMP_2012__SRS058053__bin.56	HMP_2012__SRS047113__bin.6	HMP_2012__SRS013533__bin.55
HMP_2012__SRS045313__bin.2	1.0	0.7306246488731001	0.8133381780150472	0.7726076622078409	0.425395379630323	0.7966563512590649	0.8474469468480312	0.8113082400097875	0.8399970211754327	0.7406880020884506	0.744809664157989	0.4976691106940211	0.6373673901364081	0.7590846988666146	0.7962369425802922	0.8390927351460791	0.5339952216053164	0.7379902836307453	0.7563898446633007	0.7230204626425529	0.4514019911478172	0.7704124158062651	0.8464141785502536	0.8757977459954654	0.8106695112804567	0.764207213256424	0.8472517683702024	0.7062392053412616	0.7124840982733865	0.4690543909633592	0.5854139072644448	0.642277540522039	0.7874105380829218	0.7909577125573414	0.8247673713960008	0.8168669394255206	0.37578076505871516	0.8324959481029839	0.8038652703835687
CM_periimplantitis__SP_283SPT_T016__bin.32	0.7649093376559731	1.0	0.7795517945695124	0.7428100700144279	0.4591998032879022	0.7582278947350384	0.8110287288765821	0.7822548723941645	0.7818564789905311	0.6747451995736762	0.7416020384034105	0.43868639842081997	0.5774091234659712	0.6865856228816609	0.7425230554118103	0.8010303395853967	0.5367035987347368	0.6892025963255277	0.6823193864227528	0.6743078235896873	0.4764956459456403	0.7149516616003592	0.8028368180618718	0.821493195612018	0.7677482119418637	0.712087941274242	0.8191131163103116	0.6383500344417523	0.638728722365206	0.4867506348591658	0.5850128685353173	0.5820086395679188	0.7372839679640298	0.7691438739945922	0.7806206026792599	0.781135087063952	0.3237726056128062	0.800413043999767	0.7438047683834995
HMP_2012__SRS045197__bin.11	0.8273983334075651	0.7574828701620513	1.0	0.7908559278750676	0.4708883289827992	0.8447926999271974	0.8982337150509057	0.855293922253159	0.8785129123659094	0.7485155389202489	0.7992009613771637	0.5035466808636577	0.6300158966894176	0.7614326917353449	0.8156391955167922	0.8851325785562443	0.5565156654610602	0.7520078988106412	0.7351550770129875	0.7421635231958881	0.49204686838548495	0.7935157824280601	0.8841768624289092	0.9113365165562418	0.8536526379804753	0.7935191124494096	0.8889987333431292	0.7179900657138089	0.7082439257288689	0.5396682549480996	0.6322840574811636	0.654774605423689	0.8154235766344057	0.8398430394436867	0.8520005311384052	0.8387254010282273	0.37420407286586216	0.9291425569652183	0.8321615126954983
HMP_2012__SRS011255__bin.40	0.8518033144824549	0.7822443853374572	0.8571053495833438	1.0	0.548981908209335	0.8348618845344603	0.9007166521706179	0.8649932151273788	0.8520744387141944	0.7489524950647269	0.8259833554082292	0.44128152890608363	0.6095919332195303	0.7434618910306149	0.7976371139750331	0.8751673662062818	0.6222801863674586	0.7259358071652585	0.765098146069646	0.7147633234327124	0.5644603499983759	0.7643993583242809	0.9165884722126986	0.9031121091931416	0.8499275498309196	0.7741133651163714	0.8931883307408864	0.677632386218047	0.6836192242869568	0.586167882289678	0.6690150566428594	0.6058742380551957	0.8028101282268746	0.8892225185591529	0.8889473342307651	0.9114565100491904	0.31236218227488116	0.8855088834914666	0.8018406673716197
CM_periimplantitis__SP_282SPT_T016_R__bin.22	0.7944404580963494	0.8191334010375713	0.8644562684878037	0.9299215288014286	1.0	0.8428711487483503	0.934180935373019	0.8984451714116944	0.839733523455392	0.6868396257774334	0.8751506342878408	0.28859046042702574	0.5255094438242044	0.7042188298782012	0.7913616728295862	0.8999620214376376	0.7074527388503882	0.6620267103152679	0.6991364270960613	0.6638690908757459	0.7491084207719048	0.7067993853127653	0.9378909136480587	0.9252960914175327	0.8615807487660788	0.7251826906397745	0.9205522098250617	0.5610274232729879	0.6181992965178167	0.7942654663301323	0.7336289089454415	0.506241245635713	0.7942417774884173	0.9399671260009491	0.9021780743722648	0.9145826217128866	0.17454320653689767	0.906480273690179	0.7638291255073042
HMP_2012__SRS012285__bin.21	0.8823789073334506	0.8021733140206264	0.9197944066871758	0.8387227327359447	0.4998925896853467	1.0	0.9331232562819172	0.8876882399754905	0.9219507707256587	0.8144915095998535	0.8392303257840953	0.5251195109703548	0.6818007951082533	0.8227779661109127	0.8783109116189861	0.9241778352244195	0.6001168370426904	0.8074241828205133	0.8202137148015946	0.8010706587651348	0.5163399640696635	0.854434097200443	0.932428488297261	0.9502590537377883	0.887940223667251	0.8493758418340062	0.9321252920926067	0.7697802665951202	0.7671280929185331	0.5561230224265485	0.6644923253743952	0.6917283180723066	0.8756995266694826	0.8932278023215131	0.892441939513037	0.8902316437131882	0.39940366881003875	0.9293435009055098	0.8924260772302822
HMP_2012__SRS017691__bin.67	0.796070327892923	0.7277119603696435	0.829439638505221	0.7674441756398459	0.4698955505792111	0.7913959722359956	1.0	0.8233442572037198	0.8285336721962514	0.6990585176592321	0.7642815575701807	0.4717147862772818	0.6021566380001553	0.724323331188534	0.7976939179179918	0.8491702547852472	0.5398379177457928	0.7042083422699972	0.7050005342779675	0.6988213597412711	0.48586277435558006	0.752400599313818	0.8464204529293423	0.8680829260905228	0.8207113046299221	0.7402517333284133	0.8607952208643618	0.6794101571238472	0.6796150277401733	0.5172310410117917	0.5940851969640711	0.6129944089156002	0.7752823024843541	0.8144852366313274	0.822301069862802	0.813455117960119	0.3524493377643811	0.8554943378066621	0.7793408931743876
CM_periimplantitis__SP_281SPI_T016__bin.22	0.8510476654853059	0.7837916489791609	0.8819417469060635	0.8230010400038802	0.5046508303935232	0.8407064300396729	0.9194127905454504	1.0	0.8748917825099933	0.7395904110182896	0.8204437378503467	0.514505328571263	0.6599341831634403	0.7713493739159473	0.8220408713369695	0.8958536766476421	0.5920553661496121	0.7523194060946888	0.7454432764371519	0.7509343080669191	0.5223394807878277	0.7901115074733914	0.9021031428033062	0.928685693486863	0.8752179909082286	0.7828748316914893	0.9122314843469329	0.712251571916719	0.7200586831739562	0.5495027682645585	0.6421635514480004	0.6569476594332816	0.8183165157165918	0.8659562477278083	0.8775469471829973	0.8718868022520397	0.3763247387435569	0.9082998147050454	0.8349964954058269
HMP_2012__SRS013950__bin.8	0.8620162167382605	0.7663886894339258	0.88622165115117	0.7931127151489193	0.46143506796165423	0.8542034608585382	0.9051257825982894	0.8559019773335181	1.0	0.7812995225678042	0.7955725197250461	0.5286257762997115	0.6647220857530369	0.7973352816933936	0.8565910417427745	0.8988696152408786	0.5668224514904534	0.7924765587930246	0.781240735841847	0.7849018891534292	0.47665537121717916	0.8501089653956136	0.8891202566460493	0.9270935422781535	0.8564579317989998	0.8279039592859933	0.9409134617403391	0.7639167076074223	0.7583084539510978	0.5129704512721027	0.6124489290318246	0.6844194180953941	0.8463063040365485	0.8433589895401619	0.8619528110552637	0.8453119685574997	0.4036174831722997	0.9093957984287148	0.8880398406039917
HMP_2012__SRS019980__bin.28	0.870123646215026	0.7571288967208253	0.8643765943670624	0.7980307358639397	0.4320484182869306	0.8638694732814484	0.8742190695794164	0.8282642855529134	0.8943871069150646	1.0	0.7936569967568284	0.5409275557100152	0.6992930587861492	0.8431044270469066	0.8562400648730443	0.8734071951589404	0.5419153602891023	0.8367656538184776	0.874536801368602	0.8272514854321658	0.4436006846855681	0.867227528166851	0.8821200641616327	0.9031667909233497	0.8286892097611436	0.8704226313479663	0.8665800475011428	0.807314656856878	0.8069849079803554	0.4804532460796656	0.623283058646751	0.7212261659098305	0.8469446074762627	0.8378933372941654	0.8359883886095316	0.8384836166241502	0.40456678159808995	0.875063149793955	0.8856925038851243
