	HMP_2012__SRS045313__bin.2	CM_periimplantitis__SP_283SPT_T016__bin.32	HMP_2012__SRS045197__bin.11	HMP_2012__SRS011255__bin.40	CM_periimplantitis__SP_282SPT_T016_R__bin.22	HMP_2012__SRS012285__bin.21	HMP_2012__SRS017691__bin.67	CM_periimplantitis__SP_281SPI_T016__bin.22	HMP_2012__SRS013950__bin.8	HMP_2012__SRS019980__bin.28	CM_periimplantitis__SP_403SPT_T016__bin.9	HMP_2012__SRS014691__bin.31	HMP_2012__SRS013836__bin.14	CM_periimplantitis__SP_285SPI_T016__bin.4	ZellerG_2014__CCMD50071957ST-21-0__bin.41	HMP_2012__SRS051930__bin.50	HMP_2012__SRS049268__bin.17	HMP_2012__SRS024087__bin.10	CM_periimplantitis__SP_287SPT_T016__bin.22	HMP_2012__SRS063932__bin.88	HMP_2012__SRS058053__bin.57	CM_periimplantitis__SP_189SPI_T016__bin.28	HMP_2012__SRS022536__bin.36	ZellerG_2014__CCMD11006829ST-21-0__bin.60	HMP_2012__SRS014476__bin.30	CM_periimplantitis__SP_162SPI_T016__bin.17	CM_periimplantitis__SP_123SPT_T016__bin.4	HMP_2012__SRS015215__bin.20	HMP_2012__SRS022725__bin.36	HMP_2012__SRS017227__bin.23	HMP_2012__SRS058808__bin.49	HMP_2012__SRS019029__bin.2	CM_periimplantitis__SP_143SPI_T016__bin.7	CM_periimplantitis__SP_381SPT_T016__bin.14	HMP_2012__SRS023964__bin.1	HMP_2012__SRS023938__bin.18	HMP_2012__SRS058053__bin.56	HMP_2012__SRS047113__bin.6	HMP_2012__SRS013533__bin.55
HMP_2012__SRS045313__bin.2	1.0	0.7176966320869326	0.8005423261100929	0.7696108337558109	0.41805879659579276	0.7838478147989477	0.8338515587886167	0.798372039639644	0.8258627441111953	0.7276102257155215	0.7322065356556707	0.4894752972379995	0.6291919897443325	0.7458064246862721	0.7820187837803002	0.824348371896427	0.5239691036970568	0.7243719815361979	0.7479014221841412	0.7106513846419499	0.44374502080062456	0.7568423968571764	0.8352071694742498	0.860768184844248	0.7966919498493606	0.74983602143608	0.8326440709729505	0.6937256870834811	0.7005532511947009	0.4609088606527963	0.5755089063990307	0.6310410705437215	0.7742644287837925	0.778357039130216	0.8140055492882942	0.8134817999138269	0.3691389683037517	0.8189431146802449	0.7897219913769575
CM_periimplantitis__SP_283SPT_T016__bin.32	0.751374671432537	1.0	0.7677850526221998	0.7296686566345782	0.452327302885225	0.7467237497301206	0.7984142229015377	0.770077742403109	0.7697543155001594	0.663840358194224	0.7297200622350469	0.43126771351316157	0.5699090463575704	0.6742786937494217	0.7303669160409463	0.7878118178048438	0.5269202562055127	0.6772872065168594	0.6703731532538032	0.663578189631833	0.4689223158565715	0.7033841163548632	0.7896555653416588	0.8072101495217566	0.7554567044897652	0.6992828061974592	0.806311836653564	0.6272725559207257	0.628669074733462	0.47939749209210514	0.575253943666316	0.5723705178600191	0.7262013488829564	0.7577095549303111	0.7678960030432115	0.7678081851424107	0.31820794936205654	0.7882474802688171	0.7312125381686584
HMP_2012__SRS045197__bin.11	0.8143812799519811	0.7460492418582019	1.0	0.7780636508605817	0.46423744384231186	0.8320686883503782	0.884890319503061	0.842539107978856	0.8652873163233068	0.7371514248120724	0.7865015087077978	0.4953781384930904	0.6223231311191744	0.7478083256361278	0.8028635686090542	0.8715173700157385	0.5465426677716788	0.7409955182075161	0.7229755239268278	0.731356355158432	0.4847233189323785	0.7816875465942831	0.8699743213728679	0.8967039864934334	0.8407205000693061	0.7796770462044624	0.8761352771222954	0.7063578848869895	0.6979408396732084	0.5383208450595179	0.6223672539020566	0.6441272784110137	0.8031466204237702	0.8276493337667911	0.8383686724911514	0.8249861491924491	0.3677192725401861	0.9270500547996638	0.8182799024470246
HMP_2012__SRS011255__bin.40	0.8484992980544016	0.768405320350648	0.8432414728947948	1.0	0.5398006763218772	0.8211125927957645	0.885434448386247	0.851062572405057	0.8372478679981378	0.7356624453691439	0.8118984290132701	0.4336724566652351	0.6011293384388297	0.7298262819980728	0.7832751987642871	0.8601657602124964	0.6102623002883572	0.7130562783530082	0.756086987119569	0.7023222850584834	0.5554203192499106	0.7505711202618672	0.9037305972492394	0.8877387787951077	0.8349773717280132	0.7597834795569622	0.8780698841879987	0.6651746563353748	0.6714213405897785	0.5766262040442172	0.6578398661792144	0.5952250556684363	0.7892106089423178	0.8748939863652933	0.8764079512932762	0.907242580850058	0.30615564786511096	0.8709976469484314	0.7875040149844634
CM_periimplantitis__SP_282SPT_T016_R__bin.22	0.7807391377108786	0.8068740433719767	0.8522465809741921	0.9143694221374518	1.0	0.8299691357317139	0.9192569650925814	0.8846536805964696	0.8262385252396967	0.6748423736830723	0.8616426454170115	0.283806078556784	0.5180910155864937	0.6905220944298364	0.7778246460237515	0.8858381226822187	0.694195393208027	0.6504734329640167	0.6856238532881258	0.6522883039018578	0.7371669520790016	0.6946065092352096	0.9220354369788932	0.9097386356602654	0.8473888401102525	0.7113499353905947	0.9067912852572111	0.5506028046060278	0.6143502418172245	0.7828940581507573	0.7223774732870102	0.4974381663919526	0.7818051355880525	0.9262497583356067	0.8871792167857605	0.8989479861809996	0.17065900065182524	0.8931847202386002	0.7500429837853699
HMP_2012__SRS012285__bin.21	0.8681921348457189	0.7900024110669788	0.905940742137293	0.8249098569131454	0.4922406244844758	1.0	0.9186636525308045	0.8742184426682716	0.9078029741326957	0.8016725190936563	0.8255457078475699	0.5163784867563536	0.6729895236420527	0.8084198809694303	0.8644205372147282	0.9093719805011756	0.5890354463102517	0.7947941800831365	0.8062657829713409	0.7888879724014407	0.5082719538525406	0.8404453766431059	0.9171481247156119	0.9353675426876689	0.8732154931900954	0.8350567325872924	0.9178360945790875	0.7567197161829728	0.7548674547653017	0.5477232638958128	0.6536837659053375	0.6804044610177603	0.8620937669386519	0.8798327843472807	0.8778631420372246	0.8762257012488602	0.3924781961593335	0.9151082351533566	0.877975084432665
HMP_2012__SRS017691__bin.67	0.7832991626057697	0.7163933392834217	0.817118189205125	0.7544231681376607	0.4623887529490991	0.7791325632043148	1.0	0.8108033311270344	0.8156814042823725	0.6876987687006898	0.7517521626726505	0.4636906230757345	0.5943046737406608	0.7114618383313307	0.7932501858441707	0.8351575658757048	0.5297135424474235	0.6930396265127946	0.6925514732618862	0.6879290079111576	0.4779842883840283	0.7400426346130636	0.832123328267302	0.8540625497282102	0.8073389805361383	0.7272334164346977	0.8477476916501194	0.6675937734707543	0.6684974335438927	0.5090327570049992	0.5845220057179273	0.6026175007937294	0.7625937773144806	0.8019293200217401	0.808683900398287	0.7997011118362942	0.3461060361110406	0.842403374484268	0.7664582598220662
CM_periimplantitis__SP_281SPI_T016__bin.22	0.8374778253402977	0.7715905964420107	0.8687895393551117	0.8097466777176916	0.49690423937859013	0.827949535560793	0.9054085781648974	1.0	0.8617318489706624	0.7273185369209962	0.8079456639821718	0.5061689871100468	0.6517184529652559	0.7581954494786889	0.8087388654557754	0.8813597224481596	0.5814870724899445	0.7402823161998094	0.7332237673722068	0.7393543391511457	0.5145594104899178	0.7774361650940703	0.8879641548476928	0.9164254083721385	0.8613150748197592	0.7697131812658518	0.8980882041755534	0.7002595502873853	0.7088650136771455	0.5412183626141139	0.6321274925433481	0.6462905169072526	0.8061017280889896	0.8532731793601079	0.863846623678695	0.8582839120456314	0.3699598119837806	0.8947801934845023	0.8213627012459015
HMP_2012__SRS013950__bin.8	0.8475114319186727	0.7545259480409323	0.8728800036951656	0.7793121113252627	0.45401954238732894	0.8410952806856212	0.8910854129137641	0.8430276843488741	1.0	0.7693800939747806	0.7828775262545716	0.5196662593586369	0.656336999105602	0.7827670911908091	0.842572927033076	0.8845227147710047	0.5562454597751827	0.7801439434975583	0.7674796031056188	0.7730126937337549	0.46914998593317625	0.8368336629589038	0.87398267471205	0.9119878731382454	0.842503222772298	0.8130720683269719	0.9329558385716505	0.7508479985219337	0.7463142822350712	0.50457234756392	0.6028918870119127	0.6728338141247707	0.8329575181923922	0.8306257846978152	0.8479044631722157	0.8310671050476802	0.39668442865600945	0.8955460656983653	0.8726326795409597
HMP_2012__SRS019980__bin.28	0.8547605210801342	0.7448926177109756	0.851253454311755	0.783869800146224	0.42450168743940386	0.8502733406685634	0.8600129496133142	0.8145210637910257	0.880742425269339	1.0	0.7799469421559904	0.5316623813733223	0.6906869015190079	0.8269476934642908	0.8411091098654999	0.8591789637521384	0.5313129244735675	0.822787858511775	0.8591780023851515	0.8136976529667065	0.43585639292222395	0.8531026437111457	0.8666987763240306	0.8870658166259768	0.8140908520643674	0.854283683054609	0.8535842885716057	0.7941660405764165	0.7935993147376117	0.47232921435647773	0.6128892394673835	0.7090533371211193	0.8339733634048927	0.8251874305111925	0.8217202604727715	0.823671835456272	0.3971690626335399	0.8611093886619262	0.8699313728176368
