	HMP_2012__SRS045313__bin.2	CM_periimplantitis__SP_283SPT_T016__bin.32	HMP_2012__SRS045197__bin.11	HMP_2012__SRS011255__bin.40	CM_periimplantitis__SP_282SPT_T016_R__bin.22	HMP_2012__SRS012285__bin.21	HMP_2012__SRS017691__bin.67	CM_periimplantitis__SP_281SPI_T016__bin.22	HMP_2012__SRS013950__bin.8	HMP_2012__SRS019980__bin.28	CM_periimplantitis__SP_403SPT_T016__bin.9	HMP_2012__SRS014691__bin.31	HMP_2012__SRS013836__bin.14	CM_periimplantitis__SP_285SPI_T016__bin.4	ZellerG_2014__CCMD50071957ST-21-0__bin.41	HMP_2012__SRS051930__bin.50	HMP_2012__SRS049268__bin.17	HMP_2012__SRS024087__bin.10	CM_periimplantitis__SP_287SPT_T016__bin.22	HMP_2012__SRS063932__bin.88	HMP_2012__SRS058053__bin.57	CM_periimplantitis__SP_189SPI_T016__bin.28	HMP_2012__SRS022536__bin.36	ZellerG_2014__CCMD11006829ST-21-0__bin.60	HMP_2012__SRS014476__bin.30	CM_periimplantitis__SP_162SPI_T016__bin.17	CM_periimplantitis__SP_123SPT_T016__bin.4	HMP_2012__SRS015215__bin.20	HMP_2012__SRS022725__bin.36	HMP_2012__SRS017227__bin.23	HMP_2012__SRS058808__bin.49	HMP_2012__SRS019029__bin.2	CM_periimplantitis__SP_143SPI_T016__bin.7	CM_periimplantitis__SP_381SPT_T016__bin.14	HMP_2012__SRS023964__bin.1	HMP_2012__SRS023938__bin.18	HMP_2012__SRS058053__bin.56	HMP_2012__SRS047113__bin.6	HMP_2012__SRS013533__bin.55
HMP_2012__SRS045313__bin.2	1.0	0.9823055288291911	0.9842674889107228	0.9961211510076586	0.982753496192399	0.9839221309917707	0.9839572399074883	0.984055134987921	0.9831734200146818	0.982343744820957	0.9830787258694258	0.9835356197924461	0.9871731743440375	0.9825075196481128	0.9821433067977021	0.9824282077152232	0.9812243302887268	0.9815467731803346	0.9887777149058129	0.9828924924816158	0.9830373580592264	0.9823860328952679	0.9867594265786057	0.9828390045305103	0.9827580028154526	0.981194639920885	0.9827587289367932	0.982281473241444	0.9832545777406142	0.9826341454903911	0.9830803458160079	0.982505273391337	0.9833046312395874	0.9840690934204502	0.9869516878565514	0.9958559474642537	0.9823253413358566	0.9837202409770018	0.9824059086420507
CM_periimplantitis__SP_283SPT_T016__bin.32	0.9823055288291911	1.0	0.9849057599132197	0.9823085147733734	0.9850337470672469	0.9848275893240015	0.984446289599978	0.984433296076781	0.9845212467817661	0.9838385787904202	0.9839779618271489	0.9830888649970363	0.987010809487421	0.9820751720949443	0.983628603472626	0.9834981009740597	0.9817714236455876	0.9827113393475372	0.9824917283508812	0.9840879290103222	0.9841061924626007	0.9838205212089401	0.9835816539255962	0.9826133117516325	0.9839901842024358	0.9820174807989744	0.9843717804026739	0.9826467017727758	0.9842505162528261	0.9848934089850994	0.9833184440994699	0.9834398992512293	0.9849683167373386	0.9851337058632526	0.9836993802208464	0.982939056070784	0.9828130726494991	0.9848008927113968	0.9830705169553999
HMP_2012__SRS045197__bin.11	0.9842674889107228	0.9849057599132197	1.0	0.9838247693876971	0.9858758760174532	0.9849383031151716	0.9851448511403421	0.9850872151169949	0.9849454733602208	0.9848177980051429	0.9841098130719431	0.9837779838871006	0.9877895691034673	0.9821069330919238	0.984336668740345	0.9846178879070141	0.9820795742000918	0.9853560306739569	0.9834326750001557	0.9854382926407936	0.9851161547331119	0.9850938871088561	0.9839369908221465	0.9839438782524574	0.9848508194834806	0.9825561022692699	0.9855303998325622	0.9837989668906423	0.9854526305396021	0.9975032626502902	0.9843159044391968	0.983738943256992	0.984944075002948	0.9854809707240383	0.9840001758812996	0.9836188914525126	0.9826704175718562	0.9977479212959645	0.9833186105861721
HMP_2012__SRS011255__bin.40	0.9961211510076586	0.9823085147733734	0.9838247693876971	1.0	0.983275893521874	0.9835310582583816	0.9830332838328871	0.9838950844021702	0.9825994419707855	0.9822551499819299	0.9829476873804585	0.9827568757303051	0.9861176070096501	0.9816593033253662	0.9819944245834132	0.9828585861709914	0.9806873393330172	0.9822580334443838	0.9882222182913815	0.9825941847233013	0.9839846487915559	0.9819096681442434	0.9859720306841526	0.9829773842676424	0.9824100558854924	0.9814886472638863	0.9830736183707783	0.9816157991618428	0.9821569036331577	0.9837219360975745	0.9832960553687349	0.9824234441442132	0.9830601049907113	0.9838864492353648	0.9858941216710665	0.9953767084302191	0.9801303270307273	0.9836125454938194	0.9821203226893556
CM_periimplantitis__SP_282SPT_T016_R__bin.22	0.982753496192399	0.9850337470672469	0.9858758760174532	0.983275893521874	1.0	0.9846927812919024	0.9840245398773007	0.9846496021637529	0.9839294278020899	0.982532673357654	0.9845649556298139	0.9834215522468682	0.9858833588532192	0.9805504555299469	0.9828940075434385	0.9843061169038481	0.9812604504664094	0.9825486235355226	0.9806724792411956	0.9825556165619773	0.9840590916324258	0.9827491699470561	0.9830945406993087	0.983186510889251	0.9835280573804006	0.9809251442047296	0.9850514458376395	0.981418700344194	0.9937737640235551	0.9856831139443641	0.9846633147614033	0.9826109007915663	0.9843414911518601	0.9854065453079169	0.9833748369500771	0.9829051688051916	0.9777464505085087	0.9853327713382508	0.9819512751457624
HMP_2012__SRS012285__bin.21	0.9839221309917707	0.9848275893240015	0.9849383031151716	0.9835310582583816	0.9846927812919024	1.0	0.9845040795481534	0.9848259820276646	0.9846544988710977	0.9842613577242875	0.983693847188208	0.9833542193131447	0.9870764722930521	0.9825492590554534	0.9841851282723405	0.9839794310586895	0.9815346111816384	0.9843576610583332	0.9829947590749228	0.9847919952748314	0.9843746159922759	0.98362808717118	0.9836122943759976	0.9843289985067287	0.9834169800120761	0.9831416099429019	0.984670303837116	0.983033404493575	0.9840174825216139	0.984895862620316	0.9837341094000329	0.983629617642222	0.9844629815176709	0.985003805368106	0.9836641502036902	0.9842670808623375	0.9826604681140295	0.9846824497741868	0.9838070702253938
HMP_2012__SRS017691__bin.67	0.9839572399074883	0.984446289599978	0.9851448511403421	0.9830332838328871	0.9840245398773007	0.9845040795481534	1.0	0.9847683080716716	0.9844879353185362	0.9837499312695882	0.9836063100392428	0.9829893752857037	0.9869602628884537	0.9822434370074771	0.9944292767263171	0.9834983752309056	0.9812455276564386	0.9841400405436828	0.9823417708061297	0.9844132528602929	0.9837845449633359	0.983575285942057	0.9831087202435149	0.9838490356843504	0.9837064214683704	0.982413662396735	0.984842470197336	0.9826078790121194	0.9836413355466131	0.9841496674469588	0.9839026602665507	0.9830717736231434	0.9836336710779883	0.9845842305730206	0.9834401656965045	0.9830918684754048	0.9820022313176225	0.98469777911569	0.983469835260603
CM_periimplantitis__SP_281SPI_T016__bin.22	0.984055134987921	0.984433296076781	0.9850872151169949	0.9838950844021702	0.9846496021637529	0.9848259820276646	0.9847683080716716	1.0	0.9849582156303077	0.983407202264295	0.9847666899123135	0.9837973661334752	0.9875506824653304	0.9829468657367554	0.9838183156762514	0.9838210696933007	0.9821498220201976	0.9840000273854901	0.9836077278430249	0.9845792517516173	0.9851053374595093	0.9839575271851765	0.9843266392890772	0.9867982405665239	0.9841149105332694	0.9831880526837217	0.984495952601872	0.9831632219539196	0.9844545038364513	0.9849238145303465	0.9843714909044242	0.9837777905545436	0.9850732725137463	0.9853536845527939	0.9843879309838847	0.9843983299537592	0.9830866108323705	0.9851154640773175	0.9836720342720732
HMP_2012__SRS013950__bin.8	0.9831734200146818	0.9845212467817661	0.9849454733602208	0.9825994419707855	0.9839294278020899	0.9846544988710977	0.9844879353185362	0.9849582156303077	1.0	0.9847440984555456	0.9840429462359235	0.98305130520916	0.9873855753748036	0.9817289027124896	0.9836349973014217	0.9840389526727642	0.9813398504461871	0.9844378800121869	0.9823855412232192	0.9848526349802808	0.9842540633396467	0.9843839990200175	0.9829746518304493	0.9837064239464025	0.983706486321646	0.9820850102325723	0.9915426620063763	0.9828924947506129	0.984182990900956	0.9836284844724361	0.984395364957173	0.9830723622616321	0.9842270041231078	0.9849017974548545	0.9837017204389078	0.9831483948652379	0.9828227101021524	0.9847704016729795	0.982650371798012
HMP_2012__SRS019980__bin.28	0.982343744820957	0.9838385787904202	0.9848177980051429	0.9822551499819299	0.982532673357654	0.9842613577242875	0.9837499312695882	0.983407202264295	0.9847440984555456	1.0	0.9827254662192076	0.9828716909706486	0.9876930606431585	0.9808366163617394	0.9823286066276427	0.9837095097387963	0.9804352550370992	0.9832954480828455	0.9824377899713141	0.9836158257746994	0.9825422006081135	0.983712596755822	0.9825179264545372	0.9821727565061242	0.9823837965731641	0.981458491872662	0.9850033947042613	0.9837131455885453	0.9834128332384259	0.9830909005413593	0.9833240787870374	0.9831220366591177	0.9846846606532842	0.9848358899427408	0.9829326240278387	0.9823350380684688	0.9817144676700145	0.9840539952627254	0.9822047369732151
