	Bengtsson-PalmeJ_2015__TRAVELRES39__bin.58	XieH_2016__YSZC12003_35541__bin.76	XieH_2016__YSZC12003_36058__bin.56	XieH_2016__YSZC12003_37878__bin.38	KarlssonFH_2013__S263__bin.7	ZeeviD_2015__PNP_Main_25__bin.71	XieH_2016__YSZC12003_35999__bin.85	XieH_2016__YSZC12003_35989__bin.123	XieH_2016__YSZC12003_37405__bin.99	XieH_2016__YSZC12003_36587__bin.73	FengQ_2015__SID530177__bin.8	XieH_2016__YSZC12003_36049__bin.130	ZellerG_2014__CCIS23164343ST-4-0__bin.33	XieH_2016__YSZC12003_35636__bin.60	XieH_2016__YSZC12003_37830__bin.24	XieH_2016__YSZC12003_36534__bin.20	FengQ_2015__SID31188__bin.73	CosteaPI_2017__alien3-11-0-0__bin.61	FengQ_2015__SID530705__bin.5	ZellerG_2014__MMPU68403337ST__bin.48	XieH_2016__YSZC12003_35992__bin.44	XieH_2016__YSZC12003_37798__bin.88	XieH_2016__YSZC12003_36667__bin.29	FengQ_2015__SID31879__bin.21	FengQ_2015__SID31884__bin.15	XieH_2016__YSZC12003_36588__bin.103
Bengtsson-PalmeJ_2015__TRAVELRES39__bin.58	1.0	0.9860201841650137	0.9865180953481685	0.984401846096278	0.9881251830413538	0.9856131663203825	0.9854082577242792	0.9845952695041009	0.986585931214894	0.9862954238171189	0.9859347722351126	0.9853750523076271	0.9866986018851507	0.986872038061779	0.9845426293744088	0.9859362808842653	0.9872613424391663	0.9850983672499954	0.9881271983430208	0.9891647224983864	0.9872460320566708	0.9861853021802024	0.9832282417861857	0.9870075500273968	0.9861514701881374	0.9830213617653353
XieH_2016__YSZC12003_35541__bin.76	0.9860201841650137	1.0	0.9862677663534881	0.9858852815762896	0.9860048782466122	0.9861445339889027	0.9871480606541895	0.9856658958264508	0.98859876189318	0.9876382264075705	0.9885153421024109	0.986640975934612	0.9870103606078113	0.9854736085826143	0.9857416778483262	0.9871837829746566	0.9859098722986247	0.9869979783754854	0.9850855915572048	0.9850661858852129	0.9858040338697679	0.9864973307843167	0.9832262839241609	0.9862695950177759	0.9877586222569678	0.9845994222240306
XieH_2016__YSZC12003_36058__bin.56	0.9865180953481685	0.9862677663534881	1.0	0.9849806025714247	0.9869347667927851	0.9873649455851753	0.9859457209745947	0.984552341543925	0.987243427580735	0.9869427842704328	0.9863200303815861	0.9859000950343728	0.9873132014224733	0.9864861840458843	0.9849724302526541	0.986496188295758	0.9861305865476447	0.9866120804925962	0.9862797161695578	0.9865666987639351	0.9866938773920545	0.9865922729891923	0.9837660242969309	0.9873139549419869	0.9870972563619101	0.9840303129920238
XieH_2016__YSZC12003_37878__bin.38	0.984401846096278	0.9858852815762896	0.9849806025714247	1.0	0.9848351524411654	0.9866535103323923	0.9868258612233853	0.9863014145181046	0.9854464119539497	0.9870973932248805	0.9862215249370767	0.9860629645767911	0.9863121802249643	0.9847332468793556	0.9989296258145823	0.9861081035252746	0.9847045824580173	0.9869009440018881	0.9843475022868383	0.9847272986831417	0.985289127710547	0.9855303048351937	0.985596138326398	0.9855331383159032	0.9871090644499767	0.9853159302217108
KarlssonFH_2013__S263__bin.7	0.9881251830413538	0.9860048782466122	0.9869347667927851	0.9848351524411654	1.0	0.9863638773747033	0.9860207234941314	0.9854621335659617	0.9868024266505836	0.9868639406146376	0.9862637110443803	0.9863531805471514	0.9874225248170282	0.9877753986540462	0.9854324224698937	0.9864688293568428	0.9884607930642149	0.986321786746686	0.9884620432406284	0.9891200326687365	0.9879091870495578	0.986795300528248	0.9841987100754646	0.9884258819325926	0.9867311748609988	0.9838707231678187
ZeeviD_2015__PNP_Main_25__bin.71	0.9856131663203825	0.9861445339889027	0.9873649455851753	0.9866535103323923	0.9863638773747033	1.0	0.9867134358320445	0.9854219313325302	0.9864179879049767	0.9875780349842169	0.9868906113993066	0.987216875215459	0.9871046086808	0.9859977845824628	0.9859389887660427	0.9869979409294498	0.9857553323442249	0.9873658247411767	0.9851527077842026	0.9854606505649014	0.9861233367188863	0.9864400511374899	0.9839978408233034	0.9867340181454787	0.9878199711589546	0.9848418792904244
XieH_2016__YSZC12003_35999__bin.85	0.9854082577242792	0.9871480606541895	0.9859457209745947	0.9868258612233853	0.9860207234941314	0.9867134358320445	1.0	0.985739312932974	0.9869113909835926	0.9885336183601775	0.9873947530056926	0.987686450844992	0.9871444212774644	0.9863086421817961	0.9866338773074311	0.9873540568908052	0.9860061935186136	0.9877552760331084	0.9852039994504427	0.9852242862077049	0.9861766619656521	0.9868156025467123	0.9851882792884398	0.9870164952048343	0.9885656417824004	0.9835673465505052
XieH_2016__YSZC12003_35989__bin.123	0.9845952695041009	0.9856658958264508	0.984552341543925	0.9863014145181046	0.9854621335659617	0.9854219313325302	0.985739312932974	1.0	0.985533480783633	0.986557714728816	0.9861926763787546	0.9855489171962769	0.9856607253087082	0.9851127295640094	0.985974227006181	0.9858382653018026	0.9843324898213215	0.985785748057486	0.9837813321942258	0.9844027204642457	0.9851531091004572	0.9848121154417796	0.9843557417666781	0.9853486328030676	0.9868122878875567	0.9848677552897884
XieH_2016__YSZC12003_37405__bin.99	0.986585931214894	0.98859876189318	0.987243427580735	0.9854464119539497	0.9868024266505836	0.9864179879049767	0.9869113909835926	0.985533480783633	1.0	0.9879551216152825	0.988466350787518	0.9867005054272776	0.987729303588919	0.9864721282288131	0.9854958650741225	0.9869732037006416	0.9865911951912125	0.9875035800961727	0.9860964622228251	0.986817934863296	0.9871830737234094	0.9878082866901745	0.9846954780085859	0.9875972524302155	0.9878869969468504	0.98471006645579
XieH_2016__YSZC12003_36587__bin.73	0.9862954238171189	0.9876382264075705	0.9869427842704328	0.9870973932248805	0.9868639406146376	0.9875780349842169	0.9885336183601775	0.986557714728816	0.9879551216152825	1.0	0.9884104793583871	0.988323002218382	0.9881329051500352	0.9868004635823344	0.9871145017428272	0.9873333261844252	0.9867706550910499	0.9879019865329273	0.9858482742161631	0.9866583512227053	0.987306751590356	0.9872599879988925	0.9856525191917409	0.9873381868316865	0.9893193413858883	0.9862107081413822
