	Bengtsson-PalmeJ_2015__TRAVELRES39__bin.58	XieH_2016__YSZC12003_35541__bin.76	XieH_2016__YSZC12003_36058__bin.56	XieH_2016__YSZC12003_37878__bin.38	KarlssonFH_2013__S263__bin.7	ZeeviD_2015__PNP_Main_25__bin.71	XieH_2016__YSZC12003_35999__bin.85	XieH_2016__YSZC12003_35989__bin.123	XieH_2016__YSZC12003_37405__bin.99	XieH_2016__YSZC12003_36587__bin.73	FengQ_2015__SID530177__bin.8	XieH_2016__YSZC12003_36049__bin.130	ZellerG_2014__CCIS23164343ST-4-0__bin.33	XieH_2016__YSZC12003_35636__bin.60	XieH_2016__YSZC12003_37830__bin.24	XieH_2016__YSZC12003_36534__bin.20	FengQ_2015__SID31188__bin.73	CosteaPI_2017__alien3-11-0-0__bin.61	FengQ_2015__SID530705__bin.5	ZellerG_2014__MMPU68403337ST__bin.48	XieH_2016__YSZC12003_35992__bin.44	XieH_2016__YSZC12003_37798__bin.88	XieH_2016__YSZC12003_36667__bin.29	FengQ_2015__SID31879__bin.21	FengQ_2015__SID31884__bin.15	XieH_2016__YSZC12003_36588__bin.103
Bengtsson-PalmeJ_2015__TRAVELRES39__bin.58	1.0	0.7840299784439102	0.7137156158964592	0.8432268535823374	0.8413220935736374	0.4434044387328742	0.7867833446231965	0.5449644307096886	0.8124042829476944	0.7679049680540838	0.8370815513018515	0.833293433082302	0.8279449744845776	0.7913264983622648	0.8159982918379017	0.830194154123803	0.7028111510334829	0.6131032756198185	0.8434134971682434	0.5957255134813906	0.8411150436223389	0.6206078409219297	0.6427651720082402	0.7181328474295694	0.8587312118344974	0.58301632957176
XieH_2016__YSZC12003_35541__bin.76	0.7941402441422103	1.0	0.7538064668345099	0.861727527452639	0.8579732385291777	0.4594575110481055	0.7946181635593502	0.5640527969880994	0.860629018581386	0.7791296421956465	0.8781713835162165	0.846981596069365	0.8414759442185362	0.8159576688421747	0.8373798521676267	0.8644286796014111	0.7124165279456824	0.6303353804551124	0.8578487173308301	0.6120358056420706	0.8524539750493799	0.6240775600701353	0.6670817373278255	0.7605351487549392	0.8764628720133817	0.5855662286410855
XieH_2016__YSZC12003_36058__bin.56	0.7468635482009413	0.7787738983877117	1.0	0.8057170714227678	0.7962660494457303	0.43174962135495554	0.7402922077245673	0.5244494282303579	0.7912806431653268	0.7291672309016023	0.8089030022854119	0.7904863739867208	0.779394730427645	0.7575843591992517	0.7791910850185729	0.8029743688033983	0.6684600657081964	0.591433142847619	0.793576471715684	0.5619056001966664	0.7917014756219258	0.5849904479365668	0.6353434680344416	0.7033985345863862	0.8117259130710144	0.5628144524698907
XieH_2016__YSZC12003_37878__bin.38	0.820588926211067	0.8279167201474373	0.7492861830713381	1.0	0.8966223563345046	0.47414832377137517	0.8196279675773331	0.586190578827427	0.8616921880940906	0.8122062089358497	0.8978821614788302	0.8900259371647361	0.8741410584591242	0.8359972004330126	0.9121861082386219	0.884466520230262	0.7346853272175549	0.6440457133446833	0.8834576105356715	0.6147500369320039	0.884653965286338	0.6411478224648299	0.6968175510569818	0.760423422397989	0.9153164891105079	0.6139048389401361
KarlssonFH_2013__S263__bin.7	0.8346438691857264	0.8403266159832871	0.7548854390044109	0.9140443194010822	1.0	0.46845554604782713	0.8282323245540186	0.5761917153066802	0.8652474530342629	0.8154176293035982	0.9018354743827067	0.8837409449584818	0.878667010985788	0.8443878369764172	0.863283747758922	0.8905707089435246	0.740399841402531	0.637506030110806	0.8999562030027853	0.6266984914971117	0.8971363084019626	0.649540082152699	0.6805391721429371	0.7703985625499629	0.913781142405418	0.6087096278835286
ZeeviD_2015__PNP_Main_25__bin.71	0.8349442497640561	0.8541580950542226	0.7769147068719419	0.9174669701993738	0.8891743229324334	1.0	0.858671722629338	0.6355489409001576	0.8728902118199685	0.81455419961368	0.894703891597961	0.8937404345491199	0.8882980268812014	0.8567616784021608	0.8834891765722485	0.8998398299517053	0.7366444515464516	0.6993311096344768	0.8949869305364339	0.6342808889671984	0.9008548338270894	0.6949505665933453	0.7073030606631171	0.7694675962590125	0.9148521402710987	0.6414974446832261
XieH_2016__YSZC12003_35999__bin.85	0.7224810077522923	0.7203859418518664	0.6496185097061331	0.7734047288891489	0.7666277574293944	0.41873667160573275	1.0	0.506606495984	0.7390674031694727	0.6987154467234431	0.7677836085773387	0.7645747390993959	0.7536597382630149	0.7276976487181434	0.7450093647251963	0.764424830370046	0.6405828524523332	0.5612834198203106	0.7603512434654875	0.5436385225215015	0.7654211749736517	0.5732249298216909	0.5907235747016223	0.6546203424317573	0.7816583927407612	0.5576207108050373
XieH_2016__YSZC12003_35989__bin.123	0.7872816052655609	0.8044835497956891	0.7240182258355605	0.8702009601854508	0.8390542525631429	0.4875885568672961	0.7970056939558072	1.0	0.8099445416326029	0.7720886154678009	0.8425559023650876	0.8448539049866514	0.8254912915335573	0.8071288412990474	0.8500236918605696	0.8371919788491724	0.7073296648698242	0.635638598103357	0.8312851917602657	0.5800968238526345	0.8228114868493995	0.6336526521581882	0.6730185299829663	0.7335208549490104	0.8569788168162598	0.6158021474388703
XieH_2016__YSZC12003_37405__bin.99	0.8343308414797775	0.8726046897961791	0.7765699316337614	0.9093624688518306	0.8957101782633697	0.4760672161523225	0.8265685259727814	0.5757837837837837	1.0	0.809547760526484	0.9001014631652929	0.8897021276595745	0.8747418056354227	0.8428343236853875	0.8884058526611718	0.9000191681042745	0.7407148425020765	0.6362226055843077	0.8917472365983004	0.6285405405405405	0.88022695035461	0.648514727493451	0.6835325538304262	0.7777639767427001	0.9126174685323623	0.6116736310778864
XieH_2016__YSZC12003_36587__bin.73	0.8345388299362706	0.8359576233506459	0.7572689497899666	0.9070352248054635	0.8932648692037989	0.47011230266438914	0.8269288396401036	0.5808236249928329	0.8566737380960366	1.0	0.8952640535192892	0.8853654948143451	0.8806087775874994	0.8414375303582846	0.8647050932682228	0.8964502578493407	0.7408303105767452	0.6502606620458968	0.8937538471857263	0.6212659986131199	0.8840732731342299	0.6576661903097978	0.6948442031768423	0.7692932645446608	0.9086087170061565	0.6157963687975794
